ID,BedrijfsklassenSBI2008,Perioden,TotaalBedrijfsopbrengsten_1,NettoOmzet_2,TotaalOverigeBedrijfsopbrengsten_3,Subsidies_4,NietEerderGenoemdeBedrijfsopbrengsten_5,TotaalBedrijfskosten_6,TotaalArbeidskosten_7,LonenEnSalarissen_8,Pensioenlasten_9,SocialeLasten_10,AfschrijvingenOpVasteActiva_11,TotaalOverigeBedrijfskosten_12,TotaalOverigePersoneelskosten_13,KostenUitzendkrachtenEnOverigeInleen_14,NietEerderGenoemdePersoneelskosten_15,NietEerderGenoemdeBedrijfskosten_16,Bedrijfsresultaat_17,SaldoBijzWaardevermeerderingVermind_18,FinancieelResultaat_19,VrijvalVoorzieningen_20,ToevoegingenVoorzieningen_21,SaldoVoorzieningen_22,IncidenteelResultaat_23,ResultaatVoorBelastingen_24,TotaalWerkzamePersonen_25,Werknemers_26,OverigeWerkzamePersonen_27,TotaalArbeidsjarenWerkzamePersonen_28,ArbeidsjarenWerknemers_29,ArbeidsjarenOverigeWerkzamePersonen_30,Vrijwilligers_31,TotaalBedrijvenNaarActiviteit_32,Peuteropvang_33,Kinderdagopvang_34,BuitenEnNaschoolseOpvang_35,Gastouderopvang_36,WelzijnswerkVoorOuderen_37,LokaalWelzijnswerk_38,MaatschappelijkWerk_39,OverigeActiviteiten_40,BeschikbarePlaatsen_41,GeplaatstePeuters_42,BeschikbarePlaatsen_43,GeplaatsteKinderen_44,BeschikbarePlaatsen_45,GeplaatsteKinderen_46,KindkoppelingenGastouderbureaus_47
89,427900,2017JJ00,1096.0,157.0,939.0,869.0,71.0,1085.0,711.0,566.0,49.0,96.0,16.0,358.0,66.0,26.0,40.0,293.0,11.0,0.0,0.0,3.0,2.0,1.0,3.0,15.0,19570.0,18210.0,1360.0,13440.0,12520.0,920.0,103850.0,1700.0,30.0,10.0,10.0,0.0,200.0,980.0,140.0,330.0,,,,,,,
90,427900,2018JJ00,1194.0,180.0,1014.0,926.0,88.0,1187.0,775.0,614.0,55.0,106.0,15.0,396.0,78.0,34.0,43.0,319.0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,20500.0,18810.0,1690.0,14390.0,13260.0,1130.0,109820.0,1800.0,20.0,20.0,20.0,0.0,220.0,1030.0,170.0,310.0,,,,,,,
91,427900,2019JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,427900,2020JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,427900,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,427900,2022JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,427900,2023JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,300015,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,300015,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,300015,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,300015,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,300015,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,300015,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,300015,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,300015,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,300015,2016JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,300015,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,300015,2018JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,300015,2019JJ00,1597.0,347.0,1251.0,1137.0,113.0,1507.0,987.0,781.0,68.0,138.0,19.0,501.0,103.0,48.0,55.0,398.0,90.0,0.0,0.0,4.0,4.0,0.0,-1.0,90.0,28620.0,23370.0,5250.0,20800.0,16520.0,4290.0,129170.0,5590.0,20.0,10.0,10.0,0.0,220.0,1070.0,3340.0,910.0,,,,,,,
108,300015,2020JJ00,1630.0,358.0,1272.0,1155.0,117.0,1509.0,1002.0,794.0,67.0,141.0,19.0,488.0,96.0,46.0,51.0,391.0,121.0,0.0,-1.0,3.0,3.0,1.0,1.0,121.0,28580.0,22810.0,5770.0,20910.0,16340.0,4570.0,119980.0,6040.0,20.0,10.0,10.0,0.0,130.0,1200.0,3860.0,810.0,,,,,,,
109,300015,2021JJ00,1828.0,408.0,1421.0,1289.0,131.0,1654.0,1081.0,860.0,77.0,144.0,21.0,552.0,115.0,57.0,58.0,437.0,174.0,0.0,0.0,3.0,3.0,0.0,0.0,174.0,30930.0,24450.0,6480.0,22940.0,17850.0,5090.0,123800.0,6660.0,20.0,10.0,10.0,0.0,120.0,1340.0,4340.0,810.0,,,,,,,
110,300015,2022JJ00,2254.0,684.0,1569.0,,,1963.0,1214.0,961.0,88.0,165.0,25.0,724.0,152.0,,,572.0,291.0,0.0,0.0,2.0,3.0,-1.0,1.0,291.0,,26700.0,,,19020.0,,,,,,,,,,,,,,,,,,
111,300015,2023JJ00,2735.0,946.0,1788.0,,,2328.0,1398.0,1111.0,96.0,192.0,30.0,900.0,208.0,,,693.0,407.0,0.0,,2.0,3.0,-2.0,0.0,,,28390.0,,,20560.0,,,,,,,,,,,,,,,,,,
