ID,Prijscomponenten,Belastingen,Perioden,MinderDan569M3_1,k_569Tot5687M3_2,k_5687M3EnMeer_3,MinderDan28433M3_4,k_28433Tot284333M3_5,k_284333Tot2843332M3_6,k_2843332Tot28433324M3_7,k_28433324M3EnMeer_8,MinderDan1MWh_9,k_1Tot25MWh_10,k_25Tot5MWh_11,k_5Tot15MWh_12,k_15MWhEnMeer_13,MinderDan20MWh_14,k_20Tot500MWh_15,k_500Tot2000MWh_16,k_2000Tot20000MWh_17,k_20000Tot70000MWh_18,k_70000Tot150000MWh_19,k_150000MWhEnMeer_20
296,A047658,A047659,2009JJ00,0.37,0.161,0.042,0.068,0.1,0.025,0.007,0.003,0.342,0.145,0.075,0.036,0.027,0.115,0.053,0.032,0.022,0.008,0.008,0.005
297,A047658,A047659,2010HJ01,0.299,0.13,0.034,0.055,0.088,0.022,0.007,0.003,0.301,0.128,0.066,0.032,0.024,0.101,0.047,0.028,0.019,0.007,0.007,0.004
298,A047658,A047659,2010HJ02,0.448,0.195,0.051,0.083,0.107,0.027,0.008,0.003,0.301,0.128,0.066,0.032,0.024,0.101,0.047,0.028,0.019,0.007,0.007,0.004
299,A047658,A047659,2010JJ00,0.358,0.156,0.041,0.066,0.096,0.024,0.007,0.003,0.301,0.128,0.066,0.032,0.024,0.101,0.047,0.028,0.019,0.007,0.007,0.004
300,A047658,A047659,2011HJ01,0.256,0.112,0.029,0.047,0.075,0.019,0.006,0.003,0.289,0.123,0.063,0.031,0.023,0.097,0.045,0.027,0.018,0.006,0.007,0.004
301,A047658,A047659,2011HJ02,0.384,0.168,0.044,0.071,0.092,0.023,0.007,0.003,0.289,0.123,0.063,0.031,0.023,0.097,0.045,0.027,0.018,0.006,0.007,0.004
302,A047658,A047659,2011JJ00,0.308,0.134,0.035,0.057,0.083,0.021,0.006,0.003,0.289,0.123,0.063,0.031,0.023,0.097,0.045,0.027,0.018,0.006,0.007,0.004
303,A047658,A047659,2012HJ01,0.3,0.131,0.034,0.055,0.084,0.021,0.007,0.003,0.261,0.111,0.057,0.028,0.02,0.088,0.045,0.027,0.018,0.007,0.007,0.004
304,A047658,A047659,2012HJ02,0.454,0.198,0.052,0.084,0.103,0.026,0.007,0.003,0.263,0.112,0.057,0.028,0.021,0.088,0.045,0.027,0.019,0.007,0.007,0.004
305,A047658,A047659,2012JJ00,0.362,0.158,0.041,0.067,0.093,0.023,0.007,0.003,0.262,0.111,0.057,0.028,0.02,0.088,0.045,0.027,0.018,0.007,0.007,0.004
306,A047658,A047659,2013HJ01,0.331,0.144,0.038,0.061,0.103,0.026,0.008,0.004,0.351,0.149,0.077,0.037,0.027,0.118,0.055,0.033,0.023,0.008,0.008,0.005
307,A047658,A047659,2013HJ02,0.497,0.217,0.057,0.092,0.125,0.031,0.009,0.004,0.351,0.149,0.077,0.037,0.027,0.118,0.055,0.033,0.023,0.008,0.008,0.005
308,A047658,A047659,2013JJ00,0.397,0.173,0.045,0.073,0.113,0.028,0.008,0.004,0.351,0.149,0.077,0.037,0.027,0.118,0.055,0.033,0.023,0.008,0.008,0.005
309,A047658,A047659,2014HJ01,0.325,0.142,0.037,0.06,0.101,0.025,0.008,0.003,0.354,0.15,0.077,0.038,0.028,0.119,0.058,0.035,0.024,0.008,0.009,0.003
310,A047658,A047659,2014HJ02,0.487,0.212,0.055,0.09,0.123,0.031,0.009,0.003,0.354,0.15,0.077,0.038,0.028,0.119,0.058,0.035,0.024,0.008,0.009,0.003
311,A047658,A047659,2014JJ00,0.39,0.17,0.044,0.072,0.111,0.028,0.008,0.003,0.354,0.15,0.077,0.038,0.028,0.119,0.058,0.035,0.024,0.008,0.009,0.003
312,A047658,A047659,2015HJ01,0.341,0.149,0.039,0.063,0.108,0.027,0.008,0.004,0.316,0.134,0.069,0.034,0.025,0.106,0.054,0.032,0.022,0.008,0.008,0.005
313,A047658,A047659,2015HJ02,0.511,0.223,0.058,0.094,0.132,0.033,0.01,0.004,0.316,0.134,0.069,0.034,0.025,0.106,0.054,0.032,0.022,0.008,0.008,0.005
314,A047658,A047659,2015JJ00,0.409,0.178,0.047,0.076,0.119,0.03,0.009,0.004,0.316,0.134,0.069,0.034,0.025,0.106,0.054,0.032,0.022,0.008,0.008,0.005
315,A047658,A047659,2016HJ01,0.283,0.123,0.032,0.052,0.079,0.02,0.006,0.004,0.346,0.147,0.076,0.037,0.027,0.116,0.056,0.034,0.023,0.008,0.008,0.006
316,A047658,A047659,2016HJ02,0.425,0.185,0.048,0.078,0.097,0.024,0.007,0.004,0.346,0.147,0.076,0.037,0.027,0.116,0.056,0.034,0.023,0.008,0.008,0.006
317,A047658,A047659,2016JJ00,0.34,0.148,0.039,0.063,0.087,0.022,0.007,0.004,0.346,0.147,0.076,0.037,0.027,0.116,0.056,0.034,0.023,0.008,0.008,0.006
318,A047658,A047659,2017HJ01,0.295,0.129,0.034,0.055,0.085,0.021,0.007,0.003,0.313,0.133,0.068,0.033,0.024,0.105,0.047,0.028,0.019,0.007,0.007,0.004
319,A047658,A047659,2017HJ02,0.443,0.193,0.05,0.082,0.103,0.026,0.007,0.003,0.313,0.133,0.068,0.033,0.024,0.105,0.047,0.028,0.019,0.007,0.007,0.004
320,A047658,A047659,2017JJ00,0.354,0.154,0.04,0.065,0.093,0.023,0.007,0.003,0.313,0.133,0.068,0.033,0.024,0.105,0.047,0.028,0.019,0.007,0.007,0.004
321,A047658,A047659,2018HJ01,0.334,0.146,0.038,0.062,0.094,0.023,0.007,0.004,0.348,0.148,0.076,0.037,0.027,0.117,0.047,0.028,0.019,0.007,0.007,0.004
322,A047658,A047659,2018HJ02,0.501,0.218,0.057,0.093,0.115,0.029,0.008,0.004,0.348,0.148,0.076,0.037,0.027,0.117,0.047,0.028,0.019,0.007,0.007,0.004
323,A047658,A047659,2018JJ00,0.401,0.175,0.046,0.074,0.103,0.026,0.008,0.004,0.348,0.148,0.076,0.037,0.027,0.117,0.047,0.028,0.019,0.007,0.007,0.004
324,A047658,A047659,2019HJ01,0.298,0.13,0.034,0.055,0.09,0.023,0.007,0.003,0.32,0.136,0.07,0.034,0.025,0.107,0.05,0.03,0.02,0.007,0.007,0.003
325,A047658,A047659,2019HJ02,0.447,0.195,0.051,0.083,0.11,0.028,0.008,0.003,0.32,0.136,0.07,0.034,0.025,0.107,0.05,0.03,0.02,0.007,0.007,0.003
326,A047658,A047659,2019JJ00,0.358,0.156,0.041,0.066,0.099,0.025,0.007,0.003,0.32,0.136,0.07,0.034,0.025,0.107,0.05,0.03,0.02,0.007,0.007,0.003
327,A047658,A047659,2020HJ01,0.316,0.138,0.036,0.058,0.093,0.023,0.007,0.004,0.329,0.14,0.072,0.035,0.026,0.11,0.051,0.03,0.021,0.007,0.007,0.005
328,A047658,A047659,2020HJ02,0.475,0.207,0.054,0.088,0.114,0.028,0.008,0.004,0.329,0.14,0.072,0.035,0.026,0.11,0.051,0.03,0.021,0.007,0.007,0.005
329,A047658,A047659,2020JJ00,0.38,0.166,0.043,0.07,0.102,0.026,0.008,0.004,0.329,0.14,0.072,0.035,0.026,0.11,0.051,0.03,0.021,0.007,0.007,0.005
330,A047658,A047659,2021HJ01,0.318,0.14,0.037,0.059,0.093,0.023,0.007,0.004,0.349,0.148,0.076,0.037,0.028,0.12,0.055,0.033,0.023,0.008,0.008,0.005
331,A047658,A047659,2021HJ02,0.477,0.209,0.055,0.089,0.113,0.029,0.008,0.004,0.349,0.148,0.076,0.037,0.028,0.12,0.055,0.033,0.023,0.008,0.008,0.005
