ID,Zorgfuncties,Zorgaanbieders,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
720,A019175,A052785,2021JJ00,2289
721,A019175,A052785,2022JJ00,2343
722,A019175,A052785,2023JJ00,2450
723,A019175,A052785,2024JJ00,2538
724,A019175,A052786,2021JJ00,186
725,A019175,A052786,2022JJ00,203
726,A019175,A052786,2023JJ00,227
727,A019175,A052786,2024JJ00,246
728,A019175,A052787,2021JJ00,186
729,A019175,A052787,2022JJ00,203
730,A019175,A052787,2023JJ00,227
731,A019175,A052787,2024JJ00,246
732,A019175,A052788,2021JJ00,0
733,A019175,A052788,2022JJ00,0
734,A019175,A052788,2023JJ00,0
735,A019175,A052788,2024JJ00,0
736,A019175,A052789,2021JJ00,0
737,A019175,A052789,2022JJ00,0
738,A019175,A052789,2023JJ00,0
739,A019175,A052789,2024JJ00,0
740,A019175,A052790,2021JJ00,2
741,A019175,A052790,2022JJ00,4
742,A019175,A052790,2023JJ00,4
743,A019175,A052790,2024JJ00,5
744,A019175,A052791,2021JJ00,2
745,A019175,A052791,2022JJ00,4
746,A019175,A052791,2023JJ00,4
747,A019175,A052791,2024JJ00,5
748,A019175,A052792,2021JJ00,0
749,A019175,A052792,2022JJ00,0
750,A019175,A052792,2023JJ00,0
751,A019175,A052792,2024JJ00,0
752,A019175,A052795,2021JJ00,2023
753,A019175,A052795,2022JJ00,2033
754,A019175,A052795,2023JJ00,2111
755,A019175,A052795,2024JJ00,2185
756,A019175,A052796,2021JJ00,0
757,A019175,A052796,2022JJ00,0
758,A019175,A052796,2023JJ00,0
759,A019175,A052796,2024JJ00,0
760,A019175,A052797,2021JJ00,1883
761,A019175,A052797,2022JJ00,1897
762,A019175,A052797,2023JJ00,1973
763,A019175,A052797,2024JJ00,2040
764,A019175,A052799,2021JJ00,100
765,A019175,A052799,2022JJ00,97
766,A019175,A052799,2023JJ00,96
767,A019175,A052799,2024JJ00,101
768,A019175,A052798,2021JJ00,40
769,A019175,A052798,2022JJ00,37
770,A019175,A052798,2023JJ00,40
771,A019175,A052798,2024JJ00,42
772,A019175,A052800,2021JJ00,0
773,A019175,A052800,2022JJ00,1
774,A019175,A052800,2023JJ00,2
775,A019175,A052800,2024JJ00,2
776,A019175,A052801,2021JJ00,0
777,A019175,A052801,2022JJ00,0
778,A019175,A052801,2023JJ00,0
779,A019175,A052801,2024JJ00,0
780,A019175,A052802,2021JJ00,0
781,A019175,A052802,2022JJ00,0
782,A019175,A052802,2023JJ00,0
783,A019175,A052802,2024JJ00,0
784,A019175,A052803,2021JJ00,0
785,A019175,A052803,2022JJ00,0
786,A019175,A052803,2023JJ00,0
787,A019175,A052803,2024JJ00,0
788,A019175,A052806,2021JJ00,3
789,A019175,A052806,2022JJ00,3
790,A019175,A052806,2023JJ00,4
791,A019175,A052806,2024JJ00,4
792,A019175,A052807,2021JJ00,0
793,A019175,A052807,2022JJ00,0
794,A019175,A052807,2023JJ00,0
795,A019175,A052807,2024JJ00,0
796,A019175,A052808,2021JJ00,3
797,A019175,A052808,2022JJ00,3
798,A019175,A052808,2023JJ00,4
799,A019175,A052808,2024JJ00,4
800,A019175,A052811,2021JJ00,0
801,A019175,A052811,2022JJ00,0
802,A019175,A052811,2023JJ00,0
803,A019175,A052811,2024JJ00,0
804,A019175,A052812,2021JJ00,0
805,A019175,A052812,2022JJ00,0
806,A019175,A052812,2023JJ00,0
807,A019175,A052812,2024JJ00,0
808,A019175,A052813,2021JJ00,0
809,A019175,A052813,2022JJ00,0
810,A019175,A052813,2023JJ00,0
811,A019175,A052813,2024JJ00,0
812,A019175,A052814,2021JJ00,0
813,A019175,A052814,2022JJ00,0
814,A019175,A052814,2023JJ00,0
815,A019175,A052814,2024JJ00,0
816,A019175,A052815,2021JJ00,0
817,A019175,A052815,2022JJ00,0
818,A019175,A052815,2023JJ00,0
819,A019175,A052815,2024JJ00,0
820,A019175,A052816,2021JJ00,0
821,A019175,A052816,2022JJ00,0
822,A019175,A052816,2023JJ00,0
823,A019175,A052816,2024JJ00,0
824,A019175,A052817,2021JJ00,34
825,A019175,A052817,2022JJ00,33
826,A019175,A052817,2023JJ00,31
827,A019175,A052817,2024JJ00,27
828,A019175,A052818,2021JJ00,0
829,A019175,A052818,2022JJ00,0
830,A019175,A052818,2023JJ00,0
831,A019175,A052818,2024JJ00,0
832,A019175,A052819,2021JJ00,34
833,A019175,A052819,2022JJ00,33
834,A019175,A052819,2023JJ00,31
835,A019175,A052819,2024JJ00,27
836,A019175,A052820,2021JJ00,41
837,A019175,A052820,2022JJ00,67
838,A019175,A052820,2023JJ00,72
839,A019175,A052820,2024JJ00,72
840,A047385,A052785,2021JJ00,15836
841,A047385,A052785,2022JJ00,16800
842,A047385,A052785,2023JJ00,18386
843,A047385,A052785,2024JJ00,19888
844,A047385,A052786,2021JJ00,13201
845,A047385,A052786,2022JJ00,13752
846,A047385,A052786,2023JJ00,14950
847,A047385,A052786,2024JJ00,16127
848,A047385,A052787,2021JJ00,10796
849,A047385,A052787,2022JJ00,11178
850,A047385,A052787,2023JJ00,12057
851,A047385,A052787,2024JJ00,12930
852,A047385,A052788,2021JJ00,2016
853,A047385,A052788,2022JJ00,2195
854,A047385,A052788,2023JJ00,2482
855,A047385,A052788,2024JJ00,2757
856,A047385,A052789,2021JJ00,389
857,A047385,A052789,2022JJ00,380
858,A047385,A052789,2023JJ00,411
859,A047385,A052789,2024JJ00,440
860,A047385,A052790,2021JJ00,234
861,A047385,A052790,2022JJ00,246
862,A047385,A052790,2023JJ00,271
863,A047385,A052790,2024JJ00,294
864,A047385,A052791,2021JJ00,173
865,A047385,A052791,2022JJ00,188
866,A047385,A052791,2023JJ00,199
867,A047385,A052791,2024JJ00,216
868,A047385,A052792,2021JJ00,61
869,A047385,A052792,2022JJ00,58
870,A047385,A052792,2023JJ00,71
871,A047385,A052792,2024JJ00,78
872,A047385,A052795,2021JJ00,2158
873,A047385,A052795,2022JJ00,2568
874,A047385,A052795,2023JJ00,2884
875,A047385,A052795,2024JJ00,3147
876,A047385,A052796,2021JJ00,0
877,A047385,A052796,2022JJ00,0
878,A047385,A052796,2023JJ00,0
879,A047385,A052796,2024JJ00,0
880,A047385,A052797,2021JJ00,28
881,A047385,A052797,2022JJ00,28
882,A047385,A052797,2023JJ00,37
883,A047385,A052797,2024JJ00,39
884,A047385,A052799,2021JJ00,4
885,A047385,A052799,2022JJ00,0
886,A047385,A052799,2023JJ00,0
887,A047385,A052799,2024JJ00,0
888,A047385,A052798,2021JJ00,2119
889,A047385,A052798,2022JJ00,2539
890,A047385,A052798,2023JJ00,2848
891,A047385,A052798,2024JJ00,3108
892,A047385,A052800,2021JJ00,7
893,A047385,A052800,2022JJ00,1
894,A047385,A052800,2023JJ00,0
895,A047385,A052800,2024JJ00,0
896,A047385,A052801,2021JJ00,0
897,A047385,A052801,2022JJ00,0
898,A047385,A052801,2023JJ00,0
899,A047385,A052801,2024JJ00,0
900,A047385,A052802,2021JJ00,0
901,A047385,A052802,2022JJ00,0
902,A047385,A052802,2023JJ00,0
903,A047385,A052802,2024JJ00,0
904,A047385,A052803,2021JJ00,0
905,A047385,A052803,2022JJ00,0
906,A047385,A052803,2023JJ00,0
907,A047385,A052803,2024JJ00,0
908,A047385,A052806,2021JJ00,0
909,A047385,A052806,2022JJ00,0
910,A047385,A052806,2023JJ00,0
911,A047385,A052806,2024JJ00,0
912,A047385,A052807,2021JJ00,0
913,A047385,A052807,2022JJ00,0
914,A047385,A052807,2023JJ00,0
915,A047385,A052807,2024JJ00,0
916,A047385,A052808,2021JJ00,0
917,A047385,A052808,2022JJ00,0
918,A047385,A052808,2023JJ00,0
919,A047385,A052808,2024JJ00,0
920,A047385,A052811,2021JJ00,0
921,A047385,A052811,2022JJ00,0
922,A047385,A052811,2023JJ00,0
923,A047385,A052811,2024JJ00,0
924,A047385,A052812,2021JJ00,0
925,A047385,A052812,2022JJ00,0
926,A047385,A052812,2023JJ00,0
927,A047385,A052812,2024JJ00,0
928,A047385,A052813,2021JJ00,0
929,A047385,A052813,2022JJ00,0
930,A047385,A052813,2023JJ00,0
931,A047385,A052813,2024JJ00,0
932,A047385,A052814,2021JJ00,0
933,A047385,A052814,2022JJ00,0
934,A047385,A052814,2023JJ00,0
935,A047385,A052814,2024JJ00,0
936,A047385,A052815,2021JJ00,0
937,A047385,A052815,2022JJ00,0
938,A047385,A052815,2023JJ00,0
939,A047385,A052815,2024JJ00,0
940,A047385,A052816,2021JJ00,0
941,A047385,A052816,2022JJ00,0
942,A047385,A052816,2023JJ00,0
943,A047385,A052816,2024JJ00,0
944,A047385,A052817,2021JJ00,243
945,A047385,A052817,2022JJ00,234
946,A047385,A052817,2023JJ00,281
947,A047385,A052817,2024JJ00,320
948,A047385,A052818,2021JJ00,0
949,A047385,A052818,2022JJ00,0
950,A047385,A052818,2023JJ00,0
951,A047385,A052818,2024JJ00,0
952,A047385,A052819,2021JJ00,243
953,A047385,A052819,2022JJ00,234
954,A047385,A052819,2023JJ00,281
955,A047385,A052819,2024JJ00,320
956,A047385,A052820,2021JJ00,0
957,A047385,A052820,2022JJ00,0
958,A047385,A052820,2023JJ00,0
959,A047385,A052820,2024JJ00,0
960,A019176,A052785,2021JJ00,3111
961,A019176,A052785,2022JJ00,3445
962,A019176,A052785,2023JJ00,3914
963,A019176,A052785,2024JJ00,4190
964,A019176,A052786,2021JJ00,5
965,A019176,A052786,2022JJ00,3
966,A019176,A052786,2023JJ00,3
967,A019176,A052786,2024JJ00,3
968,A019176,A052787,2021JJ00,5
969,A019176,A052787,2022JJ00,3
970,A019176,A052787,2023JJ00,3
971,A019176,A052787,2024JJ00,3
972,A019176,A052788,2021JJ00,0
973,A019176,A052788,2022JJ00,0
974,A019176,A052788,2023JJ00,0
975,A019176,A052788,2024JJ00,0
976,A019176,A052789,2021JJ00,0
977,A019176,A052789,2022JJ00,0
978,A019176,A052789,2023JJ00,0
979,A019176,A052789,2024JJ00,0
980,A019176,A052790,2021JJ00,16
981,A019176,A052790,2022JJ00,15
982,A019176,A052790,2023JJ00,15
983,A019176,A052790,2024JJ00,17
984,A019176,A052791,2021JJ00,14
985,A019176,A052791,2022JJ00,13
986,A019176,A052791,2023JJ00,13
987,A019176,A052791,2024JJ00,14
988,A019176,A052792,2021JJ00,2
989,A019176,A052792,2022JJ00,2
990,A019176,A052792,2023JJ00,2
991,A019176,A052792,2024JJ00,2
992,A019176,A052795,2021JJ00,2934
993,A019176,A052795,2022JJ00,3255
994,A019176,A052795,2023JJ00,3711
995,A019176,A052795,2024JJ00,3979
996,A019176,A052796,2021JJ00,0
997,A019176,A052796,2022JJ00,1
998,A019176,A052796,2023JJ00,1
999,A019176,A052796,2024JJ00,1
1000,A019176,A052797,2021JJ00,0
1001,A019176,A052797,2022JJ00,0
1002,A019176,A052797,2023JJ00,0
1003,A019176,A052797,2024JJ00,0
1004,A019176,A052799,2021JJ00,2782
1005,A019176,A052799,2022JJ00,3110
1006,A019176,A052799,2023JJ00,3548
1007,A019176,A052799,2024JJ00,3815
1008,A019176,A052798,2021JJ00,151
1009,A019176,A052798,2022JJ00,144
1010,A019176,A052798,2023JJ00,163
1011,A019176,A052798,2024JJ00,164
1012,A019176,A052800,2021JJ00,0
1013,A019176,A052800,2022JJ00,0
1014,A019176,A052800,2023JJ00,0
1015,A019176,A052800,2024JJ00,0
1016,A019176,A052801,2021JJ00,36
1017,A019176,A052801,2022JJ00,36
1018,A019176,A052801,2023JJ00,35
1019,A019176,A052801,2024JJ00,38
1020,A019176,A052802,2021JJ00,0
1021,A019176,A052802,2022JJ00,0
1022,A019176,A052802,2023JJ00,0
1023,A019176,A052802,2024JJ00,0
1024,A019176,A052803,2021JJ00,36
1025,A019176,A052803,2022JJ00,36
1026,A019176,A052803,2023JJ00,35
1027,A019176,A052803,2024JJ00,38
1028,A019176,A052806,2021JJ00,0
1029,A019176,A052806,2022JJ00,0
1030,A019176,A052806,2023JJ00,0
1031,A019176,A052806,2024JJ00,0
1032,A019176,A052807,2021JJ00,0
1033,A019176,A052807,2022JJ00,0
1034,A019176,A052807,2023JJ00,0
1035,A019176,A052807,2024JJ00,0
1036,A019176,A052808,2021JJ00,0
1037,A019176,A052808,2022JJ00,0
1038,A019176,A052808,2023JJ00,0
1039,A019176,A052808,2024JJ00,0
1040,A019176,A052811,2021JJ00,24
1041,A019176,A052811,2022JJ00,26
1042,A019176,A052811,2023JJ00,24
1043,A019176,A052811,2024JJ00,26
1044,A019176,A052812,2021JJ00,0
1045,A019176,A052812,2022JJ00,0
1046,A019176,A052812,2023JJ00,0
1047,A019176,A052812,2024JJ00,0
1048,A019176,A052813,2021JJ00,0
1049,A019176,A052813,2022JJ00,0
1050,A019176,A052813,2023JJ00,0
1051,A019176,A052813,2024JJ00,0
1052,A019176,A052814,2021JJ00,0
1053,A019176,A052814,2022JJ00,0
1054,A019176,A052814,2023JJ00,0
1055,A019176,A052814,2024JJ00,0
1056,A019176,A052815,2021JJ00,0
1057,A019176,A052815,2022JJ00,0
1058,A019176,A052815,2023JJ00,0
1059,A019176,A052815,2024JJ00,0
1060,A019176,A052816,2021JJ00,0
1061,A019176,A052816,2022JJ00,0
1062,A019176,A052816,2023JJ00,0
1063,A019176,A052816,2024JJ00,0
1064,A019176,A052817,2021JJ00,68
1065,A019176,A052817,2022JJ00,64
1066,A019176,A052817,2023JJ00,76
1067,A019176,A052817,2024JJ00,77
1068,A019176,A052818,2021JJ00,0
1069,A019176,A052818,2022JJ00,0
1070,A019176,A052818,2023JJ00,0
1071,A019176,A052818,2024JJ00,0
1072,A019176,A052819,2021JJ00,68
1073,A019176,A052819,2022JJ00,64
1074,A019176,A052819,2023JJ00,76
1075,A019176,A052819,2024JJ00,77
1076,A019176,A052820,2021JJ00,28
1077,A019176,A052820,2022JJ00,46
1078,A019176,A052820,2023JJ00,49
1079,A019176,A052820,2024JJ00,50
1080,A019177,A052785,2021JJ00,592
1081,A019177,A052785,2022JJ00,580
1082,A019177,A052785,2023JJ00,623
1083,A019177,A052785,2024JJ00,648
1084,A019177,A052786,2021JJ00,21
1085,A019177,A052786,2022JJ00,19
1086,A019177,A052786,2023JJ00,23
1087,A019177,A052786,2024JJ00,24
1088,A019177,A052787,2021JJ00,20
1089,A019177,A052787,2022JJ00,18
1090,A019177,A052787,2023JJ00,20
1091,A019177,A052787,2024JJ00,21
1092,A019177,A052788,2021JJ00,0
1093,A019177,A052788,2022JJ00,0
1094,A019177,A052788,2023JJ00,0
1095,A019177,A052788,2024JJ00,0
1096,A019177,A052789,2021JJ00,1
1097,A019177,A052789,2022JJ00,1
1098,A019177,A052789,2023JJ00,2
1099,A019177,A052789,2024JJ00,2
1100,A019177,A052790,2021JJ00,319
1101,A019177,A052790,2022JJ00,303
1102,A019177,A052790,2023JJ00,322
1103,A019177,A052790,2024JJ00,338
1104,A019177,A052791,2021JJ00,317
1105,A019177,A052791,2022JJ00,302
1106,A019177,A052791,2023JJ00,320
1107,A019177,A052791,2024JJ00,337
1108,A019177,A052792,2021JJ00,1
1109,A019177,A052792,2022JJ00,1
1110,A019177,A052792,2023JJ00,1
1111,A019177,A052792,2024JJ00,1
1112,A019177,A052795,2021JJ00,246
1113,A019177,A052795,2022JJ00,247
1114,A019177,A052795,2023JJ00,258
1115,A019177,A052795,2024JJ00,265
1116,A019177,A052796,2021JJ00,0
1117,A019177,A052796,2022JJ00,0
1118,A019177,A052796,2023JJ00,0
1119,A019177,A052796,2024JJ00,0
1120,A019177,A052797,2021JJ00,0
1121,A019177,A052797,2022JJ00,0
1122,A019177,A052797,2023JJ00,0
1123,A019177,A052797,2024JJ00,0
1124,A019177,A052799,2021JJ00,163
1125,A019177,A052799,2022JJ00,162
1126,A019177,A052799,2023JJ00,169
1127,A019177,A052799,2024JJ00,172
1128,A019177,A052798,2021JJ00,16
1129,A019177,A052798,2022JJ00,15
1130,A019177,A052798,2023JJ00,17
1131,A019177,A052798,2024JJ00,18
1132,A019177,A052800,2021JJ00,67
1133,A019177,A052800,2022JJ00,70
1134,A019177,A052800,2023JJ00,72
1135,A019177,A052800,2024JJ00,76
1136,A019177,A052801,2021JJ00,0
1137,A019177,A052801,2022JJ00,0
1138,A019177,A052801,2023JJ00,0
1139,A019177,A052801,2024JJ00,0
1140,A019177,A052802,2021JJ00,0
1141,A019177,A052802,2022JJ00,0
1142,A019177,A052802,2023JJ00,0
1143,A019177,A052802,2024JJ00,0
1144,A019177,A052803,2021JJ00,0
1145,A019177,A052803,2022JJ00,0
1146,A019177,A052803,2023JJ00,0
1147,A019177,A052803,2024JJ00,0
1148,A019177,A052806,2021JJ00,0
1149,A019177,A052806,2022JJ00,0
1150,A019177,A052806,2023JJ00,0
1151,A019177,A052806,2024JJ00,0
1152,A019177,A052807,2021JJ00,0
1153,A019177,A052807,2022JJ00,0
1154,A019177,A052807,2023JJ00,0
1155,A019177,A052807,2024JJ00,0
1156,A019177,A052808,2021JJ00,0
1157,A019177,A052808,2022JJ00,0
1158,A019177,A052808,2023JJ00,0
1159,A019177,A052808,2024JJ00,0
1160,A019177,A052811,2021JJ00,0
1161,A019177,A052811,2022JJ00,0
1162,A019177,A052811,2023JJ00,0
1163,A019177,A052811,2024JJ00,0
1164,A019177,A052812,2021JJ00,0
1165,A019177,A052812,2022JJ00,0
1166,A019177,A052812,2023JJ00,0
1167,A019177,A052812,2024JJ00,0
1168,A019177,A052813,2021JJ00,0
1169,A019177,A052813,2022JJ00,0
1170,A019177,A052813,2023JJ00,0
1171,A019177,A052813,2024JJ00,0
1172,A019177,A052814,2021JJ00,0
1173,A019177,A052814,2022JJ00,0
1174,A019177,A052814,2023JJ00,0
1175,A019177,A052814,2024JJ00,0
1176,A019177,A052815,2021JJ00,0
1177,A019177,A052815,2022JJ00,0
1178,A019177,A052815,2023JJ00,0
1179,A019177,A052815,2024JJ00,0
1180,A019177,A052816,2021JJ00,0
1181,A019177,A052816,2022JJ00,0
1182,A019177,A052816,2023JJ00,0
1183,A019177,A052816,2024JJ00,0
1184,A019177,A052817,2021JJ00,7
1185,A019177,A052817,2022JJ00,10
1186,A019177,A052817,2023JJ00,20
1187,A019177,A052817,2024JJ00,21
1188,A019177,A052818,2021JJ00,0
1189,A019177,A052818,2022JJ00,0
1190,A019177,A052818,2023JJ00,0
1191,A019177,A052818,2024JJ00,0
1192,A019177,A052819,2021JJ00,7
1193,A019177,A052819,2022JJ00,10
1194,A019177,A052819,2023JJ00,20
1195,A019177,A052819,2024JJ00,21
1196,A019177,A052820,2021JJ00,0
1197,A019177,A052820,2022JJ00,0
1198,A019177,A052820,2023JJ00,0
1199,A019177,A052820,2024JJ00,0
1200,A019178,A052785,2021JJ00,4019
1201,A019178,A052785,2022JJ00,4049
1202,A019178,A052785,2023JJ00,4345
1203,A019178,A052785,2024JJ00,4625
1204,A019178,A052786,2021JJ00,812
1205,A019178,A052786,2022JJ00,821
1206,A019178,A052786,2023JJ00,897
1207,A019178,A052786,2024JJ00,970
1208,A019178,A052787,2021JJ00,196
1209,A019178,A052787,2022JJ00,196
1210,A019178,A052787,2023JJ00,216
1211,A019178,A052787,2024JJ00,233
1212,A019178,A052788,2021JJ00,0
1213,A019178,A052788,2022JJ00,0
1214,A019178,A052788,2023JJ00,0
1215,A019178,A052788,2024JJ00,0
1216,A019178,A052789,2021JJ00,615
1217,A019178,A052789,2022JJ00,625
1218,A019178,A052789,2023JJ00,681
1219,A019178,A052789,2024JJ00,737
1220,A019178,A052790,2021JJ00,766
1221,A019178,A052790,2022JJ00,749
1222,A019178,A052790,2023JJ00,815
1223,A019178,A052790,2024JJ00,879
1224,A019178,A052791,2021JJ00,764
1225,A019178,A052791,2022JJ00,748
1226,A019178,A052791,2023JJ00,813
1227,A019178,A052791,2024JJ00,877
1228,A019178,A052792,2021JJ00,2
1229,A019178,A052792,2022JJ00,1
1230,A019178,A052792,2023JJ00,2
1231,A019178,A052792,2024JJ00,2
1232,A019178,A052795,2021JJ00,2380
1233,A019178,A052795,2022JJ00,2427
1234,A019178,A052795,2023JJ00,2581
1235,A019178,A052795,2024JJ00,2722
1236,A019178,A052796,2021JJ00,15
1237,A019178,A052796,2022JJ00,14
1238,A019178,A052796,2023JJ00,14
1239,A019178,A052796,2024JJ00,16
1240,A019178,A052797,2021JJ00,0
1241,A019178,A052797,2022JJ00,0
1242,A019178,A052797,2023JJ00,0
1243,A019178,A052797,2024JJ00,0
1244,A019178,A052799,2021JJ00,2307
1245,A019178,A052799,2022JJ00,2358
1246,A019178,A052799,2023JJ00,2496
1247,A019178,A052799,2024JJ00,2630
1248,A019178,A052798,2021JJ00,57
1249,A019178,A052798,2022JJ00,55
1250,A019178,A052798,2023JJ00,71
1251,A019178,A052798,2024JJ00,76
1252,A019178,A052800,2021JJ00,0
1253,A019178,A052800,2022JJ00,0
1254,A019178,A052800,2023JJ00,0
1255,A019178,A052800,2024JJ00,0
1256,A019178,A052801,2021JJ00,0
1257,A019178,A052801,2022JJ00,0
1258,A019178,A052801,2023JJ00,0
1259,A019178,A052801,2024JJ00,0
1260,A019178,A052802,2021JJ00,0
1261,A019178,A052802,2022JJ00,0
1262,A019178,A052802,2023JJ00,0
1263,A019178,A052802,2024JJ00,0
1264,A019178,A052803,2021JJ00,0
1265,A019178,A052803,2022JJ00,0
1266,A019178,A052803,2023JJ00,0
1267,A019178,A052803,2024JJ00,0
1268,A019178,A052806,2021JJ00,8
1269,A019178,A052806,2022JJ00,8
1270,A019178,A052806,2023JJ00,8
1271,A019178,A052806,2024JJ00,8
1272,A019178,A052807,2021JJ00,0
1273,A019178,A052807,2022JJ00,0
1274,A019178,A052807,2023JJ00,0
1275,A019178,A052807,2024JJ00,0
1276,A019178,A052808,2021JJ00,8
1277,A019178,A052808,2022JJ00,8
1278,A019178,A052808,2023JJ00,8
1279,A019178,A052808,2024JJ00,8
1280,A019178,A052811,2021JJ00,1
1281,A019178,A052811,2022JJ00,0
1282,A019178,A052811,2023JJ00,1
1283,A019178,A052811,2024JJ00,1
1284,A019178,A052812,2021JJ00,0
1285,A019178,A052812,2022JJ00,0
1286,A019178,A052812,2023JJ00,0
1287,A019178,A052812,2024JJ00,0
1288,A019178,A052813,2021JJ00,0
1289,A019178,A052813,2022JJ00,0
1290,A019178,A052813,2023JJ00,0
1291,A019178,A052813,2024JJ00,0
1292,A019178,A052814,2021JJ00,0
1293,A019178,A052814,2022JJ00,0
1294,A019178,A052814,2023JJ00,0
1295,A019178,A052814,2024JJ00,0
1296,A019178,A052815,2021JJ00,0
1297,A019178,A052815,2022JJ00,0
1298,A019178,A052815,2023JJ00,0
1299,A019178,A052815,2024JJ00,0
1300,A019178,A052816,2021JJ00,0
1301,A019178,A052816,2022JJ00,0
1302,A019178,A052816,2023JJ00,0
1303,A019178,A052816,2024JJ00,0
1304,A019178,A052817,2021JJ00,53
1305,A019178,A052817,2022JJ00,44
1306,A019178,A052817,2023JJ00,42
1307,A019178,A052817,2024JJ00,45
1308,A019178,A052818,2021JJ00,0
1309,A019178,A052818,2022JJ00,0
1310,A019178,A052818,2023JJ00,0
1311,A019178,A052818,2024JJ00,0
1312,A019178,A052819,2021JJ00,53
1313,A019178,A052819,2022JJ00,44
1314,A019178,A052819,2023JJ00,42
1315,A019178,A052819,2024JJ00,45
1316,A019178,A052820,2021JJ00,0
1317,A019178,A052820,2022JJ00,0
1318,A019178,A052820,2023JJ00,0
1319,A019178,A052820,2024JJ00,0
1320,A019182,A052785,2021JJ00,1111
1321,A019182,A052785,2022JJ00,1089
1322,A019182,A052785,2023JJ00,1186
1323,A019182,A052785,2024JJ00,1281
1324,A019182,A052786,2021JJ00,374
1325,A019182,A052786,2022JJ00,373
1326,A019182,A052786,2023JJ00,404
1327,A019182,A052786,2024JJ00,438
1328,A019182,A052787,2021JJ00,79
1329,A019182,A052787,2022JJ00,73
1330,A019182,A052787,2023JJ00,80
1331,A019182,A052787,2024JJ00,87
1332,A019182,A052788,2021JJ00,0
1333,A019182,A052788,2022JJ00,0
1334,A019182,A052788,2023JJ00,0
1335,A019182,A052788,2024JJ00,0
1336,A019182,A052789,2021JJ00,296
1337,A019182,A052789,2022JJ00,300
1338,A019182,A052789,2023JJ00,324
1339,A019182,A052789,2024JJ00,351
1340,A019182,A052790,2021JJ00,723
1341,A019182,A052790,2022JJ00,703
1342,A019182,A052790,2023JJ00,768
1343,A019182,A052790,2024JJ00,829
1344,A019182,A052791,2021JJ00,723
1345,A019182,A052791,2022JJ00,703
1346,A019182,A052791,2023JJ00,768
1347,A019182,A052791,2024JJ00,829
1348,A019182,A052792,2021JJ00,0
1349,A019182,A052792,2022JJ00,0
1350,A019182,A052792,2023JJ00,0
1351,A019182,A052792,2024JJ00,0
1352,A019182,A052795,2021JJ00,14
1353,A019182,A052795,2022JJ00,13
1354,A019182,A052795,2023JJ00,13
1355,A019182,A052795,2024JJ00,14
1356,A019182,A052796,2021JJ00,0
1357,A019182,A052796,2022JJ00,0
1358,A019182,A052796,2023JJ00,0
1359,A019182,A052796,2024JJ00,0
1360,A019182,A052797,2021JJ00,0
1361,A019182,A052797,2022JJ00,0
1362,A019182,A052797,2023JJ00,0
1363,A019182,A052797,2024JJ00,0
1364,A019182,A052799,2021JJ00,0
1365,A019182,A052799,2022JJ00,0
1366,A019182,A052799,2023JJ00,0
1367,A019182,A052799,2024JJ00,0
1368,A019182,A052798,2021JJ00,14
1369,A019182,A052798,2022JJ00,13
1370,A019182,A052798,2023JJ00,13
1371,A019182,A052798,2024JJ00,14
1372,A019182,A052800,2021JJ00,0
1373,A019182,A052800,2022JJ00,0
1374,A019182,A052800,2023JJ00,0
1375,A019182,A052800,2024JJ00,0
1376,A019182,A052801,2021JJ00,0
1377,A019182,A052801,2022JJ00,0
1378,A019182,A052801,2023JJ00,0
1379,A019182,A052801,2024JJ00,0
1380,A019182,A052802,2021JJ00,0
1381,A019182,A052802,2022JJ00,0
1382,A019182,A052802,2023JJ00,0
1383,A019182,A052802,2024JJ00,0
1384,A019182,A052803,2021JJ00,0
1385,A019182,A052803,2022JJ00,0
1386,A019182,A052803,2023JJ00,0
1387,A019182,A052803,2024JJ00,0
1388,A019182,A052806,2021JJ00,0
1389,A019182,A052806,2022JJ00,0
1390,A019182,A052806,2023JJ00,0
1391,A019182,A052806,2024JJ00,0
1392,A019182,A052807,2021JJ00,0
1393,A019182,A052807,2022JJ00,0
1394,A019182,A052807,2023JJ00,0
1395,A019182,A052807,2024JJ00,0
1396,A019182,A052808,2021JJ00,0
1397,A019182,A052808,2022JJ00,0
1398,A019182,A052808,2023JJ00,0
1399,A019182,A052808,2024JJ00,0
1400,A019182,A052811,2021JJ00,0
1401,A019182,A052811,2022JJ00,0
1402,A019182,A052811,2023JJ00,0
1403,A019182,A052811,2024JJ00,0
1404,A019182,A052812,2021JJ00,0
1405,A019182,A052812,2022JJ00,0
1406,A019182,A052812,2023JJ00,0
1407,A019182,A052812,2024JJ00,0
1408,A019182,A052813,2021JJ00,0
1409,A019182,A052813,2022JJ00,0
1410,A019182,A052813,2023JJ00,0
1411,A019182,A052813,2024JJ00,0
1412,A019182,A052814,2021JJ00,0
1413,A019182,A052814,2022JJ00,0
1414,A019182,A052814,2023JJ00,0
1415,A019182,A052814,2024JJ00,0
1416,A019182,A052815,2021JJ00,0
1417,A019182,A052815,2022JJ00,0
1418,A019182,A052815,2023JJ00,0
1419,A019182,A052815,2024JJ00,0
1420,A019182,A052816,2021JJ00,0
1421,A019182,A052816,2022JJ00,0
1422,A019182,A052816,2023JJ00,0
1423,A019182,A052816,2024JJ00,0
1424,A019182,A052817,2021JJ00,0
1425,A019182,A052817,2022JJ00,0
1426,A019182,A052817,2023JJ00,0
1427,A019182,A052817,2024JJ00,0
