ID,Milieudomein,BedrijfstakkenBranchesSBI2008,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3,UitvoerBasisprijzen_4
460,A009257,348000 ,2020JJ00,23.7,6292.0,2254.0,473.0
461,A009257,348000 ,2021JJ00,24.3,7263.0,2939.0,680.0
462,A009257,350000 ,2001JJ00,2.4,483.0,149.0,
463,A009257,350000 ,2002JJ00,2.5,492.0,152.0,
464,A009257,350000 ,2003JJ00,2.4,502.0,152.0,
465,A009257,350000 ,2004JJ00,2.1,466.0,140.0,
466,A009257,350000 ,2005JJ00,2.0,455.0,134.0,
467,A009257,350000 ,2006JJ00,2.0,458.0,131.0,
468,A009257,350000 ,2007JJ00,2.0,490.0,137.0,
469,A009257,350000 ,2008JJ00,2.0,502.0,140.0,
470,A009257,350000 ,2009JJ00,2.0,553.0,145.0,
471,A009257,350000 ,2010JJ00,2.3,582.0,163.0,
472,A009257,350000 ,2011JJ00,2.2,566.0,164.0,
473,A009257,350000 ,2012JJ00,1.7,408.0,108.0,
474,A009257,350000 ,2013JJ00,1.9,453.0,132.0,
475,A009257,350000 ,2014JJ00,1.8,417.0,111.0,8.0
476,A009257,350000 ,2015JJ00,1.7,432.0,112.0,6.0
477,A009257,350000 ,2016JJ00,1.8,517.0,124.0,13.0
478,A009257,350000 ,2017JJ00,1.8,577.0,139.0,9.0
479,A009257,350000 ,2018JJ00,1.8,606.0,142.0,10.0
480,A009257,350000 ,2019JJ00,1.8,622.0,159.0,10.0
481,A009257,350000 ,2020JJ00,1.8,624.0,159.0,9.0
482,A009257,350000 ,2021JJ00,1.9,695.0,173.0,16.0
483,A009257,300006 ,2001JJ00,0.9,126.0,66.0,
484,A009257,300006 ,2002JJ00,0.9,143.0,73.0,
485,A009257,300006 ,2003JJ00,0.9,137.0,76.0,
486,A009257,300006 ,2004JJ00,0.9,141.0,80.0,
487,A009257,300006 ,2005JJ00,0.9,139.0,78.0,
488,A009257,300006 ,2006JJ00,1.1,158.0,88.0,
489,A009257,300006 ,2007JJ00,1.1,169.0,96.0,
490,A009257,300006 ,2008JJ00,1.2,196.0,129.0,
491,A009257,300006 ,2009JJ00,1.1,166.0,99.0,
492,A009257,300006 ,2010JJ00,1.3,204.0,114.0,
493,A009257,300006 ,2011JJ00,1.4,215.0,121.0,
494,A009257,300006 ,2012JJ00,1.4,217.0,112.0,
495,A009257,300006 ,2013JJ00,1.4,211.0,109.0,
496,A009257,300006 ,2014JJ00,1.3,224.0,116.0,273.0
497,A009257,300006 ,2015JJ00,1.3,227.0,121.0,165.0
498,A009257,300006 ,2016JJ00,1.7,320.0,168.0,397.0
499,A009257,300006 ,2017JJ00,1.8,398.0,194.0,300.0
500,A009257,300006 ,2018JJ00,2.2,429.0,209.0,312.0
501,A009257,300006 ,2019JJ00,2.2,515.0,257.0,365.0
502,A009257,300006 ,2020JJ00,2.5,505.0,240.0,309.0
503,A009257,300006 ,2021JJ00,2.8,615.0,307.0,427.0
504,A009257,391600 ,2001JJ00,0.0,5.0,2.0,
505,A009257,391600 ,2002JJ00,0.0,9.0,4.0,
506,A009257,391600 ,2003JJ00,0.1,9.0,4.0,
507,A009257,391600 ,2004JJ00,0.1,8.0,3.0,
508,A009257,391600 ,2005JJ00,0.1,9.0,4.0,
509,A009257,391600 ,2006JJ00,0.1,14.0,5.0,
510,A009257,391600 ,2007JJ00,0.1,10.0,4.0,
511,A009257,391600 ,2008JJ00,0.1,15.0,6.0,
512,A009257,391600 ,2009JJ00,0.1,11.0,5.0,
513,A009257,391600 ,2010JJ00,0.1,29.0,12.0,
514,A009257,391600 ,2011JJ00,0.1,35.0,13.0,
515,A009257,391600 ,2012JJ00,0.1,59.0,14.0,
516,A009257,391600 ,2013JJ00,0.1,70.0,20.0,
517,A009257,391600 ,2014JJ00,0.1,72.0,22.0,5.0
518,A009257,391600 ,2015JJ00,0.1,67.0,18.0,5.0
519,A009257,391600 ,2016JJ00,0.3,65.0,28.0,6.0
520,A009257,391600 ,2017JJ00,0.2,62.0,27.0,7.0
521,A009257,391600 ,2018JJ00,0.2,74.0,30.0,1.0
522,A009257,391600 ,2019JJ00,0.3,85.0,32.0,1.0
523,A009257,391600 ,2020JJ00,0.3,111.0,33.0,2.0
524,A009257,391600 ,2021JJ00,0.3,121.0,41.0,4.0
525,A009257,396300 ,2001JJ00,0.0,0.0,0.0,
526,A009257,396300 ,2002JJ00,0.0,0.0,0.0,
527,A009257,396300 ,2003JJ00,0.0,0.0,0.0,
528,A009257,396300 ,2004JJ00,0.0,0.0,0.0,
529,A009257,396300 ,2005JJ00,0.0,0.0,0.0,
530,A009257,396300 ,2006JJ00,0.0,0.0,0.0,
531,A009257,396300 ,2007JJ00,0.0,0.0,0.0,
532,A009257,396300 ,2008JJ00,0.0,0.0,0.0,
533,A009257,396300 ,2009JJ00,0.0,0.0,0.0,
534,A009257,396300 ,2010JJ00,0.0,12.0,4.0,
535,A009257,396300 ,2011JJ00,0.0,4.0,1.0,
536,A009257,396300 ,2012JJ00,0.0,4.0,1.0,
537,A009257,396300 ,2013JJ00,0.0,4.0,1.0,
538,A009257,396300 ,2014JJ00,0.0,4.0,1.0,0.0
539,A009257,396300 ,2015JJ00,0.0,1.0,0.0,0.0
540,A009257,396300 ,2016JJ00,0.1,62.0,22.0,20.0
541,A009257,396300 ,2017JJ00,0.1,63.0,22.0,2.0
542,A009257,396300 ,2018JJ00,0.1,68.0,23.0,22.0
543,A009257,396300 ,2019JJ00,0.2,88.0,32.0,23.0
544,A009257,396300 ,2020JJ00,0.2,68.0,26.0,0.0
545,A009257,396300 ,2021JJ00,0.2,78.0,31.0,
546,A009257,402000 ,2001JJ00,,,,
547,A009257,402000 ,2002JJ00,,,,
548,A009257,402000 ,2003JJ00,,,,
549,A009257,402000 ,2004JJ00,,,,
550,A009257,402000 ,2005JJ00,,,,
551,A009257,402000 ,2006JJ00,,,,
552,A009257,402000 ,2007JJ00,,,,
553,A009257,402000 ,2008JJ00,,,,
554,A009257,402000 ,2009JJ00,,,,
555,A009257,402000 ,2010JJ00,,,,
556,A009257,402000 ,2011JJ00,,,,
557,A009257,402000 ,2012JJ00,,,,
558,A009257,402000 ,2013JJ00,,,,
559,A009257,402000 ,2014JJ00,,,,
560,A009257,402000 ,2015JJ00,,,,
561,A009257,402000 ,2016JJ00,,,,
562,A009257,402000 ,2017JJ00,,,,
563,A009257,402000 ,2018JJ00,,,,
564,A009257,402000 ,2019JJ00,,,,
565,A009257,402000 ,2020JJ00,,,,
566,A009257,402000 ,2021JJ00,,,,
567,A009257,300010 ,2001JJ00,8.4,938.0,387.0,
568,A009257,300010 ,2002JJ00,8.6,1014.0,421.0,
569,A009257,300010 ,2003JJ00,8.2,996.0,419.0,
570,A009257,300010 ,2004JJ00,8.7,1084.0,456.0,
571,A009257,300010 ,2005JJ00,9.2,1188.0,475.0,
572,A009257,300010 ,2006JJ00,9.4,1242.0,616.0,
573,A009257,300010 ,2007JJ00,9.5,1294.0,654.0,
574,A009257,300010 ,2008JJ00,10.8,1458.0,744.0,
575,A009257,300010 ,2009JJ00,11.5,1432.0,648.0,
576,A009257,300010 ,2010JJ00,10.3,1396.0,787.0,
577,A009257,300010 ,2011JJ00,9.3,1252.0,705.0,
578,A009257,300010 ,2012JJ00,9.3,1288.0,714.0,
579,A009257,300010 ,2013JJ00,8.7,1213.0,682.0,
580,A009257,300010 ,2014JJ00,8.4,1146.0,644.0,364.0
581,A009257,300010 ,2015JJ00,8.6,1191.0,658.0,333.0
582,A009257,300010 ,2016JJ00,9.6,1443.0,798.0,374.0
583,A009257,300010 ,2017JJ00,10.6,1646.0,915.0,147.0
584,A009257,300010 ,2018JJ00,11.4,1788.0,973.0,262.0
585,A009257,300010 ,2019JJ00,11.8,1971.0,1056.0,210.0
586,A009257,300010 ,2020JJ00,12.7,2179.0,1164.0,265.0
587,A009257,300010 ,2021JJ00,12.7,2349.0,1243.0,289.0
588,A009257,300012 ,2001JJ00,40.0,4985.0,2849.0,
589,A009257,300012 ,2002JJ00,41.1,5216.0,3010.0,
590,A009257,300012 ,2003JJ00,43.1,5525.0,3251.0,
591,A009257,300012 ,2004JJ00,41.9,5746.0,3324.0,
592,A009257,300012 ,2005JJ00,39.5,5805.0,3344.0,
593,A009257,300012 ,2006JJ00,42.9,6155.0,3590.0,
594,A009257,300012 ,2007JJ00,42.2,6385.0,3806.0,
595,A009257,300012 ,2008JJ00,39.8,6637.0,3972.0,
596,A009257,300012 ,2009JJ00,42.0,7048.0,4212.0,
597,A009257,300012 ,2010JJ00,42.9,7510.0,4501.0,
598,A009257,300012 ,2011JJ00,41.9,7512.0,4611.0,
599,A009257,300012 ,2012JJ00,40.1,7609.0,4663.0,
600,A009257,300012 ,2013JJ00,39.7,7837.0,4712.0,
601,A009257,300012 ,2014JJ00,37.4,7962.0,4675.0,5.0
602,A009257,300012 ,2015JJ00,36.0,8127.0,4756.0,5.0
603,A009257,300012 ,2016JJ00,38.0,9312.0,5022.0,10.0
604,A009257,300012 ,2017JJ00,40.2,9571.0,5277.0,12.0
605,A009257,300012 ,2018JJ00,40.3,9972.0,5458.0,9.0
606,A009257,300012 ,2019JJ00,42.5,10726.0,6069.0,4.0
607,A009257,300012 ,2020JJ00,42.0,10755.0,5835.0,3.0
608,A009257,300012 ,2021JJ00,41.9,10153.0,5784.0,3.0
609,A009257,300014 ,2001JJ00,,,,
610,A009257,300014 ,2002JJ00,,,,
611,A009257,300014 ,2003JJ00,,,,
612,A009257,300014 ,2004JJ00,,,,
613,A009257,300014 ,2005JJ00,,,,
614,A009257,300014 ,2006JJ00,,,,
615,A009257,300014 ,2007JJ00,,,,
616,A009257,300014 ,2008JJ00,,,,
617,A009257,300014 ,2009JJ00,,,,
618,A009257,300014 ,2010JJ00,,,,
619,A009257,300014 ,2011JJ00,,,,
620,A009257,300014 ,2012JJ00,,,,
621,A009257,300014 ,2013JJ00,,,,
622,A009257,300014 ,2014JJ00,,,,
623,A009257,300014 ,2015JJ00,,,,
624,A009257,300014 ,2016JJ00,,,,
625,A009257,300014 ,2017JJ00,,,,
626,A009257,300014 ,2018JJ00,,,,
627,A009257,300014 ,2019JJ00,,,,
628,A009257,300014 ,2020JJ00,,,,
629,A009257,300014 ,2021JJ00,,,,
630,A009263,T001081,2001JJ00,38.9,6477.0,2432.0,
631,A009263,T001081,2002JJ00,38.5,6858.0,2532.0,
632,A009263,T001081,2003JJ00,35.4,6911.0,2519.0,
633,A009263,T001081,2004JJ00,33.3,7098.0,2675.0,
634,A009263,T001081,2005JJ00,31.9,7476.0,2972.0,
635,A009263,T001081,2006JJ00,34.7,8298.0,3329.0,
636,A009263,T001081,2007JJ00,37.1,9100.0,3514.0,
637,A009263,T001081,2008JJ00,38.7,10479.0,4048.0,
638,A009263,T001081,2009JJ00,38.9,9963.0,3882.0,
639,A009263,T001081,2010JJ00,41.2,10763.0,4011.0,
640,A009263,T001081,2011JJ00,48.5,14237.0,4712.0,
641,A009263,T001081,2012JJ00,47.1,15511.0,4609.0,
642,A009263,T001081,2013JJ00,50.8,16099.0,4931.0,
643,A009263,T001081,2014JJ00,53.9,16763.0,5887.0,6221.0
644,A009263,T001081,2015JJ00,56.1,16782.0,6335.0,6621.0
645,A009263,T001081,2016JJ00,59.7,16601.0,6683.0,6320.0
646,A009263,T001081,2017JJ00,62.8,18625.0,7440.0,5922.0
647,A009263,T001081,2018JJ00,68.6,19392.0,7777.0,5952.0
648,A009263,T001081,2019JJ00,76.0,20919.0,8681.0,6506.0
649,A009263,T001081,2020JJ00,87.4,22484.0,9600.0,6218.0
650,A009263,T001081,2021JJ00,90.0,26645.0,10134.0,7770.0
651,A009263,301000 ,2001JJ00,0.2,5.0,5.0,
652,A009263,301000 ,2002JJ00,0.2,6.0,6.0,
653,A009263,301000 ,2003JJ00,0.2,13.0,13.0,
654,A009263,301000 ,2004JJ00,0.2,34.0,34.0,
655,A009263,301000 ,2005JJ00,0.2,52.0,52.0,
656,A009263,301000 ,2006JJ00,0.3,65.0,65.0,
657,A009263,301000 ,2007JJ00,0.3,83.0,83.0,
658,A009263,301000 ,2008JJ00,0.3,116.0,116.0,
659,A009263,301000 ,2009JJ00,0.4,135.0,135.0,
660,A009263,301000 ,2010JJ00,0.4,135.0,130.0,
661,A009263,301000 ,2011JJ00,0.5,145.0,139.0,
662,A009263,301000 ,2012JJ00,0.5,146.0,139.0,
663,A009263,301000 ,2013JJ00,0.5,158.0,151.0,
664,A009263,301000 ,2014JJ00,0.5,170.0,163.0,0.0
665,A009263,301000 ,2015JJ00,0.5,182.0,174.0,0.0
666,A009263,301000 ,2016JJ00,0.4,181.0,181.0,0.0
667,A009263,301000 ,2017JJ00,0.4,198.0,198.0,0.0
668,A009263,301000 ,2018JJ00,0.4,234.0,233.0,0.0
669,A009263,301000 ,2019JJ00,0.3,316.0,316.0,0.0
670,A009263,301000 ,2020JJ00,0.3,376.0,376.0,0.0
671,A009263,301000 ,2021JJ00,0.3,429.0,429.0,0.0
672,A009263,300002 ,2001JJ00,,,,
673,A009263,300002 ,2002JJ00,,,,
674,A009263,300002 ,2003JJ00,,,,
675,A009263,300002 ,2004JJ00,,,,
676,A009263,300002 ,2005JJ00,,,,
677,A009263,300002 ,2006JJ00,,,,
678,A009263,300002 ,2007JJ00,,,,
679,A009263,300002 ,2008JJ00,,,,
680,A009263,300002 ,2009JJ00,,,,
681,A009263,300002 ,2010JJ00,,,,
682,A009263,300002 ,2011JJ00,,,,
683,A009263,300002 ,2012JJ00,,,,
684,A009263,300002 ,2013JJ00,,,,
685,A009263,300002 ,2014JJ00,,,,
686,A009263,300002 ,2015JJ00,,,,
687,A009263,300002 ,2016JJ00,,,,
688,A009263,300002 ,2017JJ00,,,,
689,A009263,300002 ,2018JJ00,,,,
690,A009263,300002 ,2019JJ00,,,,
691,A009263,300002 ,2020JJ00,,,,
692,A009263,300002 ,2021JJ00,,,,
693,A009263,305700 ,2001JJ00,,,,
694,A009263,305700 ,2002JJ00,,,,
695,A009263,305700 ,2003JJ00,,,,
696,A009263,305700 ,2004JJ00,,,,
697,A009263,305700 ,2005JJ00,,,,
698,A009263,305700 ,2006JJ00,,,,
699,A009263,305700 ,2007JJ00,,,,
700,A009263,305700 ,2008JJ00,,,,
701,A009263,305700 ,2009JJ00,,,,
702,A009263,305700 ,2010JJ00,,,,
703,A009263,305700 ,2011JJ00,,,,
704,A009263,305700 ,2012JJ00,,,,
705,A009263,305700 ,2013JJ00,,,,
706,A009263,305700 ,2014JJ00,,,,
707,A009263,305700 ,2015JJ00,,,,
708,A009263,305700 ,2016JJ00,,,,
709,A009263,305700 ,2017JJ00,,,,
710,A009263,305700 ,2018JJ00,,,,
711,A009263,305700 ,2019JJ00,,,,
712,A009263,305700 ,2020JJ00,,,,
713,A009263,305700 ,2021JJ00,,,,
714,A009263,307500 ,2001JJ00,5.3,1859.0,463.0,
715,A009263,307500 ,2002JJ00,5.9,2164.0,512.0,
716,A009263,307500 ,2003JJ00,6.1,2305.0,538.0,
717,A009263,307500 ,2004JJ00,5.8,2173.0,523.0,
718,A009263,307500 ,2005JJ00,5.4,2140.0,505.0,
719,A009263,307500 ,2006JJ00,5.8,2213.0,548.0,
720,A009263,307500 ,2007JJ00,6.6,2618.0,624.0,
721,A009263,307500 ,2008JJ00,7.3,3008.0,693.0,
722,A009263,307500 ,2009JJ00,7.2,2622.0,612.0,
723,A009263,307500 ,2010JJ00,7.4,2817.0,633.0,
724,A009263,307500 ,2011JJ00,8.2,4235.0,786.0,
725,A009263,307500 ,2012JJ00,7.4,5579.0,633.0,
726,A009263,307500 ,2013JJ00,7.3,6263.0,732.0,
727,A009263,307500 ,2014JJ00,7.1,5770.0,1135.0,3350.0
728,A009263,307500 ,2015JJ00,6.9,5675.0,1205.0,3552.0
729,A009263,307500 ,2016JJ00,6.9,4827.0,1328.0,3440.0
730,A009263,307500 ,2017JJ00,6.9,5544.0,1450.0,3634.0
731,A009263,307500 ,2018JJ00,7.4,5770.0,1433.0,3617.0
732,A009263,307500 ,2019JJ00,7.6,5869.0,1463.0,3770.0
733,A009263,307500 ,2020JJ00,7.6,5803.0,1515.0,3664.0
734,A009263,307500 ,2021JJ00,7.7,8197.0,1929.0,4780.0
735,A009263,346600 ,2001JJ00,0.2,82.0,33.0,
736,A009263,346600 ,2002JJ00,0.2,113.0,55.0,
737,A009263,346600 ,2003JJ00,0.3,139.0,65.0,
738,A009263,346600 ,2004JJ00,0.3,308.0,205.0,
739,A009263,346600 ,2005JJ00,0.4,657.0,507.0,
740,A009263,346600 ,2006JJ00,0.5,732.0,563.0,
741,A009263,346600 ,2007JJ00,0.5,678.0,500.0,
742,A009263,346600 ,2008JJ00,0.6,938.0,699.0,
743,A009263,346600 ,2009JJ00,0.7,1108.0,772.0,
744,A009263,346600 ,2010JJ00,0.8,1056.0,711.0,
745,A009263,346600 ,2011JJ00,1.0,1642.0,799.0,
746,A009263,346600 ,2012JJ00,0.9,1155.0,801.0,
747,A009263,346600 ,2013JJ00,1.0,1124.0,842.0,
748,A009263,346600 ,2014JJ00,1.0,1053.0,825.0,1.0
749,A009263,346600 ,2015JJ00,1.2,1165.0,901.0,1.0
750,A009263,346600 ,2016JJ00,1.4,1255.0,910.0,2.0
751,A009263,346600 ,2017JJ00,1.5,1564.0,1141.0,2.0
752,A009263,346600 ,2018JJ00,1.8,1708.0,1256.0,3.0
753,A009263,346600 ,2019JJ00,2.3,2292.0,1875.0,7.0
754,A009263,346600 ,2020JJ00,3.5,2811.0,2130.0,24.0
755,A009263,346600 ,2021JJ00,4.2,2773.0,2000.0,9.0
756,A009263,348000 ,2001JJ00,2.8,872.0,175.0,
757,A009263,348000 ,2002JJ00,3.0,946.0,193.0,
758,A009263,348000 ,2003JJ00,3.1,1033.0,230.0,
759,A009263,348000 ,2004JJ00,3.0,1202.0,269.0,
760,A009263,348000 ,2005JJ00,3.0,1305.0,283.0,
761,A009263,348000 ,2006JJ00,2.9,1511.0,357.0,
762,A009263,348000 ,2007JJ00,2.9,1586.0,342.0,
763,A009263,348000 ,2008JJ00,3.0,1753.0,342.0,
764,A009263,348000 ,2009JJ00,3.2,1570.0,296.0,
765,A009263,348000 ,2010JJ00,3.2,1942.0,343.0,
766,A009263,348000 ,2011JJ00,3.7,2474.0,454.0,
767,A009263,348000 ,2012JJ00,4.0,2600.0,493.0,
768,A009263,348000 ,2013JJ00,4.1,2457.0,456.0,
769,A009263,348000 ,2014JJ00,4.8,2812.0,543.0,515.0
770,A009263,348000 ,2015JJ00,4.0,2656.0,554.0,496.0
771,A009263,348000 ,2016JJ00,4.1,2824.0,653.0,535.0
772,A009263,348000 ,2017JJ00,4.1,3063.0,730.0,580.0
773,A009263,348000 ,2018JJ00,4.7,3364.0,823.0,674.0
774,A009263,348000 ,2019JJ00,4.8,3592.0,829.0,701.0
775,A009263,348000 ,2020JJ00,4.9,3475.0,819.0,694.0
776,A009263,348000 ,2021JJ00,5.3,4224.0,855.0,867.0
777,A009263,350000 ,2001JJ00,23.2,2271.0,1076.0,
778,A009263,350000 ,2002JJ00,21.5,2142.0,1027.0,
779,A009263,350000 ,2003JJ00,17.9,1856.0,895.0,
780,A009263,350000 ,2004JJ00,15.5,1651.0,787.0,
781,A009263,350000 ,2005JJ00,14.6,1596.0,758.0,
782,A009263,350000 ,2006JJ00,16.9,2067.0,896.0,
783,A009263,350000 ,2007JJ00,18.1,2305.0,1004.0,
784,A009263,350000 ,2008JJ00,18.1,2514.0,1112.0,
785,A009263,350000 ,2009JJ00,18.5,2562.0,1110.0,
786,A009263,350000 ,2010JJ00,19.5,2543.0,1069.0,
787,A009263,350000 ,2011JJ00,25.2,3404.0,1365.0,
788,A009263,350000 ,2012JJ00,24.1,2997.0,1225.0,
789,A009263,350000 ,2013JJ00,26.0,3150.0,1281.0,
790,A009263,350000 ,2014JJ00,26.5,3606.0,1496.0,283.0
791,A009263,350000 ,2015JJ00,28.9,3645.0,1603.0,363.0
792,A009263,350000 ,2016JJ00,32.9,4079.0,1764.0,253.0
793,A009263,350000 ,2017JJ00,35.8,4714.0,2074.0,247.0
794,A009263,350000 ,2018JJ00,38.0,4139.0,1822.0,204.0
795,A009263,350000 ,2019JJ00,43.3,4141.0,1689.0,175.0
796,A009263,350000 ,2020JJ00,52.5,4874.0,2120.0,169.0
797,A009263,350000 ,2021JJ00,54.2,5254.0,2233.0,161.0
798,A009263,300006 ,2001JJ00,1.5,370.0,147.0,
799,A009263,300006 ,2002JJ00,1.5,389.0,153.0,
800,A009263,300006 ,2003JJ00,1.8,436.0,178.0,
801,A009263,300006 ,2004JJ00,1.6,397.0,167.0,
802,A009263,300006 ,2005JJ00,1.7,414.0,177.0,
803,A009263,300006 ,2006JJ00,1.9,418.0,197.0,
804,A009263,300006 ,2007JJ00,2.1,467.0,233.0,
805,A009263,300006 ,2008JJ00,2.4,535.0,268.0,
806,A009263,300006 ,2009JJ00,2.3,437.0,202.0,
807,A009263,300006 ,2010JJ00,2.5,543.0,276.0,
808,A009263,300006 ,2011JJ00,2.3,516.0,247.0,
809,A009263,300006 ,2012JJ00,2.3,1028.0,301.0,
810,A009263,300006 ,2013JJ00,2.3,456.0,254.0,
811,A009263,300006 ,2014JJ00,2.1,457.0,239.0,1263.0
812,A009263,300006 ,2015JJ00,2.0,482.0,272.0,1470.0
813,A009263,300006 ,2016JJ00,2.2,496.0,275.0,1440.0
814,A009263,300006 ,2017JJ00,2.2,528.0,261.0,923.0
815,A009263,300006 ,2018JJ00,2.4,568.0,316.0,678.0
816,A009263,300006 ,2019JJ00,2.3,655.0,377.0,773.0
817,A009263,300006 ,2020JJ00,2.5,790.0,447.0,743.0
818,A009263,300006 ,2021JJ00,2.6,883.0,475.0,1020.0
819,A009263,391600 ,2001JJ00,0.0,29.0,11.0,
820,A009263,391600 ,2002JJ00,0.1,33.0,12.0,
821,A009263,391600 ,2003JJ00,0.0,33.0,11.0,
822,A009263,391600 ,2004JJ00,0.0,35.0,12.0,
823,A009263,391600 ,2005JJ00,0.1,32.0,12.0,
824,A009263,391600 ,2006JJ00,0.1,31.0,12.0,
825,A009263,391600 ,2007JJ00,0.0,34.0,13.0,
826,A009263,391600 ,2008JJ00,0.1,43.0,16.0,
827,A009263,391600 ,2009JJ00,0.1,47.0,7.0,
828,A009263,391600 ,2010JJ00,0.1,41.0,15.0,
829,A009263,391600 ,2011JJ00,0.1,43.0,17.0,
830,A009263,391600 ,2012JJ00,0.1,30.0,12.0,
831,A009263,391600 ,2013JJ00,0.1,26.0,9.0,
832,A009263,391600 ,2014JJ00,0.1,29.0,11.0,2.0
833,A009263,391600 ,2015JJ00,0.1,23.0,7.0,2.0
834,A009263,391600 ,2016JJ00,0.1,18.0,5.0,3.0
835,A009263,391600 ,2017JJ00,0.1,19.0,10.0,2.0
836,A009263,391600 ,2018JJ00,0.1,22.0,10.0,13.0
837,A009263,391600 ,2019JJ00,0.1,26.0,11.0,17.0
838,A009263,391600 ,2020JJ00,0.1,34.0,12.0,11.0
839,A009263,391600 ,2021JJ00,0.1,28.0,13.0,11.0
840,A009263,396300 ,2001JJ00,0.1,24.0,9.0,
841,A009263,396300 ,2002JJ00,0.1,27.0,10.0,
842,A009263,396300 ,2003JJ00,0.1,26.0,9.0,
843,A009263,396300 ,2004JJ00,0.1,28.0,10.0,
844,A009263,396300 ,2005JJ00,0.1,26.0,9.0,
845,A009263,396300 ,2006JJ00,0.1,25.0,9.0,
846,A009263,396300 ,2007JJ00,0.1,28.0,10.0,
847,A009263,396300 ,2008JJ00,0.3,90.0,43.0,
848,A009263,396300 ,2009JJ00,0.3,81.0,28.0,
849,A009263,396300 ,2010JJ00,0.3,81.0,39.0,
850,A009263,396300 ,2011JJ00,0.3,95.0,49.0,
851,A009263,396300 ,2012JJ00,0.6,164.0,87.0,
852,A009263,396300 ,2013JJ00,0.4,103.0,53.0,
853,A009263,396300 ,2014JJ00,1.1,309.0,167.0,16.0
854,A009263,396300 ,2015JJ00,1.7,481.0,263.0,13.0
855,A009263,396300 ,2016JJ00,0.9,255.0,136.0,19.0
856,A009263,396300 ,2017JJ00,1.1,328.0,175.0,1.0
857,A009263,396300 ,2018JJ00,2.0,576.0,311.0,0.0
858,A009263,396300 ,2019JJ00,3.0,844.0,460.0,0.0
859,A009263,396300 ,2020JJ00,3.0,853.0,466.0,2.0
860,A009263,396300 ,2021JJ00,3.1,871.0,474.0,0.0
861,A009263,402000 ,2001JJ00,,,,
862,A009263,402000 ,2002JJ00,,,,
863,A009263,402000 ,2003JJ00,,,,
864,A009263,402000 ,2004JJ00,,,,
865,A009263,402000 ,2005JJ00,,,,
866,A009263,402000 ,2006JJ00,,,,
867,A009263,402000 ,2007JJ00,,,,
868,A009263,402000 ,2008JJ00,,,,
869,A009263,402000 ,2009JJ00,,,,
870,A009263,402000 ,2010JJ00,,,,
871,A009263,402000 ,2011JJ00,,,,
872,A009263,402000 ,2012JJ00,,,,
873,A009263,402000 ,2013JJ00,,,,
874,A009263,402000 ,2014JJ00,,,,
875,A009263,402000 ,2015JJ00,,,,
876,A009263,402000 ,2016JJ00,,,,
877,A009263,402000 ,2017JJ00,,,,
878,A009263,402000 ,2018JJ00,,,,
879,A009263,402000 ,2019JJ00,,,,
880,A009263,402000 ,2020JJ00,,,,
881,A009263,402000 ,2021JJ00,,,,
882,A009263,300010 ,2001JJ00,2.0,269.0,120.0,
883,A009263,300010 ,2002JJ00,2.3,316.0,142.0,
884,A009263,300010 ,2003JJ00,1.9,268.0,117.0,
885,A009263,300010 ,2004JJ00,2.5,354.0,155.0,
886,A009263,300010 ,2005JJ00,2.3,339.0,149.0,
887,A009263,300010 ,2006JJ00,2.2,329.0,153.0,
888,A009263,300010 ,2007JJ00,2.4,368.0,171.0,
889,A009263,300010 ,2008JJ00,2.9,482.0,214.0,
890,A009263,300010 ,2009JJ00,2.5,374.0,172.0,
891,A009263,300010 ,2010JJ00,2.8,445.0,194.0,
892,A009263,300010 ,2011JJ00,2.7,431.0,205.0,
893,A009263,300010 ,2012JJ00,2.8,461.0,219.0,
894,A009263,300010 ,2013JJ00,2.9,623.0,236.0,
895,A009263,300010 ,2014JJ00,2.8,601.0,231.0,386.0
896,A009263,300010 ,2015JJ00,2.8,526.0,228.0,397.0
897,A009263,300010 ,2016JJ00,3.1,642.0,284.0,420.0
898,A009263,300010 ,2017JJ00,3.0,659.0,267.0,448.0
899,A009263,300010 ,2018JJ00,3.2,941.0,291.0,676.0
900,A009263,300010 ,2019JJ00,3.3,1100.0,367.0,825.0
901,A009263,300010 ,2020JJ00,3.5,1212.0,384.0,742.0
902,A009263,300010 ,2021JJ00,3.4,1748.0,477.0,757.0
903,A009263,300012 ,2001JJ00,3.5,592.0,340.0,
904,A009263,300012 ,2002JJ00,3.5,607.0,362.0,
905,A009263,300012 ,2003JJ00,4.0,686.0,410.0,
906,A009263,300012 ,2004JJ00,4.2,793.0,453.0,
907,A009263,300012 ,2005JJ00,3.9,799.0,464.0,
908,A009263,300012 ,2006JJ00,3.9,797.0,473.0,
909,A009263,300012 ,2007JJ00,3.8,811.0,471.0,
910,A009263,300012 ,2008JJ00,3.6,847.0,469.0,
911,A009263,300012 ,2009JJ00,3.6,899.0,487.0,
912,A009263,300012 ,2010JJ00,3.7,948.0,508.0,
913,A009263,300012 ,2011JJ00,4.0,1028.0,566.0,
914,A009263,300012 ,2012JJ00,4.0,1112.0,610.0,
915,A009263,300012 ,2013JJ00,5.6,1407.0,795.0,
916,A009263,300012 ,2014JJ00,7.2,1565.0,947.0,0.0
917,A009263,300012 ,2015JJ00,7.4,1500.0,950.0,0.0
