ID,Toepassingsgroepen,SectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,GebruikInJanuari_5,GebruikInFebruari_6,GebruikInMaart_7,GebruikInApril_8,GebruikInMei_9,GebruikInJuni_10,GebruikInJuli_11,GebruikInAugustus_12,GebruikInSeptember_13,GebruikInOktober_14,GebruikInNovember_15,GebruikInDecember_16
565,INSECT,CON,1995JJ00,9578.0,69168.0,34875.0,0.4,0.0,0.0,0.0,5.2,3.1,60.1,17.5,14.1,0.0,0.0,0.0,0.0
566,INSECT,CON,1998JJ00,8614.0,75834.0,21884.0,0.3,0.1,0.0,0.0,0.0,23.2,61.2,8.7,6.3,0.5,0.0,0.0,0.0
567,INSECT,CON,2000JJ00,7578.0,76833.0,11124.0,0.1,0.0,0.0,0.0,6.9,9.3,50.5,20.8,12.3,0.1,0.0,0.0,0.0
568,INSECT,CON,2004JJ00,6249.0,60230.0,10402.0,0.1,0.0,0.0,0.0,0.0,1.3,85.2,13.2,0.3,0.0,0.0,0.0,0.0
569,INSECT,CON,2008JJ00,5117.0,59374.0,5159.0,0.1,0.0,0.0,0.0,0.0,8.8,72.7,12.8,5.6,0.0,0.0,0.0,0.0
570,INSECT,ERG,1995JJ00,940.0,5475.0,1186.0,0.2,1.1,0.0,0.0,2.0,7.3,67.3,22.3,0.0,0.0,0.0,0.0,0.0
571,INSECT,ERG,1998JJ00,664.0,3872.0,583.0,0.1,0.0,0.0,0.0,0.0,6.5,71.9,21.4,0.2,0.0,0.0,0.0,0.0
572,INSECT,ERG,2000JJ00,794.0,5137.0,935.0,0.2,0.0,0.0,0.0,10.6,21.6,46.2,21.6,0.0,0.0,0.0,0.0,0.0
573,INSECT,ERG,2004JJ00,633.0,4082.0,704.0,0.1,0.0,0.0,0.0,0.1,22.5,68.4,9.0,0.0,0.0,0.0,0.0,0.0
574,INSECT,ERG,2008JJ00,591.0,4440.0,1036.0,0.2,0.0,0.0,0.0,0.0,7.0,50.2,42.8,0.0,0.0,0.0,0.0,0.0
575,INSECT,GRA,1995JJ00,924.0,7390.0,1214.0,0.1,0.0,0.0,0.0,0.0,17.1,69.5,8.8,0.0,0.0,4.5,0.0,0.0
576,INSECT,GRA,1998JJ00,848.0,7609.0,1717.0,0.1,0.0,0.0,0.0,1.0,4.4,50.8,37.5,6.2,0.0,0.0,0.0,0.0
577,INSECT,GRA,2000JJ00,454.0,3554.0,402.0,0.0,0.0,0.0,0.0,0.0,12.7,62.3,23.4,0.0,0.0,1.5,0.0,0.0
578,INSECT,GRA,2004JJ00,680.0,7471.0,281.0,0.0,0.2,0.0,0.0,0.0,24.6,57.7,17.5,0.0,0.0,0.0,0.0,0.0
579,INSECT,GRA,2008JJ00,312.0,1745.0,14.0,0.0,0.0,0.0,0.0,0.0,38.5,61.5,0.0,0.0,0.0,0.0,0.0,0.0
580,INSECT,KOO,1995JJ00,,,,,,,,,,,,,,,,
581,INSECT,KOO,1998JJ00,,,,,,,,,,,,,,,,
582,INSECT,KOO,2000JJ00,84.0,549.0,62.0,0.1,0.0,0.0,0.0,62.7,28.5,8.8,0.0,0.0,0.0,0.0,0.0,0.0
583,INSECT,KOO,2004JJ00,,,,,,,,,,,,,,,,
584,INSECT,KOO,2008JJ00,212.0,1640.0,13.0,0.0,5.7,0.0,0.0,78.5,15.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0
585,INSECT,PUI,1995JJ00,,,,,,,,,,,,,,,,
586,INSECT,PUI,1998JJ00,542.0,2535.0,949.0,0.2,0.0,0.0,0.0,44.5,20.8,23.8,11.0,0.0,0.0,0.0,0.0,0.0
587,INSECT,PUI,2000JJ00,679.0,3384.0,1057.0,0.2,0.0,0.0,0.0,0.0,23.8,42.9,33.4,0.0,0.0,0.0,0.0,0.0
588,INSECT,PUI,2004JJ00,373.0,3327.0,1103.0,0.2,0.0,0.0,0.0,0.0,13.2,74.4,12.4,0.0,0.0,0.0,0.0,0.0
589,INSECT,PUI,2008JJ00,439.0,3710.0,877.0,0.2,0.0,0.0,0.0,0.0,4.6,91.0,4.3,0.2,0.0,0.0,0.0,0.0
590,INSECT,PUZ,1995JJ00,,,,,,,,,,,,,,,,
591,INSECT,PUZ,1998JJ00,,,949.0,0.2,,,,,,,,,,,,
592,INSECT,PUZ,2000JJ00,,,1057.0,0.2,,,,,,,,,,,,
593,INSECT,PUZ,2004JJ00,373.0,3327.0,1103.0,0.2,,,,,,,,,,,,
594,INSECT,PUZ,2008JJ00,439.0,3710.0,877.0,0.2,,,,,,,,,,,,
595,INSECT,POO,1995JJ00,3170.0,36680.0,15345.0,0.4,0.0,0.0,0.0,0.0,16.9,40.1,38.2,4.3,0.5,0.0,0.0,0.0
596,INSECT,POO,1998JJ00,3250.0,39927.0,12590.0,0.3,0.0,0.0,0.0,8.0,19.5,42.3,21.4,8.7,0.0,0.0,0.0,0.0
597,INSECT,POO,2000JJ00,3061.0,39897.0,8112.0,0.2,0.0,0.0,0.0,4.5,60.3,22.0,11.5,1.8,0.0,0.0,0.0,0.0
598,INSECT,POO,2004JJ00,2367.0,39356.0,10222.0,0.3,2.4,0.0,0.0,15.0,15.3,38.9,27.0,1.3,0.0,0.0,0.0,0.0
599,INSECT,POO,2008JJ00,2005.0,35493.0,8745.0,0.2,0.0,0.0,0.0,17.0,23.2,44.5,15.1,0.3,0.0,0.0,0.0,0.0
600,INSECT,SNY,1995JJ00,3382.0,20043.0,8607.0,0.0,0.0,0.0,0.0,51.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,INSECT,SNY,1998JJ00,1543.0,5724.0,3691.0,0.0,0.0,0.0,0.0,50.1,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,INSECT,SNY,2000JJ00,710.0,4946.0,1146.0,0.0,0.0,0.0,0.0,18.9,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,INSECT,SNY,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,INSECT,SNY,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,INSECT,SUI,1995JJ00,5272.0,33058.0,12119.0,0.1,0.0,0.0,0.0,53.4,22.9,9.4,13.8,0.6,0.0,0.0,0.0,0.0
606,INSECT,SUI,1998JJ00,2641.0,24832.0,6424.0,0.1,21.9,0.0,0.0,21.9,44.6,10.4,1.2,0.0,0.0,0.0,0.0,0.0
607,INSECT,SUI,2000JJ00,2096.0,13956.0,4639.0,0.0,0.0,0.0,0.0,69.0,29.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
608,INSECT,SUI,2004JJ00,846.0,6631.0,1443.0,0.0,0.0,0.0,0.0,31.6,38.9,19.8,0.0,9.7,0.0,0.0,0.0,0.0
609,INSECT,SUI,2008JJ00,1557.0,11965.0,795.0,0.0,0.0,0.0,0.0,0.0,21.7,41.1,37.2,0.0,0.0,0.0,0.0,0.0
610,INSECT,VEL,1995JJ00,,,,,,,,,,,,,,,,
611,INSECT,VEL,1998JJ00,,,,,,,,,,,,,,,,
612,INSECT,VEL,2000JJ00,68.0,226.0,33.0,0.0,0.0,0.0,0.0,1.1,41.7,56.2,1.1,0.0,0.0,0.0,0.0,0.0
613,INSECT,VEL,2004JJ00,,,,,,,,,,,,,,,,
614,INSECT,VEL,2008JJ00,,,,,,,,,,,,,,,,
615,INSECT,VLA,1995JJ00,,,,,,,,,,,,,,,,
616,INSECT,VLA,1998JJ00,,,,,,,,,,,,,,,,
617,INSECT,VLA,2000JJ00,437.0,2628.0,229.0,0.1,0.0,0.0,0.0,62.7,28.5,8.8,0.0,0.0,0.0,0.0,,
618,INSECT,VLA,2004JJ00,463.0,3659.0,65.0,0.0,0.0,0.0,0.0,56.1,39.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0
619,INSECT,VLA,2008JJ00,219.0,1318.0,12.0,0.0,0.0,0.0,0.0,22.6,69.3,8.1,0.0,0.0,0.0,0.0,0.0,0.0
620,INSECT,WTA,1995JJ00,8086.0,96649.0,23105.0,0.2,0.0,0.0,0.0,2.5,25.7,55.5,16.0,0.0,0.0,0.3,0.0,0.0
621,INSECT,WTA,1998JJ00,5347.0,71823.0,9554.0,0.1,0.0,0.0,0.0,0.0,31.8,64.0,4.1,0.0,0.0,0.0,0.0,0.0
622,INSECT,WTA,2000JJ00,6880.0,87384.0,4979.0,0.0,0.0,0.0,0.0,1.8,40.6,57.4,0.2,0.0,0.0,0.0,0.0,0.0
623,INSECT,WTA,2004JJ00,7933.0,92712.0,10399.0,0.1,0.0,0.0,0.0,0.1,37.7,54.1,2.7,5.4,0.0,0.0,0.0,0.0
624,INSECT,WTA,2008JJ00,6028.0,100954.0,6339.0,0.0,0.0,0.0,0.0,0.0,89.3,10.7,0.0,0.0,0.0,0.0,0.0,0.0
625,INSECT,ZUI,1995JJ00,1846.0,7210.0,2775.0,0.2,0.0,0.0,0.0,30.3,0.0,16.5,36.4,16.8,0.0,0.0,0.0,0.0
626,INSECT,ZUI,1998JJ00,1575.0,7393.0,1603.0,0.1,0.0,0.0,0.0,0.0,0.0,12.9,32.7,53.8,0.5,0.0,0.0,0.0
627,INSECT,ZUI,2000JJ00,1864.0,8597.0,524.0,0.0,0.0,0.0,0.0,0.0,12.8,34.4,34.7,18.1,0.0,0.0,0.0,0.0
628,INSECT,ZUI,2004JJ00,2151.0,13073.0,792.0,0.0,0.0,0.0,0.0,0.0,27.8,26.5,38.0,7.7,0.0,0.0,0.0,0.0
629,INSECT,ZUI,2008JJ00,2088.0,15948.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,62.6,20.6,0.0,0.0,0.0,0.0
630,INSECT,ZET,1995JJ00,775.0,12002.0,1233.0,0.0,0.0,0.0,0.0,0.0,0.8,57.6,39.7,0.4,1.5,0.0,0.0,0.0
631,INSECT,ZET,1998JJ00,1758.0,27837.0,817.0,0.0,0.0,0.0,0.0,0.0,0.8,89.8,7.2,1.0,1.3,0.0,0.0,0.0
632,INSECT,ZET,2000JJ00,921.0,15812.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,38.2,42.2,0.1,0.0,0.0,0.0
633,INSECT,ZET,2004JJ00,1302.0,32436.0,1502.0,0.0,0.0,0.0,0.0,1.3,0.3,18.8,68.4,11.3,0.0,0.0,0.0,0.0
634,INSECT,ZET,2008JJ00,1021.0,25323.0,631.0,0.0,0.0,0.0,0.0,0.0,0.2,61.0,36.9,1.8,0.0,0.0,0.0,0.0
635,INSECT,ZTA,1995JJ00,,,,,,,,,,,,,,,,
636,INSECT,ZTA,1998JJ00,,,,,,,,,,,,,,,,
637,INSECT,ZTA,2000JJ00,,,,,,,,,,,,,,,,
638,INSECT,ZTA,2004JJ00,2061.0,13381.0,810.0,0.0,0.0,0.0,0.0,0.0,0.5,80.0,19.4,0.0,0.0,0.0,0.0,0.0
639,INSECT,ZTA,2008JJ00,1711.0,12337.0,1050.0,0.1,0.0,0.0,0.0,0.0,0.8,99.2,0.0,0.0,0.0,0.0,0.0,0.0
640,INSECT,ZOM,1995JJ00,1897.0,10445.0,1838.0,0.1,0.0,0.0,0.0,0.2,10.7,74.1,15.1,0.0,0.0,0.0,0.0,0.0
641,INSECT,ZOM,1998JJ00,1729.0,11097.0,848.0,0.0,0.0,0.0,0.0,0.0,11.4,88.6,0.0,0.0,0.0,0.0,0.0,0.0
642,INSECT,ZOM,2000JJ00,825.0,9062.0,1117.0,0.0,0.0,0.0,0.0,0.0,3.7,96.3,0.0,0.0,0.0,0.0,0.0,0.0
643,INSECT,ZOM,2004JJ00,1862.0,15038.0,703.0,0.0,0.0,0.0,0.0,0.0,2.8,67.2,30.0,0.0,0.0,0.0,0.0,0.0
644,INSECT,ZOM,2008JJ00,2617.0,25411.0,170.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
645,INSECT,ZOZ,1995JJ00,,,1838.0,0.1,,,,,,,,,,,,
646,INSECT,ZOZ,1998JJ00,,,848.0,0.0,,,,,,,,,,,,
647,INSECT,ZOZ,2000JJ00,,,1117.0,0.0,,,,,,,,,,,,
648,INSECT,ZOZ,2004JJ00,1862.0,15038.0,703.0,0.0,,,,,,,,,,,,
649,INSECT,ZOZ,2008JJ00,2617.0,25411.0,170.0,0.0,,,,,,,,,,,,
650,INSECT,AAR,1995JJ00,1281.0,1664.0,1642.0,0.9,2.3,0.0,0.0,13.9,19.2,15.9,9.3,7.5,25.1,6.7,0.0,0.0
651,INSECT,AAR,1998JJ00,1105.0,1831.0,1140.0,0.6,3.5,0.0,0.0,4.9,33.9,15.6,14.0,15.3,11.8,1.0,0.0,0.0
652,INSECT,AAR,2000JJ00,905.0,1716.0,1584.0,0.9,0.5,0.0,0.0,3.6,41.3,3.9,9.1,8.7,32.6,0.3,0.0,0.0
653,INSECT,AAR,2004JJ00,650.0,1914.0,793.0,0.4,0.2,0.0,0.0,2.5,21.5,28.8,19.8,3.2,13.8,10.2,0.0,0.0
654,INSECT,AAR,2008JJ00,262.0,1084.0,247.0,0.2,0.9,0.0,0.0,12.4,24.8,23.6,24.7,9.4,3.0,1.2,0.0,0.0
655,INSECT,AAZ,1995JJ00,,,1642.0,0.9,,,,,,,,,,,,
656,INSECT,AAZ,1998JJ00,,,1140.0,0.6,,,,,,,,,,,,
657,INSECT,AAZ,2000JJ00,,,1584.0,0.9,,,,,,,,,,,,
658,INSECT,AAZ,2004JJ00,650.0,1914.0,751.0,0.4,,,,,,,,,,,,
659,INSECT,AAZ,2008JJ00,262.0,1084.0,247.0,0.2,,,,,,,,,,,,
660,INSECT,ASP,1995JJ00,1087.0,1573.0,269.0,0.1,0.0,0.0,0.0,0.0,16.3,32.1,49.4,2.0,0.2,0.0,0.0,0.0
661,INSECT,ASP,1998JJ00,1133.0,1885.0,341.0,0.1,0.0,0.0,0.0,0.0,45.8,16.0,36.6,1.6,0.1,0.0,0.0,0.0
662,INSECT,ASP,2000JJ00,812.0,1502.0,36.0,0.0,33.4,0.0,0.0,0.2,22.4,18.5,15.4,9.0,1.0,0.0,0.0,0.0
663,INSECT,ASP,2004JJ00,682.0,1653.0,54.0,0.0,0.0,0.0,0.0,0.2,3.7,24.7,20.1,44.3,7.0,0.0,0.0,0.0
664,INSECT,ASP,2008JJ00,342.0,1319.0,29.0,0.0,0.0,0.0,0.0,0.0,6.3,25.9,27.0,34.0,6.8,0.0,0.0,0.0
665,INSECT,BLK,1995JJ00,,,,,,,,,,,,,,,,
666,INSECT,BLK,1998JJ00,,,,,,,,,,,,,,,,
667,INSECT,BLK,2000JJ00,,,,,,,,,,,,,,,,
668,INSECT,BLK,2004JJ00,395.0,2292.0,425.0,0.2,2.6,0.0,0.0,2.4,3.3,19.0,27.7,25.5,16.1,3.5,0.0,0.0
669,INSECT,BLK,2008JJ00,292.0,2074.0,474.0,0.2,0.0,0.0,0.0,0.4,10.4,17.2,25.5,36.3,9.4,0.8,0.0,0.0
670,INSECT,PRE,1995JJ00,1564.0,3791.0,8834.0,2.3,0.1,0.0,0.0,1.1,1.8,6.8,24.8,38.6,18.9,7.8,0.0,0.0
671,INSECT,PRE,1998JJ00,1301.0,3629.0,5637.0,1.5,0.1,0.0,0.0,1.9,3.7,8.4,19.8,43.8,22.0,0.3,0.0,0.0
672,INSECT,PRE,2000JJ00,996.0,3155.0,5293.0,1.7,0.0,0.0,0.0,0.0,3.0,8.4,19.1,45.2,22.7,1.7,0.0,0.0
673,INSECT,PRE,2004JJ00,693.0,2985.0,3442.0,1.1,0.0,0.0,0.0,0.0,0.2,0.4,3.2,49.8,43.0,3.4,0.0,0.0
674,INSECT,PRE,2008JJ00,411.0,1939.0,702.0,0.2,0.0,0.0,0.0,0.0,10.8,11.2,23.8,35.6,18.4,0.2,0.0,0.0
675,INSECT,SCH,1995JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
676,INSECT,SCH,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,INSECT,SCH,2000JJ00,,,,,,,,,,,,,,,,
678,INSECT,SCH,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,INSECT,SCH,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,INSECT,SCZ,1995JJ00,,,0.0,0.0,,,,,,,,,,,,
681,INSECT,SCZ,1998JJ00,,,0.0,0.0,,,,,,,,,,,,
682,INSECT,SCZ,2000JJ00,,,,,,,,,,,,,,,,
683,INSECT,SCZ,2004JJ00,,,0.0,0.0,,,,,,,,,,,,
684,INSECT,SCZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
685,INSECT,SLA,1995JJ00,586.0,1042.0,1927.0,1.8,0.0,0.0,0.0,0.6,13.9,22.3,26.8,25.0,10.6,0.9,0.0,0.0
686,INSECT,SLA,1998JJ00,,,,,,,,,,,,,,,,
687,INSECT,SLA,2000JJ00,,,,,,,,,,,,,,,,
688,INSECT,SLA,2004JJ00,,,,,,,,,,,,,,,,
689,INSECT,SLA,2008JJ00,,,,,,,,,,,,,,,,
690,INSECT,SLU,1995JJ00,1602.0,2922.0,3284.0,1.1,0.1,0.0,0.0,2.0,11.0,18.1,23.9,29.8,11.6,3.5,0.0,0.0
691,INSECT,SLU,1998JJ00,1098.0,2902.0,2390.0,0.8,0.5,0.0,0.0,1.4,10.3,20.0,27.8,26.8,12.5,0.7,0.0,0.0
692,INSECT,SLU,2000JJ00,950.0,2508.0,2187.0,0.9,0.0,0.0,0.0,0.5,1.5,23.6,20.0,43.3,8.9,2.2,0.0,0.0
693,INSECT,SLU,2004JJ00,628.0,2368.0,1139.0,0.4,0.0,0.0,0.0,0.6,5.3,25.5,36.1,21.4,10.5,0.6,0.0,0.0
694,INSECT,SLU,2008JJ00,520.0,2832.0,1129.0,0.4,0.0,0.0,0.0,0.3,16.1,39.0,24.7,8.6,11.2,0.1,0.0,0.0
695,INSECT,SLZ,1995JJ00,,,3284.0,1.1,,,,,,,,,,,,
696,INSECT,SLZ,1998JJ00,,,2336.0,0.8,,,,,,,,,,,,
697,INSECT,SLZ,2000JJ00,,,2033.0,0.8,,,,,,,,,,,,
698,INSECT,SLZ,2004JJ00,628.0,2368.0,1139.0,0.4,,,,,,,,,,,,
699,INSECT,SLZ,2008JJ00,520.0,2832.0,1003.0,0.3,,,,,,,,,,,,
700,INSECT,SPR,1995JJ00,872.0,4388.0,9271.0,2.1,0.0,0.0,0.0,0.4,4.7,24.5,28.4,19.0,17.3,5.8,0.0,0.0
701,INSECT,SPR,1998JJ00,778.0,4622.0,7612.0,1.6,0.0,0.0,0.0,2.5,2.5,10.5,30.3,31.9,20.4,1.9,0.0,0.0
702,INSECT,SPR,2000JJ00,656.0,4834.0,11611.0,2.4,0.0,0.0,0.0,0.4,1.5,19.6,22.9,33.7,17.0,5.0,0.0,0.0
703,INSECT,SPR,2004JJ00,383.0,3465.0,3730.0,1.1,0.0,0.0,0.0,1.4,10.1,31.7,44.3,8.3,3.7,0.6,0.0,0.0
704,INSECT,SPR,2008JJ00,263.0,2562.0,1488.0,0.5,0.0,0.0,0.0,3.7,18.1,39.0,22.2,13.7,2.4,1.0,0.0,0.0
705,INSECT,STA,1995JJ00,238.0,902.0,152.0,0.0,0.0,0.0,0.0,0.8,0.0,20.7,63.6,14.9,0.0,0.0,0.0,0.0
706,INSECT,STA,1998JJ00,364.0,1322.0,363.0,0.1,0.0,0.0,0.0,0.0,0.0,4.3,34.8,50.2,10.7,0.0,0.0,0.0
707,INSECT,STA,2000JJ00,67.0,421.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.3,39.7,0.0,0.0,0.0,0.0
708,INSECT,STA,2004JJ00,77.0,708.0,78.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,81.4,10.2,1.1,0.0,0.0,0.0
709,INSECT,STA,2008JJ00,80.0,499.0,54.0,0.0,0.0,0.0,0.0,0.0,6.7,40.1,53.3,0.0,0.0,0.0,0.0,0.0
710,INSECT,WAS,1995JJ00,739.0,2694.0,3154.0,1.0,0.5,0.0,0.0,3.1,35.5,26.8,23.7,4.7,5.6,0.0,0.0,0.0
711,INSECT,WAS,1998JJ00,536.0,1924.0,2135.0,0.7,0.0,0.0,0.0,0.0,36.7,17.6,17.4,24.9,3.5,0.0,0.0,0.0
712,INSECT,WAS,2000JJ00,518.0,2220.0,1407.0,0.5,0.2,0.0,0.0,8.7,37.3,18.6,25.4,9.7,0.1,0.0,0.0,0.0
713,INSECT,WAS,2004JJ00,407.0,1889.0,1478.0,0.6,0.0,0.0,0.0,2.5,28.9,32.7,17.2,9.1,4.2,5.2,0.0,0.0
714,INSECT,WAS,2008JJ00,431.0,2014.0,2089.0,0.8,0.0,0.0,0.0,1.5,25.1,25.7,19.4,26.7,1.7,0.0,0.0,0.0
715,INSECT,WAZ,1995JJ00,,,,,,,,,,,,,,,,
716,INSECT,WAZ,1998JJ00,,,,,,,,,,,,,,,,
717,INSECT,WAZ,2000JJ00,,,1407.0,0.5,,,,,,,,,,,,
718,INSECT,WAZ,2004JJ00,407.0,1889.0,1478.0,0.6,,,,,,,,,,,,
719,INSECT,WAZ,2008JJ00,431.0,2014.0,2089.0,0.8,,,,,,,,,,,,
720,INSECT,WPE,1995JJ00,1494.0,4233.0,4399.0,0.9,0.0,0.0,0.0,0.0,29.6,23.6,25.2,13.5,8.0,0.0,0.0,0.0
721,INSECT,WPE,1998JJ00,1137.0,3942.0,3084.0,0.6,0.0,0.0,0.0,0.5,4.0,18.3,21.6,40.6,14.0,1.0,0.0,0.0
722,INSECT,WPE,2000JJ00,832.0,3504.0,3063.0,0.6,0.0,0.0,0.0,11.6,3.2,15.8,14.1,30.2,24.6,0.5,0.0,0.0
723,INSECT,WPE,2004JJ00,955.0,5017.0,4544.0,0.8,0.0,0.0,0.0,0.0,11.0,24.3,17.7,25.8,19.6,1.5,0.0,0.0
724,INSECT,WPE,2008JJ00,750.0,3949.0,3883.0,0.7,0.0,0.0,0.0,0.3,2.6,18.5,35.0,24.6,19.0,0.0,0.0,0.0
725,INSECT,WPZ,1995JJ00,,,4399.0,0.9,,,,,,,,,,,,
726,INSECT,WPZ,1998JJ00,,,3084.0,0.6,,,,,,,,,,,,
727,INSECT,WPZ,2000JJ00,,,3063.0,0.6,,,,,,,,,,,,
728,INSECT,WPZ,2004JJ00,955.0,5017.0,4544.0,0.8,,,,,,,,,,,,
729,INSECT,WPZ,2008JJ00,750.0,3949.0,3883.0,0.7,,,,,,,,,,,,
730,INSECT,WIT,1995JJ00,824.0,3495.0,1952.0,0.5,0.0,0.0,0.0,0.0,0.4,9.4,16.6,62.7,10.9,0.0,0.0,0.0
731,INSECT,WIT,1998JJ00,798.0,3860.0,2887.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,13.3,47.5,38.5,0.6,0.0,0.0
732,INSECT,WIT,2000JJ00,686.0,3583.0,2359.0,0.6,0.0,0.0,0.0,0.0,0.8,2.2,21.5,50.6,22.9,2.1,0.0,0.0
733,INSECT,WIT,2004JJ00,468.0,2571.0,1265.0,0.4,0.0,0.0,0.0,0.0,2.3,11.4,24.7,13.4,48.2,0.0,0.0,0.0
734,INSECT,WIT,2008JJ00,334.0,2276.0,1191.0,0.4,0.0,0.0,0.0,0.0,1.4,6.5,7.9,56.6,27.5,0.0,0.0,0.0
735,INSECT,WIZ,1995JJ00,,,1952.0,0.5,,,,,,,,,,,,
736,INSECT,WIZ,1998JJ00,,,2887.0,0.7,,,,,,,,,,,,
737,INSECT,WIZ,2000JJ00,,,2359.0,0.6,,,,,,,,,,,,
738,INSECT,WIZ,2004JJ00,468.0,2571.0,1265.0,0.4,,,,,,,,,,,,
739,INSECT,WIZ,2008JJ00,334.0,2276.0,1191.0,0.4,,,,,,,,,,,,
740,INSECT,APP,1995JJ00,2842.0,15168.0,19773.0,1.3,2.8,0.0,0.0,28.8,41.0,17.3,7.2,3.0,0.0,0.0,0.0,0.0
741,INSECT,APP,1998JJ00,2386.0,12759.0,13012.0,1.0,3.0,0.0,0.0,36.9,40.9,9.8,5.3,3.0,0.6,0.4,0.0,0.0
742,INSECT,APP,2000JJ00,2212.0,12735.0,8864.0,0.7,8.3,0.0,0.0,34.6,32.8,10.3,7.7,6.1,0.0,0.2,0.0,0.0
743,INSECT,APP,2004JJ00,1794.0,10187.0,8508.0,0.8,2.0,0.0,0.0,24.9,26.8,19.6,17.0,8.7,0.1,1.0,0.0,0.0
744,INSECT,APP,2008JJ00,1480.0,9197.0,7966.0,0.9,2.9,0.0,0.0,11.1,31.9,28.7,23.6,1.1,0.0,0.7,0.0,0.0
745,INSECT,APZ,1995JJ00,,,19773.0,1.3,,,,,,,,,,,,
746,INSECT,APZ,1998JJ00,,,13012.0,1.0,,,,,,,,,,,,
747,INSECT,APZ,2000JJ00,,,8221.0,0.6,,,,,,,,,,,,
748,INSECT,APZ,2004JJ00,1794.0,10187.0,7769.0,0.8,,,,,,,,,,,,
749,INSECT,APZ,2008JJ00,1480.0,9197.0,7821.0,0.8,,,,,,,,,,,,
750,INSECT,PER,1995JJ00,2633.0,5748.0,7680.0,1.3,3.1,0.0,0.0,2.9,33.6,32.9,18.4,4.2,4.2,0.7,0.0,0.0
751,INSECT,PER,1998JJ00,2153.0,5260.0,6126.0,1.2,5.3,0.0,0.0,15.9,33.4,29.4,6.2,4.2,4.4,1.1,0.0,0.0
752,INSECT,PER,2000JJ00,2139.0,5951.0,5498.0,0.9,25.3,0.0,0.0,3.7,23.8,25.8,10.2,5.3,5.9,0.0,0.0,0.0
753,INSECT,PER,2004JJ00,1831.0,6470.0,3963.0,0.6,12.2,0.0,0.0,12.6,25.4,38.7,8.1,2.6,0.0,0.4,0.0,0.0
754,INSECT,PER,2008JJ00,1684.0,7472.0,3661.0,0.5,1.5,0.0,0.0,8.5,41.2,23.5,12.4,1.2,10.5,1.3,0.0,0.0
755,INSECT,PEZ,1995JJ00,,,7680.0,1.3,,,,,,,,,,,,
756,INSECT,PEZ,1998JJ00,,,6013.0,1.2,,,,,,,,,,,,
757,INSECT,PEZ,2000JJ00,,,5401.0,0.9,,,,,,,,,,,,
758,INSECT,PEZ,2004JJ00,1831.0,6470.0,3697.0,0.6,,,,,,,,,,,,
759,INSECT,PEZ,2008JJ00,1684.0,7472.0,3600.0,0.5,,,,,,,,,,,,
760,INSECT,BGG,1995JJ00,,,,,,,,,,,,,,,,
761,INSECT,BGG,1998JJ00,1901.0,1747.0,1094.0,0.5,0.1,0.1,1.3,12.1,11.3,13.1,19.9,21.8,14.0,4.6,1.8,0.0
762,INSECT,BGG,2000JJ00,1692.0,1994.0,1958.0,0.8,0.0,1.9,0.6,1.7,16.7,15.6,23.8,25.0,11.7,1.7,0.0,1.2
763,INSECT,BGG,2004JJ00,1269.0,2003.0,439.0,0.2,0.0,0.0,2.1,2.4,8.5,16.3,27.9,26.2,14.6,1.4,0.6,0.0
764,INSECT,BGG,2008JJ00,1006.0,2279.0,470.0,0.2,0.4,0.0,0.0,1.0,13.8,23.4,30.8,14.2,13.2,3.3,0.0,0.0
765,INSECT,BGZ,1995JJ00,,,,,,,,,,,,,,,,
766,INSECT,BGZ,1998JJ00,,,1080.0,0.5,,,,,,,,,,,,
767,INSECT,BGZ,2000JJ00,,,1954.0,0.8,,,,,,,,,,,,
