ID,RegioS,Perioden,TotaleOppervlakte_1,TotaalVerkeersterrein_2,Spoorterrein_3,Wegverkeersterrein_4,Vliegveld_5,TotaalBebouwdTerrein_6,Woonterrein_7,TerreinVoorDetailhandelEnHoreca_8,TerreinVoorOpenbareVoorzieningen_9,TerreinVoorSociaalCultureleVoorz_10,Bedrijventerrein_11,TotaalSemiBebouwdTerrein_12,Stortplaats_13,Wrakkenopslagplaats_14,Begraafplaats_15,Delfstofwinplaats_16,Bouwterrein_17,SemiVerhardOverigTerrein_18,TotaalRecreatieterrein_19,ParkEnPlantsoen_20,Sportterrein_21,Volkstuin_22,DagrecreatiefTerrein_23,VerblijfsrecreatiefTerrein_24,TotaalAgrarischTerrein_25,TerreinVoorGlastuinbouw_26,OverigAgrarischTerrein_27,TotaalBosEnOpenNatuurlijkTerrein_28,Bos_29,OpenDroogNatuurlijkTerrein_30,OpenNatNatuurlijkTerrein_31,TotaalBinnenwater_32,IJsselmeerMarkermeer_33,AfgeslotenZeearm_34,RijnEnMaas_35,Randmeer_36,Spaarbekken_37,RecreatiefBinnenwater_38,BinnenwaterVoorDelfstofwinning_39,VloeiEnOfSlibveld_40,OverigBinnenwater_41,TotaalBuitenwater_42,WaddenzeeEemsDollard_43,Oosterschelde_44,Westerschelde_45,Noordzee_46
608,SG10  ,2010JJ00,117223.0,5692.0,673.0,4350.0,670.0,20856.0,13400.0,832.0,434.0,829.0,5361.0,4128.0,142.0,51.0,226.0,10.0,3537.0,161.0,7048.0,3041.0,2043.0,611.0,1250.0,103.0,41478.0,524.0,40954.0,6414.0,4509.0,65.0,1840.0,31607.0,21984.0,,,880.0,0.0,882.0,0.0,1.0,7860.0,,,,,
609,SG10  ,2012JJ00,114020.0,5589.0,666.0,4245.0,678.0,20960.0,13202.0,973.0,420.0,883.0,5482.0,3856.0,142.0,43.0,223.0,9.0,3276.0,164.0,7641.0,3380.0,2188.0,579.0,1406.0,87.0,38197.0,503.0,37694.0,6201.0,4459.0,106.0,1636.0,31576.0,22027.0,,,878.0,0.0,929.0,0.0,12.0,7729.0,,,,,
610,SG10  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,SG10  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,SG11  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,SG11  ,2000JJ00,32554.0,1232.0,242.0,983.0,8.0,6835.0,4598.0,94.0,246.0,422.0,1476.0,424.0,33.0,2.0,119.0,9.0,228.0,34.0,2307.0,683.0,950.0,128.0,320.0,227.0,6245.0,43.0,6202.0,9916.0,3794.0,6019.0,103.0,1625.0,,,,,0.0,147.0,2.0,0.0,1477.0,3969.0,,,,3969.0
614,SG11  ,2003JJ00,34963.0,1297.0,246.0,1046.0,5.0,7014.0,4730.0,171.0,246.0,361.0,1507.0,564.0,33.0,2.0,115.0,11.0,357.0,45.0,2393.0,704.0,975.0,128.0,355.0,230.0,7609.0,43.0,7566.0,10013.0,3778.0,6106.0,128.0,2126.0,,,,,0.0,167.0,0.0,0.0,1959.0,3947.0,,,,3947.0
615,SG11  ,2006JJ00,34963.0,1276.0,241.0,1035.0,0.0,7048.0,4740.0,188.0,225.0,380.0,1515.0,514.0,32.0,3.0,97.0,15.0,332.0,36.0,2396.0,722.0,968.0,129.0,333.0,244.0,7558.0,44.0,7514.0,10095.0,3829.0,6144.0,122.0,2128.0,,,,,0.0,197.0,9.0,0.0,1921.0,3948.0,,,,3948.0
616,SG11  ,2008JJ00,34963.0,1297.0,248.0,1050.0,0.0,7209.0,4728.0,252.0,263.0,381.0,1586.0,437.0,18.0,3.0,118.0,14.0,232.0,52.0,2423.0,756.0,962.0,129.0,337.0,239.0,7532.0,49.0,7483.0,9976.0,3754.0,6092.0,130.0,2136.0,,,,,0.0,203.0,9.0,0.0,1924.0,3954.0,,,,3954.0
617,SG11  ,2010JJ00,34963.0,1326.0,250.0,1076.0,0.0,7296.0,4725.0,269.0,305.0,383.0,1613.0,356.0,18.0,5.0,120.0,15.0,152.0,47.0,2427.0,759.0,954.0,128.0,339.0,247.0,7534.0,43.0,7491.0,9912.0,3774.0,5996.0,142.0,2158.0,,,,,0.0,209.0,9.0,0.0,1940.0,3954.0,,,,3954.0
618,SG11  ,2012JJ00,34974.0,1301.0,251.0,1040.0,9.0,7301.0,4751.0,286.0,300.0,375.0,1588.0,369.0,17.0,5.0,120.0,15.0,159.0,53.0,2522.0,752.0,958.0,126.0,436.0,251.0,7380.0,43.0,7337.0,9967.0,3827.0,5932.0,208.0,2165.0,,,,,0.0,210.0,9.0,0.0,1946.0,3970.0,,,,3970.0
619,SG11  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,SG11  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,SG12  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,SG12  ,2000JJ00,21619.0,874.0,99.0,701.0,73.0,4684.0,3405.0,106.0,111.0,367.0,695.0,273.0,23.0,1.0,38.0,16.0,192.0,3.0,1338.0,374.0,471.0,117.0,181.0,195.0,8521.0,182.0,8339.0,2766.0,611.0,2146.0,8.0,1066.0,,,,,0.0,100.0,53.0,0.0,913.0,2097.0,,,,2097.0
623,SG12  ,2003JJ00,21619.0,865.0,98.0,693.0,73.0,4813.0,3414.0,119.0,125.0,388.0,768.0,257.0,14.0,1.0,39.0,13.0,186.0,3.0,1396.0,369.0,515.0,117.0,212.0,183.0,8349.0,201.0,8148.0,2768.0,549.0,2192.0,27.0,1083.0,,,,,0.0,109.0,55.0,0.0,919.0,2087.0,,,,2087.0
624,SG12  ,2006JJ00,21633.0,895.0,102.0,721.0,73.0,4901.0,3387.0,137.0,102.0,423.0,853.0,359.0,10.0,1.0,42.0,8.0,296.0,1.0,1418.0,365.0,518.0,114.0,235.0,186.0,8122.0,203.0,7919.0,2741.0,520.0,2194.0,26.0,1108.0,,,,,0.0,106.0,56.0,0.0,947.0,2087.0,,,,2087.0
625,SG12  ,2008JJ00,21633.0,923.0,104.0,746.0,73.0,5009.0,3436.0,144.0,102.0,414.0,913.0,337.0,10.0,1.0,43.0,1.0,281.0,1.0,1448.0,392.0,520.0,112.0,238.0,185.0,7975.0,193.0,7782.0,2730.0,513.0,2197.0,21.0,1123.0,,,,,0.0,164.0,0.0,0.0,958.0,2087.0,,,,2087.0
626,SG12  ,2010JJ00,21633.0,915.0,106.0,735.0,73.0,5013.0,3393.0,179.0,95.0,397.0,950.0,420.0,3.0,1.0,48.0,1.0,366.0,1.0,1410.0,381.0,503.0,109.0,229.0,188.0,7937.0,184.0,7753.0,2726.0,515.0,2190.0,21.0,1125.0,,,,,0.0,163.0,0.0,0.0,962.0,2087.0,,,,2087.0
627,SG12  ,2012JJ00,21660.0,905.0,106.0,726.0,73.0,5088.0,3421.0,189.0,88.0,454.0,936.0,365.0,3.0,1.0,43.0,1.0,316.0,1.0,1455.0,422.0,503.0,106.0,234.0,190.0,7890.0,172.0,7718.0,2761.0,520.0,2215.0,27.0,1138.0,,,,,0.0,168.0,0.0,0.0,971.0,2057.0,,,,2057.0
628,SG12  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,SG12  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,SG13  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,SG13  ,2000JJ00,35185.0,1748.0,247.0,1493.0,9.0,9830.0,7300.0,371.0,389.0,617.0,1153.0,1666.0,12.0,11.0,117.0,3.0,1514.0,8.0,3298.0,1501.0,1149.0,238.0,320.0,90.0,11100.0,1859.0,9241.0,4015.0,1629.0,2327.0,59.0,1193.0,,,,,0.0,403.0,61.0,0.0,729.0,2335.0,,,,2335.0
632,SG13  ,2003JJ00,35185.0,1759.0,237.0,1513.0,9.0,10355.0,7682.0,392.0,381.0,614.0,1286.0,1489.0,15.0,9.0,118.0,3.0,1327.0,17.0,3352.0,1460.0,1188.0,244.0,345.0,116.0,10416.0,1743.0,8673.0,4214.0,1796.0,2357.0,61.0,1275.0,,,,,0.0,401.0,61.0,0.0,813.0,2325.0,,,,2325.0
633,SG13  ,2006JJ00,45056.0,2121.0,161.0,1951.0,9.0,12149.0,8780.0,394.0,411.0,656.0,1908.0,1632.0,15.0,18.0,138.0,8.0,1431.0,22.0,3914.0,1722.0,1401.0,242.0,397.0,153.0,15569.0,5627.0,9942.0,4741.0,1935.0,2631.0,176.0,1696.0,,,,,0.0,455.0,62.0,0.0,1179.0,3234.0,,,,3234.0
634,SG13  ,2008JJ00,45056.0,2162.0,166.0,1987.0,9.0,12450.0,8933.0,434.0,378.0,667.0,2039.0,1383.0,7.0,18.0,139.0,8.0,1196.0,15.0,3959.0,1745.0,1430.0,235.0,401.0,149.0,15443.0,5417.0,10026.0,4730.0,1904.0,2647.0,179.0,1695.0,,,,,0.0,508.0,0.0,0.0,1187.0,3234.0,,,,3234.0
635,SG13  ,2010JJ00,45056.0,2166.0,161.0,1996.0,9.0,12650.0,8895.0,589.0,339.0,686.0,2141.0,1067.0,7.0,13.0,141.0,7.0,892.0,8.0,4036.0,1789.0,1473.0,234.0,403.0,137.0,15461.0,5227.0,10234.0,4743.0,1904.0,2667.0,173.0,1698.0,,,,,0.0,504.0,0.0,0.0,1194.0,3234.0,,,,3234.0
636,SG13  ,2012JJ00,45049.0,2133.0,157.0,1967.0,9.0,12771.0,8954.0,625.0,336.0,689.0,2166.0,1226.0,5.0,11.0,144.0,7.0,1054.0,5.0,4180.0,1842.0,1498.0,234.0,462.0,144.0,15041.0,5015.0,10025.0,5030.0,1882.0,2944.0,203.0,1714.0,,,,,0.0,521.0,0.0,0.0,1194.0,2954.0,,,,2954.0
637,SG13  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,SG13  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,SG14  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,SG14  ,2000JJ00,81555.0,4121.0,661.0,3389.0,71.0,18931.0,10965.0,424.0,490.0,586.0,6466.0,4110.0,87.0,24.0,202.0,48.0,3281.0,469.0,5286.0,2370.0,1578.0,428.0,625.0,285.0,25317.0,1099.0,24218.0,4115.0,2320.0,1304.0,491.0,12364.0,,2141.0,3249.0,,133.0,418.0,60.0,182.0,6180.0,7312.0,,,,7312.0
641,SG14  ,2003JJ00,80916.0,4134.0,687.0,3372.0,75.0,19435.0,10971.0,461.0,529.0,598.0,6876.0,3861.0,110.0,24.0,207.0,24.0,3007.0,488.0,5482.0,2492.0,1562.0,421.0,702.0,306.0,24173.0,1125.0,23048.0,4090.0,2290.0,1339.0,461.0,12390.0,,2140.0,3208.0,,133.0,430.0,81.0,185.0,6211.0,7351.0,,,,7351.0
642,SG14  ,2006JJ00,80098.0,4090.0,649.0,3367.0,74.0,19504.0,10926.0,512.0,446.0,586.0,7035.0,4016.0,97.0,23.0,214.0,19.0,3277.0,387.0,5459.0,2506.0,1515.0,418.0,701.0,319.0,21782.0,785.0,20997.0,3887.0,2197.0,1258.0,433.0,12500.0,,2135.0,3222.0,,133.0,425.0,173.0,218.0,6192.0,8860.0,,,,8860.0
643,SG14  ,2008JJ00,80098.0,4129.0,647.0,3407.0,76.0,20044.0,11056.0,653.0,416.0,588.0,7331.0,3319.0,115.0,20.0,214.0,21.0,2579.0,370.0,5439.0,2522.0,1504.0,414.0,677.0,323.0,21804.0,779.0,21024.0,4011.0,2133.0,1404.0,473.0,12486.0,,2123.0,3217.0,,133.0,362.0,37.0,203.0,6412.0,8866.0,,,,8866.0
644,SG14  ,2010JJ00,78246.0,3821.0,618.0,3131.0,72.0,20268.0,11005.0,608.0,425.0,568.0,7661.0,2744.0,66.0,24.0,217.0,35.0,2115.0,286.0,5391.0,2582.0,1430.0,411.0,662.0,305.0,20782.0,637.0,20145.0,4028.0,2082.0,1471.0,475.0,12427.0,,2122.0,3218.0,,133.0,374.0,182.0,197.0,6201.0,8786.0,,,,8786.0
645,SG14  ,2012JJ00,78243.0,3910.0,611.0,3230.0,69.0,20289.0,10974.0,600.0,444.0,578.0,7693.0,3616.0,12.0,21.0,218.0,25.0,3047.0,293.0,5697.0,2740.0,1442.0,399.0,816.0,300.0,20149.0,609.0,19540.0,3983.0,2092.0,1195.0,697.0,12445.0,,2126.0,3217.0,,133.0,420.0,31.0,0.0,6517.0,8153.0,,,,8153.0
646,SG14  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,SG14  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,SG15  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,SG15  ,2000JJ00,20259.0,1016.0,216.0,800.0,0.0,4710.0,3163.0,49.0,89.0,158.0,1252.0,998.0,30.0,7.0,47.0,0.0,686.0,228.0,1152.0,468.0,450.0,81.0,116.0,37.0,7806.0,121.0,7685.0,1495.0,907.0,2.0,585.0,3082.0,,83.0,1945.0,,62.0,45.0,0.0,0.0,947.0,,,,,
650,SG15  ,2003JJ00,20898.0,1109.0,221.0,889.0,0.0,4879.0,3222.0,65.0,131.0,166.0,1295.0,1096.0,91.0,5.0,52.0,0.0,839.0,109.0,1266.0,592.0,459.0,72.0,105.0,38.0,7808.0,90.0,7718.0,1544.0,909.0,1.0,635.0,3196.0,,83.0,1869.0,,62.0,49.0,0.0,0.0,1134.0,,,,,
651,SG15  ,2006JJ00,20898.0,1180.0,288.0,892.0,0.0,4936.0,3239.0,77.0,76.0,176.0,1368.0,933.0,90.0,5.0,52.0,0.0,686.0,101.0,1254.0,585.0,463.0,72.0,96.0,38.0,7678.0,81.0,7597.0,1722.0,908.0,3.0,811.0,3195.0,,81.0,1924.0,,62.0,49.0,14.0,0.0,1064.0,,,,,
652,SG15  ,2008JJ00,18830.0,1067.0,257.0,811.0,0.0,4776.0,3098.0,94.0,83.0,183.0,1317.0,890.0,89.0,5.0,49.0,0.0,673.0,74.0,1205.0,568.0,455.0,62.0,96.0,24.0,6144.0,62.0,6082.0,1718.0,898.0,3.0,817.0,3029.0,,82.0,1784.0,,62.0,49.0,14.0,0.0,1037.0,,,,,
653,SG15  ,2010JJ00,18830.0,1085.0,249.0,836.0,0.0,4810.0,3144.0,116.0,74.0,166.0,1310.0,836.0,90.0,4.0,49.0,0.0,637.0,55.0,1195.0,561.0,450.0,62.0,96.0,26.0,6114.0,56.0,6057.0,1729.0,886.0,30.0,812.0,3062.0,,80.0,1782.0,,62.0,49.0,0.0,0.0,1088.0,,,,,
654,SG15  ,2012JJ00,18836.0,1086.0,262.0,824.0,0.0,4903.0,3173.0,127.0,80.0,181.0,1341.0,691.0,90.0,4.0,48.0,0.0,495.0,53.0,1303.0,575.0,449.0,58.0,188.0,32.0,5894.0,49.0,5845.0,1877.0,888.0,30.0,958.0,3083.0,,81.0,1767.0,,62.0,59.0,0.0,0.0,1114.0,,,,,
655,SG15  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,SG15  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,SG16  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,SG16  ,2000JJ00,49808.0,1784.0,118.0,1666.0,0.0,6267.0,4170.0,149.0,92.0,346.0,1510.0,865.0,17.0,13.0,36.0,79.0,663.0,57.0,1092.0,312.0,483.0,34.0,74.0,190.0,31050.0,373.0,30677.0,5995.0,5029.0,212.0,754.0,2754.0,,,684.0,,619.0,89.0,26.0,0.0,1337.0,,,,,
659,SG16  ,2003JJ00,49808.0,1784.0,108.0,1677.0,0.0,6599.0,4256.0,167.0,140.0,348.0,1688.0,1009.0,18.0,14.0,36.0,33.0,854.0,54.0,1210.0,397.0,494.0,32.0,97.0,191.0,30407.0,443.0,29964.0,5995.0,4883.0,219.0,893.0,2804.0,,,685.0,,619.0,89.0,29.0,0.0,1381.0,,,,,
660,SG16  ,2006JJ00,49808.0,1914.0,169.0,1746.0,0.0,6808.0,4330.0,160.0,131.0,330.0,1856.0,864.0,17.0,13.0,36.0,31.0,721.0,46.0,1234.0,430.0,499.0,30.0,97.0,178.0,30180.0,497.0,29683.0,5987.0,4837.0,246.0,903.0,2821.0,,,685.0,,619.0,88.0,31.0,0.0,1397.0,,,,,
661,SG16  ,2008JJ00,49825.0,1977.0,192.0,1786.0,0.0,6935.0,4411.0,161.0,127.0,333.0,1903.0,697.0,15.0,15.0,36.0,28.0,564.0,39.0,1310.0,435.0,563.0,30.0,104.0,178.0,30070.0,516.0,29554.0,5993.0,4830.0,265.0,897.0,2842.0,,,687.0,,619.0,95.0,30.0,0.0,1411.0,,,,,
662,SG16  ,2010JJ00,49825.0,1964.0,183.0,1781.0,0.0,7028.0,4403.0,247.0,125.0,335.0,1918.0,847.0,15.0,21.0,37.0,25.0,699.0,50.0,1444.0,457.0,674.0,31.0,104.0,178.0,29669.0,523.0,29147.0,6024.0,4866.0,258.0,900.0,2848.0,,,686.0,,619.0,88.0,30.0,0.0,1424.0,,,,,
663,SG16  ,2012JJ00,49832.0,1948.0,170.0,1777.0,0.0,7131.0,4455.0,249.0,132.0,341.0,1953.0,575.0,12.0,17.0,37.0,10.0,470.0,29.0,1466.0,448.0,682.0,31.0,121.0,183.0,29505.0,528.0,28978.0,6270.0,4826.0,338.0,1106.0,2937.0,,,687.0,,619.0,95.0,30.0,0.0,1505.0,,,,,
664,SG16  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,SG16  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,SG17  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,SG17  ,2000JJ00,38864.0,1418.0,108.0,1079.0,231.0,5851.0,3936.0,59.0,275.0,329.0,1252.0,545.0,88.0,6.0,35.0,0.0,411.0,4.0,1407.0,382.0,555.0,61.0,192.0,217.0,20346.0,19.0,20327.0,8742.0,8138.0,534.0,70.0,555.0,,,,,0.0,121.0,0.0,61.0,373.0,,,,,
668,SG17  ,2003JJ00,38864.0,1303.0,101.0,1108.0,93.0,5893.0,3883.0,133.0,211.0,329.0,1337.0,452.0,87.0,6.0,40.0,0.0,313.0,5.0,1561.0,408.0,661.0,59.0,201.0,231.0,20182.0,23.0,20159.0,8975.0,8314.0,589.0,72.0,498.0,,,,,0.0,125.0,0.0,0.0,373.0,,,,,
669,SG17  ,2006JJ00,38864.0,1309.0,100.0,1134.0,75.0,5999.0,3935.0,128.0,205.0,337.0,1394.0,705.0,87.0,6.0,41.0,0.0,570.0,1.0,1555.0,402.0,672.0,54.0,197.0,229.0,19941.0,24.0,19917.0,8852.0,8193.0,588.0,71.0,503.0,,,,,0.0,125.0,0.0,0.0,378.0,,,,,
670,SG17  ,2008JJ00,38864.0,1398.0,102.0,1155.0,141.0,6064.0,3962.0,126.0,205.0,324.0,1448.0,610.0,86.0,6.0,39.0,0.0,479.0,0.0,1602.0,406.0,706.0,54.0,198.0,238.0,19833.0,18.0,19816.0,8848.0,8169.0,607.0,73.0,509.0,,,,,0.0,127.0,0.0,0.0,382.0,,,,,
671,SG17  ,2010JJ00,38864.0,1383.0,102.0,1175.0,107.0,6220.0,4010.0,162.0,192.0,339.0,1518.0,609.0,86.0,3.0,41.0,0.0,480.0,0.0,1686.0,444.0,751.0,55.0,199.0,236.0,19547.0,18.0,19529.0,8901.0,8168.0,608.0,124.0,518.0,,,,,0.0,127.0,0.0,0.0,392.0,,,,,
672,SG17  ,2012JJ00,38883.0,1368.0,101.0,1184.0,83.0,6255.0,4028.0,163.0,212.0,337.0,1515.0,761.0,86.0,3.0,41.0,0.0,632.0,0.0,1711.0,448.0,773.0,53.0,198.0,239.0,19298.0,18.0,19280.0,8965.0,8126.0,523.0,316.0,524.0,,,,,0.0,127.0,0.0,0.0,398.0,,,,,
673,SG17  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,SG17  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,SG18  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,SG18  ,2000JJ00,18562.0,893.0,90.0,803.0,0.0,3865.0,2636.0,58.0,182.0,369.0,620.0,333.0,16.0,1.0,29.0,11.0,266.0,10.0,932.0,387.0,353.0,32.0,124.0,36.0,10161.0,0.0,10161.0,1526.0,1436.0,54.0,36.0,852.0,,,98.0,,0.0,268.0,8.0,0.0,478.0,,,,,
677,SG18  ,2003JJ00,18562.0,925.0,82.0,843.0,0.0,3940.0,2639.0,69.0,172.0,409.0,651.0,351.0,15.0,0.0,29.0,9.0,292.0,6.0,1043.0,462.0,407.0,33.0,104.0,37.0,9967.0,2.0,9965.0,1467.0,1367.0,66.0,34.0,869.0,,,98.0,,0.0,265.0,36.0,0.0,470.0,,,,,
678,SG18  ,2006JJ00,18562.0,920.0,78.0,842.0,0.0,4045.0,2673.0,73.0,175.0,417.0,706.0,380.0,15.0,0.0,28.0,9.0,324.0,4.0,1109.0,481.0,447.0,36.0,108.0,38.0,9778.0,1.0,9777.0,1428.0,1329.0,65.0,33.0,901.0,,,98.0,,0.0,264.0,36.0,0.0,504.0,,,,,
679,SG18  ,2008JJ00,18562.0,939.0,78.0,861.0,0.0,4015.0,2690.0,72.0,174.0,390.0,689.0,570.0,15.0,0.0,28.0,20.0,506.0,1.0,1064.0,447.0,435.0,33.0,111.0,37.0,9624.0,1.0,9623.0,1430.0,1334.0,63.0,33.0,920.0,,,98.0,,0.0,300.0,33.0,0.0,490.0,,,,,
680,SG18  ,2010JJ00,18562.0,983.0,78.0,905.0,0.0,4014.0,2690.0,103.0,150.0,372.0,699.0,585.0,13.0,1.0,29.0,17.0,524.0,3.0,1046.0,446.0,423.0,32.0,110.0,36.0,9558.0,2.0,9556.0,1452.0,1352.0,67.0,33.0,924.0,,,98.0,,0.0,243.0,38.0,0.0,545.0,,,,,
681,SG18  ,2012JJ00,18556.0,963.0,86.0,877.0,0.0,4056.0,2760.0,95.0,146.0,346.0,708.0,575.0,6.0,1.0,29.0,13.0,524.0,2.0,1064.0,436.0,417.0,32.0,144.0,36.0,9508.0,2.0,9505.0,1457.0,1347.0,78.0,31.0,933.0,,,99.0,,0.0,243.0,43.0,0.0,548.0,,,,,
682,SG18  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,SG18  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,SG19  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,SG19  ,2000JJ00,30900.0,1470.0,106.0,1157.0,208.0,8856.0,6261.0,177.0,412.0,411.0,1596.0,676.0,17.0,5.0,65.0,0.0,574.0,14.0,1753.0,671.0,849.0,60.0,126.0,46.0,11609.0,1.0,11608.0,6059.0,5612.0,320.0,127.0,477.0,,,,,0.0,139.0,0.0,2.0,336.0,,,,,
686,SG19  ,2003JJ00,30898.0,1442.0,106.0,1216.0,121.0,9074.0,6261.0,199.0,319.0,498.0,1796.0,577.0,26.0,4.0,72.0,0.0,470.0,5.0,1747.0,663.0,836.0,62.0,152.0,34.0,11428.0,9.0,11419.0,6144.0,5647.0,282.0,216.0,485.0,,,,,0.0,140.0,0.0,2.0,343.0,,,,,
687,SG19  ,2006JJ00,32702.0,1625.0,103.0,1325.0,197.0,9215.0,6482.0,212.0,179.0,469.0,1874.0,845.0,63.0,3.0,72.0,0.0,702.0,6.0,1948.0,716.0,914.0,62.0,152.0,104.0,11922.0,8.0,11914.0,6648.0,6128.0,284.0,237.0,498.0,,,,,0.0,146.0,0.0,2.0,350.0,,,,,
688,SG19  ,2008JJ00,32702.0,1560.0,97.0,1326.0,137.0,9258.0,6508.0,225.0,162.0,467.0,1896.0,1104.0,38.0,2.0,68.0,0.0,996.0,0.0,1958.0,721.0,923.0,63.0,148.0,104.0,11732.0,9.0,11722.0,6587.0,6074.0,278.0,235.0,503.0,,,,,0.0,148.0,0.0,2.0,353.0,,,,,
689,SG19  ,2010JJ00,32702.0,1650.0,98.0,1416.0,137.0,9352.0,6499.0,319.0,148.0,459.0,1929.0,945.0,38.0,3.0,69.0,0.0,836.0,0.0,1995.0,794.0,883.0,61.0,151.0,107.0,11622.0,9.0,11613.0,6617.0,6048.0,325.0,243.0,520.0,,,,,0.0,148.0,0.0,2.0,370.0,,,,,
690,SG19  ,2012JJ00,32690.0,1655.0,98.0,1421.0,137.0,9434.0,6590.0,321.0,160.0,451.0,1912.0,870.0,38.0,3.0,69.0,0.0,761.0,0.0,2039.0,827.0,890.0,60.0,153.0,109.0,11526.0,4.0,11522.0,6641.0,6060.0,357.0,224.0,526.0,,,,,0.0,181.0,0.0,2.0,343.0,,,,,
691,SG19  ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,SG19  ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,SG20  ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,SG20  ,2000JJ00,17787.0,986.0,165.0,740.0,80.0,4592.0,3075.0,46.0,80.0,129.0,1262.0,652.0,47.0,0.0,43.0,103.0,457.0,3.0,604.0,202.0,317.0,21.0,15.0,49.0,9542.0,0.0,9542.0,1030.0,1030.0,0.0,0.0,381.0,,,112.0,,0.0,15.0,18.0,2.0,233.0,,,,,
695,SG20  ,2003JJ00,14932.0,861.0,130.0,649.0,82.0,4500.0,2853.0,88.0,56.0,124.0,1379.0,505.0,12.0,0.0,41.0,106.0,343.0,3.0,557.0,244.0,274.0,20.0,10.0,9.0,7477.0,0.0,7477.0,712.0,709.0,0.0,3.0,321.0,,,89.0,,0.0,11.0,20.0,1.0,200.0,,,,,
696,SG20  ,2006JJ00,14853.0,884.0,135.0,661.0,88.0,4531.0,2871.0,87.0,54.0,116.0,1403.0,548.0,12.0,0.0,40.0,121.0,373.0,2.0,561.0,249.0,272.0,18.0,13.0,9.0,7287.0,0.0,7287.0,721.0,719.0,0.0,3.0,320.0,,,88.0,,0.0,11.0,18.0,0.0,203.0,,,,,
697,SG20  ,2008JJ00,14853.0,912.0,135.0,699.0,78.0,4667.0,2919.0,93.0,51.0,128.0,1477.0,308.0,23.0,0.0,40.0,97.0,147.0,1.0,661.0,332.0,289.0,18.0,13.0,9.0,7266.0,0.0,7266.0,715.0,707.0,0.0,8.0,324.0,,,92.0,,0.0,14.0,1.0,0.0,216.0,,,,,
