ID,Technieken,Perioden,Locaties_1,TotaalVerbruik_2,VoorOmzettingInElektriciteitWarmte_3,VoorToevoegingAanHetAardgasnet_4,FinaalVerbruik_5,BrutoElektriciteitsproductieInKWh_6,BrutoElektriciteitsproductieInTJ_7,WarmteproductieUitOmzettingen_8,AardgasproductieDoorToevoegenBiogas_9
334,E006667     ,2009JJ00,382000.0,9563.0,,,9563.0,,,,
335,E006667     ,2010JJ00,406000.0,10013.0,,,10013.0,,,,
336,E006667     ,2011JJ00,428000.0,10439.0,,,10439.0,,,,
337,E006667     ,2012JJ00,447000.0,10763.0,,,10763.0,,,,
338,E006667     ,2013JJ00,456000.0,11113.0,,,11113.0,,,,
339,E006667     ,2014JJ00,464000.0,11120.0,,,11120.0,,,,
340,E006667     ,2015JJ00,470000.0,11092.0,,,11092.0,,,,
341,E006667     ,2016JJ00,471000.0,11040.0,,,11040.0,,,,
342,E006667     ,2017JJ00,466000.0,10875.0,,,10875.0,,,,
343,E006667     ,2018JJ00,461000.0,10713.0,,,10713.0,,,,
344,E006667     ,2019JJ00,455000.0,10421.0,,,10421.0,,,,
345,E006667     ,2020JJ00,448000.0,10060.0,,,10060.0,,,,
346,E006667     ,2021JJ00,451000.0,9780.0,,,9780.0,,,,
347,E006667     ,2022JJ00,453000.0,9739.0,,,9739.0,,,,
348,E006667     ,2023JJ00,455000.0,9673.0,,,9673.0,,,,
349,E006667     ,2024JJ00,457000.0,9598.0,,,9598.0,,,,
350,E007204     ,1990JJ00,0.0,0.0,,,0.0,,,,
351,E007204     ,1991JJ00,0.0,0.0,,,0.0,,,,
352,E007204     ,1992JJ00,0.0,0.0,,,0.0,,,,
353,E007204     ,1993JJ00,0.0,0.0,,,0.0,,,,
354,E007204     ,1994JJ00,0.0,0.0,,,0.0,,,,
355,E007204     ,1995JJ00,0.0,0.0,,,0.0,,,,
356,E007204     ,1996JJ00,0.0,0.0,,,0.0,,,,
357,E007204     ,1997JJ00,0.0,0.0,,,0.0,,,,
358,E007204     ,1998JJ00,0.0,0.0,,,0.0,,,,
359,E007204     ,1999JJ00,0.0,0.0,,,0.0,,,,
360,E007204     ,2000JJ00,0.0,0.0,,,0.0,,,,
361,E007204     ,2001JJ00,0.0,0.0,,,0.0,,,,
362,E007204     ,2002JJ00,0.0,0.0,,,0.0,,,,
363,E007204     ,2003JJ00,0.0,0.0,,,0.0,,,,
364,E007204     ,2004JJ00,0.0,0.0,,,0.0,,,,
365,E007204     ,2005JJ00,0.0,0.0,,,0.0,,,,
366,E007204     ,2006JJ00,0.0,0.0,,,0.0,,,,
367,E007204     ,2007JJ00,0.0,0.0,,,0.0,,,,
368,E007204     ,2008JJ00,0.0,0.0,,,0.0,,,,
369,E007204     ,2009JJ00,0.0,0.0,,,0.0,,,,
370,E007204     ,2010JJ00,0.0,0.0,,,0.0,,,,
371,E007204     ,2011JJ00,0.0,0.0,,,0.0,,,,
372,E007204     ,2012JJ00,0.0,0.0,,,0.0,,,,
373,E007204     ,2013JJ00,4000.0,0.0,,,0.0,,,,
374,E007204     ,2014JJ00,7000.0,109.0,,,109.0,,,,
375,E007204     ,2015JJ00,10000.0,211.0,,,211.0,,,,
376,E007204     ,2016JJ00,18000.0,310.0,,,310.0,,,,
377,E007204     ,2017JJ00,31000.0,551.0,,,551.0,,,,
378,E007204     ,2018JJ00,44000.0,939.0,,,939.0,,,,
379,E007204     ,2019JJ00,57000.0,1313.0,,,1313.0,,,,
380,E007204     ,2020JJ00,70000.0,1679.0,,,1679.0,,,,
381,E007204     ,2021JJ00,74000.0,2054.0,,,2054.0,,,,
382,E007204     ,2022JJ00,79000.0,2182.0,,,2182.0,,,,
383,E007204     ,2023JJ00,83000.0,2307.0,,,2307.0,,,,
384,E007204     ,2024JJ00,88000.0,2428.0,,,2428.0,,,,
385,E006668     ,1990JJ00,,270.0,,,270.0,,,,
386,E006668     ,1991JJ00,,270.0,,,270.0,,,,
387,E006668     ,1992JJ00,,270.0,,,270.0,,,,
388,E006668     ,1993JJ00,,270.0,,,270.0,,,,
389,E006668     ,1994JJ00,,270.0,,,270.0,,,,
390,E006668     ,1995JJ00,,270.0,,,270.0,,,,
391,E006668     ,1996JJ00,,270.0,,,270.0,,,,
392,E006668     ,1997JJ00,,270.0,,,270.0,,,,
393,E006668     ,1998JJ00,,270.0,,,270.0,,,,
394,E006668     ,1999JJ00,,270.0,,,270.0,,,,
395,E006668     ,2000JJ00,,270.0,,,270.0,,,,
396,E006668     ,2001JJ00,,270.0,,,270.0,,,,
397,E006668     ,2002JJ00,,270.0,,,270.0,,,,
398,E006668     ,2003JJ00,,270.0,,,270.0,,,,
399,E006668     ,2004JJ00,,270.0,,,270.0,,,,
400,E006668     ,2005JJ00,,270.0,,,270.0,,,,
401,E006668     ,2006JJ00,,270.0,,,270.0,,,,
402,E006668     ,2007JJ00,,270.0,,,270.0,,,,
403,E006668     ,2008JJ00,,270.0,,,270.0,,,,
404,E006668     ,2009JJ00,,270.0,,,270.0,,,,
405,E006668     ,2010JJ00,,270.0,,,270.0,,,,
406,E006668     ,2011JJ00,,270.0,,,270.0,,,,
407,E006668     ,2012JJ00,,270.0,,,270.0,,,,
408,E006668     ,2013JJ00,,270.0,,,270.0,,,,
409,E006668     ,2014JJ00,,270.0,,,270.0,,,,
410,E006668     ,2015JJ00,,270.0,,,270.0,,,,
411,E006668     ,2016JJ00,,270.0,,,270.0,,,,
412,E006668     ,2017JJ00,,270.0,,,270.0,,,,
413,E006668     ,2018JJ00,,270.0,,,270.0,,,,
414,E006668     ,2019JJ00,,270.0,,,270.0,,,,
415,E006668     ,2020JJ00,,270.0,,,270.0,,,,
416,E006668     ,2021JJ00,,270.0,,,270.0,,,,
417,E006668     ,2022JJ00,,270.0,,,270.0,,,,
418,E006668     ,2023JJ00,,270.0,,,270.0,,,,
419,E006668     ,2024JJ00,,270.0,,,270.0,,,,
420,E006583     ,1990JJ00,,2376.0,1157.0,101.0,1118.0,91.0,328.0,387.0,101.0
421,E006583     ,1991JJ00,,2944.0,1499.0,171.0,1273.0,120.0,432.0,531.0,171.0
422,E006583     ,1992JJ00,,3558.0,1706.0,486.0,1365.0,129.0,465.0,620.0,486.0
423,E006583     ,1993JJ00,,4143.0,2191.0,462.0,1490.0,180.0,649.0,621.0,462.0
424,E006583     ,1994JJ00,,4609.0,2655.0,407.0,1547.0,225.0,811.0,680.0,407.0
425,E006583     ,1995JJ00,,4897.0,3017.0,399.0,1481.0,254.0,916.0,749.0,399.0
426,E006583     ,1996JJ00,,5165.0,3212.0,392.0,1561.0,272.0,978.0,761.0,392.0
427,E006583     ,1997JJ00,,4997.0,3077.0,376.0,1544.0,267.0,960.0,741.0,376.0
428,E006583     ,1998JJ00,,4917.0,3047.0,425.0,1445.0,257.0,924.0,651.0,425.0
429,E006583     ,1999JJ00,,5132.0,3235.0,513.0,1385.0,276.0,994.0,729.0,513.0
430,E006583     ,2000JJ00,,5211.0,3316.0,549.0,1347.0,286.0,1028.0,752.0,549.0
431,E006583     ,2001JJ00,,5360.0,3584.0,482.0,1293.0,310.0,1118.0,838.0,482.0
432,E006583     ,2002JJ00,,5562.0,4047.0,414.0,1101.0,333.0,1198.0,915.0,414.0
433,E006583     ,2003JJ00,,5392.0,3866.0,316.0,1210.0,327.0,1178.0,852.0,316.0
434,E006583     ,2004JJ00,,5285.0,3559.0,436.0,1291.0,293.0,1054.0,928.0,436.0
435,E006583     ,2005JJ00,,5095.0,3528.0,446.0,1120.0,295.0,1061.0,841.0,446.0
436,E006583     ,2006JJ00,,5879.0,4339.0,445.0,1094.0,361.0,1301.0,857.0,445.0
437,E006583     ,2007JJ00,,7153.0,5871.0,417.0,865.0,511.0,1840.0,1004.0,417.0
438,E006583     ,2008JJ00,,9258.0,8039.0,396.0,824.0,733.0,2640.0,1241.0,396.0
439,E006583     ,2009JJ00,,10939.0,9653.0,387.0,898.0,916.0,3297.0,1582.0,387.0
440,E006583     ,2010JJ00,,11984.0,10807.0,345.0,832.0,1028.0,3700.0,2007.0,345.0
441,E006583     ,2011JJ00,,11968.0,10809.0,545.0,615.0,1036.0,3728.0,2080.0,545.0
442,E006583     ,2012JJ00,,12165.0,10483.0,875.0,807.0,1009.0,3631.0,2235.0,875.0
443,E006583     ,2013JJ00,,12777.0,10330.0,1492.0,955.0,980.0,3528.0,2389.0,1492.0
444,E006583     ,2014JJ00,,13094.0,10364.0,1952.0,778.0,1005.0,3620.0,2716.0,1952.0
445,E006583     ,2015JJ00,,13693.0,10469.0,2523.0,700.0,1036.0,3729.0,2903.0,2523.0
446,E006583     ,2016JJ00,,13453.0,10061.0,2620.0,771.0,993.0,3574.0,2956.0,2620.0
447,E006583     ,2017JJ00,,13377.0,9360.0,3100.0,917.0,923.0,3324.0,2758.0,3100.0
448,E006583     ,2018JJ00,,13846.0,9146.0,3375.0,1325.0,887.0,3193.0,2969.0,3375.0
449,E006583     ,2019JJ00,,15157.0,9093.0,4502.0,1561.0,895.0,3222.0,2996.0,4502.0
450,E006583     ,2020JJ00,,17200.0,8882.0,6387.0,1931.0,870.0,3131.0,3395.0,6387.0
451,E006583     ,2021JJ00,,17837.0,8861.0,7160.0,1815.0,868.0,3124.0,3351.0,7160.0
452,E006583     ,2022JJ00,,18273.0,8590.0,8053.0,1630.0,840.0,3024.0,3018.0,8053.0
453,E006583     ,2023JJ00,,18715.0,7293.0,9662.0,1761.0,704.0,2535.0,2503.0,9662.0
454,E006583     ,2024JJ00,,17256.0,5442.0,10157.0,1657.0,514.0,1851.0,1870.0,10157.0
455,E006673     ,1990JJ00,,392.0,221.0,101.0,70.0,17.0,60.0,20.0,101.0
456,E006673     ,1991JJ00,,681.0,392.0,171.0,118.0,29.0,104.0,77.0,171.0
457,E006673     ,1992JJ00,,1334.0,512.0,486.0,336.0,32.0,116.0,123.0,486.0
458,E006673     ,1993JJ00,,1676.0,895.0,462.0,319.0,78.0,282.0,103.0,462.0
459,E006673     ,1994JJ00,,2036.0,1348.0,407.0,281.0,124.0,445.0,143.0,407.0
460,E006673     ,1995JJ00,,2238.0,1563.0,399.0,276.0,142.0,510.0,151.0,399.0
461,E006673     ,1996JJ00,,2439.0,1777.0,392.0,270.0,160.0,575.0,159.0,392.0
462,E006673     ,1997JJ00,,2136.0,1628.0,376.0,133.0,145.0,522.0,105.0,376.0
463,E006673     ,1998JJ00,,2221.0,1648.0,425.0,147.0,149.0,537.0,74.0,425.0
464,E006673     ,1999JJ00,,2305.0,1669.0,513.0,124.0,153.0,551.0,42.0,513.0
465,E006673     ,2000JJ00,,2313.0,1697.0,549.0,67.0,158.0,569.0,44.0,549.0
466,E006673     ,2001JJ00,,2303.0,1775.0,482.0,46.0,165.0,593.0,41.0,482.0
467,E006673     ,2002JJ00,,2494.0,2037.0,414.0,44.0,181.0,653.0,86.0,414.0
468,E006673     ,2003JJ00,,2257.0,1915.0,316.0,26.0,171.0,616.0,55.0,316.0
469,E006673     ,2004JJ00,,2041.0,1605.0,436.0,,138.0,497.0,66.0,436.0
470,E006673     ,2005JJ00,,1909.0,1463.0,446.0,,131.0,471.0,68.0,446.0
471,E006673     ,2006JJ00,,1926.0,1480.0,445.0,,127.0,455.0,41.0,445.0
472,E006673     ,2007JJ00,,1909.0,1492.0,417.0,,114.0,411.0,72.0,417.0
473,E006673     ,2008JJ00,,1858.0,1462.0,396.0,,109.0,393.0,106.0,396.0
474,E006673     ,2009JJ00,,1641.0,1254.0,387.0,,100.0,359.0,66.0,387.0
475,E006673     ,2010JJ00,,1538.0,1193.0,345.0,,93.0,335.0,55.0,345.0
476,E006673     ,2011JJ00,,1364.0,1048.0,316.0,,82.0,294.0,67.0,316.0
477,E006673     ,2012JJ00,,1251.0,916.0,247.0,88.0,68.0,245.0,,247.0
478,E006673     ,2013JJ00,,1080.0,789.0,173.0,118.0,55.0,197.0,,173.0
479,E006673     ,2014JJ00,,955.0,637.0,231.0,86.0,46.0,167.0,,231.0
480,E006673     ,2015JJ00,,815.0,550.0,186.0,79.0,43.0,155.0,,186.0
481,E006673     ,2016JJ00,,677.0,466.0,146.0,65.0,34.0,122.0,,146.0
482,E006673     ,2017JJ00,,706.0,430.0,157.0,118.0,30.0,107.0,,157.0
483,E006673     ,2018JJ00,,532.0,312.0,127.0,93.0,23.0,84.0,,127.0
484,E006673     ,2019JJ00,,437.0,188.0,144.0,105.0,21.0,77.0,,144.0
485,E006673     ,2020JJ00,,417.0,172.0,157.0,88.0,14.0,50.0,,157.0
486,E006673     ,2021JJ00,,394.0,156.0,179.0,60.0,13.0,47.0,,179.0
487,E006673     ,2022JJ00,,431.0,190.0,167.0,74.0,14.0,50.0,,167.0
488,E006673     ,2023JJ00,,397.0,250.0,78.0,69.0,20.0,72.0,,78.0
489,E006673     ,2024JJ00,,342.0,226.0,64.0,52.0,18.0,67.0,,64.0
490,E006674     ,1990JJ00,,1516.0,891.0,,625.0,71.0,254.0,352.0,
491,E006674     ,1991JJ00,,1700.0,1051.0,,649.0,87.0,313.0,434.0,
492,E006674     ,1992JJ00,,1608.0,1117.0,,492.0,92.0,330.0,458.0,
493,E006674     ,1993JJ00,,1827.0,1194.0,,633.0,95.0,341.0,473.0,
494,E006674     ,1994JJ00,,1827.0,1226.0,,601.0,98.0,355.0,492.0,
495,E006674     ,1995JJ00,,1834.0,1326.0,,508.0,106.0,382.0,530.0,
496,E006674     ,1996JJ00,,1827.0,1258.0,,569.0,102.0,368.0,511.0,
497,E006674     ,1997JJ00,,1904.0,1315.0,,589.0,113.0,408.0,566.0,
498,E006674     ,1998JJ00,,1797.0,1244.0,,553.0,98.0,352.0,489.0,
499,E006674     ,1999JJ00,,1890.0,1331.0,,559.0,109.0,393.0,546.0,
500,E006674     ,2000JJ00,,1925.0,1345.0,,579.0,111.0,398.0,553.0,
501,E006674     ,2001JJ00,,2068.0,1537.0,,530.0,129.0,465.0,645.0,
502,E006674     ,2002JJ00,,2073.0,1674.0,,399.0,130.0,468.0,649.0,
503,E006674     ,2003JJ00,,2006.0,1560.0,,446.0,129.0,463.0,642.0,
504,E006674     ,2004JJ00,,2033.0,1627.0,,407.0,133.0,477.0,740.0,
505,E006674     ,2005JJ00,,1946.0,1575.0,,370.0,123.0,444.0,649.0,
506,E006674     ,2006JJ00,,2010.0,1725.0,,285.0,132.0,475.0,620.0,
507,E006674     ,2007JJ00,,1998.0,1813.0,,185.0,143.0,515.0,682.0,
508,E006674     ,2008JJ00,,2045.0,1818.0,,227.0,150.0,540.0,713.0,
509,E006674     ,2009JJ00,,2046.0,1828.0,,219.0,151.0,542.0,749.0,
510,E006674     ,2010JJ00,,2101.0,1926.0,,175.0,164.0,590.0,758.0,
511,E006674     ,2011JJ00,,2156.0,1995.0,,162.0,173.0,623.0,823.0,
512,E006674     ,2012JJ00,,2222.0,2083.0,,139.0,185.0,664.0,812.0,
513,E006674     ,2013JJ00,,2421.0,2233.0,,188.0,194.0,699.0,746.0,
514,E006674     ,2014JJ00,,2359.0,2205.0,,154.0,201.0,725.0,767.0,
515,E006674     ,2015JJ00,,2316.0,2177.0,,140.0,206.0,743.0,713.0,
516,E006674     ,2016JJ00,,2425.0,2257.0,,167.0,208.0,749.0,832.0,
517,E006674     ,2017JJ00,,2355.0,2135.0,,220.0,196.0,706.0,742.0,
518,E006674     ,2018JJ00,,2427.0,2077.0,75.0,275.0,195.0,703.0,741.0,75.0
519,E006674     ,2019JJ00,,2565.0,2121.0,113.0,331.0,202.0,727.0,739.0,113.0
520,E006674     ,2020JJ00,,2898.0,2175.0,289.0,434.0,205.0,738.0,802.0,289.0
521,E006674     ,2021JJ00,,2848.0,1958.0,585.0,304.0,180.0,647.0,605.0,585.0
522,E006674     ,2022JJ00,,2517.0,1759.0,567.0,191.0,163.0,587.0,581.0,567.0
523,E006674     ,2023JJ00,,2694.0,1669.0,658.0,367.0,157.0,565.0,504.0,658.0
524,E006674     ,2024JJ00,,2718.0,1647.0,658.0,413.0,157.0,564.0,486.0,658.0
525,E006675     ,1990JJ00,,,,,,,,,
526,E006675     ,1991JJ00,,,,,,,,,
527,E006675     ,1992JJ00,,,,,,,,,
528,E006675     ,1993JJ00,,,,,,,,,
529,E006675     ,1994JJ00,,,,,,,,,
530,E006675     ,1995JJ00,,,,,,,,,
531,E006675     ,1996JJ00,,,,,,,,,
532,E006675     ,1997JJ00,,,,,,,,,
533,E006675     ,1998JJ00,,,,,,,,,
534,E006675     ,1999JJ00,,,,,,,,,
535,E006675     ,2000JJ00,,,,,,,,,
536,E006675     ,2001JJ00,,,,,,,,,
537,E006675     ,2002JJ00,,,,,,,,,
538,E006675     ,2003JJ00,,,,,,,,,
539,E006675     ,2004JJ00,,,,,,,,,
540,E006675     ,2005JJ00,,85.0,85.0,,,9.0,32.0,8.0,
541,E006675     ,2006JJ00,,561.0,561.0,,,59.0,213.0,26.0,
542,E006675     ,2007JJ00,,1772.0,1772.0,,,187.0,673.0,91.0,
543,E006675     ,2008JJ00,,3505.0,3505.0,,,370.0,1332.0,246.0,
544,E006675     ,2009JJ00,,5002.0,5002.0,,,528.0,1901.0,457.0,
545,E006675     ,2010JJ00,,5445.0,5445.0,,,575.0,2069.0,671.0,
546,E006675     ,2011JJ00,,5326.0,5326.0,,,562.0,2024.0,660.0,
547,E006675     ,2012JJ00,,5214.0,5214.0,,,550.0,1981.0,943.0,
548,E006675     ,2013JJ00,,4977.0,4977.0,,,525.0,1891.0,1069.0,
549,E006675     ,2014JJ00,,4972.0,4972.0,,,525.0,1890.0,1286.0,
550,E006675     ,2015JJ00,,5241.0,5241.0,,,553.0,1992.0,1557.0,
551,E006675     ,2016JJ00,,4966.0,4966.0,,,524.0,1887.0,1636.0,
552,E006675     ,2017JJ00,,4821.0,4821.0,,,509.0,1832.0,1606.0,
553,E006675     ,2018JJ00,,5313.0,4675.0,638.0,,493.0,1776.0,1566.0,638.0
554,E006675     ,2019JJ00,,6061.0,4462.0,1599.0,,471.0,1695.0,1494.0,1599.0
555,E006675     ,2020JJ00,,6977.0,4237.0,2739.0,,447.0,1610.0,1879.0,2739.0
556,E006675     ,2021JJ00,,7880.0,4326.0,3554.0,,457.0,1644.0,2019.0,3554.0
557,E006675     ,2022JJ00,,8335.0,4239.0,4096.0,,447.0,1611.0,1793.0,4096.0
558,E006675     ,2023JJ00,,8641.0,3140.0,5501.0,,331.0,1193.0,1405.0,5501.0
559,E006675     ,2024JJ00,,7486.0,1762.0,5724.0,,186.0,670.0,828.0,5724.0
560,E006586     ,1990JJ00,,468.0,45.0,,423.0,4.0,15.0,15.0,
561,E006586     ,1991JJ00,,563.0,57.0,,506.0,4.0,15.0,20.0,
562,E006586     ,1992JJ00,,616.0,78.0,,538.0,5.0,19.0,39.0,
563,E006586     ,1993JJ00,,640.0,102.0,,538.0,7.0,26.0,45.0,
564,E006586     ,1994JJ00,,746.0,81.0,,665.0,3.0,11.0,45.0,
565,E006586     ,1995JJ00,,826.0,129.0,,697.0,7.0,25.0,69.0,
566,E006586     ,1996JJ00,,899.0,177.0,,722.0,10.0,35.0,91.0,
567,E006586     ,1997JJ00,,957.0,134.0,,823.0,8.0,31.0,70.0,
568,E006586     ,1998JJ00,,900.0,154.0,,745.0,10.0,35.0,89.0,
569,E006586     ,1999JJ00,,937.0,235.0,,703.0,14.0,50.0,141.0,
570,E006586     ,2000JJ00,,974.0,274.0,,700.0,17.0,61.0,155.0,
571,E006586     ,2001JJ00,,989.0,272.0,,717.0,17.0,60.0,152.0,
572,E006586     ,2002JJ00,,994.0,336.0,,658.0,22.0,78.0,180.0,
573,E006586     ,2003JJ00,,1129.0,391.0,,738.0,28.0,99.0,155.0,
574,E006586     ,2004JJ00,,1211.0,327.0,,884.0,22.0,80.0,123.0,
575,E006586     ,2005JJ00,,1155.0,405.0,,750.0,32.0,114.0,116.0,
576,E006586     ,2006JJ00,,1382.0,573.0,,809.0,44.0,158.0,170.0,
577,E006586     ,2007JJ00,,1475.0,795.0,,680.0,67.0,240.0,159.0,
578,E006586     ,2008JJ00,,1850.0,1253.0,,597.0,104.0,375.0,176.0,
579,E006586     ,2009JJ00,,2249.0,1569.0,,679.0,137.0,495.0,309.0,
580,E006586     ,2010JJ00,,2900.0,2243.0,,657.0,196.0,707.0,523.0,
581,E006586     ,2011JJ00,,3121.0,2440.0,228.0,453.0,219.0,787.0,529.0,228.0
582,E006586     ,2012JJ00,,3478.0,2270.0,628.0,580.0,206.0,741.0,480.0,628.0
583,E006586     ,2013JJ00,,4299.0,2331.0,1320.0,648.0,206.0,741.0,574.0,1320.0
584,E006586     ,2014JJ00,,4808.0,2550.0,1721.0,537.0,233.0,838.0,662.0,1721.0
585,E006586     ,2015JJ00,,5320.0,2501.0,2337.0,482.0,233.0,840.0,633.0,2337.0
586,E006586     ,2016JJ00,,5385.0,2371.0,2475.0,539.0,227.0,816.0,488.0,2475.0
587,E006586     ,2017JJ00,,5496.0,1974.0,2943.0,579.0,189.0,679.0,411.0,2943.0
588,E006586     ,2018JJ00,,5574.0,2082.0,2535.0,957.0,175.0,630.0,662.0,2535.0
589,E006586     ,2019JJ00,,6093.0,2322.0,2646.0,1125.0,201.0,722.0,763.0,2646.0
590,E006586     ,2020JJ00,,6909.0,2297.0,3202.0,1410.0,204.0,733.0,714.0,3202.0
591,E006586     ,2021JJ00,,6715.0,2421.0,2842.0,1451.0,218.0,786.0,727.0,2842.0
592,E006586     ,2022JJ00,,6991.0,2402.0,3223.0,1365.0,216.0,776.0,644.0,3223.0
593,E006586     ,2023JJ00,,6984.0,2234.0,3425.0,1325.0,196.0,705.0,595.0,3425.0
594,E006586     ,2024JJ00,,6711.0,1807.0,3711.0,1193.0,153.0,551.0,555.0,3711.0
595,E006677     ,1990JJ00,,,,,,,,,
596,E006677     ,1991JJ00,,,,,,,,,
597,E006677     ,1992JJ00,,,,,,,,,
598,E006677     ,1993JJ00,,,,,,,,,
599,E006677     ,1994JJ00,,,,,,,,,
600,E006677     ,1995JJ00,,,,,,,,,
601,E006677     ,1996JJ00,,,,,,,,,
602,E006677     ,1997JJ00,,,,,,,,,
603,E006677     ,1998JJ00,,,,,,,,,
604,E006677     ,1999JJ00,,,,,,,,,
605,E006677     ,2000JJ00,,,,,,,,,
606,E006677     ,2001JJ00,,,,,,,,,
607,E006677     ,2002JJ00,,,,,,,,,
608,E006677     ,2003JJ00,,134.0,,,134.0,,,,
609,E006677     ,2004JJ00,,134.0,,,134.0,,,,
610,E006677     ,2005JJ00,,101.0,,,101.0,,,,
611,E006677     ,2006JJ00,,1766.0,,,1766.0,,,,
612,E006677     ,2007JJ00,,13031.0,,,13031.0,,,,
613,E006677     ,2008JJ00,,12048.0,,,12048.0,,,,
614,E006677     ,2009JJ00,,15606.0,,,15606.0,,,,
615,E006677     ,2010JJ00,,9577.0,,,9577.0,,,,
616,E006677     ,2011JJ00,,13438.0,,,13438.0,,,,
617,E006677     ,2012JJ00,,14017.0,,,14017.0,,,,
618,E006677     ,2013JJ00,,13378.0,,,13378.0,,,,
619,E006677     ,2014JJ00,,15686.0,,,15686.0,,,,
620,E006677     ,2015JJ00,,13439.0,,,13439.0,,,,
621,E006677     ,2016JJ00,,10747.0,,,10747.0,,,,
622,E006677     ,2017JJ00,,13891.0,,,13891.0,,,,
623,E006677     ,2018JJ00,,22993.0,,,22993.0,,,,
624,E006677     ,2019JJ00,,28437.0,,,28437.0,,,,
625,E006677     ,2020JJ00,,24329.0,,,24329.0,,,,
626,E006677     ,2021JJ00,,27739.0,,,27739.0,,,,
627,E006677     ,2022JJ00,,25679.0,,,25679.0,,,,
628,E006677     ,2023JJ00,,25511.0,,,25511.0,,,,
629,E006677     ,2024JJ00,,40938.0,,,40938.0,,,,
630,E006678     ,1990JJ00,,,,,,,,,
631,E006678     ,1991JJ00,,,,,,,,,
632,E006678     ,1992JJ00,,,,,,,,,
633,E006678     ,1993JJ00,,,,,,,,,
634,E006678     ,1994JJ00,,,,,,,,,
635,E006678     ,1995JJ00,,,,,,,,,
636,E006678     ,1996JJ00,,,,,,,,,
637,E006678     ,1997JJ00,,,,,,,,,
638,E006678     ,1998JJ00,,,,,,,,,
639,E006678     ,1999JJ00,,,,,,,,,
640,E006678     ,2000JJ00,,,,,,,,,
641,E006678     ,2001JJ00,,,,,,,,,
642,E006678     ,2002JJ00,,,,,,,,,
643,E006678     ,2003JJ00,,,,,,,,,
644,E006678     ,2004JJ00,,,,,,,,,
645,E006678     ,2005JJ00,,,,,,,,,
646,E006678     ,2006JJ00,,798.0,,,798.0,,,,
647,E006678     ,2007JJ00,,3687.0,,,3687.0,,,,
648,E006678     ,2008JJ00,,4524.0,,,4524.0,,,,
649,E006678     ,2009JJ00,,5771.0,,,5771.0,,,,
650,E006678     ,2010JJ00,,5614.0,,,5614.0,,,,
651,E006678     ,2011JJ00,,6231.0,,,6231.0,,,,
652,E006678     ,2012JJ00,,5211.0,,,5211.0,,,,
653,E006678     ,2013JJ00,,5238.0,,,5238.0,,,,
654,E006678     ,2014JJ00,,5379.0,,,5379.0,,,,
655,E006678     ,2015JJ00,,5950.0,,,5950.0,,,,
656,E006678     ,2016JJ00,,5049.0,,,5049.0,,,,
657,E006678     ,2017JJ00,,5399.0,,,5399.0,,,,
658,E006678     ,2018JJ00,,7146.0,,,7146.0,,,,
659,E006678     ,2019JJ00,,8321.0,,,8321.0,,,,
660,E006678     ,2020JJ00,,9481.0,,,9481.0,,,,
661,E006678     ,2021JJ00,,9766.0,,,9766.0,,,,
662,E006678     ,2022JJ00,,10512.0,,,10512.0,,,,
663,E006678     ,2023JJ00,,10781.0,,,10781.0,,,,
664,E006678     ,2024JJ00,,10752.0,,,10752.0,,,,
665,E006679     ,1990JJ00,,,,,,,,,
666,E006679     ,1991JJ00,,,,,,,,,
667,E006679     ,1992JJ00,,,,,,,,,
668,E006679     ,1993JJ00,,,,,,,,,
669,E006679     ,1994JJ00,,,,,,,,,
670,E006679     ,1995JJ00,,,,,,,,,
671,E006679     ,1996JJ00,,,,,,,,,
672,E006679     ,1997JJ00,,,,,,,,,
673,E006679     ,1998JJ00,,,,,,,,,
674,E006679     ,1999JJ00,,,,,,,,,
675,E006679     ,2000JJ00,,,,,,,,,
676,E006679     ,2001JJ00,,,,,,,,,
677,E006679     ,2002JJ00,,,,,,,,,
678,E006679     ,2003JJ00,,134.0,,,134.0,,,,
679,E006679     ,2004JJ00,,134.0,,,134.0,,,,
680,E006679     ,2005JJ00,,101.0,,,101.0,,,,
681,E006679     ,2006JJ00,,968.0,,,968.0,,,,
682,E006679     ,2007JJ00,,9344.0,,,9344.0,,,,
683,E006679     ,2008JJ00,,7524.0,,,7524.0,,,,
684,E006679     ,2009JJ00,,9835.0,,,9835.0,,,,
685,E006679     ,2010JJ00,,3963.0,,,3963.0,,,,
686,E006679     ,2011JJ00,,7207.0,,,7207.0,,,,
687,E006679     ,2012JJ00,,8806.0,,,8806.0,,,,
688,E006679     ,2013JJ00,,8140.0,,,8140.0,,,,
689,E006679     ,2014JJ00,,10307.0,,,10307.0,,,,
690,E006679     ,2015JJ00,,7488.0,,,7488.0,,,,
691,E006679     ,2016JJ00,,5698.0,,,5698.0,,,,
692,E006679     ,2017JJ00,,8493.0,,,8493.0,,,,
693,E006679     ,2018JJ00,,15846.0,,,15846.0,,,,
694,E006679     ,2019JJ00,,20116.0,,,20116.0,,,,
695,E006679     ,2020JJ00,,14848.0,,,14848.0,,,,
696,E006679     ,2021JJ00,,17973.0,,,17973.0,,,,
697,E006679     ,2022JJ00,,15167.0,,,15167.0,,,,
698,E006679     ,2023JJ00,,14730.0,,,14730.0,,,,
699,E006679     ,2024JJ00,,30187.0,,,30187.0,,,,
