ID,RegioS,InwonersVan15Tot65Jaar_1,InwonersTot18Jaar_2,TotaalParticuliereHuishoudens_3,TotaalMetThuiswonendeKinderen_4,MetThuiswonendenKinderen0Tot18Jaar_5,Eenouderhuishoudens2OfMeerKinderen_6,Gemiddelde20192021_7,Eenpersoonshuishoudens31122021_8,Eenpersoonshuishoudens31122020_9,Eenpersoonshuishoudens31122019_10,Gemiddelde20192021_11,Meerpersoonshuishoudens31122021_12,Meerpersoonshuishoudens31122020_13,Meerpersoonshuishoudens31122019_14,HuishoudensMetInkomen_15,GemiddeldGestandaardiseerdInkomen_16,TotaalHuishoudensMetKinderen_17,GemiddeldGestandaardiseerdInkomen_18,TotaalMinderjarigeKinderen_19,InHuishoudensTot120SociaalMinimum_20,InHuishoudensMetLaagInkomen_21,TotaalBeroepsbevolking_22,LagerOpgeleidenGemiddelde20162020_23,LagerOpgeleidenPercentage_24,InwonersDoelpopulatie31122020_25,PersonenMetBijstand31122021_26,WajongUitkeringen31122021_27,PersonenMetLoonkostensubs31122021_28,PsychischMedicijngebruikOuders2021_29
94,GM0779,13830.0,4070.0,9690.0,3480.0,2390.0,270.0,70.0,70.0,70.0,70.0,80.0,80.0,80.0,70.0,9500.0,25000.0,3400.0,26200.0,4300.0,400.0,300.0,12.0,2.0,19.0,1770.0,340.0,200.0,50.0,260.0
95,GM1771,24960.0,7420.0,18100.0,6190.0,4250.0,510.0,190.0,180.0,200.0,200.0,200.0,190.0,190.0,210.0,17300.0,25600.0,6000.0,26600.0,7600.0,900.0,900.0,20.0,3.0,16.0,3620.0,760.0,400.0,70.0,440.0
96,GM1652,19590.0,6000.0,13290.0,4840.0,3260.0,330.0,90.0,90.0,80.0,80.0,110.0,120.0,110.0,110.0,12500.0,24600.0,4600.0,26200.0,5900.0,500.0,500.0,18.0,3.0,17.0,2570.0,470.0,380.0,60.0,240.0
97,GM0907,10530.0,2930.0,7460.0,2460.0,1610.0,200.0,50.0,50.0,40.0,50.0,50.0,60.0,50.0,50.0,7900.0,23400.0,2500.0,24900.0,3300.0,300.0,300.0,9.0,1.0,14.0,1840.0,290.0,560.0,20.0,140.0
98,GM0784,16670.0,5020.0,11260.0,4040.0,2720.0,300.0,110.0,100.0,110.0,130.0,130.0,120.0,130.0,140.0,11100.0,25000.0,4000.0,26300.0,5100.0,600.0,500.0,14.0,2.0,16.0,2490.0,460.0,230.0,30.0,240.0
99,GM1924,31580.0,9850.0,21730.0,7470.0,5260.0,450.0,120.0,120.0,130.0,120.0,170.0,170.0,170.0,170.0,20900.0,25600.0,7100.0,27100.0,9900.0,700.0,700.0,25.0,5.0,21.0,4510.0,600.0,700.0,20.0,610.0
100,GM0664,23930.0,6900.0,18270.0,5440.0,3810.0,440.0,150.0,150.0,160.0,140.0,160.0,160.0,170.0,150.0,17800.0,24600.0,5100.0,26500.0,6700.0,700.0,600.0,18.0,2.0,13.0,3730.0,910.0,700.0,50.0,370.0
101,GM0785,14290.0,4840.0,10300.0,3740.0,2680.0,250.0,60.0,60.0,60.0,70.0,70.0,60.0,70.0,70.0,10000.0,26600.0,3500.0,27400.0,4600.0,400.0,400.0,12.0,1.0,12.0,1750.0,350.0,250.0,60.0,220.0
102,GM1942,35400.0,13430.0,26470.0,9450.0,7240.0,730.0,140.0,140.0,150.0,130.0,190.0,180.0,190.0,190.0,25800.0,32200.0,8600.0,37600.0,12900.0,1000.0,1000.0,29.0,3.0,9.0,4870.0,970.0,430.0,30.0,520.0
103,GM0512,24580.0,7290.0,17100.0,5840.0,4080.0,490.0,220.0,210.0,220.0,220.0,240.0,240.0,250.0,240.0,16100.0,24500.0,5400.0,26100.0,7200.0,1000.0,900.0,19.0,3.0,17.0,3970.0,1040.0,530.0,90.0,440.0
104,GM0513,47660.0,14330.0,34240.0,10850.0,7770.0,940.0,410.0,400.0,420.0,400.0,480.0,490.0,490.0,470.0,32400.0,24700.0,10700.0,25900.0,14800.0,1900.0,1800.0,38.0,6.0,15.0,7630.0,2070.0,1040.0,100.0,720.0
105,GM0518,380150.0,108310.0,274660.0,82420.0,60600.0,9560.0,5830.0,5580.0,5960.0,5960.0,6050.0,5780.0,6130.0,6250.0,251300.0,23400.0,75300.0,24700.0,98700.0,22500.0,20800.0,272.0,38.0,14.0,85790.0,26900.0,6200.0,1190.0,4970.0
106,GM0014,170810.0,34100.0,138500.0,25500.0,19580.0,2780.0,2010.0,1920.0,2010.0,2090.0,2080.0,1980.0,2090.0,2160.0,128100.0,19400.0,24900.0,24700.0,33400.0,6100.0,5200.0,125.0,8.0,7.0,30050.0,11270.0,4230.0,440.0,1660.0
107,GM1729,8320.0,1960.0,6590.0,1880.0,1140.0,90.0,30.0,30.0,30.0,30.0,40.0,30.0,40.0,40.0,6700.0,25100.0,2000.0,27200.0,2100.0,200.0,200.0,7.0,1.0,21.0,1290.0,200.0,160.0,20.0,70.0
108,GM0158,14640.0,4410.0,10300.0,3710.0,2440.0,240.0,70.0,60.0,60.0,70.0,90.0,80.0,90.0,90.0,10200.0,24400.0,3700.0,26400.0,4900.0,400.0,400.0,12.0,2.0,14.0,1860.0,350.0,330.0,50.0,120.0
109,GM0392,107190.0,32350.0,78490.0,24940.0,18590.0,2180.0,790.0,810.0,800.0,780.0,930.0,950.0,910.0,920.0,77000.0,25300.0,22800.0,28000.0,30200.0,3800.0,3500.0,89.0,11.0,12.0,16080.0,4160.0,1890.0,100.0,1610.0
110,GM0394,104900.0,33120.0,67330.0,27880.0,19280.0,2360.0,570.0,580.0,590.0,530.0,690.0,730.0,710.0,640.0,63100.0,27500.0,25600.0,29000.0,32900.0,2700.0,2400.0,85.0,12.0,14.0,13300.0,2600.0,1410.0,70.0,1370.0
111,GM1655,18960.0,5390.0,13310.0,4620.0,3020.0,350.0,120.0,130.0,120.0,120.0,140.0,150.0,140.0,140.0,12900.0,25400.0,4400.0,26700.0,5300.0,600.0,500.0,15.0,3.0,20.0,2840.0,560.0,320.0,30.0,220.0
112,GM0160,39290.0,12910.0,24910.0,9730.0,6670.0,600.0,170.0,160.0,170.0,160.0,210.0,210.0,210.0,210.0,23900.0,23200.0,9300.0,24200.0,13400.0,1100.0,1100.0,32.0,6.0,20.0,5480.0,1010.0,1170.0,140.0,570.0
113,GM0243,31090.0,10290.0,20890.0,7700.0,5590.0,600.0,210.0,220.0,220.0,200.0,260.0,260.0,260.0,250.0,19600.0,24600.0,7200.0,25000.0,10100.0,1100.0,1000.0,25.0,3.0,14.0,4740.0,1010.0,720.0,70.0,600.0
114,GM0523,11470.0,4310.0,7260.0,2950.0,2090.0,150.0,40.0,40.0,40.0,40.0,60.0,60.0,60.0,60.0,7000.0,25500.0,2800.0,27000.0,4200.0,200.0,200.0,11.0,2.0,17.0,1440.0,220.0,180.0,30.0,180.0
115,GM0072,9440.0,2880.0,7650.0,2190.0,1560.0,210.0,110.0,100.0,110.0,120.0,120.0,110.0,120.0,120.0,7500.0,21700.0,2200.0,22200.0,2900.0,500.0,400.0,9.0,2.0,18.0,1780.0,570.0,200.0,20.0,170.0
116,GM0244,7380.0,2630.0,5140.0,1890.0,1350.0,120.0,10.0,10.0,10.0,20.0,30.0,30.0,30.0,30.0,5000.0,26200.0,1800.0,26900.0,2500.0,200.0,200.0,7.0,1.0,15.0,890.0,130.0,120.0,10.0,140.0
117,GM0396,24460.0,7030.0,17440.0,6160.0,4040.0,580.0,230.0,230.0,240.0,230.0,260.0,270.0,270.0,250.0,17700.0,25500.0,6000.0,26800.0,7300.0,900.0,800.0,22.0,4.0,16.0,3710.0,930.0,550.0,20.0,300.0
118,GM0397,15080.0,5970.0,12170.0,4240.0,3200.0,310.0,50.0,50.0,50.0,50.0,60.0,70.0,60.0,60.0,12300.0,34100.0,3900.0,39000.0,5600.0,300.0,300.0,15.0,1.0,10.0,2260.0,310.0,340.0,10.0,210.0
119,GM0246,11360.0,3680.0,7900.0,2780.0,1910.0,150.0,40.0,30.0,40.0,40.0,60.0,70.0,70.0,50.0,7800.0,25300.0,2700.0,26000.0,3700.0,300.0,300.0,10.0,2.0,19.0,1530.0,210.0,190.0,20.0,170.0
120,GM0074,31650.0,9760.0,23290.0,7680.0,5380.0,670.0,280.0,270.0,290.0,280.0,300.0,300.0,300.0,290.0,22900.0,23600.0,7400.0,24900.0,10200.0,1100.0,1000.0,26.0,6.0,21.0,5200.0,1520.0,890.0,110.0,410.0
121,GM0917,55030.0,13480.0,45610.0,11880.0,8060.0,1490.0,950.0,920.0,970.0,950.0,980.0,970.0,1000.0,970.0,45800.0,21300.0,12100.0,22000.0,13200.0,3500.0,3000.0,41.0,9.0,23.0,13540.0,4510.0,2130.0,140.0,890.0
122,GM1658,9960.0,2820.0,7000.0,2400.0,1520.0,140.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,6700.0,28300.0,2300.0,30100.0,2900.0,200.0,200.0,7.0,1.0,15.0,1260.0,120.0,250.0,20.0,110.0
123,GM0399,14340.0,4460.0,11000.0,3610.0,2500.0,250.0,40.0,40.0,40.0,40.0,50.0,50.0,50.0,50.0,10300.0,28700.0,3300.0,30800.0,4400.0,300.0,200.0,11.0,1.0,11.0,1850.0,300.0,310.0,20.0,170.0
124,GM0400,34950.0,9720.0,27300.0,7950.0,5540.0,890.0,420.0,390.0,440.0,440.0,390.0,350.0,410.0,410.0,27600.0,22600.0,8200.0,23100.0,9800.0,1800.0,1600.0,28.0,6.0,21.0,7320.0,1710.0,1540.0,50.0,450.0
125,GM0163,22080.0,7010.0,14850.0,5580.0,3820.0,310.0,90.0,90.0,90.0,90.0,100.0,90.0,110.0,110.0,14800.0,23800.0,5400.0,25000.0,7400.0,600.0,600.0,19.0,3.0,18.0,2700.0,470.0,520.0,60.0,320.0
126,GM0530,25270.0,7550.0,18260.0,6440.0,4400.0,630.0,210.0,220.0,210.0,210.0,230.0,240.0,240.0,230.0,18000.0,26300.0,6300.0,26600.0,7500.0,900.0,800.0,20.0,3.0,16.0,4330.0,890.0,500.0,30.0,420.0
127,GM0794,62100.0,18160.0,42160.0,15110.0,10420.0,1370.0,590.0,580.0,590.0,610.0,660.0,640.0,660.0,680.0,39500.0,23400.0,14500.0,24300.0,19200.0,3000.0,2800.0,46.0,9.0,20.0,10690.0,2820.0,1190.0,280.0,980.0
128,GM0531,19740.0,7790.0,12390.0,5490.0,4150.0,360.0,110.0,110.0,110.0,110.0,130.0,130.0,130.0,120.0,11700.0,27100.0,4900.0,27600.0,7000.0,500.0,400.0,15.0,2.0,16.0,2260.0,450.0,210.0,30.0,350.0
129,GM0164,53060.0,14540.0,38780.0,12000.0,8340.0,1000.0,430.0,430.0,430.0,440.0,510.0,490.0,510.0,530.0,37400.0,23200.0,12200.0,24200.0,16200.0,2300.0,2100.0,42.0,5.0,13.0,9080.0,2640.0,1730.0,190.0,660.0
130,GM0796,103680.0,28310.0,74790.0,22590.0,16080.0,1950.0,750.0,720.0,750.0,770.0,750.0,740.0,740.0,760.0,71300.0,25300.0,22300.0,27400.0,28800.0,3700.0,3400.0,85.0,11.0,13.0,15740.0,3830.0,2300.0,570.0,1590.0
131,GM0252,10370.0,3230.0,7330.0,2500.0,1660.0,150.0,60.0,60.0,60.0,60.0,70.0,70.0,70.0,60.0,7100.0,27900.0,2600.0,29400.0,3400.0,300.0,200.0,8.0,1.0,12.0,1370.0,290.0,230.0,10.0,140.0
132,GM0797,28930.0,8430.0,19680.0,7090.0,4770.0,480.0,120.0,120.0,120.0,110.0,120.0,120.0,120.0,130.0,18300.0,25900.0,6900.0,27600.0,8600.0,800.0,700.0,24.0,4.0,17.0,3760.0,610.0,450.0,70.0,400.0
133,GM0534,14200.0,4110.0,10050.0,3450.0,2410.0,270.0,50.0,50.0,50.0,60.0,70.0,70.0,70.0,70.0,9600.0,25700.0,3200.0,27600.0,4100.0,400.0,300.0,10.0,1.0,11.0,1760.0,310.0,240.0,20.0,220.0
134,GM0798,9820.0,2870.0,6740.0,2370.0,1570.0,120.0,20.0,30.0,20.0,20.0,40.0,40.0,30.0,40.0,6300.0,27200.0,2300.0,28900.0,3000.0,200.0,200.0,10.0,1.0,13.0,1000.0,150.0,170.0,20.0,110.0
135,GM0402,58990.0,18720.0,43400.0,14110.0,10650.0,1150.0,460.0,450.0,470.0,460.0,520.0,520.0,520.0,510.0,42300.0,26600.0,12700.0,30000.0,17000.0,2000.0,1900.0,46.0,5.0,12.0,9470.0,2450.0,940.0,70.0,820.0
136,GM1963,54450.0,16880.0,37990.0,13660.0,9320.0,860.0,160.0,170.0,170.0,160.0,240.0,240.0,250.0,230.0,36300.0,27500.0,13100.0,28600.0,16900.0,1100.0,1100.0,46.0,7.0,16.0,7080.0,1060.0,890.0,90.0,830.0
137,GM1735,21150.0,6170.0,15060.0,5190.0,3350.0,270.0,80.0,80.0,70.0,80.0,100.0,100.0,100.0,110.0,14800.0,25700.0,5100.0,26900.0,6900.0,500.0,500.0,19.0,3.0,14.0,2510.0,510.0,400.0,50.0,230.0
138,GM1966,28950.0,8950.0,21750.0,6950.0,4840.0,590.0,220.0,220.0,210.0,240.0,260.0,260.0,250.0,270.0,21800.0,22800.0,7200.0,23700.0,9800.0,1200.0,1100.0,24.0,4.0,16.0,5060.0,1140.0,990.0,80.0,440.0
139,GM1911,30960.0,8980.0,21400.0,7410.0,4980.0,510.0,140.0,140.0,150.0,140.0,170.0,170.0,180.0,170.0,20300.0,24800.0,7300.0,26100.0,9800.0,900.0,900.0,26.0,5.0,20.0,4060.0,590.0,590.0,50.0,350.0
140,GM0118,34380.0,10910.0,24510.0,8340.0,5790.0,720.0,310.0,290.0,330.0,320.0,330.0,310.0,340.0,330.0,24300.0,22200.0,8300.0,22500.0,11400.0,1500.0,1400.0,28.0,6.0,22.0,6090.0,1410.0,1100.0,130.0,500.0
141,GM0405,47230.0,14560.0,33940.0,11940.0,8340.0,1270.0,400.0,390.0,410.0,400.0,420.0,410.0,440.0,410.0,32700.0,24500.0,11500.0,25100.0,14900.0,2100.0,1800.0,39.0,6.0,15.0,7360.0,1730.0,1460.0,120.0,750.0
142,GM1507,27340.0,7370.0,18590.0,6300.0,4030.0,330.0,70.0,70.0,80.0,70.0,110.0,110.0,110.0,110.0,17500.0,25300.0,6500.0,27000.0,8200.0,600.0,600.0,24.0,4.0,15.0,2860.0,440.0,490.0,70.0,270.0
143,GM0321,32730.0,11400.0,20670.0,8570.0,6280.0,640.0,140.0,130.0,140.0,140.0,180.0,170.0,180.0,190.0,19600.0,29200.0,8500.0,30400.0,11900.0,700.0,600.0,29.0,4.0,12.0,3710.0,630.0,510.0,30.0,580.0
144,GM0406,24590.0,7560.0,18630.0,6200.0,4300.0,540.0,160.0,160.0,150.0,160.0,190.0,190.0,190.0,200.0,18600.0,27800.0,6400.0,29100.0,8100.0,800.0,700.0,22.0,3.0,13.0,3760.0,820.0,430.0,40.0,330.0
145,GM0677,16800.0,4440.0,12790.0,3800.0,2570.0,260.0,50.0,60.0,60.0,50.0,80.0,80.0,80.0,80.0,12700.0,24800.0,3800.0,27000.0,4300.0,400.0,300.0,14.0,2.0,18.0,3300.0,340.0,480.0,30.0,170.0
146,GM0353,21850.0,6760.0,14310.0,5660.0,3900.0,520.0,140.0,140.0,140.0,140.0,170.0,170.0,170.0,170.0,14300.0,27400.0,5800.0,28400.0,7800.0,800.0,700.0,19.0,2.0,12.0,2610.0,580.0,330.0,30.0,360.0
147,GM1884,17610.0,5270.0,12040.0,4380.0,2990.0,310.0,60.0,60.0,60.0,50.0,80.0,80.0,80.0,70.0,10800.0,27800.0,4100.0,29200.0,5200.0,400.0,400.0,16.0,3.0,19.0,1970.0,340.0,240.0,20.0,250.0
148,GM0166,34820.0,12500.0,22530.0,8620.0,6370.0,570.0,180.0,170.0,200.0,180.0,210.0,190.0,220.0,210.0,21200.0,22800.0,8000.0,23800.0,12300.0,1100.0,1100.0,28.0,5.0,18.0,4820.0,970.0,1010.0,100.0,580.0
149,GM0678,7910.0,2780.0,5410.0,2020.0,1470.0,150.0,30.0,30.0,30.0,30.0,40.0,40.0,30.0,40.0,5200.0,26200.0,2000.0,26700.0,2800.0,200.0,200.0,8.0,1.0,16.0,920.0,120.0,100.0,10.0,130.0
150,GM0537,41720.0,14480.0,26920.0,10620.0,7490.0,680.0,240.0,230.0,240.0,240.0,270.0,270.0,270.0,270.0,25800.0,25200.0,10300.0,26800.0,14200.0,1100.0,1000.0,35.0,7.0,22.0,5700.0,1010.0,780.0,60.0,700.0
151,GM0928,27760.0,6740.0,23070.0,6130.0,4090.0,590.0,360.0,340.0,370.0,380.0,370.0,360.0,370.0,390.0,23400.0,21100.0,6500.0,22000.0,6500.0,1600.0,1400.0,22.0,4.0,19.0,6820.0,1770.0,1130.0,60.0,390.0
152,GM1598,14550.0,4480.0,9500.0,3680.0,2430.0,260.0,40.0,30.0,40.0,30.0,60.0,60.0,60.0,50.0,9300.0,26000.0,3500.0,27800.0,4900.0,400.0,300.0,12.0,2.0,14.0,1540.0,240.0,250.0,30.0,140.0
153,GM0542,17190.0,6190.0,12390.0,4680.0,3240.0,480.0,170.0,170.0,170.0,160.0,170.0,190.0,170.0,160.0,12300.0,26400.0,4400.0,27300.0,5900.0,500.0,500.0,16.0,3.0,15.0,2650.0,610.0,300.0,50.0,280.0
154,GM1931,35240.0,11560.0,24100.0,8660.0,6050.0,590.0,150.0,160.0,160.0,150.0,210.0,210.0,210.0,200.0,23000.0,26600.0,8200.0,28000.0,11300.0,900.0,900.0,29.0,5.0,17.0,4570.0,820.0,610.0,0.0,520.0
155,GM1659,14220.0,4220.0,9720.0,3550.0,2340.0,220.0,50.0,40.0,50.0,50.0,60.0,60.0,60.0,70.0,9200.0,25300.0,3400.0,26600.0,4400.0,400.0,400.0,11.0,2.0,19.0,1790.0,260.0,250.0,40.0,180.0
156,GM1982,57130.0,15820.0,39070.0,13300.0,8600.0,910.0,230.0,220.0,240.0,240.0,270.0,250.0,260.0,290.0,37600.0,25000.0,13200.0,26500.0,17100.0,1400.0,1300.0,52.0,10.0,19.0,7770.0,1130.0,1290.0,210.0,700.0
157,GM0882,22540.0,5720.0,17630.0,5290.0,3450.0,460.0,260.0,250.0,270.0,250.0,260.0,260.0,270.0,260.0,18000.0,22800.0,5500.0,24100.0,5800.0,1000.0,900.0,18.0,4.0,22.0,4610.0,1180.0,870.0,60.0,330.0
158,GM0415,6940.0,2420.0,4880.0,2010.0,1380.0,180.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,4700.0,29700.0,1800.0,31500.0,2100.0,200.0,100.0,7.0,0.0,6.0,880.0,160.0,70.0,10.0,90.0
159,GM1621,40690.0,15940.0,24690.0,11880.0,8870.0,920.0,160.0,170.0,170.0,160.0,230.0,240.0,230.0,230.0,22500.0,30000.0,10500.0,31000.0,14900.0,1000.0,900.0,34.0,4.0,12.0,4350.0,810.0,370.0,40.0,680.0
160,GM0417,6090.0,2210.0,5130.0,1650.0,1190.0,160.0,30.0,20.0,30.0,20.0,30.0,30.0,30.0,30.0,5300.0,38000.0,1500.0,40600.0,2000.0,200.0,200.0,5.0,0.0,6.0,1130.0,130.0,80.0,10.0,60.0
161,GM0080,82920.0,22270.0,64470.0,16930.0,12690.0,1740.0,1110.0,1070.0,1110.0,1140.0,1210.0,1170.0,1200.0,1260.0,61100.0,21200.0,16500.0,23500.0,21900.0,3600.0,3200.0,63.0,8.0,13.0,16130.0,6250.0,2340.0,160.0,1380.0
162,GM0546,89520.0,18740.0,69240.0,15050.0,10770.0,1390.0,720.0,710.0,720.0,720.0,820.0,800.0,820.0,820.0,63700.0,22500.0,15000.0,27300.0,19300.0,2700.0,2500.0,72.0,5.0,7.0,13980.0,3780.0,1560.0,140.0,1180.0
163,GM0547,16830.0,5200.0,12510.0,4190.0,2950.0,320.0,90.0,80.0,80.0,90.0,100.0,110.0,100.0,100.0,12100.0,27800.0,4200.0,28800.0,5400.0,400.0,400.0,14.0,2.0,11.0,2170.0,450.0,280.0,30.0,270.0
164,GM1916,46500.0,14810.0,36940.0,11510.0,8450.0,1150.0,470.0,470.0,480.0,470.0,530.0,510.0,540.0,530.0,35800.0,27900.0,10600.0,29700.0,13200.0,1600.0,1500.0,37.0,4.0,11.0,8060.0,2100.0,740.0,60.0,650.0
165,GM0995,52400.0,17280.0,35840.0,13470.0,9630.0,1560.0,600.0,600.0,620.0,590.0,640.0,640.0,660.0,620.0,33600.0,23100.0,12200.0,23200.0,16400.0,3000.0,2700.0,39.0,7.0,18.0,9410.0,2510.0,1450.0,150.0,770.0
166,GM1640,22280.0,5550.0,15840.0,5130.0,3150.0,330.0,60.0,70.0,70.0,60.0,80.0,70.0,80.0,80.0,15800.0,25500.0,5400.0,27500.0,6300.0,500.0,400.0,20.0,3.0,16.0,3220.0,430.0,430.0,50.0,210.0
167,GM0327,18650.0,6120.0,13300.0,4720.0,3390.0,330.0,60.0,60.0,60.0,60.0,80.0,90.0,80.0,80.0,12600.0,29000.0,4500.0,29700.0,6100.0,300.0,300.0,17.0,2.0,11.0,2150.0,360.0,290.0,20.0,300.0
168,GM1705,28910.0,9080.0,19930.0,7500.0,5220.0,450.0,100.0,110.0,100.0,100.0,150.0,140.0,150.0,150.0,19400.0,25200.0,7400.0,26700.0,9700.0,700.0,700.0,24.0,4.0,17.0,3570.0,610.0,560.0,60.0,480.0
169,GM0553,14100.0,4300.0,10290.0,3530.0,2440.0,260.0,50.0,50.0,50.0,50.0,60.0,60.0,60.0,60.0,9900.0,26400.0,3400.0,27200.0,4500.0,400.0,400.0,11.0,2.0,17.0,1600.0,270.0,160.0,30.0,200.0
170,GM0262,19630.0,5870.0,15100.0,4690.0,3190.0,300.0,90.0,90.0,80.0,90.0,110.0,110.0,100.0,110.0,14800.0,27300.0,4600.0,28400.0,6100.0,600.0,500.0,16.0,2.0,14.0,2840.0,520.0,420.0,30.0,230.0
171,GM0809,14750.0,4250.0,10360.0,3660.0,2470.0,240.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,10000.0,25500.0,3600.0,26500.0,4300.0,400.0,300.0,10.0,2.0,17.0,1750.0,270.0,240.0,30.0,250.0
172,GM0331,9490.0,2960.0,5740.0,2380.0,1560.0,170.0,40.0,30.0,40.0,30.0,60.0,60.0,60.0,60.0,5400.0,26900.0,2300.0,28200.0,3300.0,300.0,300.0,8.0,2.0,27.0,1000.0,170.0,150.0,20.0,110.0
173,GM0168,14050.0,4230.0,9610.0,3520.0,2340.0,250.0,80.0,70.0,80.0,90.0,90.0,90.0,80.0,100.0,9600.0,23400.0,3400.0,25000.0,4300.0,400.0,400.0,11.0,2.0,15.0,2160.0,340.0,550.0,60.0,140.0
174,GM0263,16670.0,4690.0,11010.0,3940.0,2600.0,250.0,50.0,40.0,50.0,60.0,60.0,60.0,60.0,70.0,10000.0,26000.0,3900.0,27700.0,4900.0,400.0,400.0,12.0,3.0,21.0,2050.0,250.0,190.0,40.0,200.0
175,GM1641,14560.0,3420.0,10790.0,3280.0,2020.0,150.0,50.0,40.0,50.0,60.0,70.0,60.0,70.0,70.0,11100.0,24900.0,3400.0,27700.0,3700.0,300.0,300.0,12.0,2.0,16.0,2420.0,330.0,640.0,30.0,140.0
176,GM1991,36470.0,10890.0,25510.0,8970.0,6010.0,690.0,190.0,180.0,190.0,190.0,220.0,200.0,230.0,240.0,24200.0,25200.0,8700.0,26800.0,11400.0,1100.0,1000.0,29.0,6.0,22.0,4980.0,840.0,810.0,120.0,540.0
177,GM0556,20700.0,6700.0,15360.0,5270.0,3790.0,550.0,220.0,230.0,220.0,220.0,270.0,280.0,270.0,270.0,14700.0,24800.0,4800.0,25400.0,5900.0,1000.0,900.0,17.0,4.0,22.0,3400.0,950.0,370.0,40.0,310.0
178,GM0935,81660.0,15370.0,69290.0,13370.0,8990.0,1360.0,740.0,750.0,750.0,720.0,780.0,780.0,790.0,770.0,62600.0,21100.0,14000.0,25100.0,15700.0,3100.0,2600.0,60.0,9.0,15.0,17420.0,4090.0,2190.0,200.0,930.0
179,GM0420,28380.0,8720.0,19440.0,6940.0,4690.0,560.0,130.0,130.0,130.0,130.0,150.0,150.0,150.0,150.0,18600.0,24800.0,6700.0,26500.0,9100.0,800.0,700.0,24.0,4.0,19.0,3860.0,570.0,800.0,80.0,340.0
180,GM0938,11120.0,2940.0,8500.0,2650.0,1730.0,170.0,30.0,40.0,30.0,30.0,50.0,50.0,50.0,50.0,8600.0,26700.0,2800.0,28900.0,3200.0,300.0,300.0,10.0,1.0,10.0,1520.0,270.0,220.0,30.0,160.0
181,GM1948,52390.0,15340.0,35630.0,12770.0,8550.0,870.0,210.0,200.0,210.0,210.0,250.0,250.0,250.0,260.0,33500.0,25500.0,12300.0,27000.0,16100.0,1500.0,1400.0,44.0,9.0,20.0,6530.0,970.0,890.0,220.0,750.0
182,GM0119,22110.0,6860.0,15970.0,5220.0,3860.0,450.0,170.0,160.0,170.0,180.0,180.0,180.0,180.0,200.0,14900.0,23500.0,5000.0,24600.0,7000.0,800.0,600.0,18.0,3.0,14.0,3210.0,810.0,630.0,60.0,400.0
183,GM0687,30260.0,9390.0,23430.0,6900.0,5040.0,680.0,330.0,320.0,340.0,340.0,370.0,350.0,370.0,370.0,22700.0,24000.0,6700.0,25000.0,9300.0,1300.0,1100.0,25.0,5.0,18.0,5300.0,1450.0,690.0,50.0,460.0
184,GM1842,12240.0,4010.0,8000.0,3230.0,2200.0,200.0,40.0,40.0,40.0,30.0,60.0,60.0,60.0,50.0,7500.0,29900.0,3100.0,31100.0,4100.0,200.0,200.0,11.0,1.0,12.0,1250.0,200.0,130.0,10.0,150.0
185,GM1731,20690.0,5940.0,14710.0,4900.0,3270.0,310.0,80.0,80.0,80.0,80.0,100.0,90.0,100.0,110.0,14500.0,24200.0,4800.0,25300.0,6500.0,600.0,600.0,18.0,3.0,17.0,2860.0,580.0,460.0,30.0,230.0
186,GM1952,38120.0,10680.0,28110.0,8910.0,6050.0,820.0,410.0,400.0,430.0,410.0,440.0,420.0,440.0,450.0,28100.0,22300.0,9200.0,23200.0,11700.0,1800.0,1600.0,32.0,6.0,18.0,7780.0,1980.0,1620.0,150.0,600.0
187,GM1709,23580.0,6580.0,16530.0,5640.0,3770.0,410.0,120.0,110.0,120.0,120.0,130.0,120.0,130.0,130.0,16000.0,25900.0,5600.0,27000.0,7200.0,600.0,600.0,19.0,3.0,17.0,3210.0,600.0,320.0,30.0,370.0
188,GM1978,27960.0,9960.0,17280.0,7130.0,4910.0,370.0,90.0,100.0,90.0,80.0,120.0,120.0,120.0,110.0,16500.0,27500.0,6900.0,28500.0,10500.0,500.0,600.0,24.0,4.0,17.0,3220.0,410.0,350.0,90.0,500.0
189,GM1955,22660.0,6040.0,15940.0,5520.0,3460.0,320.0,80.0,90.0,80.0,90.0,100.0,100.0,100.0,100.0,15100.0,23800.0,5400.0,25100.0,6400.0,700.0,700.0,19.0,4.0,20.0,3170.0,470.0,590.0,60.0,290.0
190,GM0335,8700.0,2880.0,5700.0,2230.0,1530.0,160.0,30.0,20.0,30.0,30.0,50.0,50.0,50.0,50.0,5400.0,28600.0,2200.0,29600.0,3200.0,200.0,200.0,6.0,1.0,20.0,820.0,140.0,90.0,20.0,120.0
191,GM0944,4840.0,1260.0,3640.0,1140.0,740.0,80.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,3500.0,29300.0,1100.0,29400.0,1400.0,100.0,100.0,3.0,0.0,8.0,600.0,110.0,80.0,10.0,60.0
192,GM1740,15500.0,6210.0,9460.0,4010.0,2850.0,230.0,60.0,50.0,60.0,60.0,80.0,70.0,80.0,90.0,8400.0,24300.0,3600.0,25400.0,5700.0,400.0,500.0,14.0,3.0,21.0,2040.0,270.0,250.0,20.0,280.0
