ID,Periods,TotalSupply_1,TotalProduction_2,Central_3,Decentral_4,Imports_5,Exports_6,TotalConsumption_7,ViaNationalGrids_8,ViaIndustrialGrids_9,TotalForProduction_10,Central_11,Decentral_12,DistributionLosses_13
231,1986MM04,5707.0,5486.0,4799.0,687.0,221.0,0.0,5707.0,4960.0,540.0,207.0,177.0,30.0,228.0
232,1986MM05,5426.0,5094.0,4446.0,648.0,332.0,0.0,5426.0,4689.0,530.0,207.0,178.0,29.0,211.0
233,1986MM06,5419.0,5139.0,4495.0,644.0,283.0,3.0,5419.0,4681.0,534.0,204.0,176.0,28.0,214.0
234,1986KW02,16551.0,15719.0,13740.0,1979.0,835.0,3.0,16551.0,14330.0,1603.0,618.0,530.0,88.0,653.0
235,1986MM07,5343.0,5102.0,4396.0,706.0,241.0,0.0,5343.0,4551.0,589.0,203.0,174.0,29.0,209.0
236,1986MM08,5371.0,5136.0,4478.0,658.0,235.0,0.0,5371.0,4620.0,548.0,203.0,175.0,28.0,213.0
237,1986MM09,5680.0,5420.0,4738.0,682.0,260.0,0.0,5680.0,4926.0,552.0,202.0,173.0,29.0,225.0
238,1986KW03,16393.0,15658.0,13612.0,2046.0,735.0,0.0,16393.0,14097.0,1687.0,609.0,521.0,88.0,647.0
239,1986MM10,6210.0,6207.0,5420.0,787.0,11.0,8.0,6210.0,5335.0,639.0,236.0,202.0,34.0,257.0
240,1986MM11,6105.0,6080.0,5314.0,766.0,25.0,0.0,6105.0,5266.0,610.0,229.0,191.0,38.0,252.0
241,1986MM12,6284.0,6262.0,5491.0,771.0,22.0,0.0,6284.0,5442.0,610.0,232.0,197.0,35.0,261.0
242,1986KW04,18599.0,18549.0,16225.0,2324.0,58.0,8.0,18599.0,16043.0,1859.0,697.0,590.0,107.0,771.0
243,1986JJ00,69347.0,67170.0,58551.0,8619.0,2189.0,12.0,69347.0,59940.0,6839.0,2568.0,2194.0,374.0,2789.0
244,1987MM01,6549.0,6532.0,5714.0,818.0,19.0,2.0,6549.0,5729.0,632.0,188.0,154.0,34.0,271.0
245,1987MM02,5825.0,5816.0,5026.0,790.0,9.0,0.0,5825.0,5025.0,646.0,154.0,123.0,31.0,239.0
246,1987MM03,6209.0,6191.0,5376.0,815.0,21.0,3.0,6209.0,5382.0,660.0,167.0,133.0,34.0,255.0
247,1987KW01,18583.0,18539.0,16116.0,2423.0,49.0,5.0,18583.0,16136.0,1938.0,509.0,410.0,99.0,765.0
248,1987MM04,5606.0,5375.0,4648.0,727.0,233.0,2.0,5606.0,4883.0,567.0,156.0,126.0,30.0,221.0
249,1987MM05,5610.0,5316.0,4576.0,740.0,294.0,0.0,5610.0,4870.0,588.0,152.0,120.0,32.0,217.0
250,1987MM06,5536.0,5229.0,4479.0,750.0,307.0,0.0,5536.0,4760.0,607.0,169.0,136.0,33.0,213.0
251,1987KW02,16750.0,15919.0,13702.0,2217.0,834.0,3.0,16750.0,14512.0,1762.0,476.0,381.0,95.0,651.0
252,1987MM07,5694.0,5219.0,4421.0,798.0,477.0,2.0,5694.0,4891.0,602.0,201.0,167.0,34.0,210.0
253,1987MM08,5609.0,5071.0,4276.0,795.0,539.0,1.0,5609.0,4806.0,610.0,193.0,160.0,33.0,203.0
254,1987MM09,5944.0,5433.0,4614.0,819.0,514.0,3.0,5944.0,5113.0,627.0,204.0,172.0,32.0,219.0
255,1987KW03,17248.0,15724.0,13312.0,2412.0,1530.0,6.0,17248.0,14810.0,1839.0,599.0,499.0,100.0,632.0
256,1987MM10,6387.0,5881.0,4955.0,926.0,511.0,5.0,6387.0,5473.0,684.0,230.0,186.0,44.0,235.0
257,1987MM11,6417.0,6089.0,5147.0,942.0,331.0,3.0,6417.0,5472.0,714.0,231.0,194.0,37.0,245.0
258,1987MM12,6685.0,6285.0,5304.0,981.0,400.0,0.0,6685.0,5712.0,726.0,247.0,206.0,41.0,252.0
259,1987KW04,19490.0,18255.0,15406.0,2849.0,1243.0,8.0,19490.0,16657.0,2125.0,708.0,586.0,122.0,732.0
260,1987JJ00,72071.0,68448.0,58537.0,9911.0,3644.0,21.0,72071.0,62115.0,7664.0,2292.0,1876.0,416.0,2129.0
261,1988MM01,6601.0,6117.0,5138.0,979.0,484.0,0.0,6601.0,5663.0,727.0,211.0,172.0,39.0,244.0
262,1988MM02,6210.0,5742.0,4823.0,919.0,468.0,0.0,6210.0,5333.0,685.0,192.0,154.0,38.0,229.0
263,1988MM03,6625.0,6106.0,5163.0,943.0,519.0,0.0,6625.0,5685.0,730.0,210.0,173.0,37.0,245.0
264,1988KW01,19436.0,17965.0,15124.0,2841.0,1471.0,0.0,19436.0,16681.0,2142.0,613.0,499.0,114.0,718.0
265,1988MM04,5909.0,5395.0,4520.0,875.0,514.0,0.0,5909.0,5059.0,659.0,191.0,156.0,35.0,215.0
266,1988MM05,5937.0,5406.0,4547.0,859.0,531.0,0.0,5937.0,5089.0,656.0,192.0,157.0,35.0,216.0
267,1988MM06,5922.0,5421.0,4552.0,869.0,501.0,0.0,5922.0,5067.0,674.0,181.0,147.0,34.0,216.0
268,1988KW02,17768.0,16222.0,13619.0,2603.0,1546.0,0.0,17768.0,15214.0,1988.0,566.0,460.0,106.0,647.0
269,1988MM07,5861.0,5216.0,4328.0,888.0,645.0,0.0,5861.0,4994.0,691.0,176.0,141.0,35.0,206.0
270,1988MM08,5959.0,5411.0,4610.0,801.0,548.0,0.0,5959.0,5126.0,632.0,201.0,168.0,33.0,219.0
271,1988MM09,6298.0,5808.0,4888.0,920.0,490.0,0.0,6298.0,5375.0,701.0,222.0,180.0,42.0,232.0
272,1988KW03,18119.0,16436.0,13826.0,2610.0,1683.0,0.0,18119.0,15496.0,2024.0,599.0,489.0,110.0,657.0
273,1988MM10,6637.0,6074.0,5123.0,951.0,563.0,0.0,6637.0,5675.0,740.0,222.0,183.0,39.0,243.0
274,1988MM11,6697.0,6297.0,5266.0,1031.0,400.0,0.0,6697.0,5688.0,783.0,226.0,183.0,43.0,250.0
275,1988MM12,6831.0,6543.0,5488.0,1055.0,288.0,0.0,6831.0,5814.0,785.0,232.0,190.0,42.0,261.0
276,1988KW04,20171.0,18914.0,15877.0,3037.0,1257.0,0.0,20171.0,17177.0,2308.0,686.0,557.0,129.0,754.0
277,1988JJ00,75487.0,69654.0,57926.0,11728.0,5833.0,0.0,75487.0,64568.0,8462.0,2457.0,2005.0,452.0,2776.0
278,1989MM01,6889.0,6452.0,5423.0,1029.0,437.0,0.0,6889.0,5913.0,759.0,217.0,176.0,41.0,258.0
279,1989MM02,6153.0,5899.0,4979.0,920.0,254.0,0.0,6153.0,5285.0,685.0,183.0,147.0,36.0,237.0
280,1989MM03,6654.0,6242.0,5263.0,979.0,412.0,0.0,6654.0,5738.0,721.0,195.0,156.0,39.0,250.0
281,1989KW01,19696.0,18593.0,15665.0,2928.0,1103.0,0.0,19696.0,16936.0,2165.0,595.0,479.0,116.0,745.0
282,1989MM04,6243.0,5733.0,4883.0,850.0,510.0,0.0,6243.0,5412.0,642.0,189.0,154.0,35.0,232.0
283,1989MM05,6263.0,5734.0,4859.0,875.0,529.0,0.0,6263.0,5424.0,648.0,191.0,155.0,36.0,231.0
284,1989MM06,6236.0,5757.0,4898.0,859.0,479.0,0.0,6236.0,5361.0,676.0,199.0,165.0,34.0,233.0
285,1989KW02,18743.0,17224.0,14640.0,2584.0,1519.0,0.0,18743.0,16197.0,1967.0,579.0,474.0,105.0,695.0
286,1989MM07,6078.0,5545.0,4690.0,855.0,533.0,0.0,6078.0,5217.0,663.0,198.0,165.0,33.0,223.0
287,1989MM08,6244.0,5647.0,4826.0,821.0,597.0,0.0,6244.0,5414.0,630.0,200.0,167.0,33.0,229.0
288,1989MM09,6444.0,6003.0,5136.0,867.0,441.0,0.0,6444.0,5563.0,670.0,211.0,174.0,37.0,244.0
289,1989KW03,18766.0,17195.0,14652.0,2543.0,1571.0,0.0,18766.0,16194.0,1963.0,609.0,505.0,104.0,696.0
290,1989MM10,6903.0,6555.0,5559.0,996.0,348.0,0.0,6903.0,5920.0,758.0,225.0,181.0,44.0,264.0
291,1989MM11,6910.0,6644.0,5600.0,1044.0,335.0,69.0,6910.0,5895.0,803.0,212.0,172.0,40.0,266.0
292,1989MM12,6986.0,6938.0,5902.0,1036.0,331.0,283.0,6986.0,5963.0,789.0,234.0,193.0,41.0,280.0
293,1989KW04,20799.0,20137.0,17061.0,3076.0,1014.0,352.0,20799.0,17778.0,2351.0,670.0,546.0,124.0,810.0
294,1989JJ00,78004.0,73081.0,62019.0,11062.0,5274.0,352.0,78004.0,67105.0,8446.0,2453.0,2004.0,449.0,2946.0
295,1990MM01,7224.0,6592.0,5501.0,1091.0,779.0,147.0,7224.0,6163.0,845.0,216.0,174.0,42.0,273.0
296,1990MM02,6404.0,5695.0,4680.0,1015.0,730.0,21.0,6404.0,5450.0,771.0,183.0,143.0,40.0,243.0
297,1990MM03,6925.0,6107.0,5034.0,1073.0,820.0,2.0,6925.0,5922.0,804.0,199.0,157.0,42.0,262.0
298,1990KW01,20554.0,18394.0,15215.0,3179.0,2330.0,170.0,20554.0,17535.0,2421.0,598.0,474.0,124.0,778.0
299,1990MM04,6354.0,5503.0,4530.0,973.0,855.0,4.0,6354.0,5426.0,742.0,186.0,147.0,39.0,240.0
300,1990MM05,6538.0,5597.0,4649.0,948.0,941.0,0.0,6538.0,5607.0,728.0,203.0,165.0,38.0,247.0
301,1990MM06,6391.0,5486.0,4544.0,942.0,907.0,2.0,6391.0,5457.0,738.0,196.0,159.0,37.0,242.0
302,1990KW02,19282.0,16585.0,13722.0,2863.0,2703.0,6.0,19282.0,16490.0,2208.0,584.0,471.0,113.0,729.0
303,1990MM07,6346.0,5433.0,4487.0,946.0,915.0,2.0,6346.0,5404.0,740.0,202.0,162.0,40.0,240.0
304,1990MM08,6608.0,5746.0,4845.0,901.0,879.0,17.0,6608.0,5682.0,711.0,215.0,177.0,38.0,249.0
305,1990MM09,6596.0,5849.0,4951.0,898.0,854.0,107.0,6596.0,5694.0,697.0,205.0,167.0,38.0,249.0
306,1990KW03,19549.0,17026.0,14282.0,2744.0,2649.0,126.0,19549.0,16780.0,2150.0,619.0,505.0,114.0,738.0
307,1990MM10,7208.0,6593.0,5506.0,1087.0,725.0,110.0,7208.0,6160.0,821.0,227.0,185.0,42.0,272.0
308,1990MM11,7186.0,6505.0,5339.0,1166.0,697.0,16.0,7186.0,6114.0,849.0,223.0,175.0,48.0,271.0
309,1990MM12,7317.0,6748.0,5517.0,1231.0,598.0,29.0,7317.0,6198.0,882.0,237.0,183.0,54.0,276.0
310,1990KW04,21712.0,19847.0,16363.0,3484.0,2019.0,154.0,21712.0,18472.0,2553.0,687.0,543.0,144.0,820.0
311,1990JJ00,81098.0,71892.0,59582.0,12310.0,9678.0,472.0,81098.0,69277.0,9332.0,2489.0,1993.0,496.0,3065.0
312,1991MM01,7469.0,6701.0,5559.0,1142.0,774.0,6.0,7469.0,6430.0,809.0,230.0,184.0,46.0,283.0
313,1991MM02,6886.0,6305.0,5251.0,1054.0,641.0,60.0,6886.0,5909.0,764.0,213.0,170.0,43.0,260.0
314,1991MM03,7106.0,6289.0,5175.0,1114.0,822.0,5.0,7106.0,6102.0,796.0,208.0,163.0,45.0,269.0
315,1991KW01,21461.0,19295.0,15985.0,3310.0,2237.0,71.0,21461.0,18441.0,2369.0,651.0,517.0,134.0,812.0
316,1991MM04,6560.0,5700.0,4700.0,1000.0,867.0,7.0,6560.0,5655.0,705.0,200.0,158.0,42.0,248.0
317,1991MM05,6691.0,5807.0,4827.0,980.0,911.0,27.0,6691.0,5801.0,683.0,207.0,165.0,42.0,253.0
318,1991MM06,6508.0,5652.0,4762.0,890.0,873.0,17.0,6508.0,5677.0,627.0,204.0,164.0,40.0,246.0
319,1991KW02,19759.0,17159.0,14289.0,2870.0,2651.0,51.0,19759.0,17133.0,2015.0,611.0,487.0,124.0,747.0
320,1991MM07,6646.0,5738.0,4799.0,939.0,908.0,0.0,6646.0,5763.0,667.0,216.0,173.0,43.0,251.0
321,1991MM08,6677.0,5721.0,4816.0,905.0,973.0,17.0,6677.0,5789.0,671.0,217.0,176.0,41.0,253.0
322,1991MM09,6761.0,5879.0,4910.0,969.0,892.0,10.0,6761.0,5830.0,726.0,205.0,164.0,41.0,256.0
323,1991KW03,20084.0,17338.0,14525.0,2813.0,2773.0,27.0,20084.0,17382.0,2064.0,638.0,513.0,125.0,760.0
324,1991MM10,7385.0,6705.0,5547.0,1158.0,709.0,29.0,7385.0,6290.0,867.0,228.0,182.0,46.0,279.0
325,1991MM11,7290.0,6731.0,5508.0,1223.0,726.0,167.0,7290.0,6190.0,868.0,232.0,184.0,48.0,275.0
326,1991MM12,7459.0,7054.0,5747.0,1307.0,682.0,277.0,7459.0,6316.0,898.0,245.0,187.0,58.0,282.0
327,1991KW04,22134.0,20490.0,16802.0,3688.0,2117.0,473.0,22134.0,18796.0,2633.0,705.0,553.0,152.0,836.0
328,1991JJ00,83437.0,74282.0,61601.0,12681.0,9778.0,622.0,83437.0,71752.0,9080.0,2605.0,2070.0,535.0,3155.0
329,1992MM01,7687.0,7088.0,5692.0,1396.0,707.0,108.0,7687.0,6550.0,899.0,238.0,182.0,56.0,289.0
330,1992MM02,7173.0,6681.0,5363.0,1318.0,578.0,86.0,7173.0,6101.0,848.0,224.0,172.0,52.0,269.0
331,1992MM03,7439.0,6921.0,5597.0,1324.0,520.0,2.0,7439.0,6356.0,855.0,228.0,177.0,51.0,282.0
332,1992KW01,22299.0,20690.0,16652.0,4038.0,1805.0,196.0,22299.0,19007.0,2602.0,690.0,531.0,159.0,840.0
333,1992MM04,6847.0,6005.0,4901.0,1104.0,845.0,3.0,6847.0,5884.0,761.0,202.0,159.0,43.0,259.0
334,1992MM05,6817.0,5979.0,4889.0,1090.0,842.0,4.0,6817.0,5840.0,768.0,209.0,167.0,42.0,258.0
335,1992MM06,6725.0,5875.0,4878.0,997.0,852.0,2.0,6725.0,5796.0,716.0,213.0,169.0,44.0,256.0
336,1992KW02,20389.0,17859.0,14668.0,3191.0,2539.0,9.0,20389.0,17520.0,2245.0,624.0,495.0,129.0,773.0
337,1992MM07,6849.0,5977.0,4980.0,997.0,875.0,3.0,6849.0,5938.0,694.0,217.0,174.0,43.0,259.0
338,1992MM08,6631.0,5902.0,4877.0,1025.0,730.0,1.0,6631.0,5656.0,762.0,213.0,171.0,42.0,250.0
339,1992MM09,6978.0,6223.0,5152.0,1071.0,762.0,7.0,6978.0,5983.0,768.0,227.0,178.0,49.0,263.0
340,1992KW03,20458.0,18102.0,15009.0,3093.0,2367.0,11.0,20458.0,17577.0,2224.0,657.0,523.0,134.0,772.0
341,1992MM10,7585.0,6888.0,5570.0,1318.0,699.0,2.0,7585.0,6404.0,930.0,251.0,191.0,60.0,286.0
342,1992MM11,7461.0,6745.0,5406.0,1339.0,722.0,6.0,7461.0,6326.0,893.0,242.0,185.0,57.0,282.0
343,1992MM12,7717.0,6947.0,5458.0,1489.0,774.0,4.0,7717.0,6503.0,970.0,244.0,183.0,61.0,291.0
344,1992KW04,22763.0,20580.0,16434.0,4146.0,2195.0,12.0,22763.0,19233.0,2793.0,737.0,559.0,178.0,859.0
345,1992JJ00,85909.0,77231.0,62763.0,14468.0,8906.0,228.0,85909.0,73337.0,9864.0,2708.0,2108.0,600.0,3244.0
346,1993MM01,7764.0,7008.0,5534.0,1474.0,779.0,23.0,7764.0,6584.0,891.0,289.0,219.0,70.0,290.0
347,1993MM02,7099.0,6435.0,5011.0,1424.0,697.0,33.0,7099.0,5984.0,857.0,258.0,189.0,69.0,266.0
348,1993MM03,7541.0,6858.0,5413.0,1445.0,708.0,25.0,7541.0,6439.0,856.0,246.0,172.0,74.0,284.0
349,1993KW01,22404.0,20301.0,15958.0,4343.0,2184.0,81.0,22404.0,19007.0,2604.0,793.0,580.0,213.0,840.0
350,1993MM04,6905.0,6096.0,4819.0,1277.0,829.0,20.0,6905.0,5873.0,806.0,226.0,159.0,67.0,260.0
351,1993MM05,6782.0,5902.0,4752.0,1150.0,901.0,21.0,6782.0,5841.0,722.0,219.0,171.0,48.0,256.0
352,1993MM06,6847.0,5986.0,4894.0,1092.0,880.0,19.0,6847.0,5900.0,709.0,238.0,178.0,60.0,258.0
353,1993KW02,20534.0,17984.0,14465.0,3519.0,2610.0,60.0,20534.0,17614.0,2237.0,683.0,508.0,175.0,774.0
354,1993MM07,6885.0,5926.0,4738.0,1188.0,980.0,21.0,6885.0,5877.0,776.0,232.0,172.0,60.0,259.0
355,1993MM08,6765.0,5846.0,4692.0,1154.0,939.0,20.0,6765.0,5773.0,755.0,237.0,176.0,61.0,255.0
356,1993MM09,7130.0,6255.0,4994.0,1261.0,896.0,21.0,7130.0,6044.0,844.0,242.0,179.0,63.0,269.0
357,1993KW03,20780.0,18027.0,14424.0,3603.0,2815.0,62.0,20780.0,17694.0,2375.0,711.0,527.0,184.0,783.0
358,1993MM10,7630.0,6497.0,4991.0,1506.0,1154.0,21.0,7630.0,6468.0,914.0,248.0,180.0,68.0,288.0
359,1993MM11,7844.0,6993.0,5384.0,1609.0,875.0,24.0,7844.0,6638.0,952.0,254.0,180.0,74.0,296.0
360,1993MM12,8103.0,7190.0,5496.0,1694.0,934.0,21.0,8103.0,6850.0,965.0,288.0,202.0,86.0,305.0
361,1993KW04,23577.0,20680.0,15871.0,4809.0,2963.0,66.0,23577.0,19956.0,2831.0,790.0,562.0,228.0,889.0
362,1993JJ00,87295.0,76992.0,60718.0,16274.0,10572.0,269.0,87295.0,74271.0,10047.0,2977.0,2177.0,800.0,3286.0
363,1994MM01,7921.0,7101.0,5452.0,1649.0,838.0,18.0,7921.0,6636.0,995.0,290.0,210.0,80.0,296.0
364,1994MM02,7210.0,6523.0,4984.0,1539.0,706.0,19.0,7210.0,6034.0,941.0,235.0,161.0,74.0,271.0
365,1994MM03,7653.0,6850.0,5283.0,1567.0,822.0,19.0,7653.0,6455.0,937.0,261.0,186.0,75.0,287.0
366,1994KW01,22784.0,20474.0,15719.0,4755.0,2366.0,56.0,22784.0,19125.0,2873.0,786.0,557.0,229.0,854.0
367,1994MM04,7265.0,6405.0,4940.0,1465.0,878.0,18.0,7265.0,6158.0,844.0,263.0,197.0,66.0,272.0
368,1994MM05,7177.0,6318.0,4939.0,1379.0,878.0,19.0,7177.0,6082.0,835.0,260.0,194.0,66.0,268.0
369,1994MM06,7221.0,6367.0,5018.0,1349.0,875.0,21.0,7221.0,6148.0,808.0,265.0,198.0,67.0,270.0
370,1994KW02,21663.0,19090.0,14897.0,4193.0,2631.0,58.0,21663.0,18388.0,2487.0,788.0,589.0,199.0,810.0
371,1994MM07,7219.0,6196.0,4922.0,1274.0,1046.0,23.0,7219.0,6194.0,769.0,256.0,194.0,62.0,270.0
372,1994MM08,7206.0,6166.0,4931.0,1235.0,1059.0,19.0,7206.0,6153.0,786.0,267.0,199.0,68.0,269.0
373,1994MM09,7369.0,6395.0,5027.0,1368.0,994.0,20.0,7369.0,6313.0,814.0,242.0,173.0,69.0,277.0
374,1994KW03,21794.0,18757.0,14880.0,3877.0,3099.0,62.0,21794.0,18660.0,2369.0,765.0,566.0,199.0,816.0
375,1994MM10,7850.0,6909.0,5286.0,1623.0,971.0,30.0,7850.0,6696.0,881.0,273.0,191.0,82.0,294.0
376,1994MM11,7952.0,7112.0,5394.0,1718.0,889.0,49.0,7952.0,6766.0,907.0,279.0,192.0,87.0,298.0
377,1994MM12,8195.0,7335.0,5534.0,1801.0,894.0,34.0,8195.0,6894.0,1017.0,284.0,209.0,75.0,305.0
378,1994KW04,23997.0,21356.0,16214.0,5142.0,2754.0,113.0,23997.0,20356.0,2805.0,836.0,592.0,244.0,897.0
379,1994JJ00,90238.0,79677.0,61710.0,17967.0,10850.0,289.0,90238.0,76529.0,10534.0,3175.0,2304.0,871.0,3377.0
380,1995MM01,8357.0,7501.0,5536.0,1965.0,909.0,53.0,8357.0,7067.0,1016.0,274.0,189.0,85.0,315.0
381,1995MM02,7454.0,6626.0,4847.0,1779.0,879.0,51.0,7454.0,6278.0,917.0,259.0,181.0,78.0,281.0
382,1995MM03,8076.0,7238.0,5329.0,1909.0,894.0,56.0,8076.0,6828.0,966.0,282.0,197.0,85.0,304.0
383,1995KW01,23887.0,21365.0,15712.0,5653.0,2682.0,160.0,23887.0,20173.0,2899.0,815.0,567.0,248.0,900.0
384,1995MM04,7248.0,6264.0,4651.0,1613.0,1009.0,25.0,7248.0,6140.0,847.0,261.0,186.0,75.0,273.0
385,1995MM05,7339.0,6380.0,4832.0,1548.0,981.0,22.0,7339.0,6248.0,830.0,261.0,194.0,67.0,276.0
386,1995MM06,7292.0,6281.0,4809.0,1472.0,1029.0,18.0,7292.0,6171.0,848.0,273.0,197.0,76.0,274.0
387,1995KW02,21879.0,18925.0,14292.0,4633.0,3019.0,65.0,21879.0,18559.0,2525.0,795.0,577.0,218.0,823.0
388,1995MM07,7359.0,6146.0,4770.0,1376.0,1231.0,18.0,7359.0,6298.0,798.0,263.0,193.0,70.0,277.0
389,1995MM08,7537.0,6214.0,4805.0,1409.0,1343.0,20.0,7537.0,6448.0,821.0,268.0,196.0,72.0,283.0
390,1995MM09,7441.0,6416.0,4971.0,1445.0,1058.0,33.0,7441.0,6337.0,823.0,281.0,207.0,74.0,279.0
391,1995KW03,22337.0,18776.0,14546.0,4230.0,3632.0,71.0,22337.0,19083.0,2442.0,812.0,596.0,216.0,839.0
392,1995MM10,8057.0,7151.0,5320.0,1831.0,958.0,52.0,8057.0,6784.0,981.0,292.0,207.0,85.0,303.0
393,1995MM11,8037.0,7159.0,5234.0,1925.0,969.0,91.0,8037.0,6745.0,1007.0,285.0,197.0,88.0,302.0
394,1995MM12,8257.0,7687.0,5666.0,2021.0,718.0,148.0,8257.0,6948.0,991.0,318.0,215.0,103.0,309.0
395,1995KW04,24351.0,21997.0,16220.0,5777.0,2645.0,291.0,24351.0,20477.0,2979.0,895.0,619.0,276.0,914.0
396,1995JJ00,92454.0,81063.0,60770.0,20293.0,11978.0,587.0,92454.0,78292.0,10845.0,3317.0,2359.0,958.0,3476.0
397,1996MM01,8692.0,7754.0,5483.0,2271.0,1021.0,83.0,8692.0,7346.0,1028.0,318.0,209.0,109.0,326.0
398,1996MM02,8119.0,7322.0,5168.0,2154.0,916.0,119.0,8119.0,6850.0,979.0,290.0,197.0,93.0,305.0
399,1996MM03,8236.0,7370.0,5143.0,2227.0,950.0,84.0,8236.0,6913.0,1032.0,291.0,194.0,97.0,309.0
400,1996KW01,25047.0,22446.0,15794.0,6652.0,2887.0,286.0,25047.0,21109.0,3039.0,899.0,600.0,299.0,940.0
401,1996MM04,7432.0,6597.0,4751.0,1846.0,876.0,41.0,7432.0,6276.0,889.0,267.0,178.0,89.0,279.0
402,1996MM05,7669.0,6752.0,4869.0,1883.0,943.0,26.0,7669.0,6492.0,885.0,292.0,197.0,95.0,287.0
403,1996MM06,7453.0,6471.0,4725.0,1746.0,1001.0,19.0,7453.0,6298.0,879.0,276.0,187.0,89.0,279.0
404,1996KW02,22554.0,19820.0,14345.0,5475.0,2820.0,86.0,22554.0,19066.0,2653.0,835.0,562.0,273.0,845.0
405,1996MM07,7566.0,6653.0,4773.0,1880.0,933.0,20.0,7566.0,6335.0,949.0,282.0,184.0,98.0,284.0
406,1996MM08,7731.0,6732.0,5001.0,1731.0,1034.0,35.0,7731.0,6615.0,825.0,291.0,201.0,90.0,290.0
407,1996MM09,7657.0,6764.0,4925.0,1839.0,912.0,19.0,7657.0,6513.0,840.0,304.0,209.0,95.0,286.0
408,1996KW03,22954.0,20149.0,14699.0,5450.0,2879.0,74.0,22954.0,19463.0,2614.0,877.0,594.0,283.0,860.0
409,1996MM10,8130.0,7281.0,5125.0,2156.0,919.0,70.0,8130.0,6798.0,1007.0,325.0,220.0,105.0,304.0
410,1996MM11,8401.0,7586.0,5359.0,2227.0,902.0,87.0,8401.0,7121.0,985.0,295.0,192.0,103.0,316.0
411,1996MM12,8737.0,7952.0,5554.0,2398.0,881.0,96.0,8737.0,7375.0,1027.0,335.0,226.0,109.0,327.0
412,1996KW04,25268.0,22819.0,16038.0,6781.0,2702.0,253.0,25268.0,21294.0,3019.0,955.0,638.0,317.0,947.0
413,1996JJ00,95823.0,85234.0,60876.0,24358.0,11288.0,699.0,95823.0,80932.0,11325.0,3566.0,2394.0,1172.0,3592.0
414,1997MM01,9009.0,8336.0,5943.0,2393.0,810.0,137.0,9009.0,7615.0,1049.0,345.0,225.0,120.0,338.0
415,1997MM02,7919.0,6964.0,4710.0,2254.0,1035.0,80.0,7919.0,6667.0,962.0,290.0,176.0,114.0,298.0
416,1997MM03,8228.0,7176.0,4902.0,2274.0,1106.0,54.0,8228.0,6946.0,987.0,295.0,180.0,115.0,310.0
417,1997KW01,25156.0,22476.0,15555.0,6921.0,2951.0,271.0,25156.0,21228.0,2998.0,930.0,581.0,349.0,946.0
418,1997MM04,7903.0,6839.0,4806.0,2033.0,1085.0,21.0,7903.0,6697.0,920.0,286.0,184.0,102.0,297.0
419,1997MM05,7912.0,6676.0,4650.0,2026.0,1256.0,20.0,7912.0,6697.0,942.0,273.0,172.0,101.0,298.0
420,1997MM06,7857.0,6538.0,4627.0,1911.0,1337.0,18.0,7857.0,6610.0,957.0,290.0,194.0,96.0,295.0
421,1997KW02,23672.0,20053.0,14083.0,5970.0,3678.0,58.0,23672.0,20004.0,2819.0,849.0,550.0,299.0,890.0
422,1997MM07,7965.0,6809.0,4867.0,1942.0,1175.0,19.0,7965.0,6646.0,1013.0,306.0,208.0,98.0,299.0
423,1997MM08,8091.0,6961.0,5084.0,1877.0,1149.0,19.0,8091.0,6834.0,973.0,284.0,188.0,96.0,305.0
424,1997MM09,8024.0,6907.0,5030.0,1877.0,1135.0,18.0,8024.0,6856.0,887.0,281.0,185.0,96.0,302.0
425,1997KW03,24080.0,20677.0,14981.0,5696.0,3460.0,56.0,24080.0,20336.0,2873.0,871.0,581.0,290.0,906.0
426,1997MM10,8772.0,7785.0,5446.0,2339.0,1009.0,22.0,8772.0,7547.0,926.0,299.0,182.0,117.0,331.0
427,1997MM11,8656.0,7614.0,5206.0,2408.0,1075.0,33.0,8656.0,7366.0,992.0,298.0,178.0,120.0,326.0
428,1997MM12,8953.0,8054.0,5461.0,2593.0,933.0,34.0,8953.0,7617.0,1029.0,307.0,179.0,128.0,338.0
429,1997KW04,26381.0,23453.0,16113.0,7340.0,3017.0,89.0,26381.0,22530.0,2947.0,904.0,539.0,365.0,995.0
430,1997JJ00,99291.0,86659.0,60732.0,25927.0,13107.0,475.0,99291.0,84098.0,11637.0,3556.0,2251.0,1305.0,3735.0
431,1998MM01,9014.0,7967.0,5357.0,2610.0,1092.0,45.0,9014.0,7611.0,1094.0,309.0,185.0,124.0,340.0
432,1998MM02,8103.0,7206.0,4740.0,2466.0,964.0,67.0,8103.0,6848.0,981.0,274.0,160.0,114.0,305.0
433,1998MM03,8876.0,7906.0,5384.0,2522.0,1018.0,48.0,8876.0,7518.0,1055.0,303.0,180.0,123.0,334.0
434,1998KW01,25993.0,23079.0,15481.0,7598.0,3074.0,160.0,25993.0,21977.0,3130.0,886.0,525.0,361.0,979.0
435,1998MM04,8231.0,7300.0,5015.0,2285.0,952.0,21.0,8231.0,7025.0,920.0,286.0,176.0,110.0,310.0
436,1998MM05,8173.0,7285.0,5055.0,2230.0,907.0,19.0,8173.0,6991.0,911.0,271.0,156.0,115.0,308.0
437,1998MM06,8087.0,7030.0,4930.0,2100.0,1078.0,21.0,8087.0,6918.0,911.0,258.0,147.0,111.0,305.0
438,1998KW02,24491.0,21615.0,15000.0,6615.0,2937.0,61.0,24491.0,20934.0,2742.0,815.0,479.0,336.0,923.0
