ID,BedrijfstakkenBranches,Perioden,PrijsindexArbeid_1,JaarmutatiePrijsVanArbeid_2,LoonkostenPerGewerktUur2010100_3,JaarmutatieLoonkostenPerGewerktUur_4,Structuureffect_5
434,300007,2001JJ00,85.4,,79.3,,
435,300007,2002JJ00,89.1,4.3,83.6,5.4,1.0
436,300007,2003JJ00,91.6,2.8,86.9,3.9,1.1
437,300007,2004JJ00,91.2,-0.4,87.2,0.3,0.7
438,300007,2005JJ00,92.7,1.6,89.4,2.6,0.9
439,300007,2006JJ00,93.4,0.8,90.8,1.6,0.8
440,300007,2007JJ00,96.9,3.7,94.2,3.7,0.0
441,300007,2008JJ00,99.7,3.0,97.1,3.1,0.2
442,300007,2009JJ00,99.8,0.1,99.2,2.1,2.0
443,300007,2010JJ00,100.0,0.2,100.0,0.9,0.7
444,300007,2011JJ00,101.7,1.7,101.8,1.8,0.2
445,300007,2012JJ00,103.5,1.8,104.6,2.7,0.9
446,300007,2013JJ00,105.3,1.8,107.1,2.4,0.6
447,300007,2014JJ00,105.8,0.4,107.6,0.4,0.0
448,300007,2015JJ00,105.3,-0.5,106.5,-1.0,-0.6
449,300007,2016JJ00,105.7,0.4,106.1,-0.3,-0.7
450,300007,2017JJ00,107.6,1.8,107.0,0.8,-1.0
451,300007,2006VJ12,93.4,0.8,90.8,1.6,0.8
452,300007,2007VJ03,94.5,,91.8,,
453,300007,2007VJ06,95.3,,92.6,,
454,300007,2007VJ09,96.0,,93.3,,
455,300007,2007VJ12,96.9,3.7,94.2,3.7,0.0
456,300007,2008VJ03,97.9,3.6,95.3,3.7,0.1
457,300007,2008VJ06,98.8,3.7,96.2,3.8,0.1
458,300007,2008VJ09,99.3,3.5,96.7,3.6,0.1
459,300007,2008VJ12,99.7,3.0,97.1,3.1,0.2
460,300007,2009VJ03,99.8,1.9,97.6,2.4,0.5
461,300007,2009VJ06,100.4,1.6,98.7,2.7,1.0
462,300007,2009VJ09,100.3,1.0,99.1,2.5,1.5
463,300007,2009VJ12,99.8,0.1,99.2,2.1,2.0
464,300007,2010VJ03,100.4,0.6,100.2,2.7,2.0
465,300007,2010VJ06,100.5,0.1,100.5,1.8,1.7
466,300007,2010VJ09,100.0,-0.3,100.0,0.9,1.2
467,300007,2010VJ12,100.0,0.2,100.0,0.9,0.7
468,300007,2011VJ03,100.2,-0.2,100.2,0.0,0.2
469,300007,2011VJ06,100.3,-0.3,100.3,-0.2,0.1
470,300007,2011VJ09,100.6,0.6,100.7,0.7,0.1
471,300007,2011VJ12,101.7,1.7,101.8,1.8,0.2
472,300007,2012VJ03,101.6,1.4,101.9,1.7,0.4
473,300007,2012VJ06,101.8,1.6,102.4,2.1,0.6
474,300007,2012VJ09,102.7,2.1,103.5,2.8,0.7
475,300007,2012VJ12,103.5,1.8,104.6,2.7,0.9
476,300007,2013VJ03,105.2,3.5,106.4,4.4,0.8
477,300007,2013VJ06,105.3,3.4,106.7,4.2,0.8
478,300007,2013VJ09,105.4,2.6,107.1,3.5,0.8
479,300007,2013VJ12,105.3,1.8,107.1,2.4,0.6
480,300007,2014VJ03,105.2,0.0,107.1,0.6,0.6
481,300007,2014VJ06,105.3,0.1,107.2,0.4,0.4
482,300007,2014VJ09,105.2,-0.2,107.1,0.0,0.2
483,300007,2014VJ12,105.8,0.4,107.6,0.4,0.0
484,300007,2015VJ03,105.6,0.4,107.3,0.2,-0.2
485,300007,2015VJ06,105.9,0.6,107.4,0.2,-0.4
486,300007,2015VJ09,106.1,0.9,107.5,0.4,-0.5
487,300007,2015VJ12,105.3,-0.5,106.5,-1.0,-0.6
488,300007,2016VJ03,105.7,0.1,106.7,-0.5,-0.6
489,300007,2016VJ06,105.2,-0.6,106.1,-1.3,-0.6
490,300007,2016VJ09,105.2,-0.9,105.9,-1.5,-0.7
491,300007,2016VJ12,105.7,0.4,106.1,-0.3,-0.7
492,300007,2017VJ03,105.0,-0.7,105.2,-1.4,-0.7
493,300007,2017VJ06,105.9,0.7,105.9,-0.1,-0.8
494,300007,2017VJ09,106.7,1.4,106.4,0.5,-0.9
495,300007,2017VJ12,107.6,1.8,107.0,0.8,-1.0
496,300006,2001JJ00,85.5,,79.6,,
497,300006,2002JJ00,88.9,3.9,83.1,4.4,0.5
498,300006,2003JJ00,92.0,3.5,87.0,4.7,1.2
499,300006,2004JJ00,90.8,-1.3,86.6,-0.5,0.7
500,300006,2005JJ00,92.0,1.3,88.8,2.6,1.3
501,300006,2006JJ00,93.3,1.5,90.7,2.1,0.6
502,300006,2007JJ00,96.0,2.9,93.5,3.1,0.3
503,300006,2008JJ00,98.8,2.9,96.6,3.3,0.4
504,300006,2009JJ00,99.7,0.9,98.6,2.0,1.2
505,300006,2010JJ00,100.0,0.3,100.0,1.4,1.1
506,300006,2011JJ00,101.7,1.7,102.0,2.0,0.3
507,300006,2012JJ00,104.3,2.6,105.4,3.4,0.8
508,300006,2013JJ00,105.4,1.1,107.5,1.9,0.8
509,300006,2014JJ00,105.9,0.4,108.2,0.7,0.3
510,300006,2015JJ00,106.9,1.0,109.2,0.9,-0.1
511,300006,2016JJ00,107.6,0.7,109.7,0.4,-0.2
512,300006,2017JJ00,109.6,1.8,111.3,1.5,-0.3
513,300006,2006VJ12,93.3,1.5,90.7,2.1,0.6
514,300006,2007VJ03,94.3,,91.7,,
515,300006,2007VJ06,95.0,,92.4,,
516,300006,2007VJ09,95.6,,93.1,,
517,300006,2007VJ12,96.0,2.9,93.5,3.1,0.3
518,300006,2008VJ03,97.0,2.9,94.6,3.2,0.3
519,300006,2008VJ06,97.8,2.9,95.4,3.2,0.3
520,300006,2008VJ09,98.3,2.8,95.9,3.1,0.3
521,300006,2008VJ12,98.8,2.9,96.6,3.3,0.4
522,300006,2009VJ03,99.4,2.4,97.3,2.9,0.5
523,300006,2009VJ06,100.2,2.5,98.4,3.2,0.7
524,300006,2009VJ09,100.1,1.8,98.6,2.8,1.0
525,300006,2009VJ12,99.7,0.9,98.6,2.0,1.2
526,300006,2010VJ03,100.1,0.8,99.4,2.2,1.4
527,300006,2010VJ06,100.4,0.2,100.0,1.6,1.4
528,300006,2010VJ09,99.9,-0.1,99.7,1.1,1.2
529,300006,2010VJ12,100.0,0.3,100.0,1.4,1.1
530,300006,2011VJ03,100.1,0.0,100.2,0.8,0.8
531,300006,2011VJ06,100.2,-0.2,100.4,0.4,0.6
532,300006,2011VJ09,100.5,0.6,100.8,1.1,0.5
533,300006,2011VJ12,101.7,1.7,102.0,2.0,0.3
534,300006,2012VJ03,101.9,1.8,102.3,2.1,0.3
535,300006,2012VJ06,102.4,2.2,103.0,2.6,0.4
536,300006,2012VJ09,103.3,2.8,104.2,3.3,0.6
537,300006,2012VJ12,104.3,2.6,105.4,3.4,0.8
538,300006,2013VJ03,105.6,3.7,107.0,4.6,0.9
539,300006,2013VJ06,105.7,3.3,107.4,4.2,0.9
540,300006,2013VJ09,105.8,2.4,107.6,3.3,0.9
541,300006,2013VJ12,105.4,1.1,107.5,1.9,0.8
542,300006,2014VJ03,105.3,-0.3,107.5,0.5,0.8
543,300006,2014VJ06,105.5,-0.3,107.7,0.3,0.6
544,300006,2014VJ09,105.3,-0.4,107.7,0.0,0.4
545,300006,2014VJ12,105.9,0.4,108.2,0.7,0.3
546,300006,2015VJ03,106.3,0.9,108.7,1.1,0.2
547,300006,2015VJ06,106.9,1.3,109.3,1.5,0.1
548,300006,2015VJ09,107.4,2.0,109.8,2.0,0.0
549,300006,2015VJ12,106.9,1.0,109.2,0.9,-0.1
550,300006,2016VJ03,107.4,1.1,109.7,0.9,-0.2
551,300006,2016VJ06,107.1,0.2,109.2,0.0,-0.2
552,300006,2016VJ09,107.0,-0.4,109.1,-0.6,-0.2
553,300006,2016VJ12,107.6,0.7,109.7,0.4,-0.2
554,300006,2017VJ03,106.9,-0.5,108.9,-0.7,-0.2
555,300006,2017VJ06,107.8,0.7,109.8,0.5,-0.2
556,300006,2017VJ09,108.6,1.5,110.5,1.3,-0.2
557,300006,2017VJ12,109.6,1.8,111.3,1.5,-0.3
558,354200,2001JJ00,85.1,,77.8,,
559,354200,2002JJ00,88.6,4.1,81.3,4.4,0.3
560,354200,2003JJ00,92.3,4.1,85.8,5.5,1.3
561,354200,2004JJ00,90.9,-1.4,85.2,-0.7,0.7
562,354200,2005JJ00,92.3,1.5,87.7,3.0,1.5
563,354200,2006JJ00,93.5,1.3,89.8,2.3,1.0
564,354200,2007JJ00,96.1,2.7,92.6,3.1,0.3
565,354200,2008JJ00,99.1,3.2,96.0,3.7,0.5
566,354200,2009JJ00,99.7,0.6,98.0,2.2,1.5
567,354200,2010JJ00,100.0,0.3,100.0,2.0,1.7
568,354200,2011JJ00,101.8,1.8,102.3,2.3,0.5
569,354200,2012JJ00,104.5,2.7,105.9,3.6,0.9
570,354200,2013JJ00,105.3,0.8,107.8,1.8,1.0
571,354200,2014JJ00,106.0,0.6,109.0,1.1,0.5
572,354200,2015JJ00,106.8,0.8,110.2,1.1,0.3
573,354200,2016JJ00,107.5,0.6,110.8,0.6,0.0
574,354200,2017JJ00,109.6,2.0,113.0,2.0,-0.1
575,354200,2006VJ12,93.5,1.3,89.8,2.3,1.0
576,354200,2007VJ03,94.6,,90.9,,
577,354200,2007VJ06,95.2,,91.6,,
578,354200,2007VJ09,95.7,,92.2,,
579,354200,2007VJ12,96.1,2.7,92.6,3.1,0.3
580,354200,2008VJ03,97.0,2.6,93.6,3.0,0.4
581,354200,2008VJ06,97.9,2.9,94.6,3.3,0.4
582,354200,2008VJ09,98.3,2.7,95.1,3.2,0.5
583,354200,2008VJ12,99.1,3.2,96.0,3.7,0.5
584,354200,2009VJ03,99.7,2.7,96.8,3.4,0.7
585,354200,2009VJ06,100.5,2.6,98.0,3.5,0.9
586,354200,2009VJ09,100.3,2.0,98.2,3.2,1.3
587,354200,2009VJ12,99.7,0.6,98.0,2.2,1.5
588,354200,2010VJ03,100.0,0.3,98.8,2.1,1.8
589,354200,2010VJ06,100.3,-0.1,99.6,1.7,1.8
590,354200,2010VJ09,99.9,-0.4,99.6,1.4,1.8
591,354200,2010VJ12,100.0,0.3,100.0,2.0,1.7
592,354200,2011VJ03,100.2,0.2,100.3,1.5,1.3
593,354200,2011VJ06,100.3,0.0,100.6,1.0,1.0
594,354200,2011VJ09,100.6,0.7,101.0,1.4,0.7
595,354200,2011VJ12,101.8,1.8,102.3,2.3,0.5
596,354200,2012VJ03,101.9,1.7,102.6,2.3,0.5
597,354200,2012VJ06,102.4,2.0,103.3,2.6,0.6
598,354200,2012VJ09,103.5,2.9,104.6,3.6,0.7
599,354200,2012VJ12,104.5,2.7,105.9,3.6,0.9
600,354200,2013VJ03,105.8,3.8,107.5,4.8,0.9
601,354200,2013VJ06,105.9,3.4,107.9,4.4,1.0
602,354200,2013VJ09,105.7,2.2,108.0,3.3,1.1
603,354200,2013VJ12,105.3,0.8,107.8,1.8,1.0
604,354200,2014VJ03,105.3,-0.5,108.0,0.4,0.9
605,354200,2014VJ06,105.5,-0.4,108.3,0.4,0.8
606,354200,2014VJ09,105.4,-0.3,108.3,0.3,0.6
607,354200,2014VJ12,106.0,0.6,109.0,1.1,0.5
608,354200,2015VJ03,106.4,1.1,109.6,1.5,0.4
609,354200,2015VJ06,107.0,1.4,110.3,1.8,0.4
610,354200,2015VJ09,107.5,2.0,110.9,2.3,0.3
611,354200,2015VJ12,106.8,0.8,110.2,1.1,0.3
612,354200,2016VJ03,107.4,0.9,110.8,1.1,0.2
613,354200,2016VJ06,107.0,0.0,110.4,0.1,0.1
614,354200,2016VJ09,106.9,-0.6,110.2,-0.6,0.0
615,354200,2016VJ12,107.5,0.6,110.8,0.6,0.0
616,354200,2017VJ03,106.8,-0.6,110.2,-0.5,0.0
617,354200,2017VJ06,107.9,0.8,111.4,0.9,0.0
618,354200,2017VJ09,108.7,1.7,112.1,1.7,0.0
619,354200,2017VJ12,109.6,2.0,113.0,2.0,-0.1
620,383100,2001JJ00,85.2,,80.8,,
621,383100,2002JJ00,88.4,3.8,84.5,4.6,0.7
622,383100,2003JJ00,90.8,2.6,87.4,3.4,0.7
623,383100,2004JJ00,90.1,-0.7,87.4,0.1,0.8
624,383100,2005JJ00,90.6,0.6,88.8,1.6,1.0
625,383100,2006JJ00,92.3,1.9,90.8,2.3,0.4
626,383100,2007JJ00,95.5,3.5,94.3,3.8,0.3
627,383100,2008JJ00,98.0,2.7,96.9,2.8,0.2
628,383100,2009JJ00,99.6,1.5,99.2,2.3,0.8
629,383100,2010JJ00,100.0,0.4,100.0,0.8,0.4
630,383100,2011JJ00,101.9,1.9,102.4,2.4,0.5
631,383100,2012JJ00,104.2,2.3,105.7,3.2,0.9
632,383100,2013JJ00,106.2,1.9,108.9,3.1,1.1
633,383100,2014JJ00,105.6,-0.6,109.0,0.0,0.6
634,383100,2015JJ00,107.7,2.0,111.1,2.0,0.0
635,383100,2016JJ00,108.5,0.8,111.8,0.6,-0.2
636,383100,2017JJ00,110.4,1.7,113.3,1.4,-0.3
637,383100,2006VJ12,92.3,1.9,90.8,2.3,0.4
638,383100,2007VJ03,93.3,,91.9,,
639,383100,2007VJ06,94.1,,92.8,,
640,383100,2007VJ09,94.8,,93.6,,
641,383100,2007VJ12,95.5,3.5,94.3,3.8,0.3
642,383100,2008VJ03,96.7,3.7,95.5,4.0,0.2
643,383100,2008VJ06,97.1,3.2,95.9,3.3,0.1
644,383100,2008VJ09,97.9,3.2,96.7,3.3,0.1
645,383100,2008VJ12,98.0,2.7,96.9,2.8,0.2
646,383100,2009VJ03,98.7,2.0,97.7,2.3,0.3
647,383100,2009VJ06,99.7,2.7,98.9,3.2,0.4
648,383100,2009VJ09,99.6,1.8,99.0,2.4,0.6
649,383100,2009VJ12,99.6,1.5,99.2,2.3,0.8
650,383100,2010VJ03,100.0,1.3,99.8,2.2,0.9
651,383100,2010VJ06,100.1,0.4,100.1,1.2,0.8
652,383100,2010VJ09,99.9,0.3,99.9,0.8,0.6
653,383100,2010VJ12,100.0,0.4,100.0,0.8,0.4
654,383100,2011VJ03,100.0,0.0,100.1,0.3,0.3
655,383100,2011VJ06,100.1,0.0,100.3,0.2,0.3
656,383100,2011VJ09,100.7,0.8,101.0,1.1,0.4
657,383100,2011VJ12,101.9,1.9,102.4,2.4,0.5
658,383100,2012VJ03,102.1,2.1,102.8,2.7,0.5
659,383100,2012VJ06,102.7,2.6,103.6,3.3,0.7
660,383100,2012VJ09,103.3,2.6,104.4,3.4,0.8
661,383100,2012VJ12,104.2,2.3,105.7,3.2,0.9
662,383100,2013VJ03,105.7,3.5,107.5,4.6,1.1
663,383100,2013VJ06,106.0,3.2,108.2,4.4,1.2
664,383100,2013VJ09,106.3,2.9,108.8,4.1,1.2
665,383100,2013VJ12,106.2,1.9,108.9,3.1,1.1
666,383100,2014VJ03,105.8,0.1,108.8,1.1,1.0
667,383100,2014VJ06,105.6,-0.4,108.7,0.5,0.9
668,383100,2014VJ09,105.3,-1.0,108.5,-0.2,0.7
669,383100,2014VJ12,105.6,-0.6,109.0,0.0,0.6
670,383100,2015VJ03,106.1,0.2,109.4,0.6,0.4
671,383100,2015VJ06,107.0,1.3,110.4,1.5,0.2
672,383100,2015VJ09,107.8,2.3,111.2,2.5,0.1
673,383100,2015VJ12,107.7,2.0,111.1,2.0,0.0
674,383100,2016VJ03,108.2,2.0,111.5,1.9,0.0
675,383100,2016VJ06,107.8,0.8,111.2,0.7,-0.1
676,383100,2016VJ09,107.8,0.1,111.1,-0.1,-0.1
677,383100,2016VJ12,108.5,0.8,111.8,0.6,-0.2
678,383100,2017VJ03,107.7,-0.4,110.9,-0.6,-0.2
679,383100,2017VJ06,108.1,0.2,111.6,0.3,0.1
680,383100,2017VJ09,109.0,1.1,112.3,1.1,0.0
681,383100,2017VJ12,110.4,1.7,113.3,1.4,-0.3
682,389100,2001JJ00,89.6,,87.0,,
683,389100,2002JJ00,92.2,2.8,89.8,3.3,0.4
684,389100,2003JJ00,93.7,1.7,91.7,2.1,0.5
685,389100,2004JJ00,92.2,-1.6,90.8,-1.1,0.6
686,389100,2005JJ00,94.1,2.1,93.3,2.8,0.7
687,389100,2006JJ00,95.7,1.7,94.4,1.2,-0.5
688,389100,2007JJ00,97.5,1.9,96.1,1.7,-0.2
689,389100,2008JJ00,99.5,2.0,98.1,2.1,0.0
690,389100,2009JJ00,100.0,0.5,99.2,1.1,0.6
691,389100,2010JJ00,100.0,0.0,100.0,0.9,0.8
692,389100,2011JJ00,100.5,0.5,100.4,0.4,-0.1
693,389100,2012JJ00,103.1,2.5,103.3,2.9,0.4
694,389100,2013JJ00,103.8,0.7,104.4,1.1,0.4
695,389100,2014JJ00,105.8,1.9,106.6,2.1,0.2
696,389100,2015JJ00,105.1,-0.6,105.7,-0.9,-0.3
697,389100,2016JJ00,106.0,0.8,106.1,0.4,-0.4
698,389100,2017JJ00,107.1,1.0,106.8,0.6,-0.4
699,389100,2006VJ12,95.7,1.7,94.4,1.2,-0.5
700,389100,2007VJ03,96.1,,94.9,,
701,389100,2007VJ06,96.7,,95.3,,
702,389100,2007VJ09,97.3,,95.8,,
703,389100,2007VJ12,97.5,1.9,96.1,1.7,-0.2
704,389100,2008VJ03,98.4,2.4,97.0,2.2,-0.1
705,389100,2008VJ06,98.9,2.2,97.5,2.2,0.0
706,389100,2008VJ09,99.1,1.9,97.7,1.9,0.1
707,389100,2008VJ12,99.5,2.0,98.1,2.1,0.0
708,389100,2009VJ03,99.2,0.8,97.9,0.9,0.2
709,389100,2009VJ06,99.7,0.8,98.5,1.1,0.3
710,389100,2009VJ09,99.7,0.6,98.7,1.1,0.4
711,389100,2009VJ12,100.0,0.5,99.2,1.1,0.6
712,389100,2010VJ03,101.7,2.5,101.1,3.3,0.7
713,389100,2010VJ06,102.2,2.5,101.8,3.3,0.8
714,389100,2010VJ09,100.2,0.5,100.0,1.3,0.8
715,389100,2010VJ12,100.0,0.0,100.0,0.9,0.8
716,389100,2011VJ03,99.8,-1.9,99.8,-1.3,0.6
717,389100,2011VJ06,99.6,-2.5,99.5,-2.2,0.2
718,389100,2011VJ09,99.8,-0.4,99.6,-0.4,0.0
719,389100,2011VJ12,100.5,0.5,100.4,0.4,-0.1
720,389100,2012VJ03,100.6,0.8,100.5,0.7,-0.1
721,389100,2012VJ06,101.1,1.5,101.2,1.6,0.2
722,389100,2012VJ09,102.1,2.3,102.2,2.6,0.3
723,389100,2012VJ12,103.1,2.5,103.3,2.9,0.4
724,389100,2013VJ03,104.0,3.4,104.4,3.9,0.5
725,389100,2013VJ06,104.1,2.9,104.5,3.3,0.4
726,389100,2013VJ09,104.5,2.4,105.0,2.8,0.4
727,389100,2013VJ12,103.8,0.7,104.4,1.1,0.4
728,389100,2014VJ03,104.1,0.0,104.8,0.4,0.3
729,389100,2014VJ06,104.8,0.7,105.5,1.0,0.3
730,389100,2014VJ09,104.9,0.4,105.7,0.6,0.2
731,389100,2014VJ12,105.8,1.9,106.6,2.1,0.2
732,389100,2015VJ03,105.5,1.3,106.3,1.4,0.1
733,389100,2015VJ06,105.6,0.8,106.3,0.8,0.0
734,389100,2015VJ09,105.9,0.9,106.5,0.7,-0.2
735,389100,2015VJ12,105.1,-0.6,105.7,-0.9,-0.3
736,389100,2016VJ03,105.4,-0.1,105.8,-0.4,-0.4
737,389100,2016VJ06,105.2,-0.4,105.6,-0.7,-0.3
738,389100,2016VJ09,105.5,-0.3,105.7,-0.7,-0.4
739,389100,2016VJ12,106.0,0.8,106.1,0.4,-0.4
740,389100,2017VJ03,105.2,-0.2,105.3,-0.5,-0.4
741,389100,2017VJ06,105.9,0.7,105.8,0.2,-0.5
742,389100,2017VJ09,106.5,1.0,106.3,0.6,-0.4
743,389100,2017VJ12,107.1,1.0,106.8,0.6,-0.4
744,391600,2001JJ00,81.6,,73.5,,
745,391600,2002JJ00,85.0,4.2,78.0,6.1,1.8
746,391600,2003JJ00,88.9,4.6,82.8,6.3,1.6
747,391600,2004JJ00,89.2,0.3,84.6,2.1,1.7
748,391600,2005JJ00,91.0,2.0,87.3,3.3,1.2
749,391600,2006JJ00,92.3,1.5,89.5,2.5,1.0
750,391600,2007JJ00,95.6,3.6,93.1,4.0,0.4
751,391600,2008JJ00,99.5,4.1,97.0,4.2,0.2
752,391600,2009JJ00,102.6,3.1,100.8,3.9,0.7
753,391600,2010JJ00,100.0,-2.5,100.0,-0.8,1.8
754,391600,2011JJ00,100.6,0.6,101.2,1.2,0.6
755,391600,2012JJ00,102.6,2.0,103.9,2.7,0.7
756,391600,2013JJ00,103.1,0.4,104.9,0.9,0.5
757,391600,2014JJ00,101.1,-1.9,103.1,-1.7,0.2
758,391600,2015JJ00,103.2,2.1,105.0,1.9,-0.2
759,391600,2016JJ00,103.6,0.4,104.8,-0.2,-0.6
760,391600,2017JJ00,106.2,2.5,107.2,2.3,-0.3
761,391600,2006VJ12,92.3,1.5,89.5,2.5,1.0
762,391600,2007VJ03,93.6,,90.8,,
763,391600,2007VJ06,94.7,,92.0,,
764,391600,2007VJ09,95.3,,92.8,,
765,391600,2007VJ12,95.6,3.6,93.1,4.0,0.4
766,391600,2008VJ03,96.5,3.2,94.0,3.5,0.4
767,391600,2008VJ06,97.7,3.3,95.3,3.6,0.3
768,391600,2008VJ09,98.4,3.2,95.9,3.4,0.2
769,391600,2008VJ12,99.5,4.1,97.0,4.2,0.2
770,391600,2009VJ03,100.5,4.2,98.1,4.3,0.2
771,391600,2009VJ06,102.1,4.4,99.8,4.7,0.3
772,391600,2009VJ09,102.5,4.2,100.4,4.7,0.4
773,391600,2009VJ12,102.6,3.1,100.8,3.9,0.7
774,391600,2010VJ03,102.3,1.8,101.0,2.9,1.2
775,391600,2010VJ06,101.4,-0.6,100.7,0.9,1.5
776,391600,2010VJ09,100.6,-1.9,100.2,-0.2,1.7
777,391600,2010VJ12,100.0,-2.5,100.0,-0.8,1.8
778,391600,2011VJ03,99.9,-2.3,100.1,-0.9,1.5
779,391600,2011VJ06,99.7,-1.7,100.1,-0.6,1.1
780,391600,2011VJ09,99.8,-0.7,100.3,0.1,0.8
781,391600,2011VJ12,100.6,0.6,101.2,1.2,0.6
782,391600,2012VJ03,100.7,0.8,101.3,1.2,0.4
783,391600,2012VJ06,100.7,1.1,101.6,1.5,0.5
784,391600,2012VJ09,101.8,1.9,102.8,2.5,0.6
785,391600,2012VJ12,102.6,2.0,103.9,2.7,0.7
786,391600,2013VJ03,103.8,3.2,105.3,4.0,0.8
787,391600,2013VJ06,103.5,2.7,105.1,3.4,0.7
788,391600,2013VJ09,103.5,1.7,105.2,2.3,0.6
789,391600,2013VJ12,103.1,0.4,104.9,0.9,0.5
790,391600,2014VJ03,102.3,-1.5,104.2,-1.1,0.4
791,391600,2014VJ06,101.9,-1.5,103.9,-1.2,0.3
792,391600,2014VJ09,101.1,-2.3,103.0,-2.0,0.3
793,391600,2014VJ12,101.1,-1.9,103.1,-1.7,0.2
794,391600,2015VJ03,101.6,-0.7,103.6,-0.6,0.1
795,391600,2015VJ06,102.7,0.8,104.8,0.9,0.1
796,391600,2015VJ09,103.4,2.3,105.4,2.3,0.0
797,391600,2015VJ12,103.2,2.1,105.0,1.9,-0.2
798,391600,2016VJ03,103.5,1.9,105.1,1.5,-0.3
799,391600,2016VJ06,102.5,-0.2,104.1,-0.7,-0.5
800,391600,2016VJ09,102.4,-0.9,103.9,-1.5,-0.5
801,391600,2016VJ12,103.6,0.4,104.8,-0.2,-0.6
802,391600,2017VJ03,103.0,-0.5,104.0,-1.0,-0.5
803,391600,2017VJ06,104.1,1.5,105.1,1.0,-0.5
804,391600,2017VJ09,105.0,2.5,106.0,2.1,-0.4
805,391600,2017VJ12,106.2,2.5,107.2,2.3,-0.3
806,396300,2001JJ00,82.4,,73.5,,
807,396300,2002JJ00,91.3,10.7,83.2,13.2,2.3
808,396300,2003JJ00,90.6,-0.7,83.7,0.6,1.4
809,396300,2004JJ00,92.1,1.7,86.0,2.8,1.1
810,396300,2005JJ00,94.9,3.0,90.1,4.7,1.6
811,396300,2006JJ00,94.0,-1.0,90.2,0.1,1.2
812,396300,2007JJ00,100.8,7.2,97.3,7.9,0.6
813,396300,2008JJ00,103.6,2.8,100.3,3.1,0.3
814,396300,2009JJ00,99.3,-4.1,97.7,-2.6,1.6
815,396300,2010JJ00,100.0,0.7,100.0,2.3,1.6
816,396300,2011JJ00,101.9,1.9,103.2,3.2,1.2
817,396300,2012JJ00,102.8,0.9,105.2,1.9,1.0
818,396300,2013JJ00,110.0,6.9,113.7,8.1,1.1
819,396300,2014JJ00,112.2,2.0,117.1,3.0,1.0
820,396300,2015JJ00,107.6,-4.1,112.9,-3.5,0.6
821,396300,2016JJ00,109.0,1.2,115.2,2.0,0.8
822,396300,2017JJ00,111.5,2.4,118.8,3.1,0.7
823,396300,2006VJ12,94.0,-1.0,90.2,0.1,1.2
824,396300,2007VJ03,96.1,,92.4,,
825,396300,2007VJ06,96.9,,93.4,,
826,396300,2007VJ09,97.8,,94.4,,
827,396300,2007VJ12,100.8,7.2,97.3,7.9,0.6
828,396300,2008VJ03,102.3,6.4,98.8,7.0,0.5
829,396300,2008VJ06,103.4,6.7,100.0,7.1,0.3
830,396300,2008VJ09,104.2,6.5,100.8,6.8,0.3
831,396300,2008VJ12,103.6,2.8,100.3,3.1,0.3
832,396300,2009VJ03,101.1,-1.1,98.3,-0.4,0.7
833,396300,2009VJ06,100.9,-2.5,98.5,-1.5,1.0
834,396300,2009VJ09,100.1,-4.0,98.1,-2.7,1.3
835,396300,2009VJ12,99.3,-4.1,97.7,-2.6,1.6
836,396300,2010VJ03,99.6,-1.6,98.6,0.3,1.9
837,396300,2010VJ06,100.1,-0.8,99.6,1.1,1.9
838,396300,2010VJ09,100.2,0.1,100.0,1.9,1.8
839,396300,2010VJ12,100.0,0.7,100.0,2.3,1.6
840,396300,2011VJ03,100.3,0.8,100.6,2.0,1.3
841,396300,2011VJ06,100.3,0.2,101.0,1.5,1.2
842,396300,2011VJ09,100.7,0.5,101.7,1.7,1.2
843,396300,2011VJ12,101.9,1.9,103.2,3.2,1.2
844,396300,2012VJ03,101.6,1.2,103.1,2.4,1.1
845,396300,2012VJ06,101.3,0.9,103.0,2.0,1.0
846,396300,2012VJ09,102.1,1.4,104.1,2.4,1.0
847,396300,2012VJ12,102.8,0.9,105.2,1.9,1.0
848,396300,2013VJ03,106.5,4.8,109.2,6.0,1.1
849,396300,2013VJ06,106.9,5.6,110.0,6.7,1.1
850,396300,2013VJ09,108.0,5.8,111.3,6.9,1.1
851,396300,2013VJ12,110.0,6.9,113.7,8.1,1.1
852,396300,2014VJ03,110.1,3.4,114.1,4.5,1.0
853,396300,2014VJ06,109.9,2.8,114.2,3.8,1.0
854,396300,2014VJ09,110.6,2.4,115.1,3.4,1.0
855,396300,2014VJ12,112.2,2.0,117.1,3.0,1.0
856,396300,2015VJ03,110.9,0.7,115.8,1.5,0.8
857,396300,2015VJ06,110.1,0.1,115.1,0.8,0.7
858,396300,2015VJ09,109.6,-0.9,114.7,-0.3,0.6
859,396300,2015VJ12,107.6,-4.1,112.9,-3.5,0.6
860,396300,2016VJ03,108.3,-2.3,113.9,-1.7,0.7
861,396300,2016VJ06,108.1,-1.8,113.8,-1.1,0.7
862,396300,2016VJ09,108.2,-1.3,114.1,-0.5,0.7
863,396300,2016VJ12,109.0,1.2,115.2,2.0,0.8
864,396300,2017VJ03,108.7,0.3,115.1,1.0,0.7
865,396300,2017VJ06,109.4,1.2,116.1,2.0,0.7
866,396300,2017VJ09,110.2,1.9,117.2,2.7,0.8
867,396300,2017VJ12,111.5,2.4,118.8,3.1,0.7
868,402000,2001JJ00,85.1,,80.4,,
869,402000,2002JJ00,87.7,3.1,83.4,3.8,0.7
