ID,Geslacht,LeeftijdOp31December,Onderwijsniveau,Marges,Perioden,Levensverwachting_1,Sterftekans_2,LevensverwInAlsGoedErvarenGezondh_3,LevensverwZonderLichBeperkingen_4,LevensverwZonderChronischeZiektes_5,LevensverwInGoedeGeestelijkeGezondh_6
865,3000    ,16500,2018700,MW00000,2013G400,17.3,0.0185,9.7,12.0,3.5,15.8
866,3000    ,16500,2018700,MW00000,2015G400,17.3,0.0174,10.0,12.0,3.2,15.8
867,3000    ,16500,2018700,MOG0095,2011G400,17.0,,9.1,11.9,3.1,15.1
868,3000    ,16500,2018700,MOG0095,2013G400,17.1,,9.3,11.5,3.1,15.5
869,3000    ,16500,2018700,MOG0095,2015G400,17.1,,9.5,11.6,2.9,15.5
870,3000    ,16500,2018700,MBG0095,2011G400,17.2,,9.9,12.8,3.9,15.8
871,3000    ,16500,2018700,MBG0095,2013G400,17.5,,10.2,12.5,3.9,16.1
872,3000    ,16500,2018700,MBG0095,2015G400,17.5,,10.4,12.5,3.6,16.1
873,3000    ,16500,2018740,MW00000,2011G400,18.8,0.0142,11.7,14.3,4.2,17.4
874,3000    ,16500,2018740,MW00000,2013G400,18.9,0.0131,12.3,14.6,4.2,17.6
875,3000    ,16500,2018740,MW00000,2015G400,19.3,0.014,12.6,15.4,4.3,18.0
876,3000    ,16500,2018740,MOG0095,2011G400,18.5,,11.1,13.7,3.7,17.0
877,3000    ,16500,2018740,MOG0095,2013G400,18.7,,11.8,14.0,3.8,17.2
878,3000    ,16500,2018740,MOG0095,2015G400,19.0,,12.0,14.8,3.9,17.6
879,3000    ,16500,2018740,MBG0095,2011G400,19.1,,12.3,14.9,4.7,17.9
880,3000    ,16500,2018740,MBG0095,2013G400,19.2,,12.8,15.1,4.7,18.0
881,3000    ,16500,2018740,MBG0095,2015G400,19.6,,13.1,15.9,4.8,18.4
882,3000    ,16500,2018790,MW00000,2011G400,21.3,0.0098,15.0,16.8,5.8,20.2
883,3000    ,16500,2018790,MW00000,2013G400,21.3,0.0094,14.5,16.6,5.1,20.2
884,3000    ,16500,2018790,MW00000,2015G400,22.4,0.0104,15.7,18.5,5.0,21.4
885,3000    ,16500,2018790,MOG0095,2011G400,20.9,,14.3,15.9,5.0,19.7
886,3000    ,16500,2018790,MOG0095,2013G400,21.0,,13.7,15.7,4.3,19.7
887,3000    ,16500,2018790,MOG0095,2015G400,22.0,,14.8,17.7,4.4,20.9
888,3000    ,16500,2018790,MBG0095,2011G400,21.7,,15.8,17.6,6.5,20.8
889,3000    ,16500,2018790,MBG0095,2013G400,21.6,,15.3,17.4,5.8,20.7
890,3000    ,16500,2018790,MBG0095,2015G400,22.7,,16.6,19.3,5.7,21.9
891,3000    ,17000,2018700,MW00000,2011G400,13.5,0.0304,7.3,9.3,2.5,12.0
892,3000    ,17000,2018700,MW00000,2013G400,13.7,0.0305,7.5,9.0,2.5,12.5
893,3000    ,17000,2018700,MW00000,2015G400,13.6,0.0311,7.5,8.8,2.2,12.5
894,3000    ,17000,2018700,MOG0095,2011G400,13.4,,6.9,8.8,2.2,11.6
895,3000    ,17000,2018700,MOG0095,2013G400,13.5,,7.1,8.5,2.2,12.1
896,3000    ,17000,2018700,MOG0095,2015G400,13.4,,7.0,8.4,1.9,12.2
897,3000    ,17000,2018700,MBG0095,2011G400,13.6,,7.7,9.8,2.9,12.4
898,3000    ,17000,2018700,MBG0095,2013G400,13.9,,8.0,9.4,2.9,12.8
899,3000    ,17000,2018700,MBG0095,2015G400,13.8,,8.0,9.3,2.6,12.8
900,3000    ,17000,2018740,MW00000,2011G400,15.0,0.0211,9.0,10.9,3.0,13.7
901,3000    ,17000,2018740,MW00000,2013G400,15.0,0.0219,9.2,10.9,3.0,13.8
902,3000    ,17000,2018740,MW00000,2015G400,15.5,0.0217,9.5,11.7,3.1,14.4
903,3000    ,17000,2018740,MOG0095,2011G400,14.7,,8.4,10.2,2.4,13.2
904,3000    ,17000,2018740,MOG0095,2013G400,14.8,,8.7,10.4,2.5,13.4
905,3000    ,17000,2018740,MOG0095,2015G400,15.2,,8.9,11.1,2.6,14.0
906,3000    ,17000,2018740,MBG0095,2011G400,15.3,,9.5,11.5,3.5,14.2
907,3000    ,17000,2018740,MBG0095,2013G400,15.3,,9.8,11.5,3.5,14.2
908,3000    ,17000,2018740,MBG0095,2015G400,15.8,,10.1,12.3,3.5,14.8
909,3000    ,17000,2018790,MW00000,2011G400,17.2,0.0181,11.8,12.9,4.3,16.3
910,3000    ,17000,2018790,MW00000,2013G400,17.2,0.0154,11.2,12.5,3.5,16.3
911,3000    ,17000,2018790,MW00000,2015G400,18.4,0.0142,12.4,14.7,3.4,17.7
912,3000    ,17000,2018790,MOG0095,2011G400,16.9,,11.1,12.0,3.5,15.8
913,3000    ,17000,2018790,MOG0095,2013G400,16.9,,10.4,11.6,2.8,15.8
914,3000    ,17000,2018790,MOG0095,2015G400,18.0,,11.5,13.8,2.7,17.1
915,3000    ,17000,2018790,MBG0095,2011G400,17.6,,12.6,13.7,5.0,16.9
916,3000    ,17000,2018790,MBG0095,2013G400,17.5,,12.0,13.4,4.2,16.8
917,3000    ,17000,2018790,MBG0095,2015G400,18.8,,13.3,15.5,4.0,18.2
918,3000    ,17500,2018700,MW00000,2011G400,10.3,0.0483,5.1,6.5,1.8,9.0
919,3000    ,17500,2018700,MW00000,2013G400,10.5,0.0479,5.5,6.2,1.7,9.6
920,3000    ,17500,2018700,MW00000,2015G400,10.5,0.0422,5.6,6.1,1.5,9.6
921,3000    ,17500,2018700,MOG0095,2011G400,10.2,,4.7,6.1,1.4,8.6
922,3000    ,17500,2018700,MOG0095,2013G400,10.4,,5.1,5.7,1.3,9.2
923,3000    ,17500,2018700,MOG0095,2015G400,10.3,,5.1,5.6,1.2,9.3
924,3000    ,17500,2018700,MBG0095,2011G400,10.4,,5.5,7.0,2.2,9.3
925,3000    ,17500,2018700,MBG0095,2013G400,10.7,,6.0,6.7,2.1,9.9
926,3000    ,17500,2018700,MBG0095,2015G400,10.7,,6.1,6.6,1.8,10.0
927,3000    ,17500,2018740,MW00000,2011G400,11.4,0.0434,6.6,7.9,2.1,10.4
928,3000    ,17500,2018740,MW00000,2013G400,11.5,0.0373,6.8,7.9,1.9,10.6
929,3000    ,17500,2018740,MW00000,2015G400,12.0,0.0432,7.1,8.5,1.9,11.1
930,3000    ,17500,2018740,MOG0095,2011G400,11.2,,6.0,7.2,1.6,9.9
931,3000    ,17500,2018740,MOG0095,2013G400,11.3,,6.3,7.3,1.5,10.2
932,3000    ,17500,2018740,MOG0095,2015G400,11.7,,6.5,7.9,1.5,10.7
933,3000    ,17500,2018740,MBG0095,2011G400,11.7,,7.1,8.5,2.7,10.8
934,3000    ,17500,2018740,MBG0095,2013G400,11.7,,7.4,8.5,2.3,11.0
935,3000    ,17500,2018740,MBG0095,2015G400,12.3,,7.7,9.1,2.4,11.5
936,3000    ,17500,2018790,MW00000,2011G400,13.6,0.0285,9.0,9.5,3.0,12.9
937,3000    ,17500,2018790,MW00000,2013G400,13.4,0.0316,8.4,9.0,2.5,12.7
938,3000    ,17500,2018790,MW00000,2015G400,14.6,0.0301,9.7,11.0,2.3,14.0
939,3000    ,17500,2018790,MOG0095,2011G400,13.3,,8.2,8.6,2.2,12.4
940,3000    ,17500,2018790,MOG0095,2013G400,13.1,,7.6,8.0,1.8,12.2
941,3000    ,17500,2018790,MOG0095,2015G400,14.2,,8.8,10.1,1.6,13.5
942,3000    ,17500,2018790,MBG0095,2011G400,14.0,,9.8,10.5,3.8,13.4
943,3000    ,17500,2018790,MBG0095,2013G400,13.6,,9.2,9.9,3.2,13.2
944,3000    ,17500,2018790,MBG0095,2015G400,15.0,,10.6,11.9,2.9,14.5
945,3000    ,18000,2018700,MW00000,2011G400,7.4,0.1344,3.4,4.1,1.2,6.2
946,3000    ,18000,2018700,MW00000,2013G400,7.7,0.1293,3.6,3.5,1.1,6.8
947,3000    ,18000,2018700,MW00000,2015G400,7.4,0.1349,3.6,3.3,1.0,6.7
948,3000    ,18000,2018700,MOG0095,2011G400,7.4,,3.0,3.6,0.8,5.8
949,3000    ,18000,2018700,MOG0095,2013G400,7.6,,3.1,3.0,0.8,6.4
950,3000    ,18000,2018700,MOG0095,2015G400,7.3,,3.2,2.8,0.7,6.4
951,3000    ,18000,2018700,MBG0095,2011G400,7.5,,3.9,4.6,1.6,6.6
952,3000    ,18000,2018700,MBG0095,2013G400,7.8,,4.1,4.0,1.5,7.1
953,3000    ,18000,2018700,MBG0095,2015G400,7.5,,4.1,3.8,1.3,7.0
954,3000    ,18000,2018740,MW00000,2011G400,8.6,0.1166,4.8,5.6,1.6,7.7
955,3000    ,18000,2018740,MW00000,2013G400,8.3,0.12,4.9,5.3,1.4,7.6
956,3000    ,18000,2018740,MW00000,2015G400,9.3,0.1076,5.1,6.0,1.3,8.6
957,3000    ,18000,2018740,MOG0095,2011G400,8.4,,4.2,4.9,1.1,7.3
958,3000    ,18000,2018740,MOG0095,2013G400,8.2,,4.3,4.7,1.0,7.2
959,3000    ,18000,2018740,MOG0095,2015G400,9.1,,4.5,5.4,0.8,8.2
960,3000    ,18000,2018740,MBG0095,2011G400,8.7,,5.4,6.2,2.2,8.2
961,3000    ,18000,2018740,MBG0095,2013G400,8.5,,5.4,5.9,1.9,8.0
962,3000    ,18000,2018740,MBG0095,2015G400,9.5,,5.8,6.6,1.7,9.0
963,3000    ,18000,2018790,MW00000,2011G400,10.4,0.0965,6.4,6.4,2.3,9.8
964,3000    ,18000,2018790,MW00000,2013G400,10.2,0.0978,6.4,6.1,2.0,9.8
965,3000    ,18000,2018790,MW00000,2015G400,11.6,0.0865,7.4,8.1,1.4,11.1
966,3000    ,18000,2018790,MOG0095,2011G400,10.2,,5.6,5.4,1.5,9.3
967,3000    ,18000,2018790,MOG0095,2013G400,10.0,,5.5,5.1,1.3,9.3
968,3000    ,18000,2018790,MOG0095,2015G400,11.3,,6.5,7.1,0.8,10.6
969,3000    ,18000,2018790,MBG0095,2011G400,10.6,,7.2,7.4,3.1,10.3
970,3000    ,18000,2018790,MBG0095,2013G400,10.4,,7.2,7.1,2.8,10.2
971,3000    ,18000,2018790,MBG0095,2015G400,11.8,,8.4,9.1,2.0,11.5
972,4000    ,10010,2018700,MW00000,2011G400,81.3,0.0053,57.4,64.7,38.8,69.8
973,4000    ,10010,2018700,MW00000,2013G400,81.1,0.0085,56.7,63.5,36.4,68.8
974,4000    ,10010,2018700,MW00000,2015G400,80.9,0.0044,56.3,64.1,35.1,68.5
975,4000    ,10010,2018700,MOG0095,2011G400,80.9,,56.5,,37.5,
976,4000    ,10010,2018700,MOG0095,2013G400,80.7,,55.6,,35.2,
977,4000    ,10010,2018700,MOG0095,2015G400,80.5,,55.1,,33.8,
978,4000    ,10010,2018700,MBG0095,2011G400,81.7,,58.4,,40.2,
979,4000    ,10010,2018700,MBG0095,2013G400,81.6,,57.7,,37.7,
980,4000    ,10010,2018700,MBG0095,2015G400,81.3,,57.5,,36.4,
981,4000    ,10010,2018740,MW00000,2011G400,84.5,0.0035,65.9,72.3,40.1,74.8
982,4000    ,10010,2018740,MW00000,2013G400,84.4,0.0022,65.6,71.8,39.9,73.9
983,4000    ,10010,2018740,MW00000,2015G400,84.5,0.0042,64.5,71.9,38.9,73.6
984,4000    ,10010,2018740,MOG0095,2011G400,84.1,,65.0,,39.1,
985,4000    ,10010,2018740,MOG0095,2013G400,84.0,,64.7,,39.0,
986,4000    ,10010,2018740,MOG0095,2015G400,84.1,,63.5,,38.0,
987,4000    ,10010,2018740,MBG0095,2011G400,84.8,,66.8,,41.1,
988,4000    ,10010,2018740,MBG0095,2013G400,84.7,,66.5,,40.8,
989,4000    ,10010,2018740,MBG0095,2015G400,84.9,,65.5,,39.8,
990,4000    ,10010,2018790,MW00000,2011G400,85.5,0.0019,70.7,76.0,44.9,76.0
991,4000    ,10010,2018790,MW00000,2013G400,86.5,0.002,72.2,77.8,46.9,77.6
992,4000    ,10010,2018790,MW00000,2015G400,87.1,0.0021,71.9,78.5,46.5,77.5
993,4000    ,10010,2018790,MOG0095,2011G400,85.1,,69.4,,43.7,
994,4000    ,10010,2018790,MOG0095,2013G400,86.2,,70.8,,45.6,
995,4000    ,10010,2018790,MOG0095,2015G400,86.7,,70.5,,45.2,
996,4000    ,10010,2018790,MBG0095,2011G400,86.0,,72.1,,46.2,
997,4000    ,10010,2018790,MBG0095,2013G400,86.9,,73.6,,48.3,
998,4000    ,10010,2018790,MBG0095,2015G400,87.6,,73.3,,47.8,
999,4000    ,10100,2018700,MW00000,2011G400,81.3,0.0003,57.2,64.5,38.5,69.6
1000,4000    ,10100,2018700,MW00000,2013G400,81.3,0.0001,56.7,63.5,36.3,68.9
1001,4000    ,10100,2018700,MW00000,2015G400,80.8,0.0002,56.1,63.9,34.8,68.4
1002,4000    ,10100,2018700,MOG0095,2011G400,81.0,,56.3,,37.2,
1003,4000    ,10100,2018700,MOG0095,2013G400,81.1,,55.6,,35.0,
1004,4000    ,10100,2018700,MOG0095,2015G400,80.5,,54.9,,33.5,
1005,4000    ,10100,2018700,MBG0095,2011G400,81.6,,58.2,,39.9,
1006,4000    ,10100,2018700,MBG0095,2013G400,81.6,,57.7,,37.5,
1007,4000    ,10100,2018700,MBG0095,2015G400,81.0,,57.3,,36.1,
1008,4000    ,10100,2018740,MW00000,2011G400,84.3,0.0002,65.7,72.0,39.8,74.6
1009,4000    ,10100,2018740,MW00000,2013G400,84.0,0.0002,65.3,71.4,39.5,73.6
1010,4000    ,10100,2018740,MW00000,2015G400,84.4,0.0001,64.3,71.7,38.6,73.5
1011,4000    ,10100,2018740,MOG0095,2011G400,83.9,,64.8,,38.8,
1012,4000    ,10100,2018740,MOG0095,2013G400,83.7,,64.3,,38.6,
1013,4000    ,10100,2018740,MOG0095,2015G400,84.0,,63.3,,37.7,
1014,4000    ,10100,2018740,MBG0095,2011G400,84.6,,66.6,,40.8,
1015,4000    ,10100,2018740,MBG0095,2013G400,84.3,,66.2,,40.4,
1016,4000    ,10100,2018740,MBG0095,2015G400,84.7,,65.3,,39.5,
1017,4000    ,10100,2018790,MW00000,2011G400,85.1,0.0002,70.4,75.7,44.5,75.8
1018,4000    ,10100,2018790,MW00000,2013G400,86.1,0.0002,71.8,77.5,46.5,77.3
1019,4000    ,10100,2018790,MW00000,2015G400,86.7,0.0001,71.6,78.2,46.1,77.3
1020,4000    ,10100,2018790,MOG0095,2011G400,84.8,,69.0,,43.3,
1021,4000    ,10100,2018790,MOG0095,2013G400,85.8,,70.4,,45.2,
1022,4000    ,10100,2018790,MOG0095,2015G400,86.4,,70.2,,44.8,
1023,4000    ,10100,2018790,MBG0095,2011G400,85.7,,71.8,,45.8,
1024,4000    ,10100,2018790,MBG0095,2013G400,86.6,,73.2,,47.9,
1025,4000    ,10100,2018790,MBG0095,2015G400,87.3,,72.9,,47.4,
1026,4000    ,10500,2018700,MW00000,2011G400,77.4,0.0001,53.4,60.6,34.8,65.9
1027,4000    ,10500,2018700,MW00000,2013G400,77.4,0.0001,52.8,59.6,32.4,65.1
1028,4000    ,10500,2018700,MW00000,2015G400,76.9,0.0001,52.2,60.0,30.9,64.6
1029,4000    ,10500,2018700,MOG0095,2011G400,77.1,,52.5,,33.5,
1030,4000    ,10500,2018700,MOG0095,2013G400,77.1,,51.8,,31.2,
1031,4000    ,10500,2018700,MOG0095,2015G400,76.6,,51.0,,29.7,
1032,4000    ,10500,2018700,MBG0095,2011G400,77.6,,54.3,,36.1,
1033,4000    ,10500,2018700,MBG0095,2013G400,77.6,,53.9,,33.6,
1034,4000    ,10500,2018700,MBG0095,2015G400,77.1,,53.4,,32.2,
1035,4000    ,10500,2018740,MW00000,2011G400,80.3,0.0001,61.8,68.1,36.1,71.0
1036,4000    ,10500,2018740,MW00000,2013G400,80.1,0.0001,61.5,67.5,35.9,70.3
1037,4000    ,10500,2018740,MW00000,2015G400,80.4,0.0001,60.5,67.7,34.9,70.2
1038,4000    ,10500,2018740,MOG0095,2011G400,80.0,,60.9,,35.1,
1039,4000    ,10500,2018740,MOG0095,2013G400,79.8,,60.5,,35.0,
1040,4000    ,10500,2018740,MOG0095,2015G400,80.1,,59.5,,34.0,
1041,4000    ,10500,2018740,MBG0095,2011G400,80.7,,62.7,,37.1,
1042,4000    ,10500,2018740,MBG0095,2013G400,80.4,,62.4,,36.8,
1043,4000    ,10500,2018740,MBG0095,2015G400,80.7,,61.5,,35.8,
1044,4000    ,10500,2018790,MW00000,2011G400,81.2,0.0001,66.6,71.7,40.8,72.5
1045,4000    ,10500,2018790,MW00000,2013G400,82.2,0.0001,68.0,73.5,42.7,73.9
1046,4000    ,10500,2018790,MW00000,2015G400,82.8,0.0001,67.7,74.2,42.3,73.7
1047,4000    ,10500,2018790,MOG0095,2011G400,80.9,,65.2,,39.5,
1048,4000    ,10500,2018790,MOG0095,2013G400,81.9,,66.6,,41.4,
1049,4000    ,10500,2018790,MOG0095,2015G400,82.4,,66.3,,41.1,
1050,4000    ,10500,2018790,MBG0095,2011G400,81.8,,67.9,,42.1,
1051,4000    ,10500,2018790,MBG0095,2013G400,82.6,,69.4,,44.1,
1052,4000    ,10500,2018790,MBG0095,2015G400,83.3,,69.1,,43.6,
1053,4000    ,11000,2018700,MW00000,2011G400,72.4,0.0001,48.6,55.6,30.3,61.1
1054,4000    ,11000,2018700,MW00000,2013G400,72.4,0.0001,48.0,54.6,28.1,60.3
1055,4000    ,11000,2018700,MW00000,2015G400,71.9,0.0001,47.4,55.0,26.7,59.8
1056,4000    ,11000,2018700,MOG0095,2011G400,72.1,,47.7,54.6,29.0,60.1
1057,4000    ,11000,2018700,MOG0095,2013G400,72.2,,47.0,53.6,26.9,59.3
1058,4000    ,11000,2018700,MOG0095,2015G400,71.6,,46.3,54.0,25.5,58.8
1059,4000    ,11000,2018700,MBG0095,2011G400,72.7,,49.5,56.7,31.6,62.2
1060,4000    ,11000,2018700,MBG0095,2013G400,72.6,,49.1,55.6,29.3,61.3
1061,4000    ,11000,2018700,MBG0095,2015G400,72.1,,48.6,55.9,27.9,60.8
1062,4000    ,11000,2018740,MW00000,2011G400,75.4,0.0001,57.0,63.1,31.6,66.6
1063,4000    ,11000,2018740,MW00000,2013G400,75.2,0.0001,56.7,62.5,31.5,66.0
1064,4000    ,11000,2018740,MW00000,2015G400,75.5,0.0001,55.7,62.7,30.4,65.9
1065,4000    ,11000,2018740,MOG0095,2011G400,75.0,,56.1,62.1,30.6,65.8
1066,4000    ,11000,2018740,MOG0095,2013G400,74.9,,55.7,61.6,30.6,65.2
1067,4000    ,11000,2018740,MOG0095,2015G400,75.1,,54.7,61.9,29.5,65.2
1068,4000    ,11000,2018740,MBG0095,2011G400,75.7,,57.9,64.1,32.6,67.4
1069,4000    ,11000,2018740,MBG0095,2013G400,75.5,,57.6,63.4,32.4,66.7
1070,4000    ,11000,2018740,MBG0095,2015G400,75.8,,56.7,63.6,31.3,66.7
1071,4000    ,11000,2018790,MW00000,2011G400,76.2,0.0001,61.7,66.8,36.1,68.4
1072,4000    ,11000,2018790,MW00000,2013G400,77.2,0.0001,63.1,68.6,38.0,69.5
1073,4000    ,11000,2018790,MW00000,2015G400,77.8,0.0001,62.9,69.2,37.7,69.3
1074,4000    ,11000,2018790,MOG0095,2011G400,75.9,,60.3,65.1,34.9,67.2
1075,4000    ,11000,2018790,MOG0095,2013G400,76.9,,61.7,67.1,36.7,68.5
1076,4000    ,11000,2018790,MOG0095,2015G400,77.5,,61.6,67.9,36.4,68.2
1077,4000    ,11000,2018790,MBG0095,2011G400,76.8,,63.1,68.4,37.4,69.6
1078,4000    ,11000,2018790,MBG0095,2013G400,77.6,,64.5,70.0,39.4,70.6
1079,4000    ,11000,2018790,MBG0095,2015G400,78.3,,64.3,70.6,39.0,70.4
1080,4000    ,11500,2018700,MW00000,2011G400,67.4,0.0001,43.8,50.7,26.0,56.4
1081,4000    ,11500,2018700,MW00000,2013G400,67.4,0.0001,43.3,49.7,24.0,55.5
1082,4000    ,11500,2018700,MW00000,2015G400,66.9,0.0002,42.7,50.1,22.6,55.0
1083,4000    ,11500,2018700,MOG0095,2011G400,67.1,,42.9,49.7,24.7,55.3
1084,4000    ,11500,2018700,MOG0095,2013G400,67.2,,42.2,48.7,22.8,54.5
1085,4000    ,11500,2018700,MOG0095,2015G400,66.6,,41.6,49.2,21.3,54.1
1086,4000    ,11500,2018700,MBG0095,2011G400,67.7,,44.8,51.8,27.3,57.4
1087,4000    ,11500,2018700,MBG0095,2013G400,67.7,,44.3,50.7,25.2,56.5
1088,4000    ,11500,2018700,MBG0095,2015G400,67.1,,43.9,51.1,23.8,56.0
1089,4000    ,11500,2018740,MW00000,2011G400,70.4,0.0001,52.2,58.3,27.2,62.2
1090,4000    ,11500,2018740,MW00000,2013G400,70.2,0.0001,51.8,57.7,27.1,61.7
1091,4000    ,11500,2018740,MW00000,2015G400,70.5,0.0002,51.1,57.9,26.3,61.7
1092,4000    ,11500,2018740,MOG0095,2011G400,70.1,,51.3,57.3,26.2,61.3
1093,4000    ,11500,2018740,MOG0095,2013G400,69.9,,50.9,56.8,26.3,60.9
1094,4000    ,11500,2018740,MOG0095,2015G400,70.1,,50.1,57.0,25.5,60.9
1095,4000    ,11500,2018740,MBG0095,2011G400,70.7,,53.1,59.3,28.1,63.0
1096,4000    ,11500,2018740,MBG0095,2013G400,70.5,,52.7,58.6,28.0,62.4
1097,4000    ,11500,2018740,MBG0095,2015G400,70.8,,52.0,58.8,27.2,62.4
1098,4000    ,11500,2018790,MW00000,2011G400,71.3,0.0002,56.8,62.1,31.6,64.2
1099,4000    ,11500,2018790,MW00000,2013G400,72.3,0.0002,58.4,63.8,33.5,65.2
1100,4000    ,11500,2018790,MW00000,2015G400,72.8,0.0001,58.1,64.4,33.4,64.9
1101,4000    ,11500,2018790,MOG0095,2011G400,70.9,,55.5,60.5,30.3,63.1
1102,4000    ,11500,2018790,MOG0095,2013G400,72.0,,57.0,62.3,32.2,64.2
1103,4000    ,11500,2018790,MOG0095,2015G400,72.5,,56.8,63.1,32.1,63.8
1104,4000    ,11500,2018790,MBG0095,2011G400,71.8,,58.2,63.6,32.9,65.4
1105,4000    ,11500,2018790,MBG0095,2013G400,72.7,,59.8,65.2,34.9,66.2
1106,4000    ,11500,2018790,MBG0095,2015G400,73.4,,59.5,65.7,34.6,66.0
1107,4000    ,12000,2018700,MW00000,2011G400,62.4,0.0008,39.4,46.0,22.5,51.9
1108,4000    ,12000,2018700,MW00000,2013G400,62.5,0.0005,38.9,44.9,20.6,51.0
1109,4000    ,12000,2018700,MW00000,2015G400,61.9,0.0004,38.4,45.3,18.7,50.5
1110,4000    ,12000,2018700,MOG0095,2011G400,62.1,,38.5,44.9,21.3,50.9
1111,4000    ,12000,2018700,MOG0095,2013G400,62.3,,37.9,43.9,19.4,50.1
1112,4000    ,12000,2018700,MOG0095,2015G400,61.7,,37.2,44.3,17.5,49.6
1113,4000    ,12000,2018700,MBG0095,2011G400,62.7,,40.3,47.0,23.8,53.0
1114,4000    ,12000,2018700,MBG0095,2013G400,62.7,,39.9,45.9,21.7,52.0
1115,4000    ,12000,2018700,MBG0095,2015G400,62.2,,39.5,46.3,19.9,51.5
1116,4000    ,12000,2018740,MW00000,2011G400,65.4,0.0002,47.8,53.5,23.8,57.7
1117,4000    ,12000,2018740,MW00000,2013G400,65.2,0.0002,47.6,52.9,23.9,57.4
1118,4000    ,12000,2018740,MW00000,2015G400,65.5,0.0002,46.8,53.1,23.1,57.4
1119,4000    ,12000,2018740,MOG0095,2011G400,65.1,,46.9,52.5,22.8,56.9
1120,4000    ,12000,2018740,MOG0095,2013G400,64.9,,46.6,52.0,23.1,56.7
1121,4000    ,12000,2018740,MOG0095,2015G400,65.2,,45.9,52.2,22.3,56.7
1122,4000    ,12000,2018740,MBG0095,2011G400,65.8,,48.7,54.5,24.8,58.5
1123,4000    ,12000,2018740,MBG0095,2013G400,65.5,,48.5,53.8,24.7,58.1
1124,4000    ,12000,2018740,MBG0095,2015G400,65.9,,47.8,53.9,23.9,58.2
1125,4000    ,12000,2018790,MW00000,2011G400,66.3,0.0001,52.5,57.4,28.2,60.1
1126,4000    ,12000,2018790,MW00000,2013G400,67.3,0.0001,53.8,59.0,30.2,60.9
1127,4000    ,12000,2018790,MW00000,2015G400,67.9,0.0001,53.7,59.5,29.9,60.5
1128,4000    ,12000,2018790,MOG0095,2011G400,66.0,,51.1,55.8,27.0,59.0
1129,4000    ,12000,2018790,MOG0095,2013G400,67.0,,52.4,57.6,28.9,59.9
1130,4000    ,12000,2018790,MOG0095,2015G400,67.5,,52.3,58.2,28.7,59.4
1131,4000    ,12000,2018790,MBG0095,2011G400,66.9,,53.8,59.0,29.4,61.2
1132,4000    ,12000,2018790,MBG0095,2013G400,67.7,,55.2,60.4,31.4,61.9
1133,4000    ,12000,2018790,MBG0095,2015G400,68.4,,55.0,60.8,31.1,61.5
1134,4000    ,12500,2018700,MW00000,2011G400,57.7,0.0002,36.1,42.4,20.1,48.4
1135,4000    ,12500,2018700,MW00000,2013G400,57.6,0.0004,35.2,41.1,18.7,47.1
1136,4000    ,12500,2018700,MW00000,2015G400,57.1,0.0005,34.4,40.7,16.8,46.2
1137,4000    ,12500,2018700,MOG0095,2011G400,57.4,,35.4,41.6,19.0,47.5
1138,4000    ,12500,2018700,MOG0095,2013G400,57.4,,34.3,40.2,17.7,46.2
1139,4000    ,12500,2018700,MOG0095,2015G400,56.8,,33.4,39.9,15.8,45.4
1140,4000    ,12500,2018700,MBG0095,2011G400,57.9,,36.9,43.2,21.1,49.2
1141,4000    ,12500,2018700,MBG0095,2013G400,57.8,,36.1,42.0,19.7,47.9
1142,4000    ,12500,2018700,MBG0095,2015G400,57.3,,35.4,41.6,17.8,47.1
1143,4000    ,12500,2018740,MW00000,2011G400,60.5,0.0003,43.8,48.9,21.0,53.5
1144,4000    ,12500,2018740,MW00000,2013G400,60.3,0.0002,43.6,48.3,21.1,53.1
1145,4000    ,12500,2018740,MW00000,2015G400,60.6,0.0003,42.9,48.4,20.4,53.3
1146,4000    ,12500,2018740,MOG0095,2011G400,60.2,,42.9,47.9,20.1,52.7
1147,4000    ,12500,2018740,MOG0095,2013G400,60.0,,42.7,47.4,20.3,52.5
1148,4000    ,12500,2018740,MOG0095,2015G400,60.3,,41.9,47.5,19.6,52.6
1149,4000    ,12500,2018740,MBG0095,2011G400,60.8,,44.7,49.9,21.9,54.2
1150,4000    ,12500,2018740,MBG0095,2013G400,60.6,,44.5,49.2,21.9,53.8
1151,4000    ,12500,2018740,MBG0095,2015G400,60.9,,43.8,49.3,21.2,54.0
1152,4000    ,12500,2018790,MW00000,2011G400,61.4,0.0002,48.0,52.6,25.0,56.0
1153,4000    ,12500,2018790,MW00000,2013G400,62.4,0.0002,49.4,54.1,26.8,56.6
1154,4000    ,12500,2018790,MW00000,2015G400,62.9,0.0001,49.2,54.7,26.5,56.2
1155,4000    ,12500,2018790,MOG0095,2011G400,61.0,,46.7,51.0,23.8,54.9
1156,4000    ,12500,2018790,MOG0095,2013G400,62.1,,48.0,52.7,25.5,55.6
1157,4000    ,12500,2018790,MOG0095,2015G400,62.6,,47.9,53.3,25.3,55.2
1158,4000    ,12500,2018790,MBG0095,2011G400,61.9,,49.4,54.2,26.1,57.1
1159,4000    ,12500,2018790,MBG0095,2013G400,62.8,,50.7,55.6,28.1,57.6
1160,4000    ,12500,2018790,MBG0095,2015G400,63.5,,50.6,56.0,27.7,57.3
1161,4000    ,13000,2018700,MW00000,2011G400,52.7,0.0006,32.4,38.1,17.0,44.1
1162,4000    ,13000,2018700,MW00000,2013G400,52.8,0.0004,31.7,36.8,16.1,43.1
