ID,Persoonskenmerken,Perioden,PersonalComputerPC_1,Desktop_2,Laptop_3,k_3MndGeleden_4,k_312MndGeleden_5,k_1JaarGeleden_6,NooitPCGebruikt_7,BijnaDagelijks_8,NietDagelijksMaarMinstens1xPerWeek_9,NietWekelijksMaarMinstens1xPerMnd_10,Nauwelijks_11,Thuis_12,BijIemandAndersThuis_13,OpHetWerk_14,BijEenOnderwijsinstelling_15,Ja_16,Nee_17,k_3MndGeleden_18,k_312MndGeleden_19,k_13JaarGeleden_20,MeerDan3JaarGeleden_21,MapOfFolderKopierenVerplaatsen_22,KopierenOfPlakkenVanInformatie_23,EenvoudigeFormGebruikenSpreadsheet_24,MappenBestandenComprimerenZippen_25,Programmeren_26,GeenVanDezeVaardigheden_27,MapOfFolderKopierenVerplaatsten_28,KopierenOfPlakkenVanInformatie_29,EenvoudigeFormGebruikenSpreadsheet_30,MappenBestandenComprimerenZippen_31,Programmeren_32,GeenVanDezeVaardigheden_33,WelToegangInternet_34,GeenToegangInternet_35,EldersInternetten_36,WilNietGeenInteresse_37,FinancieleRedenen_38,OnvoldoendeKennisFysiekeBeperking_39,PrivacyEnVeiligheid_40,AndereReden_41,TotaalGeenBreedband_42,AnaloogModem_43,ISDN_44,MobieleTelefoonWAPGPRS_45,TotaalBreedband_46,ADSL_47,Kabel_48,TotaalGeenBreedband_49,AnaloogModem_50,ISDN_51,MobieleTelefoonWAPGPRS_52,TotaalBreedband_53,ADSL_54,Kabel_55,PersonalComputer_56,PCDesktop_57,Laptop_58,MobieleTelefoon_59,AndereApparatuur_60,PersonalComputer_61,PCDesktop_62,Laptop_63,MobieleTelefoon_64,AndereApparatuur_65,k_3MndGeleden_66,k_312MndGeleden_67,k_1JaarGeleden_68,NooitInternetGebruikt_69,BijnaDagelijks_70,NietDagelijksMaarMinstens1xPerWeek_71,NietWekelijksMaarMinstens1xPerMnd_72,MinderDan1xPerMaand_73,Thuis_74,BijIemandAndersThuis_75,OpHetWerk_76,BijEenOnderwijsinstelling_77,ErgensAnders_78,ZoekmachineGebruiken_79,EMailSturenMetBijvoegingDocumenten_80,BerichtenOpChatroomNieuwsgroepForum_81,TelefonerenViaInternet_82,MappenDelenIvmUitwisselenMuziekFilm_83,WebpaginaOntwerpen_84,GeenVanDezeVaardigheden_85,ZoekmachineGebruiken_86,EMailSturenMetBijvoegingDocumenten_87,BerichtenOpChatroomNieuwsgroepForum_88,TelefonerenViaInternet_89,MappenDelenIvmUitwisselenMuziekFilm_90,WebpaginaOntwerpen_91,GeenVanDezeVaardigheden_92,TotaalCommunicatie_93,VersturenOntvangenVanEMails_94,TelefonerenViaInternet_95,AndersBvChatten_96,TotaalInformatie_97,OpzoekenInfoOverGoederenEnDiensten_98,GebruikVanDienstenInReisbranche_99,ActualiteitEnNieuws_100,WerkVacatures_101,TotaalCommercieleProducten_102,BankierenViaInternet_103,FinancieleTransacties_104,KopenVerkopenVanGoederen_105,TotaalOverheid_106,ZoekenOpWebsitesOverheidsinstanties_107,OfficieleDocumentenDownloaden_108,IngevuldeDocumentenVersturen_109,Gezondheid_110,Onderwijs_111,TotaalVermaak_112,SpelletjesMuziek_113,SoftwareDownloaden_114,AankopenGoederenVanAllePersonen_115,k_3MndGeleden_116,k_312MndGeleden_117,MeerDan1JaarGeleden_118,NooitBesteldOfGekocht_119,AankopenGoederenPersInternetGebr_120,k_3MndGeleden_121,k_312MndGeleden_122,MeerDan1JaarGeleden_123,NooitBesteld_124,LevensmiddelenCosmeticaEnSchoonmaak_125,KledingEnSportArtikelen_126,FilmMuziek_127,BoekenTijdschriftenEnKranten_128,SoftHardwareEnElektrBenodigdheden_129,HuishoudelijkeGoederenEnApparaten_130,ReizenEnAccommodaties_131,FinancieleProductenOfDiensten_132,KaartjesVoorEvenementen_133,AndereAankopen_134
179,2018721,2013JJ00,98,79,85,97,0,1,2,79,19,2,1,99,31,20,54,26,72,18,18,14,50,82,82,43,33,7,0,83,83,44,34,7,0,98,2,0,1,0,0,0,1,0,,,,88,,,10,,,,90,,,98,78,84,78,73,100,80,86,80,75,96,0,1,3,88,10,1,0,99,40,26,53,22,94,86,51,47.0,36.0,17,2,98,89,52,49.0,37.0,17,2,97,96,34.0,41,84,81,38,74,20,72,60,3,52,38,36,17,16,43,0.0,80,78,30,72,48,19,5,25,74,50,20,5,26,12.0,60.0,27.0,24.0,41.0,12.0,33.0,3.0,42.0,0.0
180,18780  ,2005JJ00,94,87,37,92,0,3,5,88,10,1,0,95,28,49,40,48,52,13,14,19,54,84,84,61,52,15,7,89,88,64,55,15,7,91,9,3,5,1,1,0,1,20,12.0,6.0,4.0,72,42.0,31.0,22,13.0,7.0,5.0,78,46.0,35.0,91,84,27,19,4,100,92,30,21,4,90,0,0,9,81,17,1,1,94,26,42,38,9,89,86,39,14.0,28.0,22,0,98,95,43,15.0,31.0,24,0,96,96,14.0,57,94,93,56,63,29,80,67,5,55,65,58,28,22,58,56.0,69,64,37,64,44,12,7,27,70,49,14,7,30,8.0,25.0,25.0,29.0,32.0,16.0,44.0,4.0,21.0,6.0
181,18780  ,2006JJ00,95,90,48,95,0,1,4,88,10,2,1,97,18,47,38,51,49,13,9,11,67,72,89,66,59,16,6,75,92,68,61,16,7,94,6,0,4,1,1,1,1,11,6.0,3.0,5.0,83,54.0,32.0,12,6.0,3.0,5.0,88,58.0,34.0,94,88,36,21,7,100,94,39,22,7,94,1,1,4,84,13,3,1,96,18,40,37,3,93,88,40,20.0,36.0,25,0,98,92,42,21.0,38.0,26,0,97,97,16.0,55,95,95,51,67,27,83,75,8,55,66,59,35,36,56,52.0,69,63,44,66,43,17,7,29,70,45,18,7,30,5.0,25.0,27.0,41.0,39.0,13.0,46.0,9.0,36.0,2.0
182,18780  ,2007JJ00,96,88,55,94,1,2,3,88,10,1,1,98,26,49,41,51,49,12,9,20,60,89,87,64,54,13,6,91,90,66,56,13,6,94,6,1,3,1,0,0,1,9,4.0,4.0,1.0,85,52.0,35.0,10,4.0,5.0,1.0,90,55.0,37.0,94,85,48,30,16,100,91,51,32,17,94,1,1,4,86,11,2,1,97,24,46,41,7,92,90,42,,39.0,25,1,96,94,44,,41.0,26,1,97,95,,50,93,92,55,75,24,89,85,10,60,72,65,42,38,55,,75,68,45,75,54,14,8,20,79,56,14,8,21,5.0,38.0,31.0,42.0,51.0,20.0,46.0,9.0,35.0,2.0
183,18780  ,2008JJ00,98,90,60,97,0,1,2,90,10,0,0,98,37,51,45,41,59,18,10,21,52,90,91,64,55,18,5,92,93,65,57,18,5,96,4,1,2,1,0,0,1,15,3.0,8.0,1.0,80,51.0,33.0,16,3.0,9.0,1.0,84,54.0,35.0,95,86,54,34,22,99,89,56,36,22,97,0,1,2,85,14,1,0,97,33,47,42,8,97,93,51,31.0,,26,0,99,96,52,32.0,,26,0,99,99,17.0,42,97,95,63,80,20,92,87,10,59,68,63,37,33,52,,77,71,48,78,51,21,6,19,80,52,22,6,20,9.0,35.0,27.0,45.0,42.0,16.0,44.0,11.0,36.0,1.0
184,18780  ,2009JJ00,98,87,81,98,0,0,2,91,7,3,0,99,40,58,43,48,52,10,17,15,58,93,91,72,67,21,5,94,92,73,68,22,5,97,3,1,0,1,1,0,0,12,4.0,5.0,2.0,85,62.0,32.0,13,4.0,5.0,2.0,87,64.0,33.0,97,84,78,42,36,100,87,80,43,37,98,0,0,2,90,8,3,0,99,34,54,41,12,97,97,60,38.0,50.0,35,0,99,99,62,39.0,52.0,36,0,99,99,20.0,42,94,94,65,85,28,90,89,9,69,64,58,37,30,58,,73,64,50,87,66,14,7,11,89,67,15,7,11,9.0,39.0,30.0,51.0,45.0,13.0,47.0,5.0,56.0,2.0
185,18780  ,2010JJ00,99,87,84,98,0,1,1,89,8,2,0,98,35,48,38,46,54,11,10,12,67,94,95,74,63,13,3,95,96,75,64,13,3,98,2,1,1,0,0,0,0,4,3.0,1.0,4.0,94,62.0,35.0,4,3.0,1.0,4.0,96,63.0,36.0,98,86,80,48,34,100,88,82,49,34,97,0,0,2,89,9,2,0,98,31,42,37,11,97,96,62,40.0,38.0,30,1,99,99,64,41.0,39.0,31,1,100,99,21.0,45,97,95,58,79,22,92,90,9,63,65,60,38,34,50,,78,73,43,83,58,15,10,15,85,59,16,10,15,9.0,44.0,29.0,43.0,43.0,25.0,52.0,9.0,48.0,2.0
186,18780  ,2011JJ00,99,86,84,98,0,0,1,93,6,1,0,100,40,45,46,36,64,11,9,18,62,95,93,73,71,13,0,96,94,74,72,13,0,99,1,0,1,0,0,1,0,8,,,,90,,,8,,,,91,,,98,83,81,63,43,99,84,82,64,44,98,0,0,1,92,7,0,0,99,41,43,46,12,97,97,50,51.0,43.0,24,0,98,99,51,52.0,44.0,25,0,99,99,33.0,38,95,93,59,87,26,95,90,10,69,71,64,42,42,57,,77,72,42,87,61,19,7,11,89,62,19,7,11,11.0,50.0,33.0,48.0,38.0,20.0,49.0,7.0,43.0,3.0
187,18780  ,2012JJ00,100,82,90,100,0,0,0,92,7,1,0,100,49,46,49,38,61,10,11,12,66,93,93,66,60,16,1,93,93,66,60,16,1,100,0,0,0,0,0,0,0,5,,,,92,,,8,,,,92,,,100,81,89,71,48,100,81,89,71,48,100,0,0,0,91,8,1,0,99,49,49,48,25,99,95,54,55.0,45.0,26,0,101,97,55,56.0,46.0,26,0,100,100,38.0,41,94,93,62,87,27,95,93,7,68,73,68,45,43,63,0.0,81,75,49,91,64,20,7,7,93,66,20,7,7,12.0,55.0,27.0,45.0,39.0,15.0,45.0,10.0,49.0,4.0
188,18780  ,2013JJ00,98,81,86,99,0,0,1,91,7,2,0,99,43,55,44,30,69,7,6,10,77,91,91,65,61,14,0,92,92,65,61,14,0,98,2,0,1,0,0,0,1,0,,,,92,,,6,,,,94,,,98,79,86,84,71,99,80,88,86,72,98,0,0,1,93,5,1,0,98,54,58,46,37,97,93,53,57.0,48.0,29,1,99,95,54,59.0,50.0,29,1,99,99,36.0,36,93,91,61,84,33,98,95,8,73,72,68,41,45,64,0.0,81,79,56,91,69,15,6,7,93,71,16,6,7,15.0,63.0,29.0,53.0,48.0,23.0,48.0,11.0,53.0,0.0
189,2018758,2005JJ00,92,88,32,90,2,2,7,70,24,4,1,95,12,58,4,51,49,8,10,23,59,77,75,47,42,9,11,83,81,50,45,10,12,87,13,2,6,2,2,0,3,25,20.0,6.0,2.0,62,37.0,26.0,29,23.0,7.0,3.0,71,42.0,30.0,87,83,21,11,4,100,95,24,13,5,86,2,1,12,63,30,6,2,93,10,46,3,4,84,73,18,6.0,13.0,12,2,95,83,21,7.0,15.0,14,3,94,93,6.0,33,92,90,52,43,19,76,65,4,47,55,49,25,25,52,21.0,51,44,25,50,33,12,4,39,56,37,14,5,44,3.0,34.0,18.0,24.0,30.0,18.0,31.0,5.0,22.0,6.0
190,2018758,2006JJ00,91,85,36,89,2,2,7,74,21,4,1,95,13,58,6,48,52,7,9,21,62,69,74,48,44,7,13,74,80,51,47,7,14,87,13,3,7,2,1,0,2,14,10.0,4.0,2.0,73,48.0,26.0,16,11.0,5.0,2.0,84,55.0,30.0,87,81,26,12,5,100,93,30,14,6,86,2,2,10,70,24,5,1,94,11,48,6,3,87,77,19,13.0,17.0,12,2,97,86,21,15.0,19.0,13,2,94,93,12.0,33,93,91,49,57,21,82,74,8,54,61,54,30,36,60,24.0,56,51,27,57,37,12,7,33,63,42,14,8,37,5.0,39.0,21.0,31.0,32.0,21.0,37.0,8.0,27.0,4.0
191,2018758,2007JJ00,94,87,45,92,1,2,5,78,18,3,1,97,15,61,6,50,50,9,7,20,64,81,79,50,46,10,11,85,83,52,48,11,12,92,8,1,5,1,1,0,2,10,4.0,5.0,1.0,82,55.0,29.0,11,5.0,6.0,1.0,89,60.0,31.0,92,82,39,20,11,100,90,43,21,12,90,2,1,7,74,21,4,1,97,12,52,5,3,89,79,26,,24.0,13,3,95,85,28,,25.0,14,3,95,94,,30,93,92,53,59,22,83,77,7,57,64,57,31,37,55,,58,50,32,63,46,13,5,30,68,49,14,5,32,8.0,39.0,21.0,29.0,39.0,19.0,41.0,8.0,34.0,6.0
192,2018758,2008JJ00,94,83,55,93,1,2,4,76,20,2,1,97,18,60,7,41,59,8,8,19,64,79,77,47,43,8,14,83,80,49,45,9,14,93,7,1,4,1,1,0,2,13,6.0,7.0,1.0,80,50.0,34.0,14,6.0,7.0,1.0,86,54.0,37.0,92,80,50,22,13,99,86,54,24,14,91,1,1,6,73,23,3,1,97,14,51,6,5,90,81,29,16.0,,11,2,96,87,31,17.0,,12,2,96,95,10.0,23,93,88,55,64,20,87,80,6,53,62,55,35,37,54,,61,54,33,66,44,15,7,28,70,47,16,7,30,6.0,41.0,19.0,31.0,37.0,21.0,40.0,7.0,33.0,5.0
193,2018758,2009JJ00,97,87,63,95,1,1,3,82,16,2,1,98,20,63,8,48,52,7,8,18,68,85,82,55,53,12,9,88,85,57,55,13,10,96,4,1,3,1,1,0,0,15,4.0,6.0,1.0,81,56.0,33.0,16,5.0,6.0,1.0,84,58.0,34.0,95,83,59,28,22,100,87,61,29,23,93,1,1,5,79,18,2,0,98,18,56,6,3,93,90,38,26.0,25.0,15,1,98,95,40,28.0,27.0,16,1,97,97,14.0,27,92,90,49,72,18,86,84,6,58,61,55,34,35,54,,59,52,30,73,51,14,8,21,78,54,15,9,22,9.0,45.0,23.0,34.0,38.0,22.0,46.0,5.0,40.0,4.0
194,2018758,2010JJ00,97,80,71,95,0,1,4,83,15,2,1,98,19,59,8,51,49,7,9,15,69,86,85,56,50,10,8,89,88,58,52,11,8,97,3,0,2,0,1,0,0,8,2.0,4.0,2.0,89,58.0,35.0,8,2.0,4.0,2.0,92,60.0,36.0,96,78,69,36,28,99,80,71,37,29,95,0,0,4,81,16,2,0,98,16,52,7,5,93,91,36,27.0,23.0,12,1,97,95,37,28.0,24.0,12,1,97,96,15.0,24,93,89,51,73,21,88,87,8,60,65,60,39,38,58,,59,52,25,76,54,16,6,20,79,56,17,6,21,10.0,50.0,22.0,34.0,34.0,26.0,48.0,6.0,39.0,4.0
195,2018758,2011JJ00,98,80,76,96,1,1,2,85,13,1,1,98,22,58,8,40,60,9,9,16,66,84,82,53,50,7,0,86,85,54,51,7,0,98,2,1,1,0,0,0,0,10,,,,87,,,11,,,,89,,,96,77,73,54,33,99,79,75,56,34,96,1,0,3,84,14,1,1,98,19,54,7,8,94,92,37,35.0,24.0,13,0,97,95,38,36.0,24.0,13,0,97,96,20.0,25,92,90,52,73,19,91,87,8,63,61,53,37,40,57,,61,56,26,78,56,16,7,18,81,58,16,7,19,13.0,52.0,21.0,36.0,33.0,27.0,52.0,4.0,44.0,4.0
196,2018758,2012JJ00,98,77,80,96,1,1,2,86,12,2,0,99,25,56,9,36,61,8,8,14,70,82,80,52,44,7,2,84,82,53,45,7,2,97,3,0,2,0,0,0,0,7,,,,85,,,13,,,,87,,,96,74,78,63,39,99,76,80,64,40,96,0,1,3,85,13,1,1,99,23,54,9,16,93,84,35,33.0,22.0,12,0,97,88,37,34.0,22.0,12,0,96,96,21.0,26,90,89,51,75,19,92,89,5,65,62,55,39,42,57,0.0,61,56,26,80,58,15,7,16,83,60,16,7,17,12.0,56.0,22.0,30.0,31.0,32.0,52.0,5.0,42.0,5.0
197,2018758,2013JJ00,97,72,80,97,1,1,2,82,15,2,0,98,23,58,9,36,62,9,8,14,70,83,83,54,44,8,0,85,85,55,45,8,0,98,2,0,1,0,1,0,0,0,,,,88,,,10,,,,90,,,96,70,78,73,64,98,71,79,75,65,97,0,0,2,87,13,1,0,99,29,58,9,21,95,88,35,39.0,24.0,13,1,98,91,36,40.0,25.0,13,1,97,96,24.0,25,91,89,48,76,19,91,88,5,65,65,58,39,44,59,0.0,66,60,32,82,59,16,7,15,84,60,17,7,16,14.0,62.0,21.0,35.0,39.0,31.0,51.0,9.0,47.0,1.0
198,18800  ,2005JJ00,95,89,46,96,0,1,3,84,14,2,0,95,10,77,4,70,30,10,9,21,60,91,89,66,54,21,4,93,92,67,56,22,4,92,8,3,3,1,1,0,2,28,23.0,8.0,3.0,64,43.0,22.0,31,25.0,8.0,3.0,69,47.0,24.0,92,85,34,10,4,100,93,37,11,5,94,1,1,5,76,21,3,0,94,9,69,3,4,94,90,19,5.0,17.0,17,0,99,94,20,5.0,18.0,18,0,98,98,5.0,27,95,92,59,49,22,82,71,8,54,71,63,39,37,55,27.0,52,40,32,66,44,14,7,30,69,46,15,8,31,4.0,21.0,15.0,40.0,32.0,18.0,38.0,5.0,25.0,4.0
199,18800  ,2006JJ00,96,89,49,97,0,1,2,89,9,1,0,96,10,75,6,67,33,8,10,19,63,79,90,68,64,13,6,80,92,70,65,13,6,94,6,1,3,1,0,0,2,15,9.0,7.0,2.0,79,54.0,26.0,16,10.0,7.0,2.0,84,57.0,27.0,94,85,37,13,8,100,90,40,14,8,96,0,0,4,84,13,2,0,95,9,69,4,4,94,92,26,17.0,20.0,23,1,98,96,27,18.0,21.0,24,1,97,97,13.0,30,94,91,60,60,25,87,81,12,60,79,71,46,48,56,26.0,57,45,36,70,53,13,4,26,73,55,14,4,27,3.0,30.0,22.0,38.0,40.0,23.0,50.0,13.0,35.0,3.0
200,18800  ,2007JJ00,96,87,58,96,0,2,2,88,10,1,1,98,19,79,10,64,36,8,11,18,63,92,92,68,59,21,4,94,93,69,60,21,4,95,5,2,3,1,0,0,1,7,4.0,3.0,1.0,87,60.0,30.0,8,4.0,3.0,1.0,92,63.0,32.0,94,85,52,18,14,99,90,55,19,14,95,1,1,3,86,12,1,1,97,17,73,9,6,95,92,27,,25.0,21,1,98,95,27,,25.0,22,1,98,97,,30,97,96,66,66,24,90,84,11,62,80,73,48,54,57,,61,49,39,77,57,14,6,20,79,58,15,6,21,8.0,29.0,21.0,41.0,45.0,18.0,52.0,14.0,37.0,3.0
201,18800  ,2008JJ00,98,89,65,99,0,0,1,90,9,1,0,98,23,75,10,61,39,8,9,15,69,92,91,69,62,14,7,93,92,69,63,15,7,97,3,1,1,0,0,0,1,11,4.0,7.0,2.0,86,57.0,31.0,12,4.0,7.0,2.0,88,59.0,32.0,96,84,59,25,17,99,87,61,25,18,98,0,0,1,84,14,1,0,97,19,69,9,8,97,94,32,22.0,,18,0,98,95,32,22.0,,18,0,98,98,12.0,21,96,94,66,71,22,92,86,11,64,77,70,46,49,59,,63,56,40,76,60,13,4,22,77,61,13,4,23,8.0,36.0,23.0,45.0,40.0,26.0,58.0,9.0,44.0,3.0
202,18800  ,2009JJ00,98,86,73,98,0,1,1,92,7,0,0,99,23,79,13,63,37,10,6,16,69,94,93,75,67,21,4,95,94,76,67,21,4,97,3,0,1,0,0,0,0,8,2.0,4.0,1.0,89,64.0,29.0,9,2.0,4.0,2.0,91,66.0,30.0,97,84,68,31,24,100,86,70,32,25,98,0,0,2,89,10,0,0,99,21,76,11,7,96,97,41,36.0,32.0,25,0,98,99,42,36.0,33.0,25,0,100,99,14.0,26,96,95,66,81,23,91,90,10,68,79,73,53,53,69,,69,57,43,86,64,16,6,12,88,65,17,6,12,9.0,39.0,32.0,53.0,41.0,26.0,62.0,9.0,49.0,2.0
203,18800  ,2010JJ00,99,82,77,98,0,1,0,92,8,0,0,99,28,76,13,67,33,6,7,13,74,95,94,74,67,19,3,96,95,75,67,19,3,98,2,0,2,0,0,0,0,5,1.0,2.0,3.0,93,61.0,33.0,5,1.0,2.0,3.0,95,62.0,34.0,97,80,75,40,30,100,82,77,41,31,98,0,0,1,90,9,1,0,98,25,73,11,12,97,97,43,40.0,30.0,23,1,98,98,43,40.0,30.0,24,1,99,99,21.0,27,97,95,65,81,22,93,91,13,72,78,74,53,51,61,,67,57,39,87,68,13,6,12,88,69,13,6,12,9.0,47.0,28.0,51.0,42.0,25.0,61.0,8.0,52.0,1.0
204,18800  ,2011JJ00,99,81,83,100,0,0,0,94,5,1,0,99,29,78,13,53,46,8,11,15,65,95,95,72,75,12,0,95,95,72,75,12,0,99,1,0,0,0,0,0,0,8,,,,91,,,8,,,,91,,,99,78,81,54,32,100,79,82,55,33,99,0,0,0,92,7,1,0,99,27,75,11,13,98,98,43,47.0,30.0,22,0,99,98,43,47.0,30.0,22,0,99,99,29.0,27,97,95,66,81,22,96,93,12,75,81,73,59,60,64,,64,54,37,89,69,15,5,10,90,70,15,5,10,11.0,47.0,25.0,50.0,40.0,31.0,65.0,7.0,53.0,2.0
205,18800  ,2012JJ00,100,81,86,99,0,0,0,94,6,0,0,100,34,76,15,49,51,9,7,13,71,93,93,72,61,16,1,93,93,72,61,16,1,100,0,0,0,0,0,0,0,7,,,,89,,,11,,,,89,,,100,78,86,67,41,100,78,86,67,42,99,0,0,1,94,6,0,0,99,34,74,15,23,98,95,46,48.0,35.0,23,0,99,96,46,48.0,35.0,23,0,99,99,28.0,27,97,96,62,83,23,95,92,9,73,78,73,55,57,66,0.0,71,60,41,90,69,14,6,9,90,70,15,6,10,13.0,52.0,25.0,45.0,37.0,32.0,62.0,10.0,51.0,3.0
206,18800  ,2013JJ00,99,74,85,100,0,0,0,93,6,1,0,100,36,75,15,47,52,8,10,15,67,93,95,74,64,15,0,94,95,74,64,15,0,99,1,0,0,0,0,0,0,0,,,,91,,,8,,,,92,,,99,72,85,78,70,100,73,85,79,70,99,0,0,0,95,4,1,0,99,40,75,15,29,99,97,49,59.0,41.0,21,0,100,97,49,59.0,42.0,21,0,99,99,36.0,33,97,95,64,84,21,95,93,8,76,77,74,54,56,69,0.0,75,67,45,91,73,14,4,8,92,74,14,4,8,16.0,58.0,33.0,55.0,50.0,35.0,70.0,13.0,61.0,0.0
207,18810  ,2005JJ00,96,86,58,98,1,1,1,90,9,1,0,96,12,78,5,69,31,6,8,14,73,94,94,73,64,29,3,94,95,73,65,29,3,94,6,2,2,0,0,0,2,26,24.0,6.0,2.0,68,48.0,20.0,28,25.0,7.0,2.0,72,52.0,22.0,94,85,42,13,7,100,90,44,14,7,98,1,0,2,81,17,2,0,93,11,73,4,4,97,96,25,11.0,17.0,21,0,99,98,25,11.0,18.0,21,0,98,98,8.0,18,97,93,67,55,28,82,75,10,59,79,71,51,42,57,28.0,53,37,36,74,51,18,5,24,75,52,18,5,25,5.0,17.0,22.0,37.0,36.0,23.0,48.0,9.0,24.0,3.0
208,18810  ,2006JJ00,97,87,62,99,0,1,1,93,5,1,0,96,11,79,5,62,38,9,6,13,72,77,94,76,69,20,3,77,95,77,70,20,3,95,5,2,2,1,0,0,1,10,6.0,5.0,4.0,85,64.0,22.0,11,6.0,5.0,4.0,89,67.0,23.0,95,83,52,14,9,100,87,54,14,10,98,0,0,2,89,10,1,0,97,8,75,3,8,98,96,30,24.0,26.0,32,0,100,98,31,24.0,27.0,33,0,100,100,16.0,24,97,94,71,67,30,91,85,19,64,84,78,58,58,63,29.0,64,49,45,81,61,16,5,17,83,62,16,5,17,7.0,19.0,31.0,50.0,45.0,20.0,59.0,15.0,44.0,4.0
209,18810  ,2007JJ00,98,89,69,100,0,0,0,94,5,1,0,99,22,81,11,61,39,7,13,9,71,97,97,79,66,26,2,97,98,80,67,26,2,97,3,1,1,0,0,0,1,9,5.0,6.0,2.0,88,63.0,25.0,10,5.0,6.0,2.0,90,65.0,26.0,97,86,56,21,17,100,89,58,22,17,99,0,0,0,90,8,2,0,96,21,78,8,15,99,98,33,,26.0,27,0,100,99,33,,26.0,27,0,98,98,,21,98,95,75,68,29,92,86,15,74,84,78,58,56,63,,60,45,45,85,69,11,5,14,85,69,11,5,15,9.0,19.0,30.0,56.0,44.0,24.0,63.0,21.0,40.0,4.0
210,18810  ,2008JJ00,98,84,75,99,0,0,1,95,5,0,0,98,26,84,11,53,47,5,3,10,82,96,95,77,71,25,4,96,95,78,71,25,4,98,2,1,1,0,0,0,0,12,3.0,8.0,2.0,86,69.0,22.0,13,3.0,8.0,2.0,87,70.0,22.0,97,83,70,27,17,99,84,71,27,17,99,0,0,0,93,7,0,0,97,22,82,9,10,98,95,37,29.0,,20,0,98,95,37,29.0,,21,0,97,97,15.0,19,97,95,74,79,18,95,91,20,64,84,80,64,57,59,,72,59,50,84,68,10,6,15,85,68,10,6,15,10.0,32.0,32.0,56.0,51.0,28.0,65.0,24.0,47.0,1.0
211,18810  ,2009JJ00,100,89,80,99,0,0,0,96,3,1,0,99,24,82,11,58,42,4,6,11,78,97,96,82,73,28,3,97,96,82,73,28,3,99,1,0,0,0,0,0,0,8,1.0,6.0,1.0,91,65.0,32.0,8,1.0,6.0,1.0,92,66.0,33.0,99,86,74,36,28,100,87,75,36,28,98,0,0,2,96,3,1,0,100,22,79,12,10,98,98,41,42.0,36.0,27,0,100,99,42,43.0,36.0,27,0,100,100,26.0,22,97,95,70,85,20,92,91,13,74,85,81,62,59,63,,65,53,48,91,74,13,4,8,92,75,14,4,8,9.0,32.0,37.0,60.0,42.0,23.0,68.0,10.0,50.0,2.0
212,18810  ,2010JJ00,99,79,87,99,0,0,0,98,2,0,0,99,28,83,12,66,34,6,9,12,73,96,96,81,75,26,1,97,97,81,76,26,1,98,2,1,1,0,0,0,0,5,2.0,4.0,3.0,94,65.0,31.0,5,2.0,4.0,3.0,95,66.0,32.0,98,77,85,44,28,100,78,87,45,29,99,0,0,1,96,3,0,0,99,23,82,11,14,99,98,42,48.0,29.0,29,0,99,99,43,49.0,29.0,29,0,99,99,31.0,25,98,97,68,84,27,95,94,15,77,88,84,65,63,63,,70,53,48,92,75,14,3,7,93,76,14,3,7,12.0,35.0,35.0,60.0,42.0,30.0,70.0,13.0,54.0,0.0
213,18810  ,2011JJ00,100,86,88,100,0,0,0,98,2,0,0,99,36,83,10,52,48,8,10,15,67,97,96,84,85,20,0,97,96,84,85,20,0,100,0,0,0,0,0,0,0,7,,,,93,,,7,,,,93,,,100,83,86,60,36,100,83,86,60,36,100,0,0,0,97,3,1,0,100,31,84,10,22,99,99,47,54.0,35.0,27,0,99,99,47,54.0,35.0,27,0,99,99,34.0,25,98,98,75,87,21,97,94,18,78,88,80,68,66,64,,69,60,43,91,74,14,3,9,91,74,14,3,9,12.0,43.0,35.0,62.0,44.0,28.0,66.0,13.0,54.0,3.0
214,18810  ,2012JJ00,100,79,88,99,0,0,0,95,4,0,0,100,32,80,17,51,49,4,11,11,73,95,95,82,71,17,1,95,96,83,71,17,1,99,1,0,0,0,0,0,0,3,,,,91,,,9,,,,91,,,99,77,85,70,39,100,77,86,71,40,99,0,0,1,96,4,0,0,99,33,81,16,30,98,97,47,60.0,36.0,26,0,99,98,48,61.0,36.0,26,0,99,99,41.0,30,97,96,75,86,23,97,92,14,77,85,80,66,62,66,0.0,75,61,48,91,75,12,4,8,92,76,12,4,8,15.0,46.0,31.0,67.0,44.0,35.0,68.0,9.0,57.0,4.0
215,18810  ,2013JJ00,100,74,92,99,0,0,0,96,4,0,0,99,36,81,13,43,56,13,7,10,69,98,97,84,74,26,0,99,97,85,75,26,0,100,0,0,0,0,0,0,0,0,,,,95,,,5,,,,95,,,99,73,91,78,72,100,73,92,79,72,99,0,0,1,96,4,0,0,100,44,81,12,37,99,97,50,70.0,48.0,30,0,100,98,51,71.0,48.0,30,0,100,99,45.0,30,99,96,73,87,25,98,95,13,76,87,82,63,65,70,0.0,75,64,51,95,73,16,6,4,96,74,16,6,4,18.0,53.0,37.0,68.0,54.0,36.0,74.0,14.0,56.0,0.0
