ID,ConsumptieveBestedingen,Perioden,Indexcijfer_1,Volumemutaties_2,VolumemutatiesKoopdaggecorrigeerd_3,Indexcijfers_4,Waardemutaties_5,Prijsmutaties_6
1312,A047825,2003MM03,93.8,-1.6,-0.1,97.8,-1.5,0.1
1313,A047825,2003KW01,92.0,1.5,1.9,94.3,1.4,-0.1
1314,A047825,2003MM04,91.3,1.4,-0.1,94.3,1.0,-0.3
1315,A047825,2003MM05,95.0,1.8,0.7,98.1,1.8,0.1
1316,A047825,2003MM06,90.7,-2.9,-0.5,92.3,-4.1,-1.3
1317,A047825,2003KW02,92.3,0.1,0.1,94.9,-0.4,-0.5
1318,A047825,2003MM07,91.3,-2.6,-3.6,92.2,-3.7,-1.1
1319,A047825,2003MM08,85.8,-3.3,-1.5,87.4,-4.6,-1.3
1320,A047825,2003MM09,88.8,-1.2,-3.3,93.6,-2.9,-1.8
1321,A047825,2003KW03,88.7,-2.4,-2.8,91.1,-3.7,-1.4
1322,A047825,2003MM10,90.7,-0.7,-1.5,98.1,-2.5,-1.8
1323,A047825,2003MM11,83.6,-4.2,-2.0,90.8,-5.7,-1.5
1324,A047825,2003MM12,83.2,-7.3,-8.7,88.8,-8.0,-0.8
1325,A047825,2003KW04,85.8,-4.0,-4.1,92.6,-5.3,-1.4
1326,A047825,2004MM01,101.9,2.2,1.4,100.8,0.4,-1.8
1327,A047825,2004MM02,80.6,-2.2,-3.6,82.1,-3.0,-0.9
1328,A047825,2004MM03,94.5,0.8,-0.6,97.0,-0.8,-1.5
1329,A047825,2004KW01,92.3,0.4,-0.8,93.3,-1.1,-1.5
1330,A047825,2004MM04,92.9,1.8,1.4,94.2,-0.1,-1.8
1331,A047825,2004MM05,91.3,-3.9,0.1,92.6,-5.7,-1.9
1332,A047825,2004MM06,95.8,5.6,1.8,96.0,4.1,-1.5
1333,A047825,2004KW02,93.3,1.1,1.1,94.3,-0.7,-1.7
1334,A047825,2004MM07,95.2,4.2,3.0,94.4,2.4,-1.7
1335,A047825,2004MM08,84.0,-2.1,0.8,84.7,-3.2,-1.0
1336,A047825,2004MM09,89.7,1.1,-0.7,93.5,-0.1,-1.2
1337,A047825,2004KW03,89.6,1.1,1.1,90.9,-0.3,-1.4
1338,A047825,2004MM10,87.2,-3.8,-2.5,94.3,-3.9,-0.1
1339,A047825,2004MM11,82.1,-1.8,-1.7,88.7,-2.3,-0.4
1340,A047825,2004MM12,86.3,3.8,1.3,89.9,1.2,-2.5
1341,A047825,2004KW04,85.2,-0.7,-1.0,91.0,-1.7,-1.0
1342,A047825,2005MM01,99.4,-2.4,1.1,96.8,-4.0,-1.5
1343,A047825,2005MM02,76.5,-5.2,-3.3,77.0,-6.3,-1.1
1344,A047825,2005MM03,94.9,0.5,-0.2,96.7,-0.3,-0.8
1345,A047825,2005KW01,90.3,-2.3,-0.6,90.2,-3.4,-1.1
1346,A047825,2005MM04,92.0,-0.9,-2.3,92.9,-1.4,-0.4
1347,A047825,2005MM05,88.5,-3.1,-2.1,89.1,-3.8,-0.7
1348,A047825,2005MM06,96.9,1.2,1.1,96.3,0.3,-0.9
1349,A047825,2005KW02,92.5,-0.9,-1.0,92.8,-1.6,-0.7
1350,A047825,2005MM07,95.4,0.2,2.2,94.0,-0.4,-0.6
1351,A047825,2005MM08,89.5,6.6,4.1,89.1,5.3,-1.2
1352,A047825,2005MM09,93.9,4.7,4.5,97.3,4.0,-0.6
1353,A047825,2005KW03,92.9,3.7,3.6,93.5,2.9,-0.8
1354,A047825,2005MM10,90.0,3.2,5.1,96.5,2.4,-0.8
1355,A047825,2005MM11,88.3,7.6,5.7,94.6,6.7,-0.8
1356,A047825,2005MM12,89.4,3.6,3.3,93.2,3.7,0.1
1357,A047825,2005KW04,89.2,4.7,4.7,94.8,4.2,-0.5
1358,A047825,2006MM01,103.7,4.3,5.3,100.6,3.9,-0.3
1359,A047825,2006MM02,84.7,10.8,10.4,84.5,9.8,-0.9
1360,A047825,2006MM03,102.5,8.0,6.8,104.0,7.6,-0.4
1361,A047825,2006KW01,96.9,7.4,7.3,96.4,6.9,-0.5
1362,A047825,2006MM04,95.8,4.1,7.3,96.5,3.9,-0.2
1363,A047825,2006MM05,101.8,15.0,11.8,102.2,14.7,-0.3
1364,A047825,2006MM06,103.0,6.2,6.3,102.6,6.6,0.3
1365,A047825,2006KW02,100.2,8.3,8.4,100.4,8.3,0.0
1366,A047825,2006MM07,97.0,1.7,3.3,94.8,0.8,-0.9
1367,A047825,2006MM08,98.9,10.5,9.3,99.1,11.2,0.6
1368,A047825,2006MM09,97.7,4.0,3.1,101.1,3.9,-0.1
1369,A047825,2006KW03,97.9,5.3,5.2,98.3,5.2,-0.1
1370,A047825,2006MM10,92.9,3.1,4.1,99.4,2.9,-0.2
1371,A047825,2006MM11,93.0,5.3,5.4,99.8,5.4,0.1
1372,A047825,2006MM12,94.1,5.2,7.6,98.0,5.2,-0.1
1373,A047825,2006KW04,93.3,4.6,5.7,99.1,4.5,-0.1
1374,A047825,2007MM01,108.9,5.0,2.8,105.3,4.6,-0.4
1375,A047825,2007MM02,91.3,7.8,7.6,90.0,6.5,-1.2
1376,A047825,2007MM03,110.7,8.1,7.5,113.0,8.7,0.6
1377,A047825,2007KW01,103.6,6.9,5.9,102.8,6.6,-0.3
1378,A047825,2007MM04,101.1,5.6,7.6,101.9,5.6,0.0
1379,A047825,2007MM05,103.7,1.9,1.3,104.3,2.0,0.1
1380,A047825,2007MM06,110.6,7.4,6.3,110.4,7.6,0.1
1381,A047825,2007KW02,105.2,5.0,5.0,105.5,5.1,0.1
1382,A047825,2007MM07,104.8,8.0,9.6,103.4,9.1,1.0
1383,A047825,2007MM08,102.3,3.4,2.3,102.1,3.0,-0.4
1384,A047825,2007MM09,103.1,5.6,8.2,106.2,5.1,-0.5
1385,A047825,2007KW03,103.4,5.6,6.7,103.9,5.6,0.0
1386,A047825,2007MM10,101.1,8.9,5.9,107.4,8.1,-0.7
1387,A047825,2007MM11,96.2,3.4,3.3,102.7,2.9,-0.5
1388,A047825,2007MM12,97.6,3.7,5.6,101.2,3.3,-0.4
1389,A047825,2007KW04,98.3,5.3,5.0,103.8,4.8,-0.5
1390,A047825,2008MM01,110.8,1.7,1.1,107.6,2.2,0.5
1391,A047825,2008MM02,101.2,10.9,5.6,99.5,10.6,-0.3
1392,A047825,2008MM03,103.6,-6.4,-2.4,105.8,-6.4,0.0
1393,A047825,2008KW01,105.2,1.5,1.2,104.3,1.5,0.0
1394,A047825,2008MM04,106.2,5.1,1.3,106.8,4.8,-0.2
1395,A047825,2008MM05,112.0,8.0,6.3,111.4,6.8,-1.1
1396,A047825,2008MM06,108.3,-2.1,2.8,106.8,-3.2,-1.1
1397,A047825,2008KW02,108.8,3.5,3.5,108.3,2.7,-0.8
1398,A047825,2008MM07,110.3,5.3,1.5,107.7,4.2,-1.0
1399,A047825,2008MM08,104.6,2.3,3.8,103.6,1.5,-0.8
1400,A047825,2008MM09,105.0,1.8,2.1,107.6,1.3,-0.5
1401,A047825,2008KW03,106.6,3.1,2.5,106.3,2.3,-0.8
1402,A047825,2008MM10,103.3,2.2,0.4,109.3,1.8,-0.4
1403,A047825,2008MM11,93.8,-2.5,-0.8,99.6,-3.0,-0.5
1404,A047825,2008MM12,98.7,1.1,-0.2,101.3,0.1,-1.1
1405,A047825,2008KW04,98.6,0.3,-0.2,103.4,-0.4,-0.7
1406,A047825,2009MM01,109.0,-1.6,-2.9,103.3,-4.0,-2.4
1407,A047825,2009MM02,90.4,-10.7,-6.5,87.6,-12.0,-1.4
1408,A047825,2009MM03,97.5,-5.9,-5.6,98.6,-6.8,-1.0
1409,A047825,2009KW01,99.0,-5.9,-4.9,96.5,-7.5,-1.7
1410,A047825,2009MM04,101.0,-4.9,-4.7,100.3,-6.1,-1.2
1411,A047825,2009MM05,101.1,-9.7,-7.8,99.9,-10.3,-0.6
1412,A047825,2009MM06,102.8,-5.0,-6.9,99.9,-6.5,-1.6
1413,A047825,2009KW02,101.6,-6.6,-6.5,100.0,-7.7,-1.1
1414,A047825,2009MM07,106.4,-3.5,-4.0,102.5,-4.8,-1.4
1415,A047825,2009MM08,92.7,-11.4,-9.7,90.8,-12.3,-1.0
1416,A047825,2009MM09,100.6,-4.2,-5.9,102.2,-5.0,-0.9
1417,A047825,2009KW03,99.9,-6.3,-6.5,98.5,-7.3,-1.1
1418,A047825,2009MM10,101.0,-2.3,-2.9,106.7,-2.3,-0.1
1419,A047825,2009MM11,89.1,-5.0,-3.0,94.2,-5.5,-0.5
1420,A047825,2009MM12,97.1,-1.6,-2.9,98.8,-2.5,-0.9
1421,A047825,2009KW04,95.7,-2.9,-2.9,99.9,-3.4,-0.5
1422,A047825,2010MM01,105.1,-3.6,-1.5,101.1,-2.2,1.5
1423,A047825,2010MM02,87.3,-3.4,-3.3,85.1,-2.8,0.6
1424,A047825,2010MM03,103.9,6.6,3.9,105.4,7.0,0.4
1425,A047825,2010KW01,98.8,-0.2,-0.3,97.2,0.7,0.9
1426,A047825,2010MM04,101.1,0.1,-0.1,101.7,1.3,1.2
1427,A047825,2010MM05,99.9,-1.2,0.9,100.2,0.3,1.5
1428,A047825,2010MM06,108.8,5.7,3.8,107.1,7.3,1.4
1429,A047825,2010KW02,103.2,1.6,1.5,103.0,3.0,1.4
1430,A047825,2010MM07,106.1,-0.3,-0.8,102.8,0.3,0.6
1431,A047825,2010MM08,98.9,6.8,7.9,96.6,6.4,-0.4
1432,A047825,2010MM09,106.5,5.9,5.8,107.7,5.4,-0.5
1433,A047825,2010KW03,103.9,4.0,4.1,102.4,3.9,0.0
1434,A047825,2010MM10,100.3,-0.6,1.4,105.5,-1.2,-0.6
1435,A047825,2010MM11,94.8,6.4,4.2,99.8,5.9,-0.5
1436,A047825,2010MM12,97.2,0.0,-0.7,98.6,-0.2,-0.3
1437,A047825,2010KW04,97.4,1.8,1.6,101.3,1.4,-0.4
1438,A047825,2011MM01,111.3,5.8,7.5,106.0,4.9,-0.9
1439,A047825,2011MM02,92.7,6.1,6.1,90.2,5.9,-0.2
1440,A047825,2011MM03,106.1,2.1,1.0,107.6,2.1,0.0
1441,A047825,2011KW01,103.3,4.6,4.9,101.3,4.2,-0.4
1442,A047825,2011MM04,104.3,3.2,1.9,105.9,4.1,0.9
1443,A047825,2011MM05,103.9,4.0,4.2,105.2,4.9,0.9
1444,A047825,2011MM06,107.2,-1.4,-0.6,105.6,-1.5,0.0
1445,A047825,2011KW02,105.1,1.8,1.8,105.5,2.4,0.6
1446,A047825,2011MM07,106.0,-0.1,1.9,101.8,-1.0,-0.8
1447,A047825,2011MM08,97.6,-1.3,-3.6,95.4,-1.3,0.0
1448,A047825,2011MM09,98.4,-7.7,-7.8,99.5,-7.7,0.0
1449,A047825,2011KW03,100.7,-3.1,-3.2,98.9,-3.4,-0.4
1450,A047825,2011MM10,94.0,-6.3,-4.5,99.5,-5.7,0.7
1451,A047825,2011MM11,93.9,-0.9,-2.4,99.0,-0.7,0.2
1452,A047825,2011MM12,99.3,2.2,1.4,101.1,2.5,0.4
1453,A047825,2011KW04,95.7,-1.7,-1.8,99.9,-1.4,0.4
1454,A047825,2012MM01,106.8,-4.0,-3.2,102.4,-3.5,0.6
1455,A047825,2012MM02,88.7,-4.3,-8.1,86.2,-4.4,-0.1
1456,A047825,2012MM03,106.1,0.1,-1.2,108.5,0.8,0.7
1457,A047825,2012KW01,100.5,-2.7,-4.0,99.0,-2.2,0.5
1458,A047825,2012MM04,91.9,-11.8,-7.3,94.4,-10.9,1.1
1459,A047825,2012MM05,102.2,-1.7,-4.5,103.8,-1.3,0.4
1460,A047825,2012MM06,110.4,3.0,0.9,109.3,3.5,0.5
1461,A047825,2012KW02,101.5,-3.5,-3.6,102.5,-2.9,0.6
1462,A047825,2012MM07,97.0,-8.5,-5.8,93.9,-7.7,0.8
1463,A047825,2012MM08,93.0,-4.7,-6.6,90.2,-5.4,-0.7
1464,A047825,2012MM09,98.2,-0.2,1.3,98.6,-0.8,-0.6
1465,A047825,2012KW03,96.1,-4.6,-3.8,94.3,-4.7,-0.1
1466,A047825,2012MM10,87.3,-7.2,-8.2,92.9,-6.6,0.6
1467,A047825,2012MM11,85.1,-9.4,-9.5,90.5,-8.6,0.8
1468,A047825,2012MM12,93.1,-6.2,-2.5,96.3,-4.7,1.5
1469,A047825,2012KW04,88.5,-7.6,-6.7,93.2,-6.7,1.0
1470,A047825,2013MM01,99.4,-6.9,-9.8,98.0,-4.3,2.8
1471,A047825,2013MM02,81.4,-8.2,-4.5,81.1,-5.9,2.6
1472,A047825,2013MM03,92.1,-13.2,-11.5,97.8,-9.8,3.9
1473,A047825,2013KW01,91.0,-9.5,-8.8,92.3,-6.8,3.0
1474,A047825,2013MM04,89.2,-3.0,-4.9,92.5,-1.9,1.1
1475,A047825,2013MM05,95.4,-6.6,-7.0,98.2,-5.4,1.2
1476,A047825,2013MM06,98.4,-10.9,-8.7,99.2,-9.2,1.9
1477,A047825,2013KW02,94.3,-7.1,-7.0,96.6,-5.7,1.5
1478,A047825,2013MM07,94.4,-2.7,-5.0,93.3,-0.7,2.0
1479,A047825,2013MM08,90.0,-3.2,-3.8,89.2,-1.1,2.2
1480,A047825,2013MM09,90.4,-7.9,-5.7,92.4,-6.3,1.7
1481,A047825,2013KW03,91.6,-4.6,-4.8,91.6,-2.8,1.9
1482,A047825,2013MM10,91.4,4.8,3.4,93.7,0.9,-3.7
1483,A047825,2013MM11,90.7,6.5,5.4,93.8,3.6,-2.7
1484,A047825,2013MM12,98.0,5.3,6.5,98.8,2.6,-2.5
1485,A047825,2013KW04,93.4,5.5,5.1,95.4,2.4,-3.0
1486,A047825,2014MM01,102.8,3.4,2.8,101.5,3.6,0.2
1487,A047825,2014MM02,85.7,5.3,5.2,85.6,5.5,0.2
1488,A047825,2014MM03,94.4,2.5,4.4,99.9,2.2,-0.3
1489,A047825,2014KW01,94.3,3.6,4.0,95.7,3.7,0.0
1490,A047825,2014MM04,94.4,5.9,4.0,96.4,4.2,-1.6
1491,A047825,2014MM05,100.9,5.7,4.6,102.7,4.6,-1.0
1492,A047825,2014MM06,97.1,-1.3,1.4,97.1,-2.1,-0.8
1493,A047825,2014KW02,97.5,3.3,3.3,98.8,2.2,-1.1
1494,A047825,2014MM07,97.4,3.2,1.8,94.6,1.4,-1.7
1495,A047825,2014MM08,94.1,4.5,6.6,92.1,3.2,-1.3
1496,A047825,2014MM09,90.6,0.2,-1.8,90.8,-1.7,-1.9
1497,A047825,2014KW03,94.0,2.6,2.2,92.5,0.9,-1.6
1498,A047825,2014MM10,96.9,6.0,5.5,98.8,5.4,-0.6
1499,A047825,2014MM11,92.9,2.5,5.1,94.1,0.4,-2.1
1500,A047825,2014MM12,101.8,3.9,1.5,101.2,2.4,-1.4
1501,A047825,2014KW04,97.2,4.1,3.9,98.0,2.7,-1.4
1502,A047825,2015MM01,108.9,5.9,5.2,105.7,4.1,-1.7
1503,A047825,2015MM02,89.9,5.0,5.0,88.3,3.2,-1.7
1504,A047825,2015MM03,97.1,2.8,3.9,101.0,1.1,-1.7
1505,A047825,2015KW01,98.6,4.6,4.7,98.3,2.8,-1.8
1506,A047825,2015MM04,98.4,4.2,4.4,99.7,3.3,-0.9
1507,A047825,2015MM05,101.4,0.5,2.9,102.4,-0.4,-0.9
1508,A047825,2015MM06,105.8,8.9,6.5,105.3,8.4,-0.5
1509,A047825,2015KW02,101.9,4.5,4.6,102.4,3.7,-0.8
1510,A047825,2015MM07,105.2,8.1,7.6,102.5,8.4,0.3
1511,A047825,2015MM08,93.8,-0.3,1.3,91.2,-1.0,-0.6
1512,A047825,2015MM09,99.5,9.8,8.1,100.5,10.7,0.8
1513,A047825,2015KW03,99.5,5.8,5.6,98.1,6.0,0.2
1514,A047825,2015MM10,100.1,3.3,2.6,102.6,3.9,0.5
1515,A047825,2015MM11,91.8,-1.3,1.0,93.4,-0.8,0.5
1516,A047825,2015MM12,108.1,6.2,4.7,107.4,6.2,0.0
1517,A047825,2015KW04,100.0,2.9,2.8,101.1,3.2,0.3
1518,A047825,2016MM01,106.1,-2.6,-0.6,104.2,-1.4,1.2
1519,A047825,2016MM02,91.3,1.5,-0.9,90.7,2.7,1.2
1520,A047825,2016MM03,99.8,2.8,-0.5,104.6,3.5,0.7
1521,A047825,2016KW01,99.1,0.5,-0.7,99.8,1.5,1.0
1522,A047825,2016MM04,96.9,-1.5,-2.9,99.8,0.1,1.6
1523,A047825,2016MM05,99.0,-2.4,0.4,101.7,-0.6,1.8
1524,A047825,2016MM06,106.4,0.6,-1.1,106.6,1.2,0.6
1525,A047825,2016KW02,100.8,-1.1,-1.2,102.7,0.3,1.4
1526,A047825,2016MM07,106.1,0.9,2.1,103.9,1.4,0.5
1527,A047825,2016MM08,93.4,-0.4,-1.6,92.1,1.0,1.4
1528,A047825,2016MM09,97.6,-1.9,-2.0,98.3,-2.3,-0.4
1529,A047825,2016KW03,99.1,-0.4,-0.4,98.1,0.0,0.4
1530,A047825,2016MM10,101.4,1.2,5.1,101.8,-0.8,-2.0
1531,A047825,2016MM11,97.1,5.8,2.1,97.4,4.3,-1.4
1532,A047825,2016MM12,110.0,1.7,0.4,108.4,0.9,-0.8
1533,A047825,2016KW04,102.8,2.8,2.5,102.5,1.4,-1.4
1534,A047825,2017MM01,110.0,3.7,5.9,108.1,3.8,0.1
1535,A047825,2017MM02,91.3,0.0,2.5,90.9,0.2,0.2
1536,A047825,2017MM03,107.9,8.1,7.2,110.8,5.9,-2.0
1537,A047825,2017KW01,103.1,4.0,5.3,103.3,3.4,-0.6
1538,A047825,2017MM04,99.6,2.7,5.6,102.4,2.6,-0.1
1539,A047825,2017MM05,107.0,8.1,5.2,109.7,7.8,-0.3
1540,A047825,2017MM06,111.8,5.1,5.4,112.4,5.5,0.3
1541,A047825,2017KW02,106.2,5.3,5.4,108.2,5.3,0.0
1542,A047825,2017MM07,110.5,4.1,5.9,107.7,3.6,-0.4
1543,A047825,2017MM08,99.7,6.7,5.4,98.0,6.4,-0.3
1544,A047825,2017MM09,106.2,8.9,7.7,107.1,8.9,0.1
1545,A047825,2017KW03,105.5,6.5,6.3,104.2,6.3,-0.2
1546,A047825,2017MM10,100.0,-1.3,-0.2,100.9,-0.8,0.5
1547,A047825,2017MM11,103.1,6.2,6.2,104.3,7.1,0.8
1548,A047825,2017MM12,107.7,-2.1,0.2,107.1,-1.1,1.0
1549,A047825,2017KW04,103.6,0.8,1.9,104.1,1.6,0.8
1550,A047825,2018MM01,118.8,8.0,6.8,117.6,8.7,0.7
1551,A047825,2018MM02,96.1,5.2,5.2,96.1,5.7,0.5
1552,A047825,2018MM03,113.5,5.2,4.7,116.6,5.2,0.0
1553,A047825,2018KW01,109.5,6.2,5.6,110.1,6.6,0.4
1554,A047825,2018MM04,106.2,6.6,8.9,109.0,6.4,-0.2
1555,A047825,2018MM05,113.2,5.7,5.4,115.1,5.0,-0.7
1556,A047825,2018MM06,119.2,6.6,4.7,120.2,6.9,0.2
1557,A047825,2018KW02,112.9,6.3,6.3,114.7,6.1,-0.2
1558,A047825,2018MM07,113.6,2.8,3.9,112.2,4.1,1.3
1559,A047825,2018MM08,107.5,7.8,7.2,105.2,7.4,-0.3
1560,A047825,2018MM09,108.1,1.7,4.1,108.3,1.2,-0.5
1561,A047825,2018KW03,109.7,4.0,5.0,108.6,4.1,0.1
1562,A047825,2018MM10,104.8,4.8,2.5,105.7,4.8,0.0
1563,A047825,2018MM11,108.0,4.8,4.6,109.0,4.5,-0.3
1564,A047825,2018MM12,109.2,1.4,3.1,109.3,2.0,0.6
1565,A047825,2018KW04,107.4,3.6,3.4,108.0,3.7,0.1
1566,A047825,2019MM01,116.4,-2.0,-3.2,115.7,-1.6,0.5
1567,A047825,2019MM02,98.4,2.4,2.4,99.7,3.7,1.4
1568,A047825,2019MM03,115.1,1.3,3.4,118.6,1.7,0.4
1569,A047825,2019KW01,110.0,0.4,0.7,111.3,1.1,0.7
1570,A047825,2019MM04,108.8,2.5,0.1,111.4,2.2,-0.2
1571,A047825,2019MM05,118.4,4.6,3.0,120.7,4.9,0.2
1572,A047825,2019MM06,118.7,-0.5,2.9,119.4,-0.6,-0.1
1573,A047825,2019KW02,115.3,2.1,2.1,117.2,2.1,0.0
1574,A047825,2019MM07,116.2,2.3,0.1,115.0,2.5,0.2
1575,A047825,2019MM08,107.1,-0.3,-0.9,107.3,2.0,2.3
1576,A047825,2019MM09,109.6,1.4,3.6,111.2,2.7,1.2
1577,A047825,2019KW03,111.0,1.2,0.9,111.2,2.4,1.2
1578,A047825,2019MM10,110.1,5.0,3.7,112.5,6.4,1.3
1579,A047825,2019MM11,111.2,3.0,2.2,114.1,4.7,1.7
1580,A047825,2019MM12,116.9,7.0,8.1,118.7,8.6,1.4
1581,A047825,2019KW04,112.7,5.0,4.7,115.1,6.5,1.5
1582,A047825,2020MM01,120.3,3.3,2.8,121.0,4.6,1.2
1583,A047825,2020MM02,105.0,6.7,2.1,106.8,7.1,0.3
1584,A047825,2020MM03,103.6,-10.0,-7.9,107.0,-9.8,0.2
1585,A047825,2020KW01,109.6,-0.3,-1.2,111.6,0.2,0.5
1586,A047825,2020MM04,93.1,-14.5,-15.4,96.2,-13.6,1.0
1587,A047825,2020MM05,113.9,-3.8,-2.3,117.8,-2.4,1.4
1588,A047825,2020MM06,123.2,3.8,4.1,126.6,6.0,2.1
1589,A047825,2020KW02,110.1,-4.5,-4.2,113.6,-3.1,1.5
1590,A047825,2020MM07,130.0,11.9,10.0,131.1,14.0,1.9
1591,A047825,2020MM08,112.3,4.9,8.5,113.0,5.3,0.4
1592,A047825,2020MM09,116.8,6.6,3.1,120.1,8.0,1.4
1593,A047825,2020KW03,119.7,7.9,7.3,121.4,9.2,1.2
1594,A047825,2020MM10,115.5,4.9,4.0,120.5,7.1,2.1
1595,A047825,2020MM11,115.3,3.7,8.0,119.7,5.0,1.2
1596,A047825,2020MM12,104.7,-10.5,-14.2,107.9,-9.0,1.6
1597,A047825,2020KW04,111.8,-0.8,-0.9,116.0,0.8,1.7
1598,A047825,2020JJ00,112.8,0.5,0.2,115.7,1.7,1.2
1599,A047825,2021MM01,92.4,-23.2,-21.9,95.7,-20.9,2.9
1600,A047825,2021MM02,86.4,-17.8,-14.1,90.1,-15.7,2.5
1601,A047825,2021MM03,117.8,13.7,11.2,124.4,16.3,2.3
1602,A047825,2021KW01,98.9,-9.8,-8.9,103.4,-7.3,2.7
1603,A047825,2021MM04,112.9,21.3,21.3,119.8,24.4,2.6
1604,A047825,2021MM05,137.1,20.4,23.6,144.7,22.8,2.0
1605,A047825,2021MM06,140.9,14.4,11.4,148.2,17.1,2.3
1606,A047825,2021KW02,130.3,18.4,18.4,137.6,21.1,2.3
1607,A047825,2021MM07,136.6,5.0,4.7,140.2,7.0,1.9
1608,A047825,2021MM08,119.6,6.4,7.3,123.2,9.0,2.4
1609,A047825,2021MM09,125.1,7.1,7.0,132.1,10.0,2.7
1610,A047825,2021KW03,127.1,6.1,6.3,131.9,8.6,2.3
1611,A047825,2021MM10,125.7,8.8,10.8,135.6,12.5,3.4
1612,A047825,2021MM11,125.2,8.5,6.7,134.8,12.6,3.7
1613,A047825,2021MM12,115.3,10.2,8.6,123.6,14.5,3.9
1614,A047825,2021KW04,122.1,9.2,8.7,131.3,13.2,3.7
1615,A047825,2021JJ00,119.6,6.0,6.1,126.0,9.0,2.8
1616,A047825,2022MM01,119.3,29.1,30.2,126.9,32.5,2.7
1617,A047825,2022MM02,114.4,32.4,32.4,123.5,37.1,3.5
1618,A047825,2022MM03,134.9,14.5,13.1,148.4,19.3,4.2
1619,A047825,2022KW01,122.8,24.2,24.0,132.9,28.5,3.4
1620,A047825,2022MM04,124.6,10.3,9.5,137.1,14.5,3.8
1621,A047825,2022MM05,128.7,-6.2,-6.2,141.7,-2.0,4.4
1622,A047825,2022MM06,131.0,-7.1,-6.2,144.0,-2.9,4.5
1623,A047825,2022KW02,128.1,-1.7,-1.7,141.0,2.5,4.3
1624,A047825,2022MM07,131.6,-3.6,-2.0,140.6,0.3,4.1
1625,A047825,2022MM08,113.6,-5.0,-7.1,122.9,-0.2,5.0
1626,A047825,2022MM09,123.5,-1.3,-1.2,138.8,5.0,6.4
1627,A047825,2022KW03,122.9,-3.3,-3.3,134.1,1.7,5.2
1628,A047825,2022MM10,119.6,-4.8,-3.3,137.9,1.7,6.8
1629,A047825,2022MM11,125.2,0.0,-1.7,142.7,5.9,5.9
1630,A047825,2022MM12,123.5,7.1,7.4,143.0,15.7,8.1
1631,A047825,2022KW04,122.8,0.6,0.6,141.2,7.5,6.9
1632,A047825,2022JJ00,124.1,3.8,3.8,137.3,8.9,4.9
1633,A047825,2023MM01,126.9,6.3,6.8,144.7,14.1,7.3
1634,A047825,2023MM02,112.1,-2.0,-2.0,130.8,6.0,8.1
1635,A047825,2023MM03,131.4,-2.6,-3.0,155.8,5.0,7.7
1636,A047825,2023KW01,123.4,0.5,0.5,143.8,8.2,7.6
1637,A047825,2023MM04,117.5,-5.7,-3.6,138.4,0.9,7.0
1638,A047825,2023MM05,125.7,-2.3,-3.5,148.8,4.9,7.5
1639,A047825,2023MM06,134.1,2.4,1.4,155.2,7.8,5.3
1640,A047825,2023KW02,125.8,-1.8,-1.9,147.5,4.6,6.5
1641,A047825,2023MM07,126.0,-4.3,-2.7,142.7,1.5,6.0
1642,A047825,2023MM08,114.0,0.4,-0.9,131.4,6.9,6.5
1643,A047825,2023MM09,118.6,-3.9,-4.6,139.3,0.4,4.4
1644,A047825,2023KW03,119.5,-2.7,-2.8,137.8,2.8,5.6
1645,A047825,2023MM10,117.6,-1.7,-0.9,141.2,2.4,4.2
1646,A047825,2023MM11,125.1,-0.1,-0.2,147.0,3.0,3.1
1647,A047825,2023MM12,121.8,-1.4,1.4,143.3,0.2,1.6
1648,A047825,2023KW04,121.5,-1.0,0.1,143.8,1.9,2.9
1649,A047825,2023JJ00,122.6,-1.3,-1.0,143.2,4.3,5.7
1650,A047825,2024MM01,126.0,-0.7,-1.9,146.2,1.0,1.7
1651,A047825,2024MM02,117.5,4.8,1.0,137.8,5.3,0.5
1652,A047825,2024MM03,135.5,3.1,4.7,161.2,3.5,0.4
1653,A047825,2024KW01,126.3,2.3,1.3,148.4,3.2,0.8
1654,A047825,2024MM04,121.1,3.0,2.8,140.6,1.5,-1.4
1655,A047825,2024MM05,132.1,5.1,3.4,152.2,2.3,-2.6
1656,A047826,2000JJ00,81.1,4.5,,77.6,5.1,0.5
1657,A047826,2001JJ00,81.8,0.9,,81.5,5.0,4.1
1658,A047826,2002JJ00,82.1,0.3,,83.7,2.8,2.5
1659,A047826,2003JJ00,80.2,-2.3,,80.3,-4.2,-1.9
1660,A047826,2004JJ00,80.6,0.6,,79.8,-0.6,-1.2
1661,A047826,2005JJ00,80.9,0.3,,79.3,-0.5,-0.8
1662,A047826,2006JJ00,86.9,7.4,,85.4,7.7,0.2
1663,A047826,2007JJ00,91.2,5.0,,90.6,6.0,1.0
1664,A047826,2008JJ00,91.3,0.1,,90.5,-0.1,-0.2
1665,A047826,2009JJ00,89.9,-1.6,,88.1,-2.6,-1.0
1666,A047826,2010JJ00,91.5,1.9,,90.0,2.2,0.3
1667,A047826,2011JJ00,92.2,0.7,,92.0,2.2,1.4
1668,A047826,2012JJ00,91.1,-1.2,,91.5,-0.5,0.7
1669,A047826,2013JJ00,90.5,-0.7,,91.6,0.1,0.8
1670,A047826,2014JJ00,94.8,4.8,,95.6,4.3,-0.4
1671,A047826,2015JJ00,100.0,5.5,,100.0,4.6,-0.8
1672,A047826,2016JJ00,99.9,-0.1,,100.8,0.8,0.9
