ID,Leeftijd,Perioden,Kinderen_1,k_1eKinderen_2,k_2eKinderen_3,k_3eKinderen_4,k_4OfVolgendeKinderen_5
374,21      ,2040JJ00,0.02725,0.02205,0.00461,0.00055,4e-05
375,21      ,2041JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
376,21      ,2042JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
377,21      ,2043JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
378,21      ,2044JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
379,21      ,2045JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
380,21      ,2046JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
381,21      ,2047JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
382,21      ,2048JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
383,21      ,2049JJ00,0.02727,0.02205,0.00462,0.00056,4e-05
384,22      ,2002JJ00,0.03578,0.02692,0.00772,0.00107,7e-05
385,22      ,2003JJ00,0.03558,0.0268,0.00764,0.00106,8e-05
386,22      ,2004JJ00,0.03538,0.02669,0.00756,0.00104,8e-05
387,22      ,2005JJ00,0.03518,0.02658,0.00748,0.00103,8e-05
388,22      ,2006JJ00,0.03498,0.02647,0.00741,0.00102,9e-05
389,22      ,2007JJ00,0.03477,0.02635,0.00733,0.00101,9e-05
390,22      ,2008JJ00,0.03457,0.02624,0.00725,0.001,9e-05
391,22      ,2009JJ00,0.03437,0.02613,0.00717,0.00098,9e-05
392,22      ,2010JJ00,0.03397,0.0259,0.00701,0.00096,0.0001
393,22      ,2011JJ00,0.03402,0.02594,0.007,0.00098,0.0001
394,22      ,2012JJ00,0.03405,0.02597,0.00699,0.00099,0.0001
395,22      ,2013JJ00,0.03409,0.026,0.00699,0.001,0.0001
396,22      ,2014JJ00,0.03412,0.02603,0.00698,0.00101,0.0001
397,22      ,2015JJ00,0.03416,0.02606,0.00698,0.00102,0.0001
398,22      ,2016JJ00,0.03418,0.02608,0.00697,0.00103,0.0001
399,22      ,2017JJ00,0.03422,0.02611,0.00697,0.00104,0.0001
400,22      ,2018JJ00,0.03425,0.02613,0.00697,0.00105,0.0001
401,22      ,2019JJ00,0.03426,0.02615,0.00696,0.00105,0.0001
402,22      ,2020JJ00,0.03431,0.02618,0.00696,0.00106,0.00011
403,22      ,2021JJ00,0.03434,0.0262,0.00696,0.00107,0.00011
404,22      ,2022JJ00,0.03436,0.02622,0.00696,0.00107,0.00011
405,22      ,2023JJ00,0.03438,0.02623,0.00696,0.00108,0.00011
406,22      ,2024JJ00,0.0344,0.02625,0.00695,0.00109,0.00011
407,22      ,2025JJ00,0.03442,0.02627,0.00695,0.00109,0.00011
408,22      ,2026JJ00,0.03445,0.02629,0.00695,0.0011,0.00011
409,22      ,2027JJ00,0.03447,0.02631,0.00695,0.0011,0.00011
410,22      ,2028JJ00,0.03449,0.02632,0.00695,0.00111,0.00011
411,22      ,2029JJ00,0.03451,0.02634,0.00695,0.00111,0.00011
412,22      ,2030JJ00,0.03453,0.02636,0.00695,0.00111,0.00011
413,22      ,2031JJ00,0.03455,0.02637,0.00695,0.00112,0.00011
414,22      ,2032JJ00,0.03457,0.02639,0.00695,0.00112,0.00011
415,22      ,2033JJ00,0.03459,0.0264,0.00695,0.00113,0.00011
416,22      ,2034JJ00,0.03461,0.02642,0.00695,0.00113,0.00011
417,22      ,2035JJ00,0.03462,0.02643,0.00695,0.00113,0.00011
418,22      ,2036JJ00,0.03465,0.02645,0.00695,0.00114,0.00011
419,22      ,2037JJ00,0.03467,0.02647,0.00695,0.00114,0.00011
420,22      ,2038JJ00,0.03468,0.02648,0.00695,0.00114,0.00011
421,22      ,2039JJ00,0.0347,0.0265,0.00695,0.00114,0.00011
422,22      ,2040JJ00,0.03472,0.02651,0.00695,0.00115,0.00011
423,22      ,2041JJ00,0.03474,0.02653,0.00695,0.00115,0.00011
424,22      ,2042JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
425,22      ,2043JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
426,22      ,2044JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
427,22      ,2045JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
428,22      ,2046JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
429,22      ,2047JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
430,22      ,2048JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
431,22      ,2049JJ00,0.03475,0.02654,0.00695,0.00115,0.00011
432,23      ,2002JJ00,0.04344,0.03081,0.01076,0.00169,0.00019
433,23      ,2003JJ00,0.04329,0.03071,0.01071,0.00168,0.00018
434,23      ,2004JJ00,0.04314,0.03062,0.01067,0.00167,0.00018
435,23      ,2005JJ00,0.04299,0.03052,0.01063,0.00166,0.00017
436,23      ,2006JJ00,0.04284,0.03043,0.01059,0.00165,0.00017
437,23      ,2007JJ00,0.04268,0.03034,0.01054,0.00164,0.00017
438,23      ,2008JJ00,0.04253,0.03024,0.0105,0.00163,0.00016
439,23      ,2009JJ00,0.04238,0.03015,0.01046,0.00162,0.00016
440,23      ,2010JJ00,0.04208,0.02996,0.01037,0.0016,0.00015
441,23      ,2011JJ00,0.04214,0.03001,0.01034,0.00163,0.00016
442,23      ,2012JJ00,0.04218,0.03006,0.01031,0.00165,0.00016
443,23      ,2013JJ00,0.04223,0.0301,0.01029,0.00168,0.00016
444,23      ,2014JJ00,0.04229,0.03015,0.01027,0.0017,0.00017
445,23      ,2015JJ00,0.04231,0.03018,0.01024,0.00172,0.00017
446,23      ,2016JJ00,0.04235,0.03022,0.01022,0.00174,0.00017
447,23      ,2017JJ00,0.04239,0.03025,0.0102,0.00176,0.00018
448,23      ,2018JJ00,0.04243,0.03029,0.01018,0.00178,0.00018
449,23      ,2019JJ00,0.04246,0.03032,0.01016,0.0018,0.00018
450,23      ,2020JJ00,0.04249,0.03035,0.01014,0.00181,0.00019
451,23      ,2021JJ00,0.04252,0.03038,0.01012,0.00183,0.00019
452,23      ,2022JJ00,0.04254,0.03041,0.0101,0.00184,0.00019
453,23      ,2023JJ00,0.04256,0.03043,0.01008,0.00186,0.00019
454,23      ,2024JJ00,0.0426,0.03046,0.01007,0.00187,0.0002
455,23      ,2025JJ00,0.04263,0.03049,0.01005,0.00189,0.0002
456,23      ,2026JJ00,0.04264,0.03051,0.01003,0.0019,0.0002
457,23      ,2027JJ00,0.04266,0.03054,0.01001,0.00191,0.0002
458,23      ,2028JJ00,0.04268,0.03056,0.01,0.00192,0.0002
459,23      ,2029JJ00,0.04271,0.03059,0.00998,0.00193,0.00021
460,23      ,2030JJ00,0.04272,0.03061,0.00996,0.00194,0.00021
461,23      ,2031JJ00,0.04274,0.03063,0.00995,0.00195,0.00021
462,23      ,2032JJ00,0.04276,0.03066,0.00993,0.00196,0.00021
463,23      ,2033JJ00,0.04277,0.03068,0.00991,0.00197,0.00021
464,23      ,2034JJ00,0.0428,0.0307,0.0099,0.00198,0.00022
465,23      ,2035JJ00,0.04282,0.03073,0.00988,0.00199,0.00022
466,23      ,2036JJ00,0.04283,0.03075,0.00986,0.002,0.00022
467,23      ,2037JJ00,0.04285,0.03077,0.00985,0.00201,0.00022
468,23      ,2038JJ00,0.04285,0.03079,0.00983,0.00201,0.00022
469,23      ,2039JJ00,0.04286,0.03081,0.00981,0.00202,0.00022
470,23      ,2040JJ00,0.0429,0.03084,0.0098,0.00203,0.00023
471,23      ,2041JJ00,0.04291,0.03086,0.00978,0.00204,0.00023
472,23      ,2042JJ00,0.04292,0.03088,0.00977,0.00204,0.00023
473,23      ,2043JJ00,0.04293,0.0309,0.00975,0.00205,0.00023
474,23      ,2044JJ00,0.04293,0.0309,0.00975,0.00205,0.00023
475,23      ,2045JJ00,0.04293,0.0309,0.00975,0.00205,0.00023
476,23      ,2046JJ00,0.04293,0.0309,0.00975,0.00205,0.00023
477,23      ,2047JJ00,0.04293,0.0309,0.00975,0.00205,0.00023
478,23      ,2048JJ00,0.04293,0.0309,0.00975,0.00205,0.00023
479,23      ,2049JJ00,0.04293,0.0309,0.00975,0.00205,0.00023
480,24      ,2002JJ00,0.05509,0.03705,0.01512,0.00241,0.00051
481,24      ,2003JJ00,0.05505,0.03709,0.01498,0.00247,0.00051
482,24      ,2004JJ00,0.055,0.03713,0.01483,0.00254,0.0005
483,24      ,2005JJ00,0.05496,0.03717,0.01469,0.0026,0.0005
484,24      ,2006JJ00,0.05492,0.03722,0.01454,0.00267,0.0005
485,24      ,2007JJ00,0.05488,0.03726,0.01439,0.00273,0.0005
486,24      ,2008JJ00,0.05484,0.0373,0.01425,0.0028,0.0005
487,24      ,2009JJ00,0.05479,0.03734,0.0141,0.00286,0.00049
488,24      ,2010JJ00,0.05471,0.03742,0.01381,0.00299,0.00049
489,24      ,2011JJ00,0.05474,0.03743,0.01378,0.00303,0.0005
490,24      ,2012JJ00,0.05476,0.03744,0.01375,0.00306,0.00051
491,24      ,2013JJ00,0.05476,0.03744,0.01372,0.00309,0.00051
492,24      ,2014JJ00,0.05476,0.03743,0.0137,0.00311,0.00052
493,24      ,2015JJ00,0.05476,0.03743,0.01367,0.00314,0.00052
494,24      ,2016JJ00,0.05476,0.03742,0.01365,0.00316,0.00053
495,24      ,2017JJ00,0.05475,0.03741,0.01363,0.00318,0.00053
496,24      ,2018JJ00,0.05474,0.03739,0.01361,0.0032,0.00054
497,24      ,2019JJ00,0.05472,0.03737,0.01359,0.00322,0.00054
498,24      ,2020JJ00,0.05471,0.03736,0.01357,0.00323,0.00055
499,24      ,2021JJ00,0.05469,0.03734,0.01355,0.00325,0.00055
500,24      ,2022JJ00,0.05468,0.03732,0.01354,0.00326,0.00056
501,24      ,2023JJ00,0.05464,0.03729,0.01352,0.00327,0.00056
502,24      ,2024JJ00,0.05461,0.03727,0.0135,0.00328,0.00056
503,24      ,2025JJ00,0.05459,0.03725,0.01349,0.00329,0.00056
504,24      ,2026JJ00,0.05456,0.03722,0.01347,0.0033,0.00057
505,24      ,2027JJ00,0.05454,0.0372,0.01346,0.00331,0.00057
506,24      ,2028JJ00,0.05449,0.03717,0.01344,0.00331,0.00057
507,24      ,2029JJ00,0.05446,0.03714,0.01343,0.00332,0.00057
508,24      ,2030JJ00,0.05443,0.03712,0.01341,0.00332,0.00058
509,24      ,2031JJ00,0.0544,0.03709,0.0134,0.00333,0.00058
510,24      ,2032JJ00,0.05436,0.03706,0.01339,0.00333,0.00058
511,24      ,2033JJ00,0.05432,0.03704,0.01337,0.00333,0.00058
512,24      ,2034JJ00,0.05428,0.03701,0.01336,0.00333,0.00058
513,24      ,2035JJ00,0.05426,0.03698,0.01335,0.00334,0.00059
514,24      ,2036JJ00,0.05421,0.03695,0.01333,0.00334,0.00059
515,24      ,2037JJ00,0.05417,0.03692,0.01332,0.00334,0.00059
516,24      ,2038JJ00,0.05413,0.0369,0.0133,0.00334,0.00059
517,24      ,2039JJ00,0.05409,0.03687,0.01329,0.00334,0.00059
518,24      ,2040JJ00,0.05405,0.03684,0.01328,0.00334,0.00059
519,24      ,2041JJ00,0.05401,0.03681,0.01327,0.00334,0.00059
520,24      ,2042JJ00,0.05396,0.03678,0.01325,0.00334,0.00059
521,24      ,2043JJ00,0.05391,0.03675,0.01324,0.00333,0.00059
522,24      ,2044JJ00,0.05388,0.03672,0.01323,0.00333,0.0006
523,24      ,2045JJ00,0.05388,0.03672,0.01323,0.00333,0.0006
524,24      ,2046JJ00,0.05388,0.03672,0.01323,0.00333,0.0006
525,24      ,2047JJ00,0.05388,0.03672,0.01323,0.00333,0.0006
526,24      ,2048JJ00,0.05388,0.03672,0.01323,0.00333,0.0006
527,24      ,2049JJ00,0.05388,0.03672,0.01323,0.00333,0.0006
528,25      ,2002JJ00,0.06696,0.04415,0.0182,0.00372,0.00089
529,25      ,2003JJ00,0.06708,0.04422,0.0182,0.00377,0.0009
530,25      ,2004JJ00,0.06721,0.04429,0.01819,0.00383,0.0009
531,25      ,2005JJ00,0.06734,0.04436,0.01819,0.00388,0.00091
532,25      ,2006JJ00,0.06747,0.04443,0.01818,0.00394,0.00092
533,25      ,2007JJ00,0.06759,0.0445,0.01817,0.00399,0.00093
534,25      ,2008JJ00,0.06772,0.04457,0.01817,0.00405,0.00094
535,25      ,2009JJ00,0.06785,0.04464,0.01816,0.0041,0.00094
536,25      ,2010JJ00,0.0681,0.04478,0.01815,0.00421,0.00096
537,25      ,2011JJ00,0.06822,0.04486,0.01815,0.00425,0.00096
538,25      ,2012JJ00,0.06831,0.04494,0.01814,0.00428,0.00095
539,25      ,2013JJ00,0.0684,0.04501,0.01813,0.00431,0.00095
540,25      ,2014JJ00,0.06848,0.04507,0.01812,0.00434,0.00095
541,25      ,2015JJ00,0.06855,0.04513,0.01811,0.00437,0.00094
542,25      ,2016JJ00,0.06862,0.04518,0.0181,0.0044,0.00094
543,25      ,2017JJ00,0.06869,0.04523,0.01809,0.00443,0.00094
544,25      ,2018JJ00,0.06872,0.04527,0.01807,0.00445,0.00093
545,25      ,2019JJ00,0.06878,0.04531,0.01806,0.00448,0.00093
546,25      ,2020JJ00,0.06882,0.04534,0.01804,0.00451,0.00093
547,25      ,2021JJ00,0.06886,0.04538,0.01802,0.00453,0.00093
548,25      ,2022JJ00,0.06889,0.04541,0.018,0.00456,0.00092
549,25      ,2023JJ00,0.06891,0.04543,0.01798,0.00458,0.00092
550,25      ,2024JJ00,0.06896,0.04546,0.01797,0.00461,0.00092
551,25      ,2025JJ00,0.06897,0.04548,0.01795,0.00463,0.00091
552,25      ,2026JJ00,0.06899,0.0455,0.01793,0.00465,0.00091
553,25      ,2027JJ00,0.06902,0.04552,0.01791,0.00468,0.00091
554,25      ,2028JJ00,0.06903,0.04553,0.01789,0.0047,0.00091
555,25      ,2029JJ00,0.06903,0.04555,0.01786,0.00472,0.0009
556,25      ,2030JJ00,0.06904,0.04556,0.01784,0.00474,0.0009
557,25      ,2031JJ00,0.06905,0.04557,0.01782,0.00476,0.0009
558,25      ,2032JJ00,0.06905,0.04558,0.0178,0.00478,0.00089
559,25      ,2033JJ00,0.06907,0.0456,0.01778,0.0048,0.00089
560,25      ,2034JJ00,0.06907,0.0456,0.01776,0.00482,0.00089
561,25      ,2035JJ00,0.06908,0.04561,0.01774,0.00484,0.00089
562,25      ,2036JJ00,0.06908,0.04562,0.01772,0.00486,0.00088
563,25      ,2037JJ00,0.06908,0.04563,0.01769,0.00488,0.00088
564,25      ,2038JJ00,0.06908,0.04563,0.01767,0.0049,0.00088
565,25      ,2039JJ00,0.06908,0.04564,0.01765,0.00492,0.00087
566,25      ,2040JJ00,0.06908,0.04564,0.01763,0.00494,0.00087
567,25      ,2041JJ00,0.06908,0.04565,0.01761,0.00495,0.00087
568,25      ,2042JJ00,0.06908,0.04565,0.01759,0.00497,0.00087
569,25      ,2043JJ00,0.06907,0.04566,0.01756,0.00499,0.00086
570,25      ,2044JJ00,0.06907,0.04566,0.01754,0.00501,0.00086
571,25      ,2045JJ00,0.06906,0.04566,0.01752,0.00502,0.00086
572,25      ,2046JJ00,0.06906,0.04566,0.01752,0.00502,0.00086
573,25      ,2047JJ00,0.06906,0.04566,0.01752,0.00502,0.00086
574,25      ,2048JJ00,0.06906,0.04566,0.01752,0.00502,0.00086
575,25      ,2049JJ00,0.06906,0.04566,0.01752,0.00502,0.00086
576,26      ,2002JJ00,0.08372,0.05279,0.0241,0.00564,0.00118
577,26      ,2003JJ00,0.08363,0.05264,0.02413,0.00565,0.00121
578,26      ,2004JJ00,0.08355,0.05249,0.02417,0.00567,0.00123
579,26      ,2005JJ00,0.08347,0.05234,0.0242,0.00568,0.00125
580,26      ,2006JJ00,0.08339,0.05219,0.02423,0.00569,0.00128
581,26      ,2007JJ00,0.0833,0.05204,0.02426,0.0057,0.0013
582,26      ,2008JJ00,0.08322,0.05189,0.02429,0.00571,0.00132
583,26      ,2009JJ00,0.08314,0.05174,0.02433,0.00573,0.00134
584,26      ,2010JJ00,0.08297,0.05144,0.02439,0.00575,0.00139
585,26      ,2011JJ00,0.08317,0.05161,0.02438,0.00579,0.00139
586,26      ,2012JJ00,0.08336,0.05176,0.02438,0.00584,0.00138
587,26      ,2013JJ00,0.08353,0.05191,0.02436,0.00588,0.00138
588,26      ,2014JJ00,0.08371,0.05206,0.02435,0.00592,0.00138
589,26      ,2015JJ00,0.08387,0.0522,0.02434,0.00596,0.00137
590,26      ,2016JJ00,0.08404,0.05234,0.02432,0.00601,0.00137
591,26      ,2017JJ00,0.08418,0.05247,0.0243,0.00604,0.00137
592,26      ,2018JJ00,0.08432,0.0526,0.02428,0.00608,0.00136
593,26      ,2019JJ00,0.08445,0.05272,0.02425,0.00612,0.00136
594,26      ,2020JJ00,0.08458,0.05284,0.02423,0.00615,0.00136
595,26      ,2021JJ00,0.0847,0.05296,0.0242,0.00619,0.00135
596,26      ,2022JJ00,0.08482,0.05307,0.02418,0.00622,0.00135
597,26      ,2023JJ00,0.08493,0.05318,0.02415,0.00626,0.00134
598,26      ,2024JJ00,0.08503,0.05328,0.02412,0.00629,0.00134
599,26      ,2025JJ00,0.08514,0.05339,0.02409,0.00632,0.00134
600,26      ,2026JJ00,0.08522,0.05348,0.02406,0.00635,0.00133
601,26      ,2027JJ00,0.08532,0.05358,0.02403,0.00638,0.00133
602,26      ,2028JJ00,0.08541,0.05367,0.024,0.00641,0.00133
603,26      ,2029JJ00,0.0855,0.05376,0.02397,0.00644,0.00133
604,26      ,2030JJ00,0.08558,0.05385,0.02394,0.00647,0.00132
605,26      ,2031JJ00,0.08566,0.05393,0.02391,0.0065,0.00132
606,26      ,2032JJ00,0.08574,0.05401,0.02388,0.00653,0.00132
607,26      ,2033JJ00,0.08581,0.05409,0.02385,0.00656,0.00131
608,26      ,2034JJ00,0.08588,0.05417,0.02382,0.00658,0.00131
609,26      ,2035JJ00,0.08595,0.05424,0.02379,0.00661,0.00131
610,26      ,2036JJ00,0.08601,0.05431,0.02376,0.00664,0.0013
611,26      ,2037JJ00,0.08606,0.05438,0.02372,0.00666,0.0013
612,26      ,2038JJ00,0.08613,0.05445,0.02369,0.00669,0.0013
613,26      ,2039JJ00,0.08617,0.05451,0.02366,0.00671,0.00129
614,26      ,2040JJ00,0.08623,0.05457,0.02363,0.00674,0.00129
615,26      ,2041JJ00,0.08628,0.05463,0.0236,0.00676,0.00129
616,26      ,2042JJ00,0.08632,0.05469,0.02356,0.00679,0.00128
617,26      ,2043JJ00,0.08637,0.05475,0.02353,0.00681,0.00128
618,26      ,2044JJ00,0.08641,0.0548,0.0235,0.00683,0.00128
619,26      ,2045JJ00,0.08645,0.05485,0.02347,0.00686,0.00127
620,26      ,2046JJ00,0.0865,0.05491,0.02344,0.00688,0.00127
621,26      ,2047JJ00,0.0865,0.05491,0.02344,0.00688,0.00127
622,26      ,2048JJ00,0.0865,0.05491,0.02344,0.00688,0.00127
623,26      ,2049JJ00,0.0865,0.05491,0.02344,0.00688,0.00127
624,27      ,2002JJ00,0.09981,0.06038,0.03054,0.00697,0.00192
625,27      ,2003JJ00,0.09977,0.06018,0.03054,0.00714,0.00191
626,27      ,2004JJ00,0.09973,0.05997,0.03055,0.0073,0.00191
627,27      ,2005JJ00,0.09969,0.05977,0.03055,0.00747,0.0019
628,27      ,2006JJ00,0.09965,0.05957,0.03055,0.00764,0.00189
629,27      ,2007JJ00,0.09961,0.05937,0.03055,0.00781,0.00188
630,27      ,2008JJ00,0.09957,0.05917,0.03055,0.00798,0.00187
631,27      ,2009JJ00,0.09953,0.05896,0.03056,0.00814,0.00187
632,27      ,2010JJ00,0.09945,0.05856,0.03056,0.00848,0.00185
633,27      ,2011JJ00,0.09954,0.05859,0.0306,0.00851,0.00184
634,27      ,2012JJ00,0.09963,0.05862,0.03064,0.00853,0.00184
635,27      ,2013JJ00,0.09971,0.05865,0.03068,0.00855,0.00183
636,27      ,2014JJ00,0.09981,0.05869,0.03072,0.00857,0.00183
637,27      ,2015JJ00,0.09988,0.05872,0.03075,0.00859,0.00182
638,27      ,2016JJ00,0.09995,0.05876,0.03077,0.0086,0.00182
639,27      ,2017JJ00,0.10002,0.05879,0.0308,0.00862,0.00181
640,27      ,2018JJ00,0.10009,0.05883,0.03082,0.00863,0.00181
641,27      ,2019JJ00,0.10015,0.05887,0.03084,0.00864,0.0018
642,27      ,2020JJ00,0.10022,0.05891,0.03086,0.00865,0.0018
643,27      ,2021JJ00,0.10028,0.05896,0.03087,0.00865,0.0018
644,27      ,2022JJ00,0.10034,0.059,0.03089,0.00866,0.00179
645,27      ,2023JJ00,0.10041,0.05905,0.0309,0.00867,0.00179
646,27      ,2024JJ00,0.10045,0.05909,0.03091,0.00867,0.00178
647,27      ,2025JJ00,0.10052,0.05914,0.03092,0.00868,0.00178
648,27      ,2026JJ00,0.10057,0.05919,0.03093,0.00868,0.00177
649,27      ,2027JJ00,0.10063,0.05924,0.03094,0.00868,0.00177
650,27      ,2028JJ00,0.10069,0.0593,0.03095,0.00868,0.00176
651,27      ,2029JJ00,0.10075,0.05935,0.03096,0.00868,0.00176
652,27      ,2030JJ00,0.10082,0.05941,0.03097,0.00868,0.00176
653,27      ,2031JJ00,0.10087,0.05947,0.03097,0.00868,0.00175
654,27      ,2032JJ00,0.10094,0.05953,0.03098,0.00868,0.00175
655,27      ,2033JJ00,0.101,0.05959,0.03099,0.00868,0.00174
656,27      ,2034JJ00,0.10106,0.05966,0.03099,0.00867,0.00174
657,27      ,2035JJ00,0.10113,0.05973,0.031,0.00867,0.00173
658,27      ,2036JJ00,0.1012,0.0598,0.031,0.00867,0.00173
659,27      ,2037JJ00,0.10127,0.05987,0.03101,0.00866,0.00173
660,27      ,2038JJ00,0.10134,0.05995,0.03101,0.00866,0.00172
661,27      ,2039JJ00,0.10143,0.06003,0.03102,0.00866,0.00172
662,27      ,2040JJ00,0.10149,0.06011,0.03102,0.00865,0.00171
663,27      ,2041JJ00,0.10158,0.06019,0.03103,0.00865,0.00171
664,27      ,2042JJ00,0.10165,0.06028,0.03103,0.00864,0.0017
665,27      ,2043JJ00,0.10174,0.06037,0.03104,0.00863,0.0017
666,27      ,2044JJ00,0.10183,0.06046,0.03104,0.00863,0.0017
667,27      ,2045JJ00,0.10191,0.06055,0.03105,0.00862,0.00169
668,27      ,2046JJ00,0.10201,0.06065,0.03105,0.00862,0.00169
669,27      ,2047JJ00,0.1021,0.06076,0.03105,0.00861,0.00168
670,27      ,2048JJ00,0.1021,0.06076,0.03105,0.00861,0.00168
671,27      ,2049JJ00,0.1021,0.06076,0.03105,0.00861,0.00168
672,28      ,2002JJ00,0.1175,0.06845,0.03733,0.00916,0.00256
673,28      ,2003JJ00,0.11747,0.06826,0.03743,0.00921,0.00257
674,28      ,2004JJ00,0.11745,0.06807,0.03752,0.00927,0.00259
675,28      ,2005JJ00,0.11743,0.06788,0.03762,0.00932,0.00261
676,28      ,2006JJ00,0.11741,0.0677,0.03771,0.00938,0.00263
677,28      ,2007JJ00,0.11738,0.06751,0.0378,0.00943,0.00264
678,28      ,2008JJ00,0.11736,0.06732,0.0379,0.00949,0.00266
679,28      ,2009JJ00,0.11734,0.06713,0.03799,0.00954,0.00268
680,28      ,2010JJ00,0.11729,0.06675,0.03818,0.00965,0.00271
681,28      ,2011JJ00,0.11741,0.06675,0.03826,0.00969,0.00271
682,28      ,2012JJ00,0.11753,0.06674,0.03834,0.00973,0.00272
683,28      ,2013JJ00,0.11762,0.06673,0.03841,0.00976,0.00272
684,28      ,2014JJ00,0.11772,0.06672,0.03847,0.0098,0.00273
685,28      ,2015JJ00,0.11781,0.06671,0.03853,0.00983,0.00274
686,28      ,2016JJ00,0.11789,0.0667,0.03859,0.00986,0.00274
687,28      ,2017JJ00,0.11797,0.06669,0.03864,0.00989,0.00275
688,28      ,2018JJ00,0.11803,0.06668,0.03869,0.00991,0.00275
689,28      ,2019JJ00,0.11808,0.06666,0.03873,0.00993,0.00276
690,28      ,2020JJ00,0.11814,0.06664,0.03877,0.00996,0.00277
691,28      ,2021JJ00,0.11818,0.06662,0.03881,0.00998,0.00277
692,28      ,2022JJ00,0.11823,0.0666,0.03885,0.01,0.00278
693,28      ,2023JJ00,0.11826,0.06658,0.03889,0.01001,0.00278
694,28      ,2024JJ00,0.11829,0.06655,0.03892,0.01003,0.00279
695,28      ,2025JJ00,0.11831,0.06652,0.03895,0.01004,0.0028
696,28      ,2026JJ00,0.11833,0.06649,0.03898,0.01006,0.0028
697,28      ,2027JJ00,0.11835,0.06646,0.03901,0.01007,0.00281
698,28      ,2028JJ00,0.11835,0.06642,0.03904,0.01008,0.00281
699,28      ,2029JJ00,0.11835,0.06637,0.03907,0.01009,0.00282
700,28      ,2030JJ00,0.11836,0.06633,0.0391,0.0101,0.00283
701,28      ,2031JJ00,0.11833,0.06627,0.03912,0.01011,0.00283
702,28      ,2032JJ00,0.11832,0.06621,0.03915,0.01012,0.00284
703,28      ,2033JJ00,0.11829,0.06614,0.03917,0.01013,0.00285
704,28      ,2034JJ00,0.11826,0.06607,0.0392,0.01014,0.00285
705,28      ,2035JJ00,0.11821,0.06599,0.03922,0.01014,0.00286
706,28      ,2036JJ00,0.11816,0.0659,0.03925,0.01015,0.00286
707,28      ,2037JJ00,0.11808,0.06579,0.03927,0.01015,0.00287
708,28      ,2038JJ00,0.11801,0.06568,0.03929,0.01016,0.00288
709,28      ,2039JJ00,0.11791,0.06555,0.03932,0.01016,0.00288
710,28      ,2040JJ00,0.11781,0.06541,0.03934,0.01017,0.00289
711,28      ,2041JJ00,0.11769,0.06526,0.03936,0.01017,0.0029
712,28      ,2042JJ00,0.11754,0.06509,0.03938,0.01017,0.0029
713,28      ,2043JJ00,0.11737,0.06489,0.0394,0.01017,0.00291
714,28      ,2044JJ00,0.11721,0.06468,0.03943,0.01018,0.00292
715,28      ,2045JJ00,0.11699,0.06444,0.03945,0.01018,0.00292
716,28      ,2046JJ00,0.11676,0.06418,0.03947,0.01018,0.00293
717,28      ,2047JJ00,0.11649,0.06389,0.03949,0.01018,0.00293
718,28      ,2048JJ00,0.11619,0.06356,0.03951,0.01018,0.00294
719,28      ,2049JJ00,0.11619,0.06356,0.03951,0.01018,0.00294
720,29      ,2002JJ00,0.1318,0.07129,0.04507,0.01168,0.00376
721,29      ,2003JJ00,0.13131,0.07075,0.04516,0.01169,0.00371
722,29      ,2004JJ00,0.13081,0.07022,0.04526,0.01169,0.00365
723,29      ,2005JJ00,0.13032,0.06968,0.04535,0.01169,0.00359
724,29      ,2006JJ00,0.12983,0.06915,0.04545,0.0117,0.00354
725,29      ,2007JJ00,0.12934,0.06862,0.04555,0.0117,0.00348
726,29      ,2008JJ00,0.12885,0.06808,0.04564,0.0117,0.00342
727,29      ,2009JJ00,0.12835,0.06755,0.04574,0.0117,0.00336
728,29      ,2010JJ00,0.12737,0.06648,0.04593,0.01171,0.00325
729,29      ,2011JJ00,0.12726,0.06622,0.04605,0.01174,0.00325
730,29      ,2012JJ00,0.12716,0.06598,0.04615,0.01177,0.00326
731,29      ,2013JJ00,0.12708,0.06577,0.04625,0.0118,0.00326
732,29      ,2014JJ00,0.12699,0.06557,0.04634,0.01182,0.00326
733,29      ,2015JJ00,0.12691,0.06539,0.04642,0.01184,0.00326
734,29      ,2016JJ00,0.12685,0.06523,0.0465,0.01185,0.00327
735,29      ,2017JJ00,0.12681,0.06509,0.04658,0.01187,0.00327
736,29      ,2018JJ00,0.12674,0.06495,0.04664,0.01188,0.00327
737,29      ,2019JJ00,0.1267,0.06483,0.04671,0.01189,0.00327
738,29      ,2020JJ00,0.12666,0.06472,0.04677,0.01189,0.00328
739,29      ,2021JJ00,0.12663,0.06462,0.04683,0.0119,0.00328
