ID,RegioS,Perioden,VarkensrechtenInEenheden_1,VarkensrechtenInFosfaat_2,PluimveerechtenInEenheden_3,PluimveerechtenInFosfaat_4,VleesEnFokvarkens_5,KippenEnKalkoenen_6,Varkens_7,Pluimvee_8
265,PV23  ,2020JJ00,1163.0,8604.0,7283.0,3642.0,832.0,11379.0,4700.0,2780.0
266,PV23  ,2021JJ00,1134.0,8389.0,7205.0,3602.0,828.0,9845.0,4480.0,2480.0
267,PV23  ,2022JJ00,1135.0,8403.0,7272.0,3636.0,828.0,10482.0,4600.0,2640.0
268,PV23  ,2023JJ00,1146.0,8477.0,7124.0,3562.0,794.0,10197.0,4440.0,2440.0
269,PV23  ,2024JJ00,1111.0,8221.0,7178.0,3589.0,119.0,6243.0,4220.0,2370.0
270,PV24  ,1998JJ00,53.0,394.0,,,35.0,1295.0,220.0,460.0
271,PV24  ,1999JJ00,53.0,392.0,,,37.0,1899.0,210.0,670.0
272,PV24  ,2000JJ00,52.0,381.0,,,34.0,2080.0,200.0,710.0
273,PV24  ,2001JJ00,50.0,367.0,1750.0,875.0,30.0,2097.0,160.0,600.0
274,PV24  ,2002JJ00,49.0,363.0,1748.0,874.0,33.0,2172.0,180.0,650.0
275,PV24  ,2003JJ00,49.0,361.0,1710.0,855.0,33.0,2006.0,180.0,660.0
276,PV24  ,2004JJ00,50.0,373.0,1760.0,880.0,31.0,1900.0,170.0,620.0
277,PV24  ,2005JJ00,52.0,382.0,1656.0,828.0,31.0,1860.0,180.0,640.0
278,PV24  ,2006JJ00,49.0,363.0,1671.0,836.0,35.0,1970.0,210.0,710.0
279,PV24  ,2007JJ00,49.0,365.0,1635.0,817.0,40.0,2200.0,240.0,720.0
280,PV24  ,2008JJ00,47.0,348.0,1645.0,822.0,43.0,2085.0,260.0,720.0
281,PV24  ,2009JJ00,46.0,342.0,1721.0,860.0,41.0,2087.0,260.0,750.0
282,PV24  ,2010JJ00,46.0,342.0,1747.0,873.0,40.0,2288.0,250.0,780.0
283,PV24  ,2011JJ00,42.0,313.0,1751.0,875.0,42.0,2275.0,250.0,800.0
284,PV24  ,2012JJ00,45.0,336.0,1724.0,862.0,41.0,2182.0,220.0,740.0
285,PV24  ,2013JJ00,64.0,477.0,1699.0,849.0,42.0,2413.0,220.0,810.0
286,PV24  ,2014JJ00,55.0,406.0,1726.0,863.0,41.0,2591.0,230.0,880.0
287,PV24  ,2015JJ00,57.0,425.0,1844.0,922.0,41.0,2702.0,200.0,910.0
288,PV24  ,2016JJ00,58.0,428.0,1816.0,908.0,40.0,2791.0,200.0,940.0
289,PV24  ,2017JJ00,51.0,376.0,1796.0,898.0,39.0,2680.0,190.0,910.0
290,PV24  ,2018JJ00,53.0,391.0,1984.0,992.0,39.0,2799.0,400.0,980.0
291,PV24  ,2019JJ00,50.0,372.0,2076.0,1038.0,37.0,2861.0,310.0,950.0
292,PV24  ,2020JJ00,66.0,489.0,2113.0,1056.0,37.0,2633.0,260.0,880.0
293,PV24  ,2021JJ00,64.0,471.0,2156.0,1078.0,46.0,2617.0,350.0,820.0
294,PV24  ,2022JJ00,64.0,476.0,2138.0,1069.0,43.0,2655.0,340.0,830.0
295,PV24  ,2023JJ00,68.0,502.0,2134.0,1067.0,46.0,2547.0,290.0,790.0
296,PV24  ,2024JJ00,61.0,451.0,2138.0,1069.0,733.0,9716.0,220.0,790.0
297,PV25  ,1998JJ00,2200.0,16279.0,,,1929.0,19985.0,12080.0,6540.0
298,PV25  ,1999JJ00,2145.0,15874.0,,,1658.0,20618.0,9790.0,6860.0
299,PV25  ,2000JJ00,2095.0,15504.0,,,1604.0,20188.0,9490.0,6680.0
300,PV25  ,2001JJ00,1911.0,14141.0,16688.0,8344.0,1486.0,18797.0,8090.0,5790.0
301,PV25  ,2002JJ00,1888.0,13971.0,16269.0,8134.0,1336.0,18432.0,7570.0,5780.0
302,PV25  ,2003JJ00,1823.0,13493.0,15951.0,7976.0,1287.0,9736.0,7390.0,3210.0
303,PV25  ,2004JJ00,1730.0,12801.0,15157.0,7579.0,1268.0,16559.0,7020.0,5200.0
304,PV25  ,2005JJ00,1718.0,12713.0,14831.0,7416.0,1296.0,17381.0,7860.0,5680.0
305,PV25  ,2006JJ00,1726.0,12770.0,14415.0,7208.0,1291.0,16681.0,8100.0,5570.0
306,PV25  ,2007JJ00,1693.0,12531.0,14237.0,7118.0,1302.0,16699.0,8050.0,5520.0
307,PV25  ,2008JJ00,1564.0,11573.0,14129.0,7064.0,1327.0,18444.0,8340.0,6050.0
308,PV25  ,2009JJ00,1527.0,11303.0,14080.0,7040.0,1307.0,17764.0,8400.0,5990.0
309,PV25  ,2010JJ00,1588.0,11752.0,14292.0,7146.0,1286.0,18891.0,8070.0,6220.0
310,PV25  ,2011JJ00,1499.0,11095.0,13706.0,6853.0,1269.0,17825.0,7610.0,5910.0
311,PV25  ,2012JJ00,1500.0,11102.0,13585.0,6793.0,1199.0,16862.0,6480.0,5580.0
312,PV25  ,2013JJ00,1493.0,11049.0,13518.0,6759.0,1177.0,17591.0,6510.0,5840.0
313,PV25  ,2014JJ00,1491.0,11032.0,13499.0,6749.0,1137.0,18443.0,6290.0,5870.0
314,PV25  ,2015JJ00,1485.0,10991.0,13266.0,6633.0,1132.0,18353.0,6390.0,5920.0
315,PV25  ,2016JJ00,1478.0,10937.0,13244.0,6622.0,1081.0,17753.0,6050.0,5890.0
316,PV25  ,2017JJ00,1465.0,10842.0,13191.0,6595.0,1064.0,17561.0,5730.0,5670.0
317,PV25  ,2018JJ00,1464.0,10831.0,12592.0,6296.0,1049.0,17019.0,5840.0,5530.0
318,PV25  ,2019JJ00,1460.0,10803.0,12550.0,6275.0,1029.0,15828.0,5620.0,5310.0
319,PV25  ,2020JJ00,1449.0,10722.0,12705.0,6353.0,983.0,16496.0,5410.0,4890.0
320,PV25  ,2021JJ00,1424.0,10541.0,12947.0,6473.0,984.0,16924.0,5330.0,4980.0
321,PV25  ,2022JJ00,1416.0,10482.0,13196.0,6598.0,978.0,16224.0,5370.0,4870.0
322,PV25  ,2023JJ00,1413.0,10456.0,13274.0,6637.0,943.0,15859.0,5230.0,5140.0
323,PV25  ,2024JJ00,1309.0,9687.0,12528.0,6264.0,38.0,2695.0,5080.0,4510.0
324,PV26  ,1998JJ00,339.0,2508.0,,,305.0,1873.0,1840.0,640.0
325,PV26  ,1999JJ00,333.0,2464.0,,,256.0,1945.0,1450.0,690.0
326,PV26  ,2000JJ00,324.0,2398.0,,,238.0,1799.0,1360.0,630.0
327,PV26  ,2001JJ00,297.0,2199.0,1443.0,721.0,217.0,1622.0,1150.0,530.0
328,PV26  ,2002JJ00,295.0,2181.0,1459.0,729.0,196.0,1623.0,1080.0,530.0
329,PV26  ,2003JJ00,292.0,2160.0,1447.0,724.0,188.0,639.0,1060.0,220.0
330,PV26  ,2004JJ00,270.0,1998.0,1511.0,755.0,183.0,1375.0,990.0,450.0
331,PV26  ,2005JJ00,266.0,1969.0,1699.0,850.0,191.0,1458.0,1150.0,470.0
332,PV26  ,2006JJ00,261.0,1929.0,1799.0,899.0,186.0,1652.0,1150.0,560.0
333,PV26  ,2007JJ00,262.0,1939.0,1824.0,912.0,178.0,1638.0,1090.0,560.0
334,PV26  ,2008JJ00,240.0,1778.0,1865.0,932.0,190.0,1835.0,1160.0,650.0
335,PV26  ,2009JJ00,236.0,1748.0,1972.0,986.0,187.0,1772.0,1180.0,670.0
336,PV26  ,2010JJ00,234.0,1730.0,2060.0,1030.0,179.0,2315.0,1120.0,830.0
337,PV26  ,2011JJ00,216.0,1598.0,1958.0,979.0,174.0,2096.0,1040.0,780.0
338,PV26  ,2012JJ00,216.0,1598.0,2375.0,1187.0,166.0,2304.0,920.0,800.0
339,PV26  ,2013JJ00,215.0,1590.0,2395.0,1197.0,159.0,2322.0,880.0,830.0
340,PV26  ,2014JJ00,216.0,1602.0,2362.0,1181.0,153.0,2888.0,840.0,1080.0
341,PV26  ,2015JJ00,209.0,1544.0,2363.0,1182.0,160.0,2966.0,880.0,1080.0
342,PV26  ,2016JJ00,206.0,1525.0,2317.0,1158.0,154.0,3034.0,840.0,1090.0
343,PV26  ,2017JJ00,210.0,1555.0,2131.0,1066.0,155.0,2993.0,830.0,1010.0
344,PV26  ,2018JJ00,208.0,1538.0,2029.0,1014.0,160.0,2610.0,720.0,870.0
345,PV26  ,2019JJ00,208.0,1536.0,1864.0,932.0,156.0,2446.0,690.0,790.0
346,PV26  ,2020JJ00,206.0,1523.0,1808.0,904.0,156.0,2213.0,660.0,720.0
347,PV26  ,2021JJ00,205.0,1520.0,1924.0,962.0,149.0,2382.0,640.0,790.0
348,PV26  ,2022JJ00,209.0,1547.0,1863.0,932.0,147.0,1800.0,650.0,660.0
349,PV26  ,2023JJ00,204.0,1510.0,1882.0,941.0,133.0,2022.0,730.0,670.0
350,PV26  ,2024JJ00,194.0,1436.0,1855.0,928.0,890.0,15219.0,700.0,590.0
351,PV27  ,1998JJ00,39.0,289.0,,,29.0,1245.0,200.0,320.0
352,PV27  ,1999JJ00,37.0,277.0,,,22.0,1345.0,140.0,360.0
353,PV27  ,2000JJ00,35.0,262.0,,,20.0,1462.0,130.0,370.0
354,PV27  ,2001JJ00,33.0,243.0,832.0,416.0,19.0,1370.0,110.0,300.0
355,PV27  ,2002JJ00,30.0,218.0,826.0,413.0,18.0,1600.0,110.0,360.0
356,PV27  ,2003JJ00,29.0,211.0,796.0,398.0,15.0,1498.0,90.0,370.0
357,PV27  ,2004JJ00,27.0,198.0,792.0,396.0,14.0,1399.0,80.0,320.0
358,PV27  ,2005JJ00,24.0,180.0,820.0,410.0,14.0,1441.0,90.0,340.0
359,PV27  ,2006JJ00,23.0,168.0,806.0,403.0,14.0,1371.0,100.0,330.0
360,PV27  ,2007JJ00,21.0,158.0,697.0,349.0,17.0,1287.0,110.0,300.0
361,PV27  ,2008JJ00,19.0,139.0,626.0,313.0,13.0,1373.0,90.0,340.0
362,PV27  ,2009JJ00,19.0,137.0,625.0,312.0,12.0,1060.0,90.0,250.0
363,PV27  ,2010JJ00,18.0,136.0,609.0,304.0,12.0,1217.0,80.0,270.0
364,PV27  ,2011JJ00,18.0,132.0,670.0,335.0,10.0,1150.0,70.0,250.0
365,PV27  ,2012JJ00,22.0,163.0,555.0,278.0,9.0,904.0,60.0,170.0
366,PV27  ,2013JJ00,21.0,159.0,579.0,289.0,15.0,1272.0,90.0,250.0
367,PV27  ,2014JJ00,22.0,166.0,568.0,284.0,15.0,1378.0,90.0,270.0
368,PV27  ,2015JJ00,24.0,178.0,606.0,303.0,12.0,1508.0,70.0,260.0
369,PV27  ,2016JJ00,25.0,187.0,613.0,307.0,11.0,1784.0,70.0,290.0
370,PV27  ,2017JJ00,25.0,183.0,614.0,307.0,12.0,1639.0,70.0,300.0
371,PV27  ,2018JJ00,25.0,184.0,731.0,365.0,11.0,1483.0,70.0,180.0
372,PV27  ,2019JJ00,25.0,187.0,786.0,393.0,12.0,1241.0,70.0,190.0
373,PV27  ,2020JJ00,22.0,160.0,757.0,379.0,11.0,1480.0,70.0,210.0
374,PV27  ,2021JJ00,21.0,155.0,761.0,380.0,12.0,1310.0,70.0,190.0
375,PV27  ,2022JJ00,19.0,139.0,751.0,375.0,11.0,1094.0,60.0,150.0
376,PV27  ,2023JJ00,19.0,139.0,657.0,329.0,12.0,997.0,70.0,130.0
377,PV27  ,2024JJ00,17.0,126.0,643.0,322.0,129.0,1885.0,60.0,150.0
378,PV28  ,1998JJ00,185.0,1372.0,,,174.0,1797.0,1060.0,470.0
379,PV28  ,1999JJ00,182.0,1348.0,,,166.0,1676.0,940.0,460.0
380,PV28  ,2000JJ00,175.0,1297.0,,,154.0,1370.0,860.0,370.0
381,PV28  ,2001JJ00,165.0,1218.0,997.0,499.0,144.0,1410.0,740.0,320.0
382,PV28  ,2002JJ00,159.0,1175.0,980.0,490.0,139.0,1613.0,730.0,360.0
383,PV28  ,2003JJ00,154.0,1139.0,961.0,481.0,127.0,1235.0,680.0,300.0
384,PV28  ,2004JJ00,149.0,1104.0,715.0,358.0,111.0,1239.0,580.0,290.0
385,PV28  ,2005JJ00,143.0,1057.0,692.0,346.0,98.0,1194.0,580.0,290.0
386,PV28  ,2006JJ00,136.0,1007.0,667.0,334.0,91.0,953.0,550.0,250.0
387,PV28  ,2007JJ00,130.0,963.0,661.0,330.0,91.0,1266.0,530.0,310.0
388,PV28  ,2008JJ00,115.0,854.0,560.0,280.0,94.0,912.0,580.0,190.0
389,PV28  ,2009JJ00,108.0,802.0,514.0,257.0,89.0,698.0,560.0,160.0
390,PV28  ,2010JJ00,97.0,720.0,502.0,251.0,80.0,689.0,500.0,150.0
391,PV28  ,2011JJ00,103.0,762.0,528.0,264.0,77.0,831.0,460.0,190.0
392,PV28  ,2012JJ00,109.0,810.0,522.0,261.0,75.0,861.0,400.0,170.0
393,PV28  ,2013JJ00,86.0,636.0,513.0,256.0,78.0,721.0,420.0,150.0
394,PV28  ,2014JJ00,86.0,633.0,486.0,243.0,73.0,837.0,390.0,170.0
395,PV28  ,2015JJ00,83.0,612.0,442.0,221.0,70.0,692.0,400.0,140.0
396,PV28  ,2016JJ00,85.0,632.0,473.0,236.0,70.0,811.0,400.0,170.0
397,PV28  ,2017JJ00,84.0,621.0,480.0,240.0,67.0,655.0,370.0,110.0
398,PV28  ,2018JJ00,81.0,600.0,414.0,207.0,68.0,723.0,420.0,120.0
399,PV28  ,2019JJ00,79.0,586.0,376.0,188.0,59.0,526.0,350.0,90.0
400,PV28  ,2020JJ00,78.0,576.0,378.0,189.0,48.0,585.0,380.0,110.0
401,PV28  ,2021JJ00,66.0,485.0,275.0,137.0,48.0,417.0,330.0,70.0
402,PV28  ,2022JJ00,66.0,488.0,288.0,144.0,55.0,338.0,370.0,80.0
403,PV28  ,2023JJ00,71.0,523.0,289.0,145.0,45.0,604.0,350.0,110.0
404,PV28  ,2024JJ00,94.0,696.0,295.0,148.0,10.0,1006.0,310.0,100.0
405,PV29  ,1998JJ00,82.0,608.0,,,101.0,2111.0,580.0,550.0
406,PV29  ,1999JJ00,73.0,538.0,,,101.0,1947.0,550.0,500.0
407,PV29  ,2000JJ00,70.0,514.0,,,84.0,1959.0,450.0,540.0
408,PV29  ,2001JJ00,62.0,457.0,1389.0,694.0,79.0,1898.0,390.0,480.0
409,PV29  ,2002JJ00,61.0,454.0,1371.0,685.0,79.0,1879.0,400.0,460.0
410,PV29  ,2003JJ00,62.0,460.0,1321.0,660.0,61.0,2064.0,320.0,540.0
411,PV29  ,2004JJ00,62.0,457.0,1309.0,654.0,53.0,1630.0,280.0,430.0
412,PV29  ,2005JJ00,61.0,452.0,1224.0,612.0,54.0,1965.0,300.0,490.0
413,PV29  ,2006JJ00,58.0,431.0,1212.0,606.0,54.0,1974.0,310.0,520.0
414,PV29  ,2007JJ00,55.0,409.0,1215.0,608.0,57.0,1533.0,320.0,410.0
415,PV29  ,2008JJ00,43.0,320.0,1089.0,544.0,49.0,1746.0,280.0,460.0
416,PV29  ,2009JJ00,40.0,297.0,1082.0,541.0,48.0,1724.0,280.0,450.0
417,PV29  ,2010JJ00,36.0,268.0,1139.0,570.0,46.0,1766.0,250.0,450.0
418,PV29  ,2011JJ00,39.0,292.0,1151.0,576.0,39.0,1698.0,210.0,400.0
419,PV29  ,2012JJ00,41.0,301.0,1204.0,602.0,42.0,1761.0,210.0,420.0
420,PV29  ,2013JJ00,42.0,311.0,1194.0,597.0,38.0,1717.0,200.0,450.0
421,PV29  ,2014JJ00,41.0,307.0,1192.0,596.0,36.0,1621.0,180.0,400.0
422,PV29  ,2015JJ00,43.0,315.0,1204.0,602.0,35.0,1976.0,180.0,460.0
423,PV29  ,2016JJ00,45.0,333.0,1198.0,599.0,41.0,1688.0,200.0,450.0
424,PV29  ,2017JJ00,45.0,330.0,1199.0,600.0,40.0,1981.0,190.0,450.0
425,PV29  ,2018JJ00,43.0,317.0,1227.0,613.0,34.0,1871.0,380.0,450.0
426,PV29  ,2019JJ00,46.0,341.0,1233.0,616.0,35.0,1898.0,350.0,460.0
427,PV29  ,2020JJ00,49.0,360.0,1229.0,615.0,36.0,1641.0,360.0,410.0
428,PV29  ,2021JJ00,55.0,404.0,1244.0,622.0,41.0,1614.0,330.0,400.0
429,PV29  ,2022JJ00,54.0,403.0,1228.0,614.0,39.0,1882.0,320.0,440.0
430,PV29  ,2023JJ00,57.0,424.0,1232.0,616.0,37.0,1995.0,200.0,440.0
431,PV29  ,2024JJ00,52.0,385.0,1262.0,631.0,47.0,514.0,190.0,340.0
432,PV30  ,1998JJ00,4613.0,34133.0,,,3086.0,28672.0,20670.0,7970.0
433,PV30  ,1999JJ00,4496.0,33269.0,,,3533.0,28997.0,21330.0,8650.0
434,PV30  ,2000JJ00,4413.0,32659.0,,,3432.0,29394.0,20890.0,8710.0
435,PV30  ,2001JJ00,4045.0,29930.0,19615.0,9808.0,3345.0,27765.0,18610.0,7360.0
436,PV30  ,2002JJ00,4024.0,29775.0,19198.0,9599.0,2961.0,28631.0,17110.0,7320.0
437,PV30  ,2003JJ00,3902.0,28875.0,18662.0,9331.0,2808.0,23115.0,16410.0,5380.0
438,PV30  ,2004JJ00,3694.0,27335.0,17294.0,8647.0,2840.0,23870.0,15940.0,6270.0
439,PV30  ,2005JJ00,3727.0,27577.0,17364.0,8682.0,2923.0,26037.0,18060.0,7070.0
440,PV30  ,2006JJ00,3719.0,27520.0,17477.0,8739.0,2914.0,25844.0,18620.0,7130.0
441,PV30  ,2007JJ00,3767.0,27877.0,17808.0,8904.0,2969.0,25848.0,18630.0,7090.0
442,PV30  ,2008JJ00,3966.0,29349.0,17827.0,8913.0,3080.0,25467.0,19740.0,6950.0
443,PV30  ,2009JJ00,4033.0,29847.0,17934.0,8967.0,3156.0,26133.0,20680.0,7290.0
444,PV30  ,2010JJ00,4108.0,30396.0,17673.0,8837.0,3179.0,28019.0,20310.0,7420.0
445,PV30  ,2011JJ00,4081.0,30197.0,17473.0,8736.0,3211.0,26727.0,19770.0,7130.0
446,PV30  ,2012JJ00,4049.0,29963.0,17301.0,8650.0,3226.0,26783.0,18080.0,6610.0
447,PV30  ,2013JJ00,4058.0,30029.0,17058.0,8529.0,3167.0,26977.0,18240.0,6650.0
448,PV30  ,2014JJ00,4046.0,29939.0,16806.0,8403.0,3160.0,27644.0,17980.0,6720.0
449,PV30  ,2015JJ00,4030.0,29819.0,16643.0,8321.0,3275.0,28464.0,18810.0,6950.0
450,PV30  ,2016JJ00,4009.0,29664.0,16563.0,8281.0,3236.0,27937.0,18580.0,7000.0
451,PV30  ,2017JJ00,3981.0,29456.0,16789.0,8395.0,3222.0,28027.0,17760.0,6980.0
452,PV30  ,2018JJ00,3943.0,29178.0,16930.0,8465.0,3180.0,24844.0,17060.0,5970.0
453,PV30  ,2019JJ00,3976.0,29422.0,16969.0,8484.0,3147.0,24029.0,16780.0,5760.0
454,PV30  ,2020JJ00,3926.0,29055.0,16916.0,8458.0,3048.0,24703.0,16790.0,5640.0
455,PV30  ,2021JJ00,3578.0,26476.0,16904.0,8452.0,2873.0,22309.0,15440.0,5180.0
456,PV30  ,2022JJ00,3522.0,26059.0,16874.0,8437.0,2816.0,22913.0,15330.0,5040.0
457,PV30  ,2023JJ00,3476.0,25723.0,16799.0,8399.0,2675.0,22049.0,15310.0,5140.0
458,PV30  ,2024JJ00,3369.0,24931.0,16128.0,8064.0,35.0,1261.0,15210.0,4780.0
459,PV31  ,1998JJ00,1404.0,10390.0,,,1065.0,16919.0,7110.0,5620.0
460,PV31  ,1999JJ00,1377.0,10188.0,,,1059.0,18176.0,6560.0,6310.0
461,PV31  ,2000JJ00,1343.0,9936.0,,,1009.0,18037.0,6250.0,6200.0
462,PV31  ,2001JJ00,1262.0,9337.0,13867.0,6933.0,997.0,17362.0,5730.0,5380.0
463,PV31  ,2002JJ00,1252.0,9261.0,13699.0,6850.0,922.0,16337.0,5490.0,4970.0
464,PV31  ,2003JJ00,1230.0,9105.0,13383.0,6692.0,893.0,13783.0,5390.0,3270.0
465,PV31  ,2004JJ00,1147.0,8485.0,11791.0,5895.0,903.0,13328.0,5180.0,4170.0
466,PV31  ,2005JJ00,1141.0,8441.0,11739.0,5870.0,900.0,14926.0,5710.0,4770.0
467,PV31  ,2006JJ00,1153.0,8533.0,11763.0,5881.0,900.0,14760.0,5920.0,4820.0
468,PV31  ,2007JJ00,1145.0,8471.0,11636.0,5818.0,909.0,14583.0,5840.0,4840.0
469,PV31  ,2008JJ00,1222.0,9044.0,12079.0,6040.0,958.0,15669.0,6320.0,5030.0
470,PV31  ,2009JJ00,1240.0,9173.0,11765.0,5882.0,986.0,16360.0,6670.0,5490.0
471,PV31  ,2010JJ00,1280.0,9471.0,11645.0,5823.0,1009.0,16241.0,6610.0,5450.0
472,PV31  ,2011JJ00,1260.0,9325.0,11593.0,5797.0,1042.0,14482.0,6510.0,4890.0
473,PV31  ,2012JJ00,1257.0,9305.0,11709.0,5855.0,1053.0,14399.0,5930.0,4670.0
474,PV31  ,2013JJ00,1264.0,9354.0,11711.0,5855.0,1028.0,15211.0,5940.0,5070.0
475,PV31  ,2014JJ00,1268.0,9382.0,11789.0,5894.0,1011.0,15998.0,5860.0,4980.0
476,PV31  ,2015JJ00,1250.0,9251.0,11702.0,5851.0,1055.0,16466.0,6160.0,5090.0
477,PV31  ,2016JJ00,1249.0,9246.0,11686.0,5843.0,1052.0,17161.0,6030.0,5540.0
478,PV31  ,2017JJ00,1245.0,9215.0,11493.0,5747.0,1021.0,17112.0,5650.0,5270.0
479,PV31  ,2018JJ00,1240.0,9177.0,11456.0,5728.0,1035.0,16567.0,6130.0,4980.0
480,PV31  ,2019JJ00,1220.0,9025.0,11437.0,5719.0,1020.0,15507.0,6040.0,4990.0
481,PV31  ,2020JJ00,1195.0,8840.0,11465.0,5732.0,974.0,15131.0,6050.0,4600.0
482,PV31  ,2021JJ00,1072.0,7936.0,11467.0,5734.0,910.0,14561.0,5610.0,4530.0
483,PV31  ,2022JJ00,1069.0,7913.0,11409.0,5705.0,890.0,14613.0,5510.0,4480.0
484,PV31  ,2023JJ00,1065.0,7880.0,11238.0,5619.0,845.0,14389.0,4900.0,4360.0
485,PV31  ,2024JJ00,980.0,7252.0,10876.0,5438.0,2631.0,21111.0,4660.0,3880.0
486,PV99  ,1998JJ00,0.0,0.0,,,0.0,0.0,0.0,0.0
487,PV99  ,1999JJ00,0.0,0.0,,,0.0,0.0,0.0,0.0
488,PV99  ,2000JJ00,0.0,0.0,,,0.0,0.0,0.0,0.0
489,PV99  ,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,PV99  ,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,PV99  ,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,PV99  ,2004JJ00,67.0,493.0,306.0,153.0,0.0,0.0,0.0,0.0
493,PV99  ,2005JJ00,54.0,398.0,191.0,96.0,0.0,0.0,0.0,0.0
494,PV99  ,2006JJ00,54.0,399.0,194.0,97.0,0.0,0.0,0.0,0.0
495,PV99  ,2007JJ00,47.0,345.0,131.0,66.0,0.0,0.0,0.0,0.0
496,PV99  ,2008JJ00,57.0,421.0,122.0,61.0,0.0,0.0,0.0,0.0
497,PV99  ,2009JJ00,59.0,438.0,107.0,54.0,0.0,0.0,0.0,0.0
498,PV99  ,2010JJ00,5.0,39.0,21.0,11.0,0.0,0.0,0.0,0.0
499,PV99  ,2011JJ00,2.0,15.0,11.0,5.0,0.0,0.0,0.0,0.0
500,PV99  ,2012JJ00,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
501,PV99  ,2013JJ00,2.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0
502,PV99  ,2014JJ00,5.0,34.0,95.0,47.0,0.0,0.0,0.0,0.0
503,PV99  ,2015JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
504,PV99  ,2016JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
505,PV99  ,2017JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
506,PV99  ,2018JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
507,PV99  ,2019JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
508,PV99  ,2020JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
509,PV99  ,2021JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
510,PV99  ,2022JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
511,PV99  ,2023JJ00,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
512,PV99  ,2024JJ00,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0
